county,precinct,office,district,candidate,party,votes,election day,early_voting,absentee
Sutton,201,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sutton,201,President,,Andrew Yang,DEM,0,0,0,0
Sutton,201,President,,Joseph R. Biden,DEM,6,5,1,0
Sutton,201,President,,Tom Steyer,DEM,0,0,0,0
Sutton,201,President,,Marianne Williamson,DEM,0,0,0,0
Sutton,201,President,,Michael Bennet,DEM,0,0,0,0
Sutton,201,President,,Pete Buttigieg,DEM,2,2,0,0
Sutton,201,President,,Amy Klobuchar,DEM,0,0,0,0
Sutton,201,President,,Michael R. Bloomberg,DEM,2,1,0,1
Sutton,201,U.S. Senate,,Amanda K. Edwards,DEM,1,1,0,0
Sutton,201,U.S. Senate,,D.R. Hunter,DEM,0,0,0,0
Sutton,201,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Sutton,201,U.S. Senate,,Royce West,DEM,0,0,0,0
Sutton,201,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Sutton,201,U.S. Senate,,Mary (MJ) Hegar,DEM,3,3,0,0
Sutton,201,U.S. Senate,,Sema Hernandez,DEM,2,1,0,1
Sutton,201,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,1,0,0
Sutton,201,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,3,0,0
Sutton,201,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sutton,201,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Sutton,201,U.S. Senate,,Chris Bell,DEM,1,1,0,0
Sutton,201,U.S. House,23,Jaime Escuder,DEM,0,0,0,0
Sutton,201,U.S. House,23,Gina Ortiz Jones,DEM,7,6,0,1
Sutton,201,U.S. House,23,Rosalinda Ramos Abuabara,DEM,3,2,1,0
Sutton,201,U.S. House,23,Efrain V Valdez,DEM,0,0,0,0
Sutton,201,U.S. House,23,Ricardo R. Madrid,DEM,1,1,0,0
Sutton,201,Railroad Commissioner,,Chrysta Castaneda,DEM,7,5,1,1
Sutton,201,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Sutton,201,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Sutton,201,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo ",DEM,4,4,0,0
Sutton,201,State Representative,53,Joe P. Herrera,DEM,10,8,1,1
Sutton,301,Registered Voters,,,,731,,,
Sutton,301,Ballots Cast,,,,328,161,166,1
Sutton,301,Ballots Cast,,,REP,292,132,160,0
Sutton,301,Ballots Cast,,,DEM,36,29,6,1
Sutton,301,Ballots Cast,,,NONPARTISAN,0,0,0,0
Sutton,301,President,,Tulsi Gabbard,DEM,0,0,0,0
Sutton,301,President,,Bernie Sanders,DEM,10,7,3,0
Sutton,301,President,,Robby Wells,DEM,0,0,0,0
Sutton,301,President,,Elizabeth Warren,DEM,4,3,1,0
Sutton,301,President,,Cory Booker,DEM,0,0,0,0
Sutton,301,President,,John K. Delaney,DEM,0,0,0,0
Sutton,301,President,,Julian Castro,DEM,1,1,0,0
Sutton,301,President,,Deval Patrick,DEM,0,0,0,0
Sutton,301,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sutton,301,President,,Andrew Yang,DEM,0,0,0,0
Sutton,301,President,,Joseph R. Biden,DEM,14,13,1,0
Sutton,301,President,,Tom Steyer,DEM,0,0,0,0
Sutton,301,President,,Marianne Williamson,DEM,0,0,0,0
Sutton,301,President,,Michael Bennet,DEM,0,0,0,0
Sutton,301,President,,Pete Buttigieg,DEM,1,0,1,0
Sutton,301,President,,Amy Klobuchar,DEM,0,0,0,0
Sutton,301,President,,Michael R. Bloomberg,DEM,5,5,0,0
Sutton,301,U.S. Senate,,Amanda K. Edwards,DEM,7,6,1,0
Sutton,301,U.S. Senate,,D.R. Hunter,DEM,2,2,0,0
Sutton,301,U.S. Senate,,Victor Hugo Harris,DEM,1,1,0,0
Sutton,301,U.S. Senate,,Royce West,DEM,0,0,0,0
Sutton,301,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0
Sutton,301,U.S. Senate,,Mary (MJ) Hegar,DEM,6,3,2,1
Sutton,301,U.S. Senate,,Sema Hernandez,DEM,9,9,0,0
Sutton,301,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,2,1,0
Sutton,301,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,3,0,0
Sutton,301,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Sutton,301,U.S. Senate,,Michael Cooper,DEM,1,1,0,0
Sutton,301,U.S. Senate,,Chris Bell,DEM,2,1,1,0
Sutton,301,U.S. House,23,Jaime Escuder,DEM,3,3,0,0
Sutton,301,U.S. House,23,Gina Ortiz Jones,DEM,27,22,4,1
Sutton,301,U.S. House,23,Rosalinda Ramos Abuabara,DEM,2,1,1,0
Sutton,301,U.S. House,23,Efrain V Valdez,DEM,3,2,1,0
Sutton,301,U.S. House,23,Ricardo R. Madrid,DEM,1,1,0,0
Sutton,301,Railroad Commissioner,,Chrysta Castaneda,DEM,13,9,3,1
Sutton,301,Railroad Commissioner,,Kelly Stone,DEM,7,6,1,0
Sutton,301,Railroad Commissioner,,Mark Watson,DEM,6,5,1,0
Sutton,301,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo ",DEM,9,9,0,0
Sutton,301,State Representative,53,Joe P. Herrera,DEM,35,29,5,1
Sutton,401,Registered Voters,,,,546,,,
Sutton,401,Ballots Cast,,,,144,63,78,3
Sutton,401,Ballots Cast,,,REP,125,54,71,0
Sutton,401,Ballots Cast,,,DEM,19,9,7,3
Sutton,401,Ballots Cast,,,NONPARTISAN,0,0,0,0
Sutton,401,President,,Tulsi Gabbard,DEM,0,0,0,0
Sutton,401,President,,Bernie Sanders,DEM,8,5,3,0
Sutton,401,President,,Robby Wells,DEM,0,0,0,0
Sutton,401,President,,Elizabeth Warren,DEM,2,0,2,0
Sutton,401,President,,Cory Booker,DEM,0,0,0,0
Sutton,401,President,,John K. Delaney,DEM,0,0,0,0
Sutton,401,President,,Julian Castro,DEM,1,1,0,0
Sutton,401,President,,Deval Patrick,DEM,0,0,0,0
Sutton,401,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Sutton,401,President,,Andrew Yang,DEM,1,1,0,0
Sutton,401,President,,Joseph R. Biden,DEM,4,2,1,1
Sutton,401,President,,Tom Steyer,DEM,0,0,0,0
Sutton,401,President,,Marianne Williamson,DEM,0,0,0,0
Sutton,401,President,,Michael Bennet,DEM,0,0,0,0
Sutton,401,President,,Pete Buttigieg,DEM,0,0,0,0
Sutton,401,President,,Amy Klobuchar,DEM,0,0,0,0
Sutton,401,President,,Michael R. Bloomberg,DEM,3,0,1,2
Sutton,401,U.S. Senate,,Amanda K. Edwards,DEM,4,2,2,0
Sutton,401,U.S. Senate,,D.R. Hunter,DEM,0,0,0,0
Sutton,401,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Sutton,401,U.S. Senate,,Royce West,DEM,0,0,0,0
Sutton,401,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1
Sutton,401,U.S. Senate,,Mary (MJ) Hegar,DEM,1,1,0,0
Sutton,401,U.S. Senate,,Sema Hernandez,DEM,6,3,3,0
Sutton,401,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,2,1,0
Sutton,401,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,0,0,2
Sutton,401,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0
Sutton,401,U.S. Senate,,Michael Cooper,DEM,1,0,1,0
Sutton,401,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Sutton,401,U.S. House,23,Jaime Escuder,DEM,2,2,0,0
Sutton,401,U.S. House,23,Gina Ortiz Jones,DEM,12,5,5,2
Sutton,401,U.S. House,23,Rosalinda Ramos Abuabara,DEM,1,0,1,0
Sutton,401,U.S. House,23,Efrain V Valdez,DEM,2,2,0,0
Sutton,401,U.S. House,23,Ricardo R. Madrid,DEM,2,0,1,1
Sutton,401,Railroad Commissioner,,Chrysta Castaneda,DEM,8,3,3,2
Sutton,401,Railroad Commissioner,,Kelly Stone,DEM,1,0,1,0
Sutton,401,Railroad Commissioner,,Mark Watson,DEM,3,3,0,0
Sutton,401,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo ",DEM,7,3,3,1
Sutton,401,State Representative,53,Joe P. Herrera,DEM,19,9,7,3
Sutton,101,President,,Matthew John Matern,REP,0,0,0,0
Sutton,101,President,,Joe Walsh,REP,2,0,2,0
Sutton,101,President,,Bob Ely,REP,0,0,0,0
Sutton,101,President,,Zoltan G. Istvan,REP,0,0,0,0
Sutton,101,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,7,4,3,0
Sutton,101,President,,Donald J. Trump,REP,124,49,75,0
Sutton,101,President,,Bill Weld,REP,3,0,2,1
Sutton,101,President,,Uncommitted,REP,25,12,13,0
Sutton,101,U.S. Senate,,John Anthony Castro,REP,43,16,27,0
Sutton,101,U.S. Senate,,John Cornyn,REP,93,42,50,1
Sutton,101,U.S. Senate,,Mark Yancey,REP,6,2,4,0
Sutton,101,U.S. Senate,,Virgil Bierschwale,REP,6,2,4,0
Sutton,101,U.S. Senate,,Dwayne Stovall,REP,8,1,7,0
Sutton,101,U.S. House,23,Ben Van Winkle,REP,7,4,3,0
Sutton,101,U.S. House,23,Jeff McFarlin,REP,17,8,9,0
Sutton,101,U.S. House,23,Sharon Breckenridge Thomas,REP,5,1,4,0
Sutton,101,U.S. House,23,Darwin Boedeker,REP,1,1,0,0
Sutton,101,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,6,3,3,0
Sutton,101,U.S. House,23,Alia Ureste,REP,3,1,2,0
Sutton,101,U.S. House,23,Raul Reyes,REP,31,10,21,0
Sutton,101,U.S. House,23,Tony Gonzales,REP,41,15,26,0
Sutton,101,U.S. House,23,Alma Arredondo-Lynch,REP,43,17,26,0
Sutton,101,Railroad Commissioner,,Ryan Sitton,REP,60,30,29,1
Sutton,101,Railroad Commissioner,,"James ""Jim"" Wright",REP,83,28,55,0
Sutton,101,State Senate,28,Charles Perry,REP,142,57,84,1
Sutton,101,State Representative,53,Andrew S. Murr,REP,143,57,85,1
Sutton,201,President,,Matthew John Matern,REP,0,0,0,0
Sutton,201,President,,Joe Walsh,REP,0,0,0,0
Sutton,201,President,,Bob Ely,REP,1,0,1,0
Sutton,201,President,,Zoltan G. Istvan,REP,0,0,0,0
Sutton,201,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0
Sutton,201,President,,Donald J. Trump,REP,202,80,121,1
Sutton,201,President,,Bill Weld,REP,2,0,2,0
Sutton,201,President,,Uncommitted,REP,13,6,7,0
Sutton,201,U.S. Senate,,John Anthony Castro,REP,23,11,12,0
Sutton,201,U.S. Senate,,John Cornyn,REP,156,56,99,1
Sutton,201,U.S. Senate,,Mark Yancey,REP,13,9,4,0
Sutton,201,U.S. Senate,,Virgil Bierschwale,REP,7,2,5,0
Sutton,201,U.S. Senate,,Dwayne Stovall,REP,12,6,6,0
Sutton,201,U.S. House,23,Ben Van Winkle,REP,14,7,7,0
Sutton,201,U.S. House,23,Jeff McFarlin,REP,22,11,11,0
Sutton,201,U.S. House,23,Sharon Breckenridge Thomas,REP,14,8,6,0
Sutton,201,U.S. House,23,Darwin Boedeker,REP,3,1,2,0
Sutton,201,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,11,5,6,0
Sutton,201,U.S. House,23,Alia Ureste,REP,3,1,2,0
Sutton,201,U.S. House,23,Raul Reyes,REP,40,8,32,0
Sutton,201,U.S. House,23,Tony Gonzales,REP,63,23,40,0
Sutton,201,U.S. House,23,Alma Arredondo-Lynch,REP,34,17,17,0
Sutton,201,Railroad Commissioner,,Ryan Sitton,REP,69,30,39,0
Sutton,201,Railroad Commissioner,,"James ""Jim"" Wright",REP,123,47,76,0
Sutton,201,State Senate,28,Charles Perry,REP,206,82,124,0
Sutton,201,State Representative,53,Andrew S. Murr,REP,207,83,124,0
Sutton,301,President,,Matthew John Matern,REP,1,0,1,0
Sutton,301,President,,Joe Walsh,REP,2,1,1,0
Sutton,301,President,,Bob Ely,REP,0,0,0,0
Sutton,301,President,,Zoltan G. Istvan,REP,0,0,0,0
Sutton,301,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,6,3,3,0
Sutton,301,President,,Donald J. Trump,REP,259,117,142,0
Sutton,301,President,,Bill Weld,REP,0,0,0,0
Sutton,301,President,,Uncommitted,REP,16,6,10,0
Sutton,301,U.S. Senate,,John Anthony Castro,REP,51,25,26,0
Sutton,301,U.S. Senate,,John Cornyn,REP,176,74,102,0
Sutton,301,U.S. Senate,,Mark Yancey,REP,17,7,10,0
Sutton,301,U.S. Senate,,Virgil Bierschwale,REP,6,4,2,0
Sutton,301,U.S. Senate,,Dwayne Stovall,REP,22,12,10,0
Sutton,301,U.S. House,23,Ben Van Winkle,REP,22,10,12,0
Sutton,301,U.S. House,23,Jeff McFarlin,REP,37,19,18,0
Sutton,301,U.S. House,23,Sharon Breckenridge Thomas,REP,11,7,4,0
Sutton,301,U.S. House,23,Darwin Boedeker,REP,5,3,2,0
Sutton,301,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,13,5,8,0
Sutton,301,U.S. House,23,Alia Ureste,REP,3,2,1,0
Sutton,301,U.S. House,23,Raul Reyes,REP,50,18,32,0
Sutton,301,U.S. House,23,Tony Gonzales,REP,75,24,51,0
Sutton,301,U.S. House,23,Alma Arredondo-Lynch,REP,49,30,19,0
Sutton,301,Railroad Commissioner,,Ryan Sitton,REP,97,46,51,0
Sutton,301,Railroad Commissioner,,"James ""Jim"" Wright",REP,158,66,92,0
Sutton,301,State Senate,28,Charles Perry,REP,258,114,144,0
Sutton,301,State Representative,53,Andrew S. Murr,REP,271,119,152,0
Sutton,401,President,,Matthew John Matern,REP,1,1,0,0
Sutton,401,President,,Joe Walsh,REP,3,2,1,0
Sutton,401,President,,Bob Ely,REP,0,0,0,0
Sutton,401,President,,Zoltan G. Istvan,REP,0,0,0,0
Sutton,401,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,6,3,3,0
Sutton,401,President,,Donald J. Trump,REP,97,40,57,0
Sutton,401,President,,Bill Weld,REP,0,0,0,0
Sutton,401,President,,Uncommitted,REP,15,6,9,0
Sutton,401,U.S. Senate,,John Anthony Castro,REP,43,21,22,0
Sutton,401,U.S. Senate,,John Cornyn,REP,65,27,38,0
Sutton,401,U.S. Senate,,Mark Yancey,REP,5,2,3,0
Sutton,401,U.S. Senate,,Virgil Bierschwale,REP,3,1,2,0
Sutton,401,U.S. Senate,,Dwayne Stovall,REP,3,1,2,0
Sutton,401,U.S. House,23,Ben Van Winkle,REP,8,4,4,0
Sutton,401,U.S. House,23,Jeff McFarlin,REP,31,13,18,0
Sutton,401,U.S. House,23,Sharon Breckenridge Thomas,REP,4,3,1,0
Sutton,401,U.S. House,23,Darwin Boedeker,REP,3,1,2,0
Sutton,401,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,5,3,2,0
Sutton,401,U.S. House,23,Alia Ureste,REP,1,0,1,0
Sutton,401,U.S. House,23,Raul Reyes,REP,11,5,6,0
Sutton,401,U.S. House,23,Tony Gonzales,REP,30,14,16,0
Sutton,401,U.S. House,23,Alma Arredondo-Lynch,REP,28,9,19,0
Sutton,401,Railroad Commissioner,,Ryan Sitton,REP,41,15,26,0
Sutton,401,Railroad Commissioner,,"James ""Jim"" Wright",REP,75,37,38,0
Sutton,401,State Senate,28,Charles Perry,REP,114,48,66,0
Sutton,401,State Representative,53,Andrew S. Murr,REP,116,49,67,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
