county,precinct,office,district,candidate,party,early_voting,election_day,votes
Winkler,101,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,386,119,505
Winkler,201,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,105,65,170
Winkler,202,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,265,168,433
Winkler,301,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,359,140,499
Winkler,401,President,,DONALD J. TRUMP/MICHAEL R. PENCE,REP,138,69,207
Winkler,101,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,1,0,1
Winkler,201,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Winkler,202,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Winkler,301,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Winkler,401,President,,HOWIE HAWKINS/ANGELA WALKER,GRE,0,0,0
Winkler,101,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,4,5
Winkler,201,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,2,3
Winkler,202,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,2,0,2
Winkler,301,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,1,2
Winkler,401,President,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",LBT,1,1,2
Winkler,101,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,98,18,116
Winkler,201,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,27,8,35
Winkler,202,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,29,13,42
Winkler,301,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,73,14,87
Winkler,401,President,,JOSEPH R. BIDEN/KAMALA D. HARRIS,DEM,100,43,143
Winkler,101,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,93,20,113
Winkler,201,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,26,6,32
Winkler,202,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,27,14,41
Winkler,301,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,75,12,87
Winkler,401,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,96,44,140
Winkler,101,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,382,112,494
Winkler,201,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,102,63,165
Winkler,202,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,268,162,430
Winkler,301,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,345,138,483
Winkler,401,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,127,65,192
Winkler,101,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,1,0,1
Winkler,201,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,0,0,0
Winkler,202,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,0,0,0
Winkler,301,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,2,1,3
Winkler,401,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,2,1,3
Winkler,101,Railroad Commissioner,,MATT STERETT,LBT,0,5,5
Winkler,201,Railroad Commissioner,,MATT STERETT,LBT,1,3,4
Winkler,202,Railroad Commissioner,,MATT STERETT,LBT,1,2,3
Winkler,301,Railroad Commissioner,,MATT STERETT,LBT,6,4,10
Winkler,401,Railroad Commissioner,,MATT STERETT,LBT,0,0,0
Winkler,101,State Representative,81,BROOKS LANDGRAF,REP,391,120,511
Winkler,201,State Representative,81,BROOKS LANDGRAF,REP,96,69,165
Winkler,202,State Representative,81,BROOKS LANDGRAF,REP,261,164,425
Winkler,301,State Representative,81,BROOKS LANDGRAF,REP,368,135,503
Winkler,401,State Representative,81,BROOKS LANDGRAF,REP,147,86,233
Winkler,101,U.S. House,23,BETO VILLELA,LBT,11,7,18
Winkler,201,U.S. House,23,BETO VILLELA,LBT,2,6,8
Winkler,202,U.S. House,23,BETO VILLELA,LBT,2,2,4
Winkler,301,U.S. House,23,BETO VILLELA,LBT,13,4,17
Winkler,401,U.S. House,23,BETO VILLELA,LBT,4,3,7
Winkler,101,U.S. House,23,GINA ORTIZ JONES,DEM,83,20,103
Winkler,201,U.S. House,23,GINA ORTIZ JONES,DEM,30,14,44
Winkler,202,U.S. House,23,GINA ORTIZ JONES,DEM,32,14,46
Winkler,301,U.S. House,23,GINA ORTIZ JONES,DEM,77,22,99
Winkler,401,U.S. House,23,GINA ORTIZ JONES,DEM,109,47,156
Winkler,101,U.S. House,23,TONY GONZALES,REP,373,110,483
Winkler,201,U.S. House,23,TONY GONZALES,REP,97,53,150
Winkler,202,U.S. House,23,TONY GONZALES,REP,255,160,415
Winkler,301,U.S. House,23,TONY GONZALES,REP,328,127,455
Winkler,401,U.S. House,23,TONY GONZALES,REP,116,61,177
Winkler,101,U.S. Senate,,DAVID B. COLLINS,GRE,1,1,2
Winkler,201,U.S. Senate,,DAVID B. COLLINS,GRE,0,1,1
Winkler,202,U.S. Senate,,DAVID B. COLLINS,GRE,1,0,1
Winkler,301,U.S. Senate,,DAVID B. COLLINS,GRE,1,3,4
Winkler,401,U.S. Senate,,DAVID B. COLLINS,GRE,3,1,4
Winkler,101,U.S. Senate,,JOHN CORNYN,REP,388,115,503
Winkler,201,U.S. Senate,,JOHN CORNYN,REP,105,64,169
Winkler,202,U.S. Senate,,JOHN CORNYN,REP,260,164,424
Winkler,301,U.S. Senate,,JOHN CORNYN,REP,348,133,481
Winkler,401,U.S. Senate,,JOHN CORNYN,REP,131,67,198
Winkler,101,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,2,5,7
Winkler,201,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,2,2,4
Winkler,202,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,3,3,6
