county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Van Zandt,3C,Railroad Commissioner,,Mark Watson,DEM,38,3,7,28,0
Van Zandt,3C,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,27,1,3,23,0
Van Zandt,3C,State Representative,2,Bill Brannon,DEM,110,6,15,89,0
Van Zandt,3D,Registered Voters,,,,0,,,,
Van Zandt,3D,Ballots Cast,,,,1000,45,368,587,0
Van Zandt,3D,Ballots Cast,,,REP,894,38,340,516,0
Van Zandt,3D,Ballots Cast,,,DEM,106,7,28,71,0
Van Zandt,3D,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,3D,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,3D,President,,Joe Walsh,REP,3,0,1,2,0
Van Zandt,3D,President,,Donald J. Trump,REP,862,37,328,497,0
Van Zandt,3D,President,,Bill Weld,REP,3,1,1,1,0
Van Zandt,3D,President,,Bob Ely,REP,0,0,0,0,0
Van Zandt,3D,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,3D,President,,Uncommitted,REP,17,0,7,10,0
Van Zandt,3D,U.S. Senate,,Mark Yancey,REP,63,1,19,43,0
Van Zandt,3D,U.S. Senate,,John Anthony Castro,REP,25,0,6,19,0
Van Zandt,3D,U.S. Senate,,Virgil Bierschwale,REP,4,0,2,2,0
Van Zandt,3D,U.S. Senate,,Dwayne Stovall,REP,123,5,50,68,0
Van Zandt,3D,U.S. Senate,,John Cornyn,REP,605,32,239,334,0
Van Zandt,3D,U.S. House,5,Lance Gooden,REP,703,34,261,408,0
Van Zandt,3D,U.S. House,5,Don Hill,REP,136,3,62,71,0
Van Zandt,3D,Railroad Commissioner,,"James ""Jim"" Wright",REP,441,16,176,249,0
Van Zandt,3D,Railroad Commissioner,,Ryan Sitton,REP,317,19,116,182,0
Van Zandt,3D,State Representative,2,Dan Flynn,REP,417,18,155,244,0
Van Zandt,3D,State Representative,2,Bryan Slaton,REP,276,15,103,158,0
Van Zandt,3D,State Representative,2,"Dwayne ""Doc"" Collins",REP,163,5,74,84,0
Van Zandt,3D,President,,Michael R. Bloomberg,DEM,16,0,7,9,0
Van Zandt,3D,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,3D,President,,Bernie Sanders,DEM,30,3,11,16,0
Van Zandt,3D,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,3D,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,3D,President,,Joseph R. Biden,DEM,47,1,4,42,0
Van Zandt,3D,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,3D,President,,Amy Klobuchar,DEM,1,1,0,0,0
Van Zandt,3D,President,,Tom Steyer,DEM,1,0,1,0,0
Van Zandt,3D,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,3D,President,,Andrew Yang,DEM,1,0,1,0,0
Van Zandt,3D,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,3D,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,3D,President,,Pete Buttigieg,DEM,3,0,3,0,0
Van Zandt,3D,President,,Elizabeth Warren,DEM,5,1,0,4,0
Van Zandt,3D,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,3D,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,3D,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,34,2,11,21,0
Van Zandt,3D,U.S. Senate,,Michael Cooper,DEM,8,1,1,6,0
Van Zandt,3D,U.S. Senate,,D. R. Hunter,DEM,3,0,0,3,0
Van Zandt,3D,U.S. Senate,,Chris Bell,DEM,6,1,3,2,0
Van Zandt,3D,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,0,0,2,0
Van Zandt,3D,U.S. Senate,,Amanda K. Edwards,DEM,5,0,0,5,0
Van Zandt,3D,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,3D,U.S. Senate,,Sema Hernandez,DEM,2,1,0,1,0
Van Zandt,3D,U.S. Senate,,Royce West,DEM,23,1,6,16,0
Van Zandt,3D,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,3D,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,2,0,0
Van Zandt,3D,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,1,0,2,0
Van Zandt,3D,U.S. House,,Carolyn Salter,DEM,65,6,20,39,0
Van Zandt,3D,Railroad Commissioner,,Kelly Stone,DEM,26,2,8,16,0
Van Zandt,3D,Railroad Commissioner,,Chrysta Castaneda,DEM,17,2,4,11,0
Van Zandt,3D,Railroad Commissioner,,Mark Watson,DEM,17,1,3,13,0
Van Zandt,3D,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,16,1,7,8,0
Van Zandt,3D,State Representative,2,Bill Brannon,DEM,65,6,19,40,0
Van Zandt,4A,Registered Voters,,,,0,,,,
Van Zandt,4A,Ballots Cast,,,,492,15,271,203,3
Van Zandt,4A,Ballots Cast,,,REP,441,11,254,174,2
Van Zandt,4A,Ballots Cast,,,DEM,51,4,17,29,1
Van Zandt,4A,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,1,0,1,0,0
Van Zandt,4A,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,4A,President,,Joe Walsh,REP,1,0,1,0,0
Van Zandt,4A,President,,Donald J. Trump,REP,420,11,243,164,2
Van Zandt,4A,President,,Bill Weld,REP,4,0,2,2,0
Van Zandt,4A,President,,Bob Ely,REP,1,0,1,0,0
Van Zandt,4A,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,4A,President,,Uncommitted,REP,11,0,5,6,0
Van Zandt,4A,U.S. Senate,,Mark Yancey,REP,16,0,8,8,0
Van Zandt,4A,U.S. Senate,,John Anthony Castro,REP,12,0,9,3,0
Van Zandt,4A,U.S. Senate,,Virgil Bierschwale,REP,3,0,1,2,0
Van Zandt,4A,U.S. Senate,,Dwayne Stovall,REP,48,1,27,20,0
Van Zandt,4A,U.S. Senate,,John Cornyn,REP,320,8,186,124,2
Van Zandt,4A,U.S. House,5,Lance Gooden,REP,364,10,214,139,1
Van Zandt,4A,U.S. House,5,Don Hill,REP,46,0,24,21,1
Van Zandt,4A,Railroad Commissioner,,"James ""Jim"" Wright",REP,228,7,126,93,2
Van Zandt,4A,Railroad Commissioner,,Ryan Sitton,REP,140,3,86,51,0
Van Zandt,4A,State Representative,2,Dan Flynn,REP,227,9,131,85,2
Van Zandt,4A,State Representative,2,Bryan Slaton,REP,115,2,69,44,0
Van Zandt,4A,State Representative,2,"Dwayne ""Doc"" Collins",REP,85,0,46,39,0
Van Zandt,4A,President,,Michael R. Bloomberg,DEM,3,0,0,3,0
Van Zandt,4A,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,4A,President,,Bernie Sanders,DEM,14,0,6,7,1
Van Zandt,4A,President,,Julian Castro,DEM,1,0,1,0,0
Van Zandt,4A,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,4A,President,,Joseph R. Biden,DEM,28,3,6,19,0
Van Zandt,4A,President,,Michael Bennet,DEM,1,0,1,0,0
Van Zandt,4A,President,,Amy Klobuchar,DEM,0,0,0,0,0
Van Zandt,4A,President,,Tom Steyer,DEM,0,0,0,0,0
Van Zandt,4A,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,4A,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,4A,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,4A,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,4A,President,,Pete Buttigieg,DEM,1,1,0,0,0
Van Zandt,4A,President,,Elizabeth Warren,DEM,3,0,3,0,0
Van Zandt,4A,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,4A,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,4A,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,23,2,8,13,0
Van Zandt,4A,U.S. Senate,,Michael Cooper,DEM,1,0,0,1,0
Van Zandt,4A,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0,0
Van Zandt,4A,U.S. Senate,,Chris Bell,DEM,2,0,1,1,0
Van Zandt,4A,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,0,1,2,0
Van Zandt,4A,U.S. Senate,,Amanda K. Edwards,DEM,3,0,2,1,0
Van Zandt,4A,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,4A,U.S. Senate,,Sema Hernandez,DEM,3,0,0,2,1
Van Zandt,4A,U.S. Senate,,Royce West,DEM,6,2,0,4,0
Van Zandt,4A,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Van Zandt,4A,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0,0
Van Zandt,4A,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,0,4,1,0
Van Zandt,4A,U.S. House,,Carolyn Salter,DEM,33,1,12,19,1
Van Zandt,4A,Railroad Commissioner,,Kelly Stone,DEM,7,0,3,4,0
Van Zandt,4A,Railroad Commissioner,,Chrysta Castaneda,DEM,11,1,5,4,1
Van Zandt,4A,Railroad Commissioner,,Mark Watson,DEM,14,1,3,10,0
Van Zandt,4A,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,7,0,5,2,0
Van Zandt,4A,State Representative,2,Bill Brannon,DEM,34,2,13,18,1
Van Zandt,4B,Registered Voters,,,,0,,,,
Van Zandt,4B,Ballots Cast,,,,557,26,99,432,0
Van Zandt,4B,Ballots Cast,,,REP,498,24,93,381,0
Van Zandt,4B,Ballots Cast,,,DEM,59,2,6,51,0
Van Zandt,4B,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,1,0,0,1,0
Van Zandt,4B,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,4B,President,,Joe Walsh,REP,1,0,1,0,0
Van Zandt,4B,President,,Donald J. Trump,REP,488,21,92,375,0
Van Zandt,4B,President,,Bill Weld,REP,1,0,0,1,0
Van Zandt,4B,President,,Bob Ely,REP,1,0,0,1,0
Van Zandt,4B,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,4B,President,,Uncommitted,REP,5,3,0,2,0
Van Zandt,4B,U.S. Senate,,Mark Yancey,REP,39,3,4,32,0
Van Zandt,4B,U.S. Senate,,John Anthony Castro,REP,10,0,1,9,0
Van Zandt,4B,U.S. Senate,,Virgil Bierschwale,REP,3,0,0,3,0
Van Zandt,4B,U.S. Senate,,Dwayne Stovall,REP,74,1,9,64,0
Van Zandt,4B,U.S. Senate,,John Cornyn,REP,332,19,76,237,0
Van Zandt,4B,U.S. House,5,Lance Gooden,REP,376,21,72,283,0
Van Zandt,4B,U.S. House,5,Don Hill,REP,72,1,17,54,0
Van Zandt,4B,Railroad Commissioner,,"James ""Jim"" Wright",REP,227,11,47,169,0
Van Zandt,4B,Railroad Commissioner,,Ryan Sitton,REP,194,7,39,148,0
Van Zandt,4B,State Representative,2,Dan Flynn,REP,258,10,54,194,0
Van Zandt,4B,State Representative,2,Bryan Slaton,REP,64,7,13,44,0
Van Zandt,4B,State Representative,2,"Dwayne ""Doc"" Collins",REP,164,6,25,133,0
Van Zandt,4B,President,,Michael R. Bloomberg,DEM,9,1,0,8,0
Van Zandt,4B,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,4B,President,,Bernie Sanders,DEM,19,0,3,16,0
Van Zandt,4B,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,4B,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,4B,President,,Joseph R. Biden,DEM,25,0,0,25,0
Van Zandt,4B,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,4B,President,,Amy Klobuchar,DEM,0,0,0,0,0
Van Zandt,4B,President,,Tom Steyer,DEM,0,0,0,0,0
Van Zandt,4B,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,4B,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,4B,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,4B,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,4B,President,,Pete Buttigieg,DEM,1,0,0,1,0
Van Zandt,4B,President,,Elizabeth Warren,DEM,5,1,3,1,0
Van Zandt,4B,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,4B,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,4B,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,29,1,2,26,0
Van Zandt,4B,U.S. Senate,,Michael Cooper,DEM,4,0,0,4,0
Van Zandt,4B,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0,0
Van Zandt,4B,U.S. Senate,,Chris Bell,DEM,0,0,0,0,0
Van Zandt,4B,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,0,1,3,0
Van Zandt,4B,U.S. Senate,,Amanda K. Edwards,DEM,3,0,0,3,0
Van Zandt,4B,U.S. Senate,,Adrian Ocegueda,DEM,2,0,0,2,0
Van Zandt,4B,U.S. Senate,,Sema Hernandez,DEM,3,0,1,2,0
Van Zandt,4B,U.S. Senate,,Royce West,DEM,5,0,0,5,0
Van Zandt,4B,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Van Zandt,4B,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,0,2,0
Van Zandt,4B,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,0,2,2,0
Van Zandt,4B,U.S. House,,Carolyn Salter,DEM,46,1,6,39,0
Van Zandt,4B,Railroad Commissioner,,Kelly Stone,DEM,16,0,2,14,0
Van Zandt,4B,Railroad Commissioner,,Chrysta Castaneda,DEM,18,0,4,14,0
Van Zandt,4B,Railroad Commissioner,,Mark Watson,DEM,9,1,0,8,0
Van Zandt,4B,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,10,0,0,10,0
Van Zandt,4B,State Representative,2,Bill Brannon,DEM,49,1,6,42,0
Van Zandt,4C,Registered Voters,,,,0,,,,
Van Zandt,4C,Ballots Cast,,,,612,35,171,405,1
Van Zandt,4C,Ballots Cast,,,REP,538,27,152,358,1
Van Zandt,4C,Ballots Cast,,,DEM,74,8,19,47,0
Van Zandt,4C,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,4C,President,,Matthew John Matern,REP,1,0,0,1,0
Van Zandt,4C,President,,Joe Walsh,REP,0,0,0,0,0
Van Zandt,4C,President,,Donald J. Trump,REP,519,25,142,351,1
Van Zandt,4C,President,,Bill Weld,REP,1,0,1,0,0
Van Zandt,4C,President,,Bob Ely,REP,2,0,1,1,0
Van Zandt,4C,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,4C,President,,Uncommitted,REP,12,2,6,4,0
Van Zandt,4C,U.S. Senate,,Mark Yancey,REP,26,0,4,22,0
Van Zandt,4C,U.S. Senate,,John Anthony Castro,REP,11,2,1,8,0
Van Zandt,4C,U.S. Senate,,Virgil Bierschwale,REP,6,0,1,5,0
Van Zandt,4C,U.S. Senate,,Dwayne Stovall,REP,95,2,20,73,0
Van Zandt,4C,U.S. Senate,,John Cornyn,REP,376,23,123,229,1
Van Zandt,4C,U.S. House,5,Lance Gooden,REP,417,25,129,263,0
Van Zandt,4C,U.S. House,5,Don Hill,REP,90,2,19,68,1
Van Zandt,4C,Railroad Commissioner,,"James ""Jim"" Wright",REP,269,12,82,174,1
Van Zandt,4C,Railroad Commissioner,,Ryan Sitton,REP,210,14,57,139,0
Van Zandt,4C,State Representative,2,Dan Flynn,REP,159,7,46,106,0
Van Zandt,4C,State Representative,2,Bryan Slaton,REP,80,5,24,51,0
Van Zandt,4C,State Representative,2,"Dwayne ""Doc"" Collins",REP,290,15,82,192,1
Van Zandt,4C,President,,Michael R. Bloomberg,DEM,7,1,2,4,0
Van Zandt,4C,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,4C,President,,Bernie Sanders,DEM,16,0,3,13,0
Van Zandt,4C,President,,Julian Castro,DEM,1,0,0,1,0
Van Zandt,4C,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,4C,President,,Joseph R. Biden,DEM,39,3,9,27,0
Van Zandt,4C,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,4C,President,,Amy Klobuchar,DEM,0,0,0,0,0
Van Zandt,4C,President,,Tom Steyer,DEM,2,1,1,0,0
Van Zandt,4C,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,4C,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,4C,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,4C,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,4C,President,,Pete Buttigieg,DEM,2,1,1,0,0
Van Zandt,4C,President,,Elizabeth Warren,DEM,7,2,3,2,0
Van Zandt,4C,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,4C,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,4C,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,35,4,7,24,0
Van Zandt,4C,U.S. Senate,,Michael Cooper,DEM,4,1,2,1,0
Van Zandt,4C,U.S. Senate,,D. R. Hunter,DEM,1,0,1,0,0
Van Zandt,4C,U.S. Senate,,Chris Bell,DEM,2,0,2,0,0
Van Zandt,4C,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,0,1,1,0
Van Zandt,4C,U.S. Senate,,Amanda K. Edwards,DEM,4,1,2,1,0
Van Zandt,4C,U.S. Senate,,Adrian Ocegueda,DEM,1,0,0,1,0
Van Zandt,4C,U.S. Senate,,Sema Hernandez,DEM,3,0,0,3,0
Van Zandt,4C,U.S. Senate,,Royce West,DEM,13,1,3,9,0
Van Zandt,4C,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,4C,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,0,2,0
Van Zandt,4C,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,1,1,1,0
Van Zandt,4C,U.S. House,,Carolyn Salter,DEM,49,6,16,27,0
Van Zandt,4C,Railroad Commissioner,,Kelly Stone,DEM,23,2,6,15,0
Van Zandt,4C,Railroad Commissioner,,Chrysta Castaneda,DEM,19,3,6,10,0
Van Zandt,4C,Railroad Commissioner,,Mark Watson,DEM,13,2,5,6,0
Van Zandt,4C,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,9,1,1,7,0
Van Zandt,4C,State Representative,2,Bill Brannon,DEM,53,7,17,29,0
Van Zandt,4D,Registered Voters,,,,0,,,,
Van Zandt,4D,Ballots Cast,,,,1151,99,314,738,0
Van Zandt,4D,Ballots Cast,,,REP,961,74,262,625,0
Van Zandt,4D,Ballots Cast,,,DEM,190,25,52,113,0
Van Zandt,4D,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,2,0,0,2,0
Van Zandt,4D,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,4D,President,,Joe Walsh,REP,1,0,0,1,0
Van Zandt,4D,President,,Donald J. Trump,REP,931,71,258,602,0
Van Zandt,4D,President,,Bill Weld,REP,3,0,0,3,0
Van Zandt,4D,President,,Bob Ely,REP,0,0,0,0,0
Van Zandt,4D,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,4D,President,,Uncommitted,REP,20,3,3,14,0
Van Zandt,4D,U.S. Senate,,Mark Yancey,REP,45,5,10,30,0
Van Zandt,4D,U.S. Senate,,John Anthony Castro,REP,18,0,9,9,0
Van Zandt,4D,U.S. Senate,,Virgil Bierschwale,REP,3,0,0,3,0
Van Zandt,4D,U.S. Senate,,Dwayne Stovall,REP,192,8,48,136,0
Van Zandt,4D,U.S. Senate,,John Cornyn,REP,658,58,187,413,0
Van Zandt,4D,U.S. House,5,Lance Gooden,REP,789,67,218,504,0
Van Zandt,4D,U.S. House,5,Don Hill,REP,119,4,35,80,0
Van Zandt,4D,Railroad Commissioner,,"James ""Jim"" Wright",REP,482,32,117,333,0
Van Zandt,4D,Railroad Commissioner,,Ryan Sitton,REP,376,34,121,221,0
Van Zandt,4D,State Representative,2,Dan Flynn,REP,223,14,68,141,0
Van Zandt,4D,State Representative,2,Bryan Slaton,REP,119,9,22,88,0
Van Zandt,4D,State Representative,2,"Dwayne ""Doc"" Collins",REP,608,51,169,388,0
Van Zandt,4D,President,,Michael R. Bloomberg,DEM,45,14,13,18,0
Van Zandt,4D,President,,Marianne Williamson,DEM,2,0,1,1,0
Van Zandt,4D,President,,Bernie Sanders,DEM,35,2,8,25,0
Van Zandt,4D,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,4D,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,4D,President,,Joseph R. Biden,DEM,75,6,14,55,0
Van Zandt,4D,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,4D,President,,Amy Klobuchar,DEM,3,1,2,0,0
Van Zandt,4D,President,,Tom Steyer,DEM,4,0,4,0,0
Van Zandt,4D,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,4D,President,,Andrew Yang,DEM,1,0,1,0,0
Van Zandt,4D,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,4D,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,4D,President,,Pete Buttigieg,DEM,4,0,4,0,0
Van Zandt,4D,President,,Elizabeth Warren,DEM,17,0,5,12,0
Van Zandt,4D,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,4D,President,,Cory Booker,DEM,1,0,0,1,0
Van Zandt,4D,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,73,10,26,37,0
Van Zandt,4D,U.S. Senate,,Michael Cooper,DEM,7,0,1,6,0
Van Zandt,4D,U.S. Senate,,D. R. Hunter,DEM,1,0,0,1,0
Van Zandt,4D,U.S. Senate,,Chris Bell,DEM,18,4,7,7,0
Van Zandt,4D,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,10,2,2,6,0
Van Zandt,4D,U.S. Senate,,Amanda K. Edwards,DEM,8,0,0,8,0
Van Zandt,4D,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,4D,U.S. Senate,,Sema Hernandez,DEM,9,0,1,8,0
Van Zandt,4D,U.S. Senate,,Royce West,DEM,29,7,3,19,0
Van Zandt,4D,U.S. Senate,,Victor Hugo Harris,DEM,2,0,2,0,0
Van Zandt,4D,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,3,0,1,2,0
Van Zandt,4D,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,19,0,8,11,0
Van Zandt,4D,U.S. House,,Carolyn Salter,DEM,150,20,42,88,0
Van Zandt,4D,Railroad Commissioner,,Kelly Stone,DEM,46,8,15,23,0
Van Zandt,4D,Railroad Commissioner,,Chrysta Castaneda,DEM,62,7,18,37,0
Van Zandt,4D,Railroad Commissioner,,Mark Watson,DEM,37,7,10,20,0
Van Zandt,4D,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,25,2,5,18,0
Van Zandt,4D,State Representative,2,Bill Brannon,DEM,147,19,42,86,0
Van Zandt,4E,Registered Voters,,,,0,,,,
Van Zandt,4E,Ballots Cast,,,,428,19,156,253,0
Van Zandt,4E,Ballots Cast,,,REP,373,12,141,220,0
Van Zandt,4E,Ballots Cast,,,DEM,55,7,15,33,0
Van Zandt,4E,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,4E,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,4E,President,,Joe Walsh,REP,4,0,2,2,0
Van Zandt,4E,President,,Donald J. Trump,REP,355,12,134,209,0
Van Zandt,4E,President,,Bill Weld,REP,3,0,3,0,0
Van Zandt,4E,President,,Bob Ely,REP,1,0,0,1,0
Van Zandt,4E,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,4E,President,,Uncommitted,REP,8,0,2,6,0
Van Zandt,4E,U.S. Senate,,Mark Yancey,REP,24,0,10,14,0
Van Zandt,4E,U.S. Senate,,John Anthony Castro,REP,14,0,3,11,0
Van Zandt,4E,U.S. Senate,,Virgil Bierschwale,REP,3,0,1,2,0
Van Zandt,4E,U.S. Senate,,Dwayne Stovall,REP,51,3,16,32,0
Van Zandt,4E,U.S. Senate,,John Cornyn,REP,252,7,104,141,0
Van Zandt,4E,U.S. House,5,Lance Gooden,REP,295,10,117,168,0
Van Zandt,4E,U.S. House,5,Don Hill,REP,58,1,19,38,0
Van Zandt,4E,Railroad Commissioner,,"James ""Jim"" Wright",REP,175,4,64,107,0
Van Zandt,4E,Railroad Commissioner,,Ryan Sitton,REP,140,5,56,79,0
Van Zandt,4E,State Representative,2,Dan Flynn,REP,163,5,58,100,0
Van Zandt,4E,State Representative,2,Bryan Slaton,REP,61,4,29,28,0
Van Zandt,4E,State Representative,2,"Dwayne ""Doc"" Collins",REP,136,1,52,83,0
Van Zandt,4E,President,,Michael R. Bloomberg,DEM,9,0,2,7,0
Van Zandt,4E,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,4E,President,,Bernie Sanders,DEM,10,1,2,7,0
Van Zandt,4E,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,4E,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,4E,President,,Joseph R. Biden,DEM,28,4,8,16,0
Van Zandt,4E,President,,Michael Bennet,DEM,1,0,0,1,0
Van Zandt,4E,President,,Amy Klobuchar,DEM,1,0,1,0,0
Van Zandt,4E,President,,Tom Steyer,DEM,1,0,0,1,0
Van Zandt,4E,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,4E,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,4E,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,4E,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,4E,President,,Pete Buttigieg,DEM,2,1,0,1,0
Van Zandt,4E,President,,Elizabeth Warren,DEM,2,1,1,0,0
Van Zandt,4E,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,4E,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,4E,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,15,3,3,9,0
Van Zandt,4E,U.S. Senate,,Michael Cooper,DEM,4,0,3,1,0
Van Zandt,4E,U.S. Senate,,D. R. Hunter,DEM,2,0,1,1,0
Van Zandt,4E,U.S. Senate,,Chris Bell,DEM,5,0,3,2,0
Van Zandt,4E,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,0,1,2,0
Van Zandt,4E,U.S. Senate,,Amanda K. Edwards,DEM,3,0,1,2,0
Van Zandt,4E,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,4E,U.S. Senate,,Sema Hernandez,DEM,2,0,1,1,0
Van Zandt,4E,U.S. Senate,,Royce West,DEM,7,0,1,6,0
Van Zandt,4E,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,4E,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1,0
Van Zandt,4E,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,1,0,4,0
Van Zandt,4E,U.S. House,,Carolyn Salter,DEM,40,4,13,23,0
Van Zandt,4E,Railroad Commissioner,,Kelly Stone,DEM,16,1,3,12,0
