county,precinct,office,district,party,candidate,early_voting,election_day,votes
Willacy,Precinct 1,President,,REP,Donald J. Trump,3,48,51
Willacy,Precinct 1,President,,REP,Bob Ely,0,1,1
Willacy,Precinct 1,President,,REP,Joe Walsh,0,0,0
Willacy,Precinct 1,President,,REP,Bill Weld,0,0,0
Willacy,Precinct 1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Willacy,Precinct 1,President,,REP,Zoltan G. Istvan,0,0,0
Willacy,Precinct 1,President,,REP,Matthew John Matern,0,0,0
Willacy,Precinct 1,President,,REP,Uncommitted,0,0,0
Willacy,Precinct 1,President,,REP,Ballots Cast,3,49,52
Willacy,Precinct 1,President,,REP,Over Votes:,0,0,0
Willacy,Precinct 1,President,,REP,Under Votes:,0,0,0
Willacy,Precinct 1,U.S. Senate,,REP,Dwayne Stovall,0,12,12
Willacy,Precinct 1,U.S. Senate,,REP,John Cornyn,1,27,28
Willacy,Precinct 1,U.S. Senate,,REP,John Anthony Castro,0,2,2
Willacy,Precinct 1,U.S. Senate,,REP,Mark Yancey,1,3,4
Willacy,Precinct 1,U.S. Senate,,REP,Virgil Bierschwale,1,0,1
Willacy,Precinct 1,U.S. Senate,,REP,Ballots Cast,3,44,47
Willacy,Precinct 1,U.S. Senate,,REP,Over Votes:,0,0,0
Willacy,Precinct 1,U.S. Senate,,REP,Under Votes:,0,5,5
Willacy,Precinct 1,U.S. House,34,REP,Rey Gonzalez,1,22,23
Willacy,Precinct 1,U.S. House,34,REP,Rod Lingsch,0,19,19
Willacy,Precinct 1,U.S. House,34,REP,Ballots Cast,1,41,42
Willacy,Precinct 1,U.S. House,34,REP,Over Votes:,0,0,0
Willacy,Precinct 1,U.S. House,34,REP,Under Votes:,2,8,10
Willacy,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,34,34
Willacy,Precinct 1,Railroad Commissioner,,REP,Ryan Sitton,2,8,10
Willacy,Precinct 1,Railroad Commissioner,,REP,Ballots Cast,2,42,44
Willacy,Precinct 1,Railroad Commissioner,,REP,Over Votes:,0,0,0
Willacy,Precinct 1,Railroad Commissioner,,REP,Under Votes:,1,7,8
Willacy,Precinct 1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1,35,36
Willacy,Precinct 1,"Chief Justice, Supreme Court",,REP,Ballots Cast,1,35,36
Willacy,Precinct 1,"Chief Justice, Supreme Court",,REP,Over Votes:,0,0,0
Willacy,Precinct 1,"Chief Justice, Supreme Court",,REP,Under Votes:,2,14,16
