county,precinct,office,district,candidate,party,early_voting,election day,votes
Hockley,Precinct 21,U.S. Senate,,John Cornyn,REP,224,118,342
Hockley,Precinct 21,U.S. Senate,,John Anthony Castro,REP,11,15,26
Hockley,Precinct 21,U.S. Senate,,Mark Yancey,REP,7,15,22
Hockley,Precinct 21,U.S. Senate,,Dwayne Stovall,REP,21,8,29
Hockley,Precinct 21,U.S. Senate,,Virgil Bierschwale,REP,0,1,1
Hockley,Precinct 21,U.S. House,19,Jodey C. Arrington,REP,257,158,415
Hockley,Precinct 21,U.S. House,19,Vance W. Boyd,REP,16,158,174
Hockley,Precinct 21,Railroad Commissioner,,Ryan Sitton,REP,146,89,235
Hockley,Precinct 21,Railroad Commissioner,,"James ""Jim"" Wright",REP,100,60,160
Hockley,Precinct 21,State Senate,28,Charles Perry,REP,248,148,396
Hockley,Precinct 21,State Representative,88,Ken King,REP,240,146,386
Hockley,Precinct 24,Registered Voters,,,,,,1004
Hockley,Precinct 24,President,,Bob Ely,REP,0,1,1
Hockley,Precinct 24,President,,Donald J. Trump,REP,37,186,223
Hockley,Precinct 24,President,,Matthew John Matern,REP,0,0,0
Hockley,Precinct 24,President,,Joe Walsh,REP,0,0,0
Hockley,Precinct 24,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,4,4
Hockley,Precinct 24,President,,Zoltan G. Istvan,REP,0,0,0
Hockley,Precinct 24,President,,Bill Weld,REP,1,0,1
Hockley,Precinct 24,President,,Uncommitted,REP,0,3,3
Hockley,Precinct 24,U.S. Senate,,John Cornyn,REP,26,133,159
Hockley,Precinct 24,U.S. Senate,,John Anthony Castro,REP,3,15,18
Hockley,Precinct 24,U.S. Senate,,Mark Yancey,REP,1,8,9
Hockley,Precinct 24,U.S. Senate,,Dwayne Stovall,REP,5,12,17
Hockley,Precinct 24,U.S. Senate,,Virgil Bierschwale,REP,0,2,2
Hockley,Precinct 24,U.S. House,19,Jodey C. Arrington,REP,35,181,216
Hockley,Precinct 24,U.S. House,19,Vance W. Boyd,REP,2,181,183
Hockley,Precinct 24,Railroad Commissioner,,Ryan Sitton,REP,26,97,123
Hockley,Precinct 24,Railroad Commissioner,,"James ""Jim"" Wright",REP,7,66,73
Hockley,Precinct 24,State Senate,28,Charles Perry,REP,33,173,206
Hockley,Precinct 24,State Representative,88,Ken King,REP,32,169,201
Hockley,Precinct 32,Registered Voters,,,,,,2950
Hockley,Precinct 32,President,,Bob Ely,REP,3,0,3
Hockley,Precinct 32,President,,Donald J. Trump,REP,325,156,481
Hockley,Precinct 32,President,,Matthew John Matern,REP,2,1,3
Hockley,Precinct 32,President,,Joe Walsh,REP,3,3,6
Hockley,Precinct 32,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,3,3,6
Hockley,Precinct 32,President,,Zoltan G. Istvan,REP,1,1,2
Hockley,Precinct 32,President,,Bill Weld,REP,0,0,0
Hockley,Precinct 32,President,,Uncommitted,REP,12,7,19
Hockley,Precinct 32,U.S. Senate,,John Cornyn,REP,256,115,371
Hockley,Precinct 32,U.S. Senate,,John Anthony Castro,REP,17,22,39
Hockley,Precinct 32,U.S. Senate,,Mark Yancey,REP,24,8,32
Hockley,Precinct 32,U.S. Senate,,Dwayne Stovall,REP,28,14,42
Hockley,Precinct 32,U.S. Senate,,Virgil Bierschwale,REP,2,2,4
Hockley,Precinct 32,U.S. House,19,Jodey C. Arrington,REP,316,150,466
Hockley,Precinct 32,U.S. House,19,Vance W. Boyd,REP,25,150,175
Hockley,Precinct 32,Railroad Commissioner,,Ryan Sitton,REP,172,75,247
Hockley,Precinct 32,Railroad Commissioner,,"James ""Jim"" Wright",REP,127,77,204
Hockley,Precinct 32,State Senate,28,Charles Perry,REP,297,153,450
Hockley,Precinct 32,State Representative,88,Ken King,REP,295,151,446
Hockley,Precinct 43,Registered Voters,,,,,,330
Hockley,Precinct 43,President,,Bob Ely,REP,0,0,0
Hockley,Precinct 43,President,,Donald J. Trump,REP,28,69,97
Hockley,Precinct 43,President,,Matthew John Matern,REP,0,1,1
Hockley,Precinct 43,President,,Joe Walsh,REP,0,0,0
Hockley,Precinct 43,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1,1
Hockley,Precinct 43,President,,Zoltan G. Istvan,REP,0,1,1
Hockley,Precinct 43,President,,Bill Weld,REP,0,2,2
Hockley,Precinct 43,President,,Uncommitted,REP,0,2,2
Hockley,Precinct 43,U.S. Senate,,John Cornyn,REP,24,58,82
Hockley,Precinct 43,U.S. Senate,,John Anthony Castro,REP,0,3,3
Hockley,Precinct 43,U.S. Senate,,Mark Yancey,REP,2,4,6
Hockley,Precinct 43,U.S. Senate,,Dwayne Stovall,REP,2,7,9
Hockley,Precinct 43,U.S. Senate,,Virgil Bierschwale,REP,0,1,1
Hockley,Precinct 43,U.S. House,19,Jodey C. Arrington,REP,27,69,96
Hockley,Precinct 43,U.S. House,19,Vance W. Boyd,REP,0,69,69
Hockley,Precinct 43,Railroad Commissioner,,Ryan Sitton,REP,17,40,57
Hockley,Precinct 43,Railroad Commissioner,,"James ""Jim"" Wright",REP,11,27,38
Hockley,Precinct 43,State Senate,28,Charles Perry,REP,25,69,94
Hockley,Precinct 43,State Representative,88,Ken King,REP,26,67,93
Hockley,Precinct 44,Registered Voters,,,,,,837
Hockley,Precinct 44,President,,Bob Ely,REP,0,0,0
Hockley,Precinct 44,President,,Donald J. Trump,REP,20,147,167
Hockley,Precinct 44,President,,Matthew John Matern,REP,0,1,1
Hockley,Precinct 44,President,,Joe Walsh,REP,0,1,1
Hockley,Precinct 44,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0
Hockley,Precinct 44,President,,Zoltan G. Istvan,REP,0,0,0
Hockley,Precinct 44,President,,Bill Weld,REP,0,1,1
Hockley,Precinct 44,President,,Uncommitted,REP,0,5,5
Hockley,Precinct 44,U.S. Senate,,John Cornyn,REP,16,127,143
Hockley,Precinct 44,U.S. Senate,,John Anthony Castro,REP,0,5,5
Hockley,Precinct 44,U.S. Senate,,Mark Yancey,REP,1,6,7
Hockley,Precinct 44,U.S. Senate,,Dwayne Stovall,REP,1,11,12
Hockley,Precinct 44,U.S. Senate,,Virgil Bierschwale,REP,0,0,0
Hockley,Precinct 44,U.S. House,19,Jodey C. Arrington,REP,17,141,158
Hockley,Precinct 44,U.S. House,19,Vance W. Boyd,REP,2,141,143
Hockley,Precinct 44,Railroad Commissioner,,Ryan Sitton,REP,10,81,91
Hockley,Precinct 44,Railroad Commissioner,,"James ""Jim"" Wright",REP,6,56,62
Hockley,Precinct 44,State Senate,28,Charles Perry,REP,15,129,144
Hockley,Precinct 44,State Representative,88,Ken King,REP,11,123,134
Hockley,Precinct 45,Registered Voters,,,,,,1583
Hockley,Precinct 45,President,,Bob Ely,REP,1,1,2
Hockley,Precinct 45,President,,Donald J. Trump,REP,179,129,308
Hockley,Precinct 45,President,,Matthew John Matern,REP,1,0,1
Hockley,Precinct 45,President,,Joe Walsh,REP,0,3,3
Hockley,Precinct 45,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,4,1,5
Hockley,Precinct 45,President,,Zoltan G. Istvan,REP,0,0,0
Hockley,Precinct 45,President,,Bill Weld,REP,2,1,3
Hockley,Precinct 45,President,,Uncommitted,REP,19,5,24
Hockley,Precinct 45,U.S. Senate,,John Cornyn,REP,162,97,259
Hockley,Precinct 45,U.S. Senate,,John Anthony Castro,REP,20,13,33
Hockley,Precinct 45,U.S. Senate,,Mark Yancey,REP,7,10,17
Hockley,Precinct 45,U.S. Senate,,Dwayne Stovall,REP,16,13,29
Hockley,Precinct 45,U.S. Senate,,Virgil Bierschwale,REP,0,0,0
Hockley,Precinct 45,U.S. House,19,Jodey C. Arrington,REP,193,122,315
Hockley,Precinct 45,U.S. House,19,Vance W. Boyd,REP,16,122,138
Hockley,Precinct 45,Railroad Commissioner,,Ryan Sitton,REP,112,86,198
Hockley,Precinct 45,Railroad Commissioner,,"James ""Jim"" Wright",REP,80,44,124
Hockley,Precinct 45,State Senate,28,Charles Perry,REP,183,131,314
Hockley,Precinct 45,State Representative,88,Ken King,REP,176,132,308
Hockley,Precinct 46,Registered Voters,,,,,,645
Hockley,Precinct 46,President,,Bob Ely,REP,0,3,3
Hockley,Precinct 46,President,,Donald J. Trump,REP,21,107,128
Hockley,Precinct 46,President,,Matthew John Matern,REP,0,0,0
Hockley,Precinct 46,President,,Joe Walsh,REP,0,3,3
Hockley,Precinct 46,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0
Hockley,Precinct 46,President,,Zoltan G. Istvan,REP,1,0,1
Hockley,Precinct 46,President,,Bill Weld,REP,0,0,0
Hockley,Precinct 46,President,,Uncommitted,REP,0,4,4
Hockley,Precinct 46,U.S. Senate,,John Cornyn,REP,20,86,106
Hockley,Precinct 46,U.S. Senate,,John Anthony Castro,REP,0,4,4
Hockley,Precinct 46,U.S. Senate,,Mark Yancey,REP,0,13,13
Hockley,Precinct 46,U.S. Senate,,Dwayne Stovall,REP,2,13,15
Hockley,Precinct 46,U.S. Senate,,Virgil Bierschwale,REP,0,0,0
Hockley,Precinct 46,U.S. House,19,Jodey C. Arrington,REP,20,105,125
Hockley,Precinct 46,U.S. House,19,Vance W. Boyd,REP,2,105,107
Hockley,Precinct 46,Railroad Commissioner,,Ryan Sitton,REP,10,66,76
Hockley,Precinct 46,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,40,52
Hockley,Precinct 46,State Senate,28,Charles Perry,REP,20,107,127
Hockley,Precinct 46,State Representative,88,Ken King,REP,19,105,124
Hockley,Precinct 11,President,,Joseph R. Biden,DEM,1,4,5
Hockley,Precinct 11,President,,Cory Booker,DEM,0,0,0
Hockley,Precinct 11,President,,John K. Delaney,DEM,0,0,0
Hockley,Precinct 11,President,,Amy Klobuchar,DEM,0,0,0
Hockley,Precinct 11,President,,Marianne Williamson,DEM,0,0,0
Hockley,Precinct 11,President,,Tulsi Gabbard,DEM,0,0,0
Hockley,Precinct 11,President,,Elizabeth Warren,DEM,1,3,4
Hockley,Precinct 11,President,,Michael Bennet,DEM,0,0,0
Hockley,Precinct 11,President,,Deval Patrick,DEM,0,0,0
Hockley,Precinct 11,President,,Michael R. Bloomberg,DEM,5,1,6
Hockley,Precinct 11,President,,Andrew Yang,DEM,0,0,0
Hockley,Precinct 11,President,,Pete Buttigieg,DEM,1,0,1
Hockley,Precinct 11,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Hockley,Precinct 11,President,,Tom Steyer,DEM,0,0,0
Hockley,Precinct 11,President,,Robby Wells,DEM,0,0,0
Hockley,Precinct 11,President,,Julian Castro,DEM,0,0,0
Hockley,Precinct 11,President,,Bernie Sanders,DEM,3,2,5
Hockley,Precinct 11,U.S. Senate,,Victor Hugo Harris,DEM,2,1,3
Hockley,Precinct 11,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
Hockley,Precinct 11,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0
Hockley,Precinct 11,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0
Hockley,Precinct 11,U.S. Senate,,D. R. Hunter,DEM,0,0,0
Hockley,Precinct 11,U.S. Senate,,Amanda K. Edwards,DEM,1,1,2
Hockley,Precinct 11,U.S. Senate,,Royce West,DEM,0,1,1
Hockley,Precinct 11,U.S. Senate,,Chris Bell,DEM,2,1,3
Hockley,Precinct 11,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,1,3
Hockley,Precinct 11,U.S. Senate,,Mary (MJ) Hegar,DEM,1,3,4
Hockley,Precinct 11,U.S. Senate,,Sema Hernandez,DEM,1,1,2
Hockley,Precinct 11,U.S. Senate,,Michael Cooper,DEM,1,0,1
Hockley,Precinct 11,U.S. House,19,Tom Watson,DEM,8,7,15
Hockley,Precinct 11,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,3,9
Hockley,Precinct 11,Railroad Commissioner,,Kelly Stone,DEM,1,1,2
Hockley,Precinct 11,Railroad Commissioner,,Mark Watson,DEM,0,3,3
Hockley,Precinct 11,Railroad Commissioner,,Chrysta Castaneda,DEM,2,2,4
Hockley,Precinct 14,President,,Joseph R. Biden,DEM,0,2,2
Hockley,Precinct 14,President,,Cory Booker,DEM,0,0,0
Hockley,Precinct 14,President,,John K. Delaney,DEM,0,0,0
Hockley,Precinct 14,President,,Amy Klobuchar,DEM,1,0,1
Hockley,Precinct 14,President,,Marianne Williamson,DEM,0,0,0
Hockley,Precinct 14,President,,Tulsi Gabbard,DEM,0,0,0
Hockley,Precinct 14,President,,Elizabeth Warren,DEM,1,1,2
Hockley,Precinct 14,President,,Michael Bennet,DEM,0,0,0
Hockley,Precinct 14,President,,Deval Patrick,DEM,0,0,0
Hockley,Precinct 14,President,,Michael R. Bloomberg,DEM,0,1,1
Hockley,Precinct 14,President,,Andrew Yang,DEM,0,0,0
Hockley,Precinct 14,President,,Pete Buttigieg,DEM,0,0,0
Hockley,Precinct 14,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Hockley,Precinct 14,President,,Tom Steyer,DEM,0,0,0
Hockley,Precinct 14,President,,Robby Wells,DEM,0,0,0
Hockley,Precinct 14,President,,Julian Castro,DEM,0,0,0
Hockley,Precinct 14,President,,Bernie Sanders,DEM,0,3,3
Hockley,Precinct 14,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,D. R. Hunter,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,Amanda K. Edwards,DEM,0,2,2
Hockley,Precinct 14,U.S. Senate,,Royce West,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,Chris Bell,DEM,1,1,2
Hockley,Precinct 14,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,2,2
Hockley,Precinct 14,U.S. Senate,,Mary (MJ) Hegar,DEM,1,0,1
Hockley,Precinct 14,U.S. Senate,,Sema Hernandez,DEM,0,0,0
Hockley,Precinct 14,U.S. Senate,,Michael Cooper,DEM,0,0,0
Hockley,Precinct 14,U.S. House,19,Tom Watson,DEM,2,5,7
Hockley,Precinct 14,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,1
Hockley,Precinct 14,Railroad Commissioner,,Kelly Stone,DEM,0,0,0
Hockley,Precinct 14,Railroad Commissioner,,Mark Watson,DEM,0,1,1
Hockley,Precinct 14,Railroad Commissioner,,Chrysta Castaneda,DEM,1,4,5
Hockley,Precinct 15,President,,Joseph R. Biden,DEM,0,4,4
Hockley,Precinct 15,President,,Cory Booker,DEM,0,0,0
Hockley,Precinct 15,President,,John K. Delaney,DEM,0,0,0
Hockley,Precinct 15,President,,Amy Klobuchar,DEM,0,0,0
Hockley,Precinct 15,President,,Marianne Williamson,DEM,0,0,0
Hockley,Precinct 15,President,,Tulsi Gabbard,DEM,0,0,0
Hockley,Precinct 15,President,,Elizabeth Warren,DEM,1,0,1
Hockley,Precinct 15,President,,Michael Bennet,DEM,0,0,0
Hockley,Precinct 15,President,,Deval Patrick,DEM,0,0,0
Hockley,Precinct 15,President,,Michael R. Bloomberg,DEM,1,2,3
Hockley,Precinct 15,President,,Andrew Yang,DEM,0,0,0
Hockley,Precinct 15,President,,Pete Buttigieg,DEM,0,0,0
Hockley,Precinct 15,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Hockley,Precinct 15,President,,Tom Steyer,DEM,0,0,0
Hockley,Precinct 15,President,,Robby Wells,DEM,0,0,0
Hockley,Precinct 15,President,,Julian Castro,DEM,0,0,0
Hockley,Precinct 15,President,,Bernie Sanders,DEM,1,0,1
Hockley,Precinct 15,U.S. Senate,,Victor Hugo Harris,DEM,1,1,2
Hockley,Precinct 15,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,1,1
Hockley,Precinct 15,U.S. Senate,,D. R. Hunter,DEM,0,1,1
Hockley,Precinct 15,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,Royce West,DEM,2,2,4
Hockley,Precinct 15,U.S. Senate,,Chris Bell,DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,Mary (MJ) Hegar,DEM,0,1,1
Hockley,Precinct 15,U.S. Senate,,Sema Hernandez,DEM,0,0,0
Hockley,Precinct 15,U.S. Senate,,Michael Cooper,DEM,0,0,0
Hockley,Precinct 15,U.S. House,19,Tom Watson,DEM,3,6,9
Hockley,Precinct 15,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,2,3
Hockley,Precinct 15,Railroad Commissioner,,Kelly Stone,DEM,0,1,1
Hockley,Precinct 15,Railroad Commissioner,,Mark Watson,DEM,1,1,2
Hockley,Precinct 15,Railroad Commissioner,,Chrysta Castaneda,DEM,0,1,1
Hockley,Precinct 16,President,,Joseph R. Biden,DEM,17,11,28
Hockley,Precinct 16,President,,Cory Booker,DEM,0,0,0
Hockley,Precinct 16,President,,John K. Delaney,DEM,0,0,0
Hockley,Precinct 16,President,,Amy Klobuchar,DEM,0,0,0
Hockley,Precinct 16,President,,Marianne Williamson,DEM,0,0,0
Hockley,Precinct 16,President,,Tulsi Gabbard,DEM,1,0,1
Hockley,Precinct 16,President,,Elizabeth Warren,DEM,2,3,5
Hockley,Precinct 16,President,,Michael Bennet,DEM,0,0,0
Hockley,Precinct 16,President,,Deval Patrick,DEM,0,0,0
Hockley,Precinct 16,President,,Michael R. Bloomberg,DEM,9,5,14
Hockley,Precinct 16,President,,Andrew Yang,DEM,0,0,0
Hockley,Precinct 16,President,,Pete Buttigieg,DEM,1,0,1
Hockley,Precinct 16,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Hockley,Precinct 16,President,,Tom Steyer,DEM,0,0,0
Hockley,Precinct 16,President,,Robby Wells,DEM,0,0,0
Hockley,Precinct 16,President,,Julian Castro,DEM,0,1,1
Hockley,Precinct 16,President,,Bernie Sanders,DEM,8,7,15
Hockley,Precinct 16,U.S. Senate,,Victor Hugo Harris,DEM,1,4,5
Hockley,Precinct 16,U.S. Senate,,Adrian Ocegueda,DEM,0,1,1
Hockley,Precinct 16,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,2
Hockley,Precinct 16,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,6,10
Hockley,Precinct 16,U.S. Senate,,D. R. Hunter,DEM,1,1,2
Hockley,Precinct 16,U.S. Senate,,Amanda K. Edwards,DEM,3,1,4
Hockley,Precinct 16,U.S. Senate,,Royce West,DEM,4,2,6
Hockley,Precinct 16,U.S. Senate,,Chris Bell,DEM,5,2,7
Hockley,Precinct 16,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,4,8
Hockley,Precinct 16,U.S. Senate,,Mary (MJ) Hegar,DEM,6,1,7
Hockley,Precinct 16,U.S. Senate,,Sema Hernandez,DEM,1,1,2
Hockley,Precinct 16,U.S. Senate,,Michael Cooper,DEM,2,1,3
Hockley,Precinct 16,U.S. House,19,Tom Watson,DEM,32,23,55
Hockley,Precinct 16,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,9,9,18
Hockley,Precinct 16,Railroad Commissioner,,Kelly Stone,DEM,6,4,10
Hockley,Precinct 16,Railroad Commissioner,,Mark Watson,DEM,7,4,11
Hockley,Precinct 16,Railroad Commissioner,,Chrysta Castaneda,DEM,12,6,18
Hockley,Precinct 21,President,,Joseph R. Biden,DEM,5,26,31
Hockley,Precinct 21,President,,Cory Booker,DEM,0,0,0
Hockley,Precinct 21,President,,John K. Delaney,DEM,0,0,0
Hockley,Precinct 21,President,,Amy Klobuchar,DEM,3,0,3
Hockley,Precinct 21,President,,Marianne Williamson,DEM,0,0,0
Hockley,Precinct 21,President,,Tulsi Gabbard,DEM,0,0,0
Hockley,Precinct 21,President,,Elizabeth Warren,DEM,3,2,5
Hockley,Precinct 21,President,,Michael Bennet,DEM,0,0,0
Hockley,Precinct 21,President,,Deval Patrick,DEM,0,0,0
Hockley,Precinct 21,President,,Michael R. Bloomberg,DEM,6,5,11
Hockley,Precinct 21,President,,Andrew Yang,DEM,0,0,0
Hockley,Precinct 21,President,,Pete Buttigieg,DEM,2,0,2
Hockley,Precinct 21,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Hockley,Precinct 21,President,,Tom Steyer,DEM,0,0,0
Hockley,Precinct 21,President,,Robby Wells,DEM,0,0,0
Hockley,Precinct 21,President,,Julian Castro,DEM,0,0,0
Hockley,Precinct 21,President,,Bernie Sanders,DEM,11,12,23
Hockley,Precinct 21,U.S. Senate,,Victor Hugo Harris,DEM,2,7,9
Hockley,Precinct 21,U.S. Senate,,Adrian Ocegueda,DEM,1,1,2
