county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Real,Precinct 1,REGISTERED VOTERS,,,REGISTERED VOTERS,678,0,0,0,0
Real,Precinct 2,REGISTERED VOTERS,,,REGISTERED VOTERS,673,0,0,0,0
Real,Precinct 3,REGISTERED VOTERS,,,REGISTERED VOTERS,524,0,0,0,0
Real,Precinct 4/7,REGISTERED VOTERS,,,REGISTERED VOTERS,298,0,0,0,0
Real,Precinct 6,REGISTERED VOTERS,,,REGISTERED VOTERS,349,0,0,0,0
Real,Precinct 1,BALLOTS CAST,,,BALLOTS CAST,238,88,145,5,0
Real,Precinct 2,BALLOTS CAST,,,BALLOTS CAST,278,82,188,8,0
Real,Precinct 3,BALLOTS CAST,,,BALLOTS CAST,134,80,54,0,0
Real,Precinct 4/7,BALLOTS CAST,,,BALLOTS CAST,92,51,38,3,0
Real,Precinct 6,BALLOTS CAST,,,BALLOTS CAST,123,50,72,1,0
Real,"Precinct 1,2,6",BALLOTS CAST,,,BALLOTS CAST,96,49,41,6,0
Real,"Precinct 3,4,7",BALLOTS CAST,,,BALLOTS CAST,40,25,11,4,0
Real,Precinct 1,BALLOTS CAST,,REP,BALLOTS CAST,238,88,145,5,0
Real,Precinct 2,BALLOTS CAST,,REP,BALLOTS CAST,278,82,188,8,0
Real,Precinct 3,BALLOTS CAST,,REP,BALLOTS CAST,134,80,54,0,0
Real,Precinct 4/7,BALLOTS CAST,,REP,BALLOTS CAST,92,51,38,3,0
Real,Precinct 6,BALLOTS CAST,,REP,BALLOTS CAST,123,50,72,1,0
Real,"Precinct 1,2,6",BALLOTS CAST,,DEM,BALLOTS CAST,96,49,41,6,0
Real,"Precinct 3,4,7",BALLOTS CAST,,DEM,BALLOTS CAST,40,25,11,4,0
Real,Precinct 1,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,Precinct 2,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,Precinct 3,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,Precinct 4/7,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,Precinct 6,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,"Precinct 1,2,6",BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,"Precinct 3,4,7",BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Real,Precinct 1,President,,REP,Bill Weld,2,1,1,0,0
Real,Precinct 2,President,,REP,Bill Weld,1,1,0,0,0
Real,Precinct 3,President,,REP,Bill Weld,0,0,0,0,0
Real,Precinct 4/7,President,,REP,Bill Weld,0,0,0,0,0
Real,Precinct 6,President,,REP,Bill Weld,3,3,0,0,0
Real,Precinct 1,President,,REP,Donald J. Trump,220,80,135,5,0
Real,Precinct 2,President,,REP,Donald J. Trump,271,79,184,8,0
Real,Precinct 3,President,,REP,Donald J. Trump,123,75,48,0,0
Real,Precinct 4/7,President,,REP,Donald J. Trump,92,51,38,3,0
Real,Precinct 6,President,,REP,Donald J. Trump,116,45,70,1,0
Real,Precinct 1,President,,REP,Joe Walsh,1,0,1,0,0
Real,Precinct 2,President,,REP,Joe Walsh,0,0,0,0,0
Real,Precinct 3,President,,REP,Joe Walsh,0,0,0,0,0
Real,Precinct 4/7,President,,REP,Joe Walsh,0,0,0,0,0
Real,Precinct 6,President,,REP,Joe Walsh,0,0,0,0,0
Real,Precinct 1,President,,REP,Matthew John Matern,0,0,0,0,0
Real,Precinct 2,President,,REP,Matthew John Matern,0,0,0,0,0
Real,Precinct 3,President,,REP,Matthew John Matern,0,0,0,0,0
Real,Precinct 4/7,President,,REP,Matthew John Matern,0,0,0,0,0
Real,Precinct 6,President,,REP,Matthew John Matern,0,0,0,0,0
Real,Precinct 1,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Real,Precinct 2,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Real,Precinct 3,President,,REP,Roque Rocky DeLa Fuente Guerra,2,0,2,0,0
Real,Precinct 4/7,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Real,Precinct 6,President,,REP,Roque Rocky DeLa Fuente Guerra,2,2,0,0,0
Real,Precinct 1,President,,REP,Bob Ely,0,0,0,0,0
Real,Precinct 2,President,,REP,Bob Ely,0,0,0,0,0
Real,Precinct 3,President,,REP,Bob Ely,0,0,0,0,0
Real,Precinct 4/7,President,,REP,Bob Ely,0,0,0,0,0
Real,Precinct 6,President,,REP,Bob Ely,0,0,0,0,0
Real,Precinct 1,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Real,Precinct 2,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Real,Precinct 3,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Real,Precinct 4/7,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Real,Precinct 6,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Real,Precinct 1,President,,REP,Uncommitted,8,3,5,0,0
Real,Precinct 2,President,,REP,Uncommitted,3,2,1,0,0
Real,Precinct 3,President,,REP,Uncommitted,6,3,3,0,0
Real,Precinct 4/7,President,,REP,Uncommitted,0,0,0,0,0
Real,Precinct 6,President,,REP,Uncommitted,1,0,1,0,0
Real,Precinct 1,U.S. Senate,,REP,John Cornyn,183,60,119,4,0
Real,Precinct 2,U.S. Senate,,REP,John Cornyn,206,52,147,7,0
Real,Precinct 3,U.S. Senate,,REP,John Cornyn,89,49,40,0,0
Real,Precinct 4/7,U.S. Senate,,REP,John Cornyn,69,35,31,3,0
Real,Precinct 6,U.S. Senate,,REP,John Cornyn,88,31,56,1,0
Real,Precinct 1,U.S. Senate,,REP,John Anthony Castro,10,5,5,0,0
Real,Precinct 2,U.S. Senate,,REP,John Anthony Castro,10,6,4,0,0
Real,Precinct 3,U.S. Senate,,REP,John Anthony Castro,18,14,4,0,0
Real,Precinct 4/7,U.S. Senate,,REP,John Anthony Castro,3,2,1,0,0
Real,Precinct 6,U.S. Senate,,REP,John Anthony Castro,15,9,6,0,0
Real,Precinct 1,U.S. Senate,,REP,Virgil Bierschwale,2,2,0,0,0
Real,Precinct 2,U.S. Senate,,REP,Virgil Bierschwale,9,5,4,0,0
Real,Precinct 3,U.S. Senate,,REP,Virgil Bierschwale,4,3,1,0,0
Real,Precinct 4/7,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0
Real,Precinct 6,U.S. Senate,,REP,Virgil Bierschwale,5,4,1,0,0
Real,Precinct 1,U.S. Senate,,REP,Mark Yancey,8,0,8,0,0
Real,Precinct 2,U.S. Senate,,REP,Mark Yancey,23,9,13,1,0
Real,Precinct 3,U.S. Senate,,REP,Mark Yancey,4,1,3,0,0
Real,Precinct 4/7,U.S. Senate,,REP,Mark Yancey,3,2,1,0,0
Real,Precinct 6,U.S. Senate,,REP,Mark Yancey,5,3,2,0,0
Real,Precinct 1,U.S. Senate,,REP,Dwayne Stovall,15,6,9,0,0
Real,Precinct 2,U.S. Senate,,REP,Dwayne Stovall,14,4,10,0,0
Real,Precinct 3,U.S. Senate,,REP,Dwayne Stovall,9,6,3,0,0
Real,Precinct 4/7,U.S. Senate,,REP,Dwayne Stovall,8,6,2,0,0
