county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Milam,Precinct 101,Railroad Commissioner,,Ryan Sitton,REP,,,,285
Milam,Precinct 101,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,482
Milam,Precinct 101,Railroad Commissioner,,Undervotes,REP,,,,161
Milam,Precinct 101,Railroad Commissioner,,Overvotes,REP,,,,0
Milam,Precinct 101,State Representative,20,Terry M. Wilson,REP,,,,740
Milam,Precinct 101,State Representative,20,Undervotes,REP,,,,188
Milam,Precinct 101,State Representative,20,Overvotes,REP,,,,0
Milam,Precinct 101,Ballots Cast,,,DEM,21,52,65,138
Milam,Precinct 101,President,,Michael R. Bloomberg,DEM,,,,23
Milam,Precinct 101,President,,Andrew Yang,DEM,,,,1
Milam,Precinct 101,President,,Bernie Sanders,DEM,,,,39
Milam,Precinct 101,President,,Marianne Williamson,DEM,,,,0
Milam,Precinct 101,President,,Tom Steyer,DEM,,,,1
Milam,Precinct 101,President,,Amy Klobuchar,DEM,,,,3
Milam,Precinct 101,President,,Elizabeth Warren,DEM,,,,12
Milam,Precinct 101,President,,Cory Booker,DEM,,,,0
Milam,Precinct 101,President,,Tulsi Gabbard,DEM,,,,1
Milam,Precinct 101,President,,Robby Wells,DEM,,,,0
Milam,Precinct 101,President,,Deval Patrick,DEM,,,,0
Milam,Precinct 101,President,,John K. Delaney,DEM,,,,1
Milam,Precinct 101,President,,"Roque ""Rocky"" De La Fuente ",DEM,,,,0
Milam,Precinct 101,President,,Joseph R. Biden,DEM,,,,45
Milam,Precinct 101,President,,Julian Castro,DEM,,,,0
Milam,Precinct 101,President,,Pete Buttigieg,DEM,,,,4
Milam,Precinct 101,President,,Michael Bennet,DEM,,,,0
Milam,Precinct 101,President,,Undervotes,DEM,,,,8
Milam,Precinct 101,President,,Overvotes,DEM,,,,0
Milam,Precinct 101,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,21
Milam,Precinct 101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,44
Milam,Precinct 101,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,6
Milam,Precinct 101,U.S. Senate,,D. R. Hunter,DEM,,,,9
Milam,Precinct 101,U.S. Senate,,Michael Cooper,DEM,,,,9
Milam,Precinct 101,U.S. Senate,,Victor Hugo Harris,DEM,,,,6
Milam,Precinct 101,U.S. Senate,,Adrian Ocegueda,DEM,,,,4
Milam,Precinct 101,U.S. Senate,,Chris Bell,DEM,,,,6
Milam,Precinct 101,U.S. Senate,,Amanda K. Edwards,DEM,,,,5
Milam,Precinct 101,U.S. Senate,,Jack Daniel Foster Jr,DEM,,,,2
Milam,Precinct 101,U.S. Senate,,Royce West,DEM,,,,7
Milam,Precinct 101,U.S. Senate,,Sema Hernandez,DEM,,,,2
Milam,Precinct 101,U.S. Senate,,Undervotes,DEM,,,,17
Milam,Precinct 101,U.S. Senate,,Overvotes,DEM,,,,0
Milam,Precinct 101,U.S. House,17,William Foster III,DEM,,,,22
Milam,Precinct 101,U.S. House,17,David Anthony Jaramillo,DEM,,,,30
Milam,Precinct 101,U.S. House,17,Rick Kennedy,DEM,,,,62
Milam,Precinct 101,U.S. House,17,Undervotes,DEM,,,,24
Milam,Precinct 101,U.S. House,17,Overvotes,DEM,,,,0
Milam,Precinct 101,Railroad Commissioner,,Mark Watson,DEM,,,,42
Milam,Precinct 101,Railroad Commissioner,,Kelly Stone,DEM,,,,29
Milam,Precinct 101,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,21
Milam,Precinct 101,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,23
Milam,Precinct 101,Railroad Commissioner,,Undervotes,DEM,,,,23
Milam,Precinct 101,Railroad Commissioner,,Overvotes,DEM,,,,0
Milam,Precinct 101,State Representative,20,Jessica Tiedt,DEM,,,,109
Milam,Precinct 101,State Representative,20,Undervotes,DEM,,,,29
Milam,Precinct 101,State Representative,20,Overvotes,DEM,,,,0
Milam,Precinct 105,Registered Voters,,,,,,,1137
Milam,Precinct 105,Ballots Cast,,,REP,15,130,164,309
Milam,Precinct 105,President,,Bob Ely,REP,,,,2
Milam,Precinct 105,President,,Matthew John Matern,REP,,,,0
Milam,Precinct 105,President,,Zoltan G. Istvan,REP,,,,0
Milam,Precinct 105,President,,Joe Walsh,REP,,,,3
Milam,Precinct 105,President,,Donald J. Trump,REP,,,,285
Milam,Precinct 105,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,0
Milam,Precinct 105,President,,Bill Weld,REP,,,,3
Milam,Precinct 105,President,,Uncommitted,REP,,,,13
Milam,Precinct 105,President,,Undervotes,REP,,,,3
Milam,Precinct 105,President,,Overvotes,REP,,,,0
Milam,Precinct 105,U.S. Senate,,Mark Yancey,REP,,,,32
Milam,Precinct 105,U.S. Senate,,John Cornyn,REP,,,,207
Milam,Precinct 105,U.S. Senate,,John Anthony Castro,REP,,,,6
Milam,Precinct 105,U.S. Senate,,Dwayne Stovall,REP,,,,44
Milam,Precinct 105,U.S. Senate,,Virgil Bierschwale,REP,,,,3
Milam,Precinct 105,U.S. Senate,,Undervotes,REP,,,,17
Milam,Precinct 105,U.S. Senate,,Overvotes,REP,,,,0
Milam,Precinct 105,U.S. House,17,Renee Swann,REP,,,,112
Milam,Precinct 105,U.S. House,17,Kristen Alamo Rowin,REP,,,,7
Milam,Precinct 105,U.S. House,17,Scott Bland,REP,,,,13
Milam,Precinct 105,U.S. House,17,Trent Sutton,REP,,,,13
Milam,Precinct 105,U.S. House,17,Jeff Oppenheim,REP,,,,8
Milam,Precinct 105,U.S. House,17,David Saucedo,REP,,,,3
Milam,Precinct 105,U.S. House,17,Laurie Godfrey McReynolds,REP,,,,8
Milam,Precinct 105,U.S. House,17,George W. Hindman,REP,,,,53
Milam,Precinct 105,U.S. House,17,Elianor Vessali,REP,,,,11
Milam,Precinct 105,U.S. House,17,Ahmad Adnan,REP,,,,2
Milam,Precinct 105,U.S. House,17,Pete Sessions,REP,,,,53
Milam,Precinct 105,U.S. House,17,Todd Kent,REP,,,,7
Milam,Precinct 105,U.S. House,17,Undervotes,REP,,,,19
Milam,Precinct 105,U.S. House,17,Overvotes,REP,,,,0
Milam,Precinct 105,Railroad Commissioner,,Ryan Sitton,REP,,,,111
Milam,Precinct 105,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,154
Milam,Precinct 105,Railroad Commissioner,,Undervotes,REP,,,,44
Milam,Precinct 105,Railroad Commissioner,,Overvotes,REP,,,,0
Milam,Precinct 105,State Representative,20,Terry M. Wilson,REP,,,,255
Milam,Precinct 105,State Representative,20,Undervotes,REP,,,,54
Milam,Precinct 105,State Representative,20,Overvotes,REP,,,,0
Milam,Precinct 105,Ballots Cast,,,DEM,11,15,42,68
Milam,Precinct 105,President,,Michael R. Bloomberg,DEM,,,,10
Milam,Precinct 105,President,,Andrew Yang,DEM,,,,0
Milam,Precinct 105,President,,Bernie Sanders,DEM,,,,17
Milam,Precinct 105,President,,Marianne Williamson,DEM,,,,0
Milam,Precinct 105,President,,Tom Steyer,DEM,,,,0
Milam,Precinct 105,President,,Amy Klobuchar,DEM,,,,2
Milam,Precinct 105,President,,Elizabeth Warren,DEM,,,,5
Milam,Precinct 105,President,,Cory Booker,DEM,,,,0
Milam,Precinct 105,President,,Tulsi Gabbard,DEM,,,,0
Milam,Precinct 105,President,,Robby Wells,DEM,,,,0
Milam,Precinct 105,President,,Deval Patrick,DEM,,,,1
Milam,Precinct 105,President,,John K. Delaney,DEM,,,,0
Milam,Precinct 105,President,,"Roque ""Rocky"" De La Fuente ",DEM,,,,0
Milam,Precinct 105,President,,Joseph R. Biden,DEM,,,,28
Milam,Precinct 105,President,,Julian Castro,DEM,,,,0
Milam,Precinct 105,President,,Pete Buttigieg,DEM,,,,3
Milam,Precinct 105,President,,Michael Bennet,DEM,,,,1
Milam,Precinct 105,President,,Undervotes,DEM,,,,1
Milam,Precinct 105,President,,Overvotes,DEM,,,,0
Milam,Precinct 105,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,8
Milam,Precinct 105,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,34
Milam,Precinct 105,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,D. R. Hunter,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,Michael Cooper,DEM,,,,3
Milam,Precinct 105,U.S. Senate,,Victor Hugo Harris,DEM,,,,2
Milam,Precinct 105,U.S. Senate,,Adrian Ocegueda,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,Chris Bell,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,Amanda K. Edwards,DEM,,,,2
Milam,Precinct 105,U.S. Senate,,Jack Daniel Foster Jr,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,Royce West,DEM,,,,1
Milam,Precinct 105,U.S. Senate,,Sema Hernandez,DEM,,,,2
Milam,Precinct 105,U.S. Senate,,Undervotes,DEM,,,,11
Milam,Precinct 105,U.S. Senate,,Overvotes,DEM,,,,0
Milam,Precinct 105,U.S. House,17,William Foster III,DEM,,,,3
Milam,Precinct 105,U.S. House,17,David Anthony Jaramillo,DEM,,,,18
Milam,Precinct 105,U.S. House,17,Rick Kennedy,DEM,,,,36
Milam,Precinct 105,U.S. House,17,Undervotes,DEM,,,,11
Milam,Precinct 105,U.S. House,17,Overvotes,DEM,,,,0
Milam,Precinct 105,Railroad Commissioner,,Mark Watson,DEM,,,,12
Milam,Precinct 105,Railroad Commissioner,,Kelly Stone,DEM,,,,12
Milam,Precinct 105,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,17
Milam,Precinct 105,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,14
Milam,Precinct 105,Railroad Commissioner,,Undervotes,DEM,,,,13
Milam,Precinct 105,Railroad Commissioner,,Overvotes,DEM,,,,0
Milam,Precinct 105,State Representative,20,Jessica Tiedt,DEM,,,,51
Milam,Precinct 105,State Representative,20,Undervotes,DEM,,,,17
Milam,Precinct 105,State Representative,20,Overvotes,DEM,,,,0
Milam,Precinct 203,Registered Voters,,,,,,,385
Milam,Precinct 203,Ballots Cast,,,REP,7,70,53,130
Milam,Precinct 203,President,,Bob Ely,REP,,,,0
Milam,Precinct 203,President,,Matthew John Matern,REP,,,,0
Milam,Precinct 203,President,,Zoltan G. Istvan,REP,,,,0
Milam,Precinct 203,President,,Joe Walsh,REP,,,,1
Milam,Precinct 203,President,,Donald J. Trump,REP,,,,126
Milam,Precinct 203,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,0
Milam,Precinct 203,President,,Bill Weld,REP,,,,2
Milam,Precinct 203,President,,Uncommitted,REP,,,,1
Milam,Precinct 203,President,,Undervotes,REP,,,,0
Milam,Precinct 203,President,,Overvotes,REP,,,,0
Milam,Precinct 203,U.S. Senate,,Mark Yancey,REP,,,,15
Milam,Precinct 203,U.S. Senate,,John Cornyn,REP,,,,83
Milam,Precinct 203,U.S. Senate,,John Anthony Castro,REP,,,,4
Milam,Precinct 203,U.S. Senate,,Dwayne Stovall,REP,,,,14
Milam,Precinct 203,U.S. Senate,,Virgil Bierschwale,REP,,,,3
Milam,Precinct 203,U.S. Senate,,Undervotes,REP,,,,11
Milam,Precinct 203,U.S. Senate,,Overvotes,REP,,,,0
Milam,Precinct 203,U.S. House,17,Renee Swann,REP,,,,38
Milam,Precinct 203,U.S. House,17,Kristen Alamo Rowin,REP,,,,6
Milam,Precinct 203,U.S. House,17,Scott Bland,REP,,,,6
Milam,Precinct 203,U.S. House,17,Trent Sutton,REP,,,,4
Milam,Precinct 203,U.S. House,17,Jeff Oppenheim,REP,,,,1
Milam,Precinct 203,U.S. House,17,David Saucedo,REP,,,,2
Milam,Precinct 203,U.S. House,17,Laurie Godfrey McReynolds,REP,,,,4
Milam,Precinct 203,U.S. House,17,George W. Hindman,REP,,,,29
Milam,Precinct 203,U.S. House,17,Elianor Vessali,REP,,,,5
Milam,Precinct 203,U.S. House,17,Ahmad Adnan,REP,,,,0
Milam,Precinct 203,U.S. House,17,Pete Sessions,REP,,,,26
Milam,Precinct 203,U.S. House,17,Todd Kent,REP,,,,2
Milam,Precinct 203,U.S. House,17,Undervotes,REP,,,,7
Milam,Precinct 203,U.S. House,17,Overvotes,REP,,,,0
Milam,Precinct 203,Railroad Commissioner,,Ryan Sitton,REP,,,,49
Milam,Precinct 203,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,67
Milam,Precinct 203,Railroad Commissioner,,Undervotes,REP,,,,14
Milam,Precinct 203,Railroad Commissioner,,Overvotes,REP,,,,0
Milam,Precinct 203,State Representative,20,Terry M. Wilson,REP,,,,112
Milam,Precinct 203,State Representative,20,Undervotes,REP,,,,18
Milam,Precinct 203,State Representative,20,Overvotes,REP,,,,0
Milam,Precinct 203,Ballots Cast,,,DEM,1,8,12,21
Milam,Precinct 203,President,,Michael R. Bloomberg,DEM,,,,3
Milam,Precinct 203,President,,Andrew Yang,DEM,,,,0
Milam,Precinct 203,President,,Bernie Sanders,DEM,,,,7
Milam,Precinct 203,President,,Marianne Williamson,DEM,,,,0
Milam,Precinct 203,President,,Tom Steyer,DEM,,,,1
Milam,Precinct 203,President,,Amy Klobuchar,DEM,,,,1
Milam,Precinct 203,President,,Elizabeth Warren,DEM,,,,1
Milam,Precinct 203,President,,Cory Booker,DEM,,,,0
Milam,Precinct 203,President,,Tulsi Gabbard,DEM,,,,0
Milam,Precinct 203,President,,Robby Wells,DEM,,,,0
Milam,Precinct 203,President,,Deval Patrick,DEM,,,,0
Milam,Precinct 203,President,,John K. Delaney,DEM,,,,0
Milam,Precinct 203,President,,"Roque ""Rocky"" De La Fuente ",DEM,,,,0
Milam,Precinct 203,President,,Joseph R. Biden,DEM,,,,8
Milam,Precinct 203,President,,Julian Castro,DEM,,,,0
Milam,Precinct 203,President,,Pete Buttigieg,DEM,,,,0
Milam,Precinct 203,President,,Michael Bennet,DEM,,,,0
Milam,Precinct 203,President,,Undervotes,DEM,,,,0
Milam,Precinct 203,President,,Overvotes,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,3
Milam,Precinct 203,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,9
Milam,Precinct 203,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,3
Milam,Precinct 203,U.S. Senate,,D. R. Hunter,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Michael Cooper,DEM,,,,2
Milam,Precinct 203,U.S. Senate,,Victor Hugo Harris,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Adrian Ocegueda,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Chris Bell,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Amanda K. Edwards,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Jack Daniel Foster Jr,DEM,,,,0
Milam,Precinct 203,U.S. Senate,,Royce West,DEM,,,,1
Milam,Precinct 203,U.S. Senate,,Sema Hernandez,DEM,,,,1
Milam,Precinct 203,U.S. Senate,,Undervotes,DEM,,,,2
Milam,Precinct 203,U.S. Senate,,Overvotes,DEM,,,,0
Milam,Precinct 203,U.S. House,17,William Foster III,DEM,,,,3
Milam,Precinct 203,U.S. House,17,David Anthony Jaramillo,DEM,,,,6
Milam,Precinct 203,U.S. House,17,Rick Kennedy,DEM,,,,10
Milam,Precinct 203,U.S. House,17,Undervotes,DEM,,,,2
Milam,Precinct 203,U.S. House,17,Overvotes,DEM,,,,0
Milam,Precinct 203,Railroad Commissioner,,Mark Watson,DEM,,,,6
Milam,Precinct 203,Railroad Commissioner,,Kelly Stone,DEM,,,,4
Milam,Precinct 203,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,6
Milam,Precinct 203,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,3
Milam,Precinct 203,Railroad Commissioner,,Undervotes,DEM,,,,2
Milam,Precinct 203,Railroad Commissioner,,Overvotes,DEM,,,,0
Milam,Precinct 203,State Representative,20,Jessica Tiedt,DEM,,,,20
Milam,Precinct 203,State Representative,20,Undervotes,DEM,,,,1
Milam,Precinct 203,State Representative,20,Overvotes,DEM,,,,0
Milam,Precinct 207,Registered Voters,,,,,,,597
Milam,Precinct 207,Ballots Cast,,,REP,6,48,65,119
Milam,Precinct 207,President,,Bob Ely,REP,,,,2
Milam,Precinct 207,President,,Matthew John Matern,REP,,,,0
Milam,Precinct 207,President,,Zoltan G. Istvan,REP,,,,0
Milam,Precinct 207,President,,Joe Walsh,REP,,,,0
Milam,Precinct 207,President,,Donald J. Trump,REP,,,,112
Milam,Precinct 207,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,0
Milam,Precinct 207,President,,Bill Weld,REP,,,,0
Milam,Precinct 207,President,,Uncommitted,REP,,,,2
Milam,Precinct 207,President,,Undervotes,REP,,,,3
Milam,Precinct 207,President,,Overvotes,REP,,,,0
Milam,Precinct 207,U.S. Senate,,Mark Yancey,REP,,,,12
Milam,Precinct 207,U.S. Senate,,John Cornyn,REP,,,,78
Milam,Precinct 207,U.S. Senate,,John Anthony Castro,REP,,,,5
Milam,Precinct 207,U.S. Senate,,Dwayne Stovall,REP,,,,8
Milam,Precinct 207,U.S. Senate,,Virgil Bierschwale,REP,,,,4
Milam,Precinct 207,U.S. Senate,,Undervotes,REP,,,,12
Milam,Precinct 207,U.S. Senate,,Overvotes,REP,,,,0
Milam,Precinct 207,U.S. House,17,Renee Swann,REP,,,,37
Milam,Precinct 207,U.S. House,17,Kristen Alamo Rowin,REP,,,,3
Milam,Precinct 207,U.S. House,17,Scott Bland,REP,,,,11
Milam,Precinct 207,U.S. House,17,Trent Sutton,REP,,,,12
Milam,Precinct 207,U.S. House,17,Jeff Oppenheim,REP,,,,2
Milam,Precinct 207,U.S. House,17,David Saucedo,REP,,,,4
Milam,Precinct 207,U.S. House,17,Laurie Godfrey McReynolds,REP,,,,2
Milam,Precinct 207,U.S. House,17,George W. Hindman,REP,,,,10
Milam,Precinct 207,U.S. House,17,Elianor Vessali,REP,,,,6
Milam,Precinct 207,U.S. House,17,Ahmad Adnan,REP,,,,0
Milam,Precinct 207,U.S. House,17,Pete Sessions,REP,,,,23
Milam,Precinct 207,U.S. House,17,Todd Kent,REP,,,,2
Milam,Precinct 207,U.S. House,17,Undervotes,REP,,,,7
Milam,Precinct 207,U.S. House,17,Overvotes,REP,,,,0
Milam,Precinct 207,Railroad Commissioner,,Ryan Sitton,REP,,,,42
Milam,Precinct 207,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,61
Milam,Precinct 207,Railroad Commissioner,,Undervotes,REP,,,,16
Milam,Precinct 207,Railroad Commissioner,,Overvotes,REP,,,,0
Milam,Precinct 207,State Representative,20,Terry M. Wilson,REP,,,,105
Milam,Precinct 207,State Representative,20,Undervotes,REP,,,,14
Milam,Precinct 207,State Representative,20,Overvotes,REP,,,,0
Milam,Precinct 207,Ballots Cast,,,DEM,9,12,30,51
Milam,Precinct 207,President,,Michael R. Bloomberg,DEM,,,,9
Milam,Precinct 207,President,,Andrew Yang,DEM,,,,0
Milam,Precinct 207,President,,Bernie Sanders,DEM,,,,14
Milam,Precinct 207,President,,Marianne Williamson,DEM,,,,0
Milam,Precinct 207,President,,Tom Steyer,DEM,,,,0
Milam,Precinct 207,President,,Amy Klobuchar,DEM,,,,3
Milam,Precinct 207,President,,Elizabeth Warren,DEM,,,,2
Milam,Precinct 207,President,,Cory Booker,DEM,,,,0
Milam,Precinct 207,President,,Tulsi Gabbard,DEM,,,,0
Milam,Precinct 207,President,,Robby Wells,DEM,,,,0
Milam,Precinct 207,President,,Deval Patrick,DEM,,,,0
Milam,Precinct 207,President,,John K. Delaney,DEM,,,,0
Milam,Precinct 207,President,,"Roque ""Rocky"" De La Fuente ",DEM,,,,0
Milam,Precinct 207,President,,Joseph R. Biden,DEM,,,,19
Milam,Precinct 207,President,,Julian Castro,DEM,,,,0
Milam,Precinct 207,President,,Pete Buttigieg,DEM,,,,1
Milam,Precinct 207,President,,Michael Bennet,DEM,,,,0
Milam,Precinct 207,President,,Undervotes,DEM,,,,3
Milam,Precinct 207,President,,Overvotes,DEM,,,,0
Milam,Precinct 207,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,,,,10
Milam,Precinct 207,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,,,13
Milam,Precinct 207,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,,,,2
Milam,Precinct 207,U.S. Senate,,D. R. Hunter,DEM,,,,2
Milam,Precinct 207,U.S. Senate,,Michael Cooper,DEM,,,,5
Milam,Precinct 207,U.S. Senate,,Victor Hugo Harris,DEM,,,,4
Milam,Precinct 207,U.S. Senate,,Adrian Ocegueda,DEM,,,,2
Milam,Precinct 207,U.S. Senate,,Chris Bell,DEM,,,,3
Milam,Precinct 207,U.S. Senate,,Amanda K. Edwards,DEM,,,,1
Milam,Precinct 207,U.S. Senate,,Jack Daniel Foster Jr,DEM,,,,1
Milam,Precinct 207,U.S. Senate,,Royce West,DEM,,,,2
Milam,Precinct 207,U.S. Senate,,Sema Hernandez,DEM,,,,3
Milam,Precinct 207,U.S. Senate,,Undervotes,DEM,,,,3
Milam,Precinct 207,U.S. Senate,,Overvotes,DEM,,,,0
Milam,Precinct 207,U.S. House,17,William Foster III,DEM,,,,9
Milam,Precinct 207,U.S. House,17,David Anthony Jaramillo,DEM,,,,21
Milam,Precinct 207,U.S. House,17,Rick Kennedy,DEM,,,,15
Milam,Precinct 207,U.S. House,17,Undervotes,DEM,,,,6
Milam,Precinct 207,U.S. House,17,Overvotes,DEM,,,,0
Milam,Precinct 207,Railroad Commissioner,,Mark Watson,DEM,,,,16
Milam,Precinct 207,Railroad Commissioner,,Kelly Stone,DEM,,,,6
Milam,Precinct 207,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,,,,13
Milam,Precinct 207,Railroad Commissioner,,Chrysta Castaneda,DEM,,,,13
Milam,Precinct 207,Railroad Commissioner,,Undervotes,DEM,,,,3
Milam,Precinct 207,Railroad Commissioner,,Overvotes,DEM,,,,0
Milam,Precinct 207,State Representative,20,Jessica Tiedt,DEM,,,,42
Milam,Precinct 207,State Representative,20,Undervotes,DEM,,,,9
Milam,Precinct 207,State Representative,20,Overvotes,DEM,,,,0
Milam,Precinct 210,Registered Voters,,,,,,,528
Milam,Precinct 210,Ballots Cast,,,REP,2,90,61,153
Milam,Precinct 210,President,,Bob Ely,REP,,,,1
Milam,Precinct 210,President,,Matthew John Matern,REP,,,,0
Milam,Precinct 210,President,,Zoltan G. Istvan,REP,,,,0
Milam,Precinct 210,President,,Joe Walsh,REP,,,,0
Milam,Precinct 210,President,,Donald J. Trump,REP,,,,146
Milam,Precinct 210,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,,,,0
Milam,Precinct 210,President,,Bill Weld,REP,,,,2
Milam,Precinct 210,President,,Uncommitted,REP,,,,4
Milam,Precinct 210,President,,Undervotes,REP,,,,0
Milam,Precinct 210,President,,Overvotes,REP,,,,0
Milam,Precinct 210,U.S. Senate,,Mark Yancey,REP,,,,15
Milam,Precinct 210,U.S. Senate,,John Cornyn,REP,,,,113
Milam,Precinct 210,U.S. Senate,,John Anthony Castro,REP,,,,1
Milam,Precinct 210,U.S. Senate,,Dwayne Stovall,REP,,,,10
Milam,Precinct 210,U.S. Senate,,Virgil Bierschwale,REP,,,,5
Milam,Precinct 210,U.S. Senate,,Undervotes,REP,,,,9
Milam,Precinct 210,U.S. Senate,,Overvotes,REP,,,,0
Milam,Precinct 210,U.S. House,17,Renee Swann,REP,,,,57
Milam,Precinct 210,U.S. House,17,Kristen Alamo Rowin,REP,,,,4
Milam,Precinct 210,U.S. House,17,Scott Bland,REP,,,,11
Milam,Precinct 210,U.S. House,17,Trent Sutton,REP,,,,10
Milam,Precinct 210,U.S. House,17,Jeff Oppenheim,REP,,,,0
Milam,Precinct 210,U.S. House,17,David Saucedo,REP,,,,4
Milam,Precinct 210,U.S. House,17,Laurie Godfrey McReynolds,REP,,,,1
Milam,Precinct 210,U.S. House,17,George W. Hindman,REP,,,,19
Milam,Precinct 210,U.S. House,17,Elianor Vessali,REP,,,,10
Milam,Precinct 210,U.S. House,17,Ahmad Adnan,REP,,,,0
Milam,Precinct 210,U.S. House,17,Pete Sessions,REP,,,,18
Milam,Precinct 210,U.S. House,17,Todd Kent,REP,,,,5
Milam,Precinct 210,U.S. House,17,Undervotes,REP,,,,14
Milam,Precinct 210,U.S. House,17,Overvotes,REP,,,,0
Milam,Precinct 210,Railroad Commissioner,,Ryan Sitton,REP,,,,60
Milam,Precinct 210,Railroad Commissioner,,"James ""Jim"" Wright",REP,,,,68
Milam,Precinct 210,Railroad Commissioner,,Undervotes,REP,,,,25
Milam,Precinct 210,Railroad Commissioner,,Overvotes,REP,,,,0
Milam,Precinct 210,State Representative,20,Terry M. Wilson,REP,,,,123
Milam,Precinct 210,State Representative,20,Undervotes,REP,,,,30
Milam,Precinct 210,State Representative,20,Overvotes,REP,,,,0
Milam,Precinct 210,Ballots Cast,,,DEM,5,7,22,34
Milam,Precinct 210,President,,Michael R. Bloomberg,DEM,,,,10
Milam,Precinct 210,President,,Andrew Yang,DEM,,,,0
Milam,Precinct 210,President,,Bernie Sanders,DEM,,,,5
