county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Medina,1A,President/Vice-President,,DEM,Pete Buttigieg,2,4,0,6
Medina,1A,President/Vice-President,,DEM,Andrew Yang,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Joseph R. Biden,21,9,2,32
Medina,1A,President/Vice-President,,DEM,Tom Steyer,3,1,0,4
Medina,1A,President/Vice-President,,DEM,Robby Wells,0,0,0,0
Medina,1A,President/Vice-President,,DEM,John K. Delaney,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Cory Booker,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Marianne Williamson,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Michael R. Bloomberg,3,9,3,15
Medina,1A,President/Vice-President,,DEM,Deval Patrick,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Elizabeth Warren,3,4,0,7
Medina,1A,President/Vice-President,,DEM,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Medina,1A,President/Vice-President,,DEM,Michael Bennet,0,1,0,1
Medina,1A,President/Vice-President,,DEM,Amy Klobuchar,0,5,0,5
Medina,1A,President/Vice-President,,DEM,Julian Castro,0,0,2,2
Medina,1A,President/Vice-President,,DEM,Tulsi Gabbard,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Bernie Sanders,10,6,0,16
Medina,1A,President/Vice-President,,DEM,Ballots Cast,42,39,7,88
Medina,1A,President/Vice-President,,DEM,Undervotes,0,0,0,0
Medina,1A,President/Vice-President,,DEM,Overvotes,0,0,0,0
Medina,1A,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",13,16,2,31
Medina,1A,U.S. Senate,,DEM,Royce West,2,1,0,3
Medina,1A,U.S. Senate,,DEM,Michael Cooper,0,3,0,3
Medina,1A,U.S. Senate,,DEM,Jack Daniel Foster Jr,1,1,0,2
Medina,1A,U.S. Senate,,DEM,D. R. Hunter,2,1,0,3
Medina,1A,U.S. Senate,,DEM,Adrian Ocegueda,1,4,0,5
Medina,1A,U.S. Senate,,DEM,Amanda K. Edwards,6,1,0,7
Medina,1A,U.S. Senate,,DEM,Chris Bell,3,3,0,6
Medina,1A,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Medina,1A,U.S. Senate,,DEM,Sema Hernandez,5,2,0,7
Medina,1A,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,6,2,0,8
Medina,1A,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,0,2,3
Medina,1A,U.S. Senate,,DEM,Ballots Cast,40,34,4,78
Medina,1A,U.S. Senate,,DEM,Undervotes,2,5,3,10
Medina,1A,U.S. Senate,,DEM,Overvotes,0,0,0,0
Medina,1A,U.S. Representative District 23,,DEM,Ricardo R. Madrid,3,1,0,4
Medina,1A,U.S. Representative District 23,,DEM,"Rosalinda ""Rosey"" Ramos Abuabara",6,2,0,8
Medina,1A,U.S. Representative District 23,,DEM,Efrain V Valdez,5,1,0,6
Medina,1A,U.S. Representative District 23,,DEM,Gina Ortiz Jones,24,28,4,56
Medina,1A,U.S. Representative District 23,,DEM,Jaime Escuder,1,1,2,4
Medina,1A,U.S. Representative District 23,,DEM,Ballots Cast,39,33,6,78
Medina,1A,U.S. Representative District 23,,DEM,Undervotes,3,6,1,10
Medina,1A,U.S. Representative District 23,,DEM,Overvotes,0,0,0,0
Medina,1A,Railroad Commissioner,,DEM,Mark Watson,5,9,3,17
Medina,1A,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",10,9,0,19
Medina,1A,Railroad Commissioner,,DEM,Kelly Stone,13,5,0,18
Medina,1A,Railroad Commissioner,,DEM,Chrysta Castañeda,11,7,2,20
Medina,1A,Railroad Commissioner,,DEM,Ballots Cast,39,30,5,74
Medina,1A,Railroad Commissioner,,DEM,Undervotes,3,9,2,14
Medina,1A,Railroad Commissioner,,DEM,Overvotes,0,0,0,0
Medina,1A,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,7,4,0,11
Medina,1A,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,31,28,4,63
Medina,1A,"Chief Justice, Supreme Court",,DEM,Ballots Cast,38,32,4,74
Medina,1A,"Chief Justice, Supreme Court",,DEM,Undervotes,4,7,3,14
Medina,1A,"Chief Justice, Supreme Court",,DEM,Overvotes,0,0,0,0
Medina,1A,"Justice, Supreme Court, Place 6 (unexpired term)",,DEM,Kathy Cheng,29,27,2,58
Medina,1A,"Justice, Supreme Court, Place 6 (unexpired term)",,DEM,Larry Praeger,9,5,2,16
Medina,1A,"Justice, Supreme Court, Place 6 (unexpired term)",,DEM,Ballots Cast,38,32,4,74
Medina,1A,"Justice, Supreme Court, Place 6 (unexpired term)",,DEM,Undervotes,4,7,3,14
Medina,1A,"Justice, Supreme Court, Place 6 (unexpired term)",,DEM,Overvotes,0,0,0,0
Medina,1A,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,26,23,2,51
Medina,1A,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,12,8,2,22
Medina,1A,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,38,31,4,73
Medina,1A,"Justice, Supreme Court, Place 7",,DEM,Undervotes,4,8,3,15
Medina,1A,"Justice, Supreme Court, Place 7",,DEM,Overvotes,0,0,0,0
Medina,1A,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,5,11,0,16
Medina,1A,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,32,21,4,57
Medina,1A,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,37,32,4,73
Medina,1A,"Justice, Supreme Court, Place 8",,DEM,Undervotes,5,7,3,15
Medina,1A,"Justice, Supreme Court, Place 8",,DEM,Overvotes,0,0,0,0
Medina,1A,"Judge, Court of Criminal Appeals Place 3",,DEM,William Pieratt Demond,1,0,0,1
Medina,1A,"Judge, Court of Criminal Appeals Place 3",,DEM,Dan Wood,6,7,2,15
Medina,1A,"Judge, Court of Criminal Appeals Place 3",,DEM,Elizabeth Davis Frizell,30,24,2,56
