county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Jeff Davis,1,U.S. House,23,REP,Ben Van Winkle,0,3,1,0,4
Jeff Davis,1,U.S. House,23,REP,Alia Ureste,3,0,2,0,5
Jeff Davis,1,U.S. House,23,REP,Alma Arredondo-Lynch,0,37,16,0,53
Jeff Davis,1,U.S. House,23,REP,Tony Gonzales,0,24,9,0,33
Jeff Davis,1,U.S. House,23,REP,Darwin Boedeker,0,1,1,0,2
Jeff Davis,1,U.S. House,23,REP,Sharon Breckenridge Thomas,0,3,7,0,10
Jeff Davis,1,U.S. House,23,REP,"Cecil B. ""Burt"" Jones",0,2,4,0,6
Jeff Davis,1,U.S. House,23,REP,Raul Reyes,0,10,2,0,12
Jeff Davis,1,U.S. House,23,REP,Jeff McFarlin,0,4,5,0,9
Jeff Davis,2,U.S. House,23,REP,Ben Van Winkle,1,2,2,0,5
Jeff Davis,2,U.S. House,23,REP,Alia Ureste,0,1,1,0,2
Jeff Davis,2,U.S. House,23,REP,Alma Arredondo-Lynch,2,15,11,0,28
Jeff Davis,2,U.S. House,23,REP,Tony Gonzales,0,6,11,0,17
Jeff Davis,2,U.S. House,23,REP,Darwin Boedeker,0,0,0,0,0
Jeff Davis,2,U.S. House,23,REP,Sharon Breckenridge Thomas,0,2,2,0,4
Jeff Davis,2,U.S. House,23,REP,"Cecil B. ""Burt"" Jones",0,4,1,0,5
Jeff Davis,2,U.S. House,23,REP,Raul Reyes,2,2,6,0,10
Jeff Davis,2,U.S. House,23,REP,Jeff McFarlin,0,5,4,0,9
Jeff Davis,3,U.S. House,23,REP,Ben Van Winkle,0,1,1,0,2
Jeff Davis,3,U.S. House,23,REP,Alia Ureste,0,2,0,0,2
Jeff Davis,3,U.S. House,23,REP,Alma Arredondo-Lynch,4,36,16,0,56
Jeff Davis,3,U.S. House,23,REP,Tony Gonzales,0,12,6,0,18
Jeff Davis,3,U.S. House,23,REP,Darwin Boedeker,0,0,0,0,0
Jeff Davis,3,U.S. House,23,REP,Sharon Breckenridge Thomas,0,0,0,0,0
Jeff Davis,3,U.S. House,23,REP,"Cecil B. ""Burt"" Jones",0,1,1,0,2
Jeff Davis,3,U.S. House,23,REP,Raul Reyes,0,5,5,0,10
Jeff Davis,3,U.S. House,23,REP,Jeff McFarlin,1,3,0,0,4
Jeff Davis,4,U.S. House,23,REP,Ben Van Winkle,0,1,1,0,2
Jeff Davis,4,U.S. House,23,REP,Alia Ureste,0,2,0,0,2
Jeff Davis,4,U.S. House,23,REP,Alma Arredondo-Lynch,0,9,1,0,10
Jeff Davis,4,U.S. House,23,REP,Tony Gonzales,0,5,8,0,13
Jeff Davis,4,U.S. House,23,REP,Darwin Boedeker,0,0,0,0,0
Jeff Davis,4,U.S. House,23,REP,Sharon Breckenridge Thomas,0,0,0,0,0
Jeff Davis,4,U.S. House,23,REP,"Cecil B. ""Burt"" Jones",0,0,2,0,2
Jeff Davis,4,U.S. House,23,REP,Raul Reyes,0,7,3,0,10
Jeff Davis,4,U.S. House,23,REP,Jeff McFarlin,0,1,6,0,7
Jeff Davis,5,U.S. House,23,REP,Ben Van Winkle,0,2,4,0,6
Jeff Davis,5,U.S. House,23,REP,Alia Ureste,0,0,1,0,1
Jeff Davis,5,U.S. House,23,REP,Alma Arredondo-Lynch,0,9,14,0,23
Jeff Davis,5,U.S. House,23,REP,Tony Gonzales,0,4,8,0,12
Jeff Davis,5,U.S. House,23,REP,Darwin Boedeker,0,0,1,0,1
Jeff Davis,5,U.S. House,23,REP,Sharon Breckenridge Thomas,0,3,4,0,7
Jeff Davis,5,U.S. House,23,REP,"Cecil B. ""Burt"" Jones",0,4,3,0,7
Jeff Davis,5,U.S. House,23,REP,Raul Reyes,0,6,5,0,11
Jeff Davis,5,U.S. House,23,REP,Jeff McFarlin,3,3,7,0,13
Jeff Davis,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,45,34,0,80
Jeff Davis,1,Railroad Commissioner,,REP,Ryan Sitton,0,26,9,0,35
Jeff Davis,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,19,28,0,48
Jeff Davis,2,Railroad Commissioner,,REP,Ryan Sitton,4,15,6,0,25
Jeff Davis,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,37,22,0,59
Jeff Davis,3,Railroad Commissioner,,REP,Ryan Sitton,4,22,10,0,36
Jeff Davis,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,11,13,0,24
Jeff Davis,4,Railroad Commissioner,,REP,Ryan Sitton,0,13,10,0,23
Jeff Davis,5,Railroad Commissioner,,REP,"James ""Jim"" Wright",3,19,30,0,52
Jeff Davis,5,Railroad Commissioner,,REP,Ryan Sitton,0,11,13,0,24
Jeff Davis,1,State Senate,29,REP,Bethany Hatch,1,57,37,0,95
Jeff Davis,2,State Senate,29,REP,Bethany Hatch,1,27,32,0,60
Jeff Davis,3,State Senate,29,REP,Bethany Hatch,2,47,26,0,75
Jeff Davis,4,State Senate,29,REP,Bethany Hatch,0,18,20,0,38
Jeff Davis,5,State Senate,29,REP,Bethany Hatch,3,27,37,0,67
Jeff Davis,1,State Representative,74,REP,Robert Garza,1,36,21,0,58
Jeff Davis,2,State Representative,74,REP,Robert Garza,2,18,26,0,46
Jeff Davis,3,State Representative,74,REP,Robert Garza,0,29,23,0,52
Jeff Davis,4,State Representative,74,REP,Robert Garza,0,8,13,0,21
Jeff Davis,5,State Representative,74,REP,Robert Garza,0,13,30,0,43
Jeff Davis,1,State Representative,74,REP,Ruben Falcon,0,34,22,0,56
Jeff Davis,2,State Representative,74,REP,Ruben Falcon,3,15,10,0,28
Jeff Davis,3,State Representative,74,REP,Ruben Falcon,4,28,12,0,44
Jeff Davis,4,State Representative,74,REP,Ruben Falcon,0,15,7,0,22
Jeff Davis,5,State Representative,74,REP,Ruben Falcon,3,16,12,0,31
Jeff Davis,1,Ballots Cast,,DEM,,1,45,67,0,113
Jeff Davis,2,Ballots Cast,,DEM,,8,30,42,0,80
Jeff Davis,3,Ballots Cast,,DEM,,6,25,31,1,63
Jeff Davis,4,Ballots Cast,,DEM,,0,10,20,0,30
Jeff Davis,5,Ballots Cast,,DEM,,2,19,23,0,44
Jeff Davis,1,President,,DEM,Julian Castro,0,0,0,0,0
Jeff Davis,1,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Jeff Davis,1,President,,DEM,Joseph R. Biden,0,13,27,0,40
Jeff Davis,1,President,,DEM,Michael Bennet,0,0,0,0,0
Jeff Davis,1,President,,DEM,Tom Steyer,0,0,0,0,0
Jeff Davis,1,President,,DEM,Marianne Williamson,0,0,0,0,0
Jeff Davis,1,President,,DEM,Elizabeth Warren,1,8,16,0,25
Jeff Davis,1,President,,DEM,Pete Buttigieg,0,9,0,0,9
Jeff Davis,1,President,,DEM,Deval Patrick,0,0,0,0,0
Jeff Davis,1,President,,DEM,John K. Delaney,0,0,0,0,0
Jeff Davis,1,President,,DEM,Amy Klobuchar,0,6,0,0,6
Jeff Davis,1,President,,DEM,Robby Wells,0,0,0,0,0
Jeff Davis,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,1,0,1
Jeff Davis,1,President,,DEM,Andrew Yang,0,0,0,0,0
Jeff Davis,1,President,,DEM,Michael R. Bloomberg,0,4,5,0,9
Jeff Davis,1,President,,DEM,Cory Booker,0,0,0,0,0
Jeff Davis,1,President,,DEM,Bernie Sanders,0,4,18,0,22
Jeff Davis,2,President,,DEM,Julian Castro,0,0,0,0,0
Jeff Davis,2,President,,DEM,Tulsi Gabbard,0,1,0,0,1
Jeff Davis,2,President,,DEM,Joseph R. Biden,4,4,21,0,29
Jeff Davis,2,President,,DEM,Michael Bennet,0,0,0,0,0
Jeff Davis,2,President,,DEM,Tom Steyer,0,0,0,0,0
Jeff Davis,2,President,,DEM,Marianne Williamson,0,0,0,0,0
Jeff Davis,2,President,,DEM,Elizabeth Warren,1,6,6,0,13
Jeff Davis,2,President,,DEM,Pete Buttigieg,0,0,0,0,0
Jeff Davis,2,President,,DEM,Deval Patrick,0,0,0,0,0
Jeff Davis,2,President,,DEM,John K. Delaney,0,0,1,0,1
Jeff Davis,2,President,,DEM,Amy Klobuchar,1,0,0,0,1
Jeff Davis,2,President,,DEM,Robby Wells,0,0,0,0,0
Jeff Davis,2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Jeff Davis,2,President,,DEM,Andrew Yang,0,0,0,0,0
Jeff Davis,2,President,,DEM,Michael R. Bloomberg,2,6,5,0,13
Jeff Davis,2,President,,DEM,Cory Booker,0,0,0,0,0
Jeff Davis,2,President,,DEM,Bernie Sanders,0,13,8,0,21
Jeff Davis,3,President,,DEM,Julian Castro,0,0,1,0,1
Jeff Davis,3,President,,DEM,Tulsi Gabbard,0,1,1,0,2
Jeff Davis,3,President,,DEM,Joseph R. Biden,3,6,9,0,18
Jeff Davis,3,President,,DEM,Michael Bennet,0,0,0,0,0
Jeff Davis,3,President,,DEM,Tom Steyer,0,0,0,0,0
Jeff Davis,3,President,,DEM,Marianne Williamson,0,0,0,0,0
Jeff Davis,3,President,,DEM,Elizabeth Warren,1,5,2,0,8
Jeff Davis,3,President,,DEM,Pete Buttigieg,1,2,0,0,3
Jeff Davis,3,President,,DEM,Deval Patrick,0,0,0,0,0
Jeff Davis,3,President,,DEM,John K. Delaney,0,0,0,0,0
Jeff Davis,3,President,,DEM,Amy Klobuchar,0,1,0,0,1
Jeff Davis,3,President,,DEM,Robby Wells,0,0,0,0,0
Jeff Davis,3,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Jeff Davis,3,President,,DEM,Andrew Yang,0,0,0,0,0
Jeff Davis,3,President,,DEM,Michael R. Bloomberg,1,1,1,0,3
Jeff Davis,3,President,,DEM,Cory Booker,0,0,0,0,0
Jeff Davis,3,President,,DEM,Bernie Sanders,0,9,17,0,26
Jeff Davis,4,President,,DEM,Julian Castro,0,0,0,0,0
Jeff Davis,4,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Jeff Davis,4,President,,DEM,Joseph R. Biden,0,0,13,0,13
Jeff Davis,4,President,,DEM,Michael Bennet,0,0,0,0,0
Jeff Davis,4,President,,DEM,Tom Steyer,0,0,0,0,0
Jeff Davis,4,President,,DEM,Marianne Williamson,0,0,0,0,0
Jeff Davis,4,President,,DEM,Elizabeth Warren,0,3,1,0,4
Jeff Davis,4,President,,DEM,Pete Buttigieg,0,1,0,0,1
Jeff Davis,4,President,,DEM,Deval Patrick,0,0,0,0,0
Jeff Davis,4,President,,DEM,John K. Delaney,0,0,0,0,0
Jeff Davis,4,President,,DEM,Amy Klobuchar,0,1,0,0,1
Jeff Davis,4,President,,DEM,Robby Wells,0,0,0,0,0
Jeff Davis,4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Jeff Davis,4,President,,DEM,Andrew Yang,0,0,0,0,0
Jeff Davis,4,President,,DEM,Michael R. Bloomberg,0,3,4,0,7
Jeff Davis,4,President,,DEM,Cory Booker,0,0,0,0,0
Jeff Davis,4,President,,DEM,Bernie Sanders,0,2,2,0,4
Jeff Davis,5,President,,DEM,Julian Castro,0,0,1,0,1
Jeff Davis,5,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Jeff Davis,5,President,,DEM,Joseph R. Biden,1,5,13,0,19
Jeff Davis,5,President,,DEM,Michael Bennet,0,0,0,0,0
Jeff Davis,5,President,,DEM,Tom Steyer,0,0,0,0,0
Jeff Davis,5,President,,DEM,Marianne Williamson,0,0,0,0,0
Jeff Davis,5,President,,DEM,Elizabeth Warren,1,2,5,0,8
Jeff Davis,5,President,,DEM,Pete Buttigieg,0,2,0,0,2
Jeff Davis,5,President,,DEM,Deval Patrick,0,0,0,0,0
Jeff Davis,5,President,,DEM,John K. Delaney,0,0,0,0,0
Jeff Davis,5,President,,DEM,Amy Klobuchar,0,3,0,0,3
Jeff Davis,5,President,,DEM,Robby Wells,0,3,0,0,3
Jeff Davis,5,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Jeff Davis,5,President,,DEM,Andrew Yang,0,0,0,0,0
Jeff Davis,5,President,,DEM,Michael R. Bloomberg,0,1,2,0,3
Jeff Davis,5,President,,DEM,Cory Booker,0,0,0,0,0
Jeff Davis,5,President,,DEM,Bernie Sanders,0,5,2,0,7
Jeff Davis,1,U.S. Senate,,DEM,Mary (MJ) Hegar,1,20,20,0,41
Jeff Davis,1,U.S. Senate,,DEM,Chris Bell,0,4,5,0,9
Jeff Davis,1,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,4,0,4
Jeff Davis,1,U.S. Senate,,DEM,Adrian Ocegueda,0,1,1,0,2
Jeff Davis,1,U.S. Senate,,DEM,Amanda K. Edwards,0,1,6,0,7
Jeff Davis,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,5,9,0,14
Jeff Davis,1,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,2,2,0,4
Jeff Davis,1,U.S. Senate,,DEM,Victor Hugo Harris,0,0,3,0,3
Jeff Davis,1,U.S. Senate,,DEM,Sema Hernandez,0,0,3,0,3
Jeff Davis,1,U.S. Senate,,DEM,Royce West,0,4,5,0,9
Jeff Davis,1,U.S. Senate,,DEM,Michael Cooper,0,1,0,0,1
Jeff Davis,1,U.S. Senate,,DEM,D.R. Hunter,0,0,1,0,1
Jeff Davis,2,U.S. Senate,,DEM,Mary (MJ) Hegar,0,5,8,0,13
Jeff Davis,2,U.S. Senate,,DEM,Chris Bell,2,3,1,0,6
Jeff Davis,2,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,4,8,0,13
Jeff Davis,2,U.S. Senate,,DEM,Adrian Ocegueda,0,0,2,0,2
Jeff Davis,2,U.S. Senate,,DEM,Amanda K. Edwards,0,1,2,0,3
Jeff Davis,2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,9,2,0,11
Jeff Davis,2,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,1,0,0,1
Jeff Davis,2,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,0,1
Jeff Davis,2,U.S. Senate,,DEM,Sema Hernandez,0,2,5,0,7
Jeff Davis,2,U.S. Senate,,DEM,Royce West,0,2,2,0,4
Jeff Davis,2,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0
Jeff Davis,2,U.S. Senate,,DEM,D.R. Hunter,0,0,1,0,1
Jeff Davis,3,U.S. Senate,,DEM,Mary (MJ) Hegar,2,7,5,0,14
Jeff Davis,3,U.S. Senate,,DEM,Chris Bell,0,2,1,0,3
Jeff Davis,3,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,2,6,0,8
Jeff Davis,3,U.S. Senate,,DEM,Adrian Ocegueda,0,1,0,0,1
Jeff Davis,3,U.S. Senate,,DEM,Amanda K. Edwards,0,0,1,0,1
Jeff Davis,3,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,3,8,0,13
Jeff Davis,3,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,2,0,2
Jeff Davis,3,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0
Jeff Davis,3,U.S. Senate,,DEM,Sema Hernandez,0,4,3,0,7
Jeff Davis,3,U.S. Senate,,DEM,Royce West,0,3,0,0,3
Jeff Davis,3,U.S. Senate,,DEM,Michael Cooper,0,0,1,0,1
Jeff Davis,3,U.S. Senate,,DEM,D.R. Hunter,0,1,0,0,1
Jeff Davis,4,U.S. Senate,,DEM,Mary (MJ) Hegar,0,4,4,0,8
Jeff Davis,4,U.S. Senate,,DEM,Chris Bell,0,1,4,0,5
Jeff Davis,4,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,1,4,0,5
Jeff Davis,4,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0
Jeff Davis,4,U.S. Senate,,DEM,Amanda K. Edwards,0,1,1,0,2
Jeff Davis,4,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,1,2,0,3
Jeff Davis,4,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,1,1,0,2
Jeff Davis,4,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0
Jeff Davis,4,U.S. Senate,,DEM,Sema Hernandez,0,0,2,0,2
Jeff Davis,4,U.S. Senate,,DEM,Royce West,0,0,0,0,0
Jeff Davis,4,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0
Jeff Davis,4,U.S. Senate,,DEM,D.R. Hunter,0,0,1,0,1
Jeff Davis,5,U.S. Senate,,DEM,Mary (MJ) Hegar,0,4,4,0,8
Jeff Davis,5,U.S. Senate,,DEM,Chris Bell,0,1,2,0,3
Jeff Davis,5,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,4,3,0,7
Jeff Davis,5,U.S. Senate,,DEM,Adrian Ocegueda,0,0,1,0,1
Jeff Davis,5,U.S. Senate,,DEM,Amanda K. Edwards,0,0,2,0,2
Jeff Davis,5,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,5,3,0,9
Jeff Davis,5,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,1,0,0,1
Jeff Davis,5,U.S. Senate,,DEM,Victor Hugo Harris,0,1,0,0,1
Jeff Davis,5,U.S. Senate,,DEM,Sema Hernandez,0,1,0,0,1
Jeff Davis,5,U.S. Senate,,DEM,Royce West,0,0,0,0,0
Jeff Davis,5,U.S. Senate,,DEM,Michael Cooper,1,0,0,0,1
Jeff Davis,5,U.S. Senate,,DEM,D.R. Hunter,0,1,0,0,1
Jeff Davis,1,U.S. House,23,DEM,Jamie Escuder,0,3,11,0,14
Jeff Davis,1,U.S. House,23,DEM,Ricardo R. Madrid,0,0,1,0,1
Jeff Davis,1,U.S. House,23,DEM,Efrain V. Valdez,0,1,1,0,2
Jeff Davis,1,U.S. House,23,DEM,"Rosalinda ""R"" Ramos Abubara",0,0,3,0,3
Jeff Davis,1,U.S. House,23,DEM,Gina Ortiz Jones,1,37,48,0,86
Jeff Davis,2,U.S. House,23,DEM,Jamie Escuder,0,4,4,0,8
Jeff Davis,2,U.S. House,23,DEM,Ricardo R. Madrid,0,0,1,0,1
Jeff Davis,2,U.S. House,23,DEM,Efrain V. Valdez,0,0,2,0,2
Jeff Davis,2,U.S. House,23,DEM,"Rosalinda ""R"" Ramos Abubara",0,4,5,0,9
Jeff Davis,2,U.S. House,23,DEM,Gina Ortiz Jones,4,21,27,0,52
Jeff Davis,3,U.S. House,23,DEM,Jamie Escuder,3,4,4,0,11
Jeff Davis,3,U.S. House,23,DEM,Ricardo R. Madrid,0,0,2,0,2
Jeff Davis,3,U.S. House,23,DEM,Efrain V. Valdez,0,1,0,0,1
Jeff Davis,3,U.S. House,23,DEM,"Rosalinda ""R"" Ramos Abubara",0,0,2,0,2
Jeff Davis,3,U.S. House,23,DEM,Gina Ortiz Jones,3,19,21,1,44
Jeff Davis,4,U.S. House,23,DEM,Jamie Escuder,0,0,5,0,5
Jeff Davis,4,U.S. House,23,DEM,Ricardo R. Madrid,0,0,0,0,0
Jeff Davis,4,U.S. House,23,DEM,Efrain V. Valdez,0,0,1,0,1
Jeff Davis,4,U.S. House,23,DEM,"Rosalinda ""R"" Ramos Abubara",0,0,1,0,1
Jeff Davis,4,U.S. House,23,DEM,Gina Ortiz Jones,0,9,12,0,21
Jeff Davis,5,U.S. House,23,DEM,Jamie Escuder,1,0,4,0,5
Jeff Davis,5,U.S. House,23,DEM,Ricardo R. Madrid,0,0,1,0,1
Jeff Davis,5,U.S. House,23,DEM,Efrain V. Valdez,0,1,1,0,2
Jeff Davis,5,U.S. House,23,DEM,"Rosalinda ""R"" Ramos Abubara",0,2,2,0,4
Jeff Davis,5,U.S. House,23,DEM,Gina Ortiz Jones,0,14,14,0,28
Jeff Davis,1,Railroad Commissioner,,DEM,Chrysta Castaneda,1,22,33,0,56
Jeff Davis,1,Railroad Commissioner,,DEM,Kelly Stone,0,4,10,0,14
Jeff Davis,1,Railroad Commissioner,,DEM,Mark Watson,0,4,7,0,11
Jeff Davis,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,7,11,0,18
Jeff Davis,2,Railroad Commissioner,,DEM,Chrysta Castaneda,1,15,17,0,33
Jeff Davis,2,Railroad Commissioner,,DEM,Kelly Stone,0,5,5,0,10
Jeff Davis,2,Railroad Commissioner,,DEM,Mark Watson,1,1,2,0,4
Jeff Davis,2,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,3,7,0,11
Jeff Davis,3,Railroad Commissioner,,DEM,Chrysta Castaneda,1,7,14,1,23
Jeff Davis,3,Railroad Commissioner,,DEM,Kelly Stone,1,4,2,0,7
Jeff Davis,3,Railroad Commissioner,,DEM,Mark Watson,1,9,3,0,13
Jeff Davis,3,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,4,8,0,13
Jeff Davis,4,Railroad Commissioner,,DEM,Chrysta Castaneda,0,7,6,0,13
Jeff Davis,4,Railroad Commissioner,,DEM,Kelly Stone,0,2,4,0,6
Jeff Davis,4,Railroad Commissioner,,DEM,Mark Watson,0,0,4,0,4
Jeff Davis,4,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,0,4,0,4
Jeff Davis,5,Railroad Commissioner,,DEM,Chrysta Castaneda,0,11,10,0,21
Jeff Davis,5,Railroad Commissioner,,DEM,Kelly Stone,1,1,4,0,6
Jeff Davis,5,Railroad Commissioner,,DEM,Mark Watson,1,0,2,0,3
Jeff Davis,5,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,5,1,0,6
Jeff Davis,1,State Senate,29,DEM,Cesar J. Blanco,0,34,47,0,81
Jeff Davis,2,State Senate,29,DEM,Cesar J. Blanco,2,18,22,0,42
Jeff Davis,3,State Senate,29,DEM,Cesar J. Blanco,2,20,22,0,44
Jeff Davis,4,State Senate,29,DEM,Cesar J. Blanco,0,8,17,0,25
Jeff Davis,5,State Senate,29,DEM,Cesar J. Blanco,1,13,17,0,31
Jeff Davis,1,State Representative,74,DEM,Rowland Garza,1,5,13,0,19
