county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Dickens,Precinct 1,Ballots Cast,,REP,,,,,63
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Donald J. Trump,4,20,30,54
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Bob Ely,0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Bill Weld,1,0,0,1
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Matthew John Matern,0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Joe Walsh,0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Zoltan G. Istvan,0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Uncommitted,0,0,2,2
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Ballots Cast,5,20,32,57
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"President REPUBLICAN PARTY
",,REP,Under Votes:,0,0,3,3
Dickens,Precinct 1,U.S. Senate,,REP,Dwayne Stovall,0,7,6,13
Dickens,Precinct 1,U.S. Senate,,REP,Mark Yancey,0,1,1,2
Dickens,Precinct 1,U.S. Senate,,REP,John Anthony Castro,1,0,1,2
Dickens,Precinct 1,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Dickens,Precinct 1,U.S. Senate,,REP,John Cornyn,3,12,20,35
Dickens,Precinct 1,U.S. Senate,,REP,Ballots Cast,5,20,28,53
Dickens,Precinct 1,U.S. Senate,,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,U.S. Senate,,REP,Under Votes:,0,0,7,7
Dickens,Precinct 1,"United States Representative, District 13",,REP,Josh Winegarner,1,13,9,23
Dickens,Precinct 1,"United States Representative, District 13",,REP,Diane Knowlton,2,0,0,2
Dickens,Precinct 1,"United States Representative, District 13",,REP,Vance Snider II,1,1,4,6
Dickens,Precinct 1,"United States Representative, District 13",,REP,Monique Worthy,0,0,0,0
Dickens,Precinct 1,"United States Representative, District 13",,REP,Lee Harvey,0,0,1,1
Dickens,Precinct 1,"United States Representative, District 13",,REP,Elaine Hays,0,1,6,7
Dickens,Precinct 1,"United States Representative, District 13",,REP,"Catherine ""I Swear"" Carr",0,1,0,1
Dickens,Precinct 1,"United States Representative, District 13",,REP,Matt McArthur,0,1,5,6
Dickens,Precinct 1,"United States Representative, District 13",,REP,Richard Herman,0,0,1,1
Dickens,Precinct 1,"United States Representative, District 13",,REP,Jason Foglesong,0,0,0,0
Dickens,Precinct 1,"United States Representative, District 13",,REP,Chris Ekstrom,0,0,1,1
Dickens,Precinct 1,"United States Representative, District 13",,REP,Asusena Reséndiz,0,0,0,0
Dickens,Precinct 1,"United States Representative, District 13",,REP,Jamie Culley,0,0,0,0
Dickens,Precinct 1,"United States Representative, District 13",,REP,Mark Neese,0,1,0,1
Dickens,Precinct 1,"United States Representative, District 13",,REP,Ronny Jackson,0,2,2,4
Dickens,Precinct 1,"United States Representative, District 13",,REP,Ballots Cast,4,20,29,53
Dickens,Precinct 1,"United States Representative, District 13",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"United States Representative, District 13",,REP,Under Votes:,0,0,6,6
Dickens,Precinct 1,Ballots Cast,,REP,,,,,63
Dickens,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",2,11,16,29
Dickens,Precinct 1,Railroad Commissioner,,REP,Ryan Sitton,2,5,12,19
Dickens,Precinct 1,Railroad Commissioner,,REP,Ballots Cast,4,16,28,48
Dickens,Precinct 1,Railroad Commissioner,,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,Railroad Commissioner,,REP,Under Votes:,0,4,7,11
Dickens,Precinct 1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,5,13,27,45
Dickens,Precinct 1,"Chief Justice, Supreme Court",,REP,Ballots Cast,5,13,27,45
Dickens,Precinct 1,"Chief Justice, Supreme Court",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"Chief Justice, Supreme Court",,REP,Under Votes:,0,7,8,15
Dickens,Precinct 1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jane Bland,5,13,28,46
Dickens,Precinct 1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Ballots Cast,5,13,28,46
Dickens,Precinct 1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Under Votes:,0,7,7,14
Dickens,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,5,14,27,46
Dickens,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,5,14,27,46
Dickens,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"Justice, Supreme Court, Place 7",,REP,Under Votes:,0,6,8,14
Dickens,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,5,14,28,47
Dickens,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,5,14,28,47
Dickens,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Over Votes:,0,0,0,0
Dickens,Precinct 1,"Justice, Supreme Court, Place 8",,REP,Under Votes:,0,6,7,13
Dickens,Precinct 1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,4,10,14,28
Dickens,Precinct 1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,1,4,13,18
