county,precinct,office,district,candidate,party,early_voting,election_day,votes
McCulloch,101,Ballots Cast,,,DEM,,,36
McCulloch,101,President,,Michael  R. Bloomberg,DEM,2,1,3
McCulloch,101,President,,Michael Bennet,DEM,0,0,0
McCulloch,101,President,,Amy Klobuchar,DEM,0,0,0
McCulloch,101,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
McCulloch,101,President,,Julian Castro,DEM,0,0,0
McCulloch,101,President,,Marianne Williamson,DEM,0,0,0
McCulloch,101,President,,Deval Patrick,DEM,0,0,0
McCulloch,101,President,,Andrew Yang,DEM,0,0,0
McCulloch,101,President,,Elizabeth Warren,DEM,4,1,5
McCulloch,101,President,,Robby Wells,DEM,0,0,0
McCulloch,101,President,,John K. Delaney,DEM,0,0,0
McCulloch,101,President,,Tulsi Gabbard,DEM,0,0,0
McCulloch,101,President,,Tom Steyer,DEM,0,0,0
McCulloch,101,President,,Bernie Sanders,DEM,7,3,10
McCulloch,101,President,,Cory Booker,DEM,0,0,0
McCulloch,101,President,,Joseph R. Biden,DEM,8,8,16
McCulloch,101,President,,Pete Buttigieg,DEM,0,1,1
McCulloch,101,President,,Over Votes,DEM,0,0,0
McCulloch,101,President,,Under Votes,DEM,0,1,1
McCulloch,101,U.S. Senate,,Amanda K. Edwards,DEM,5,3,8
McCulloch,101,U.S. Senate,,Jack Daniel Foster Jr,DEM,1,0,1
McCulloch,101,U.S. Senate,,Sema Hernandez,DEM,5,3,8
McCulloch,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,1,2,3
McCulloch,101,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,2,4
McCulloch,101,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0
McCulloch,101,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,1
McCulloch,101,U.S. Senate,,Royce West,DEM,0,0,0
McCulloch,101,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
McCulloch,101,U.S. Senate,,Michael Cooper,DEM,0,2,2
McCulloch,101,U.S. Senate,,D.R. Hunter,DEM,0,0,0
McCulloch,101,U.S. Senate,,Chris Bell,DEM,3,0,3
McCulloch,101,U.S. Senate,,Over Votes,DEM,0,0,0
McCulloch,101,U.S. Senate,,Under Votes,DEM,3,3,6
McCulloch,101,U.S. House,11,Jon Mark Hogg,DEM,17,11,28
McCulloch,101,U.S. House,11,Over Votes,DEM,0,0,0
McCulloch,101,U.S. House,11,Under Votes,DEM,4,4,8
McCulloch,101,Railroad Commissioner,,Mark Watson,DEM,1,3,4
McCulloch,101,Railroad Commissioner,,Chrysta Castaneda,DEM,11,5,16
McCulloch,101,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,1,4
McCulloch,101,Railroad Commissioner,,Kelly Stone,DEM,3,4,7
McCulloch,101,Railroad Commissioner,,Over Votes,DEM,0,0,0
McCulloch,101,Railroad Commissioner,,Under Votes,DEM,3,2,5
McCulloch,102,Ballots Cast,,,DEM,,,10
McCulloch,102,President,,Michael  R. Bloomberg,DEM,2,0,2
McCulloch,102,President,,Michael Bennet,DEM,0,0,0
McCulloch,102,President,,Amy Klobuchar,DEM,0,0,0
