county,precinct,office,district,party,candidate,votes,early_voting,mail,election_day,provisional
Williamson,119,REGISTERED VOTERS,,,REGISTERED VOTERS,3721,0,0,0,0
Williamson,122,REGISTERED VOTERS,,,REGISTERED VOTERS,2834,0,0,0,0
Williamson,135,REGISTERED VOTERS,,,REGISTERED VOTERS,3671,0,0,0,0
Williamson,138,REGISTERED VOTERS,,,REGISTERED VOTERS,4176,0,0,0,0
Williamson,140,REGISTERED VOTERS,,,REGISTERED VOTERS,2022,0,0,0,0
Williamson,145,REGISTERED VOTERS,,,REGISTERED VOTERS,3224,0,0,0,0
Williamson,146,REGISTERED VOTERS,,,REGISTERED VOTERS,5116,0,0,0,0
Williamson,147,REGISTERED VOTERS,,,REGISTERED VOTERS,3877,0,0,0,0
Williamson,149,REGISTERED VOTERS,,,REGISTERED VOTERS,2818,0,0,0,0
Williamson,150,REGISTERED VOTERS,,,REGISTERED VOTERS,2822,0,0,0,0
Williamson,151,REGISTERED VOTERS,,,REGISTERED VOTERS,2752,0,0,0,0
Williamson,152,REGISTERED VOTERS,,,REGISTERED VOTERS,2966,0,0,0,0
Williamson,160,REGISTERED VOTERS,,,REGISTERED VOTERS,4637,0,0,0,0
Williamson,162,REGISTERED VOTERS,,,REGISTERED VOTERS,3054,0,0,0,0
Williamson,172,REGISTERED VOTERS,,,REGISTERED VOTERS,2270,0,0,0,0
Williamson,182,REGISTERED VOTERS,,,REGISTERED VOTERS,4073,0,0,0,0
Williamson,185,REGISTERED VOTERS,,,REGISTERED VOTERS,1605,0,0,0,0
Williamson,186,REGISTERED VOTERS,,,REGISTERED VOTERS,2855,0,0,0,0
Williamson,189,REGISTERED VOTERS,,,REGISTERED VOTERS,2983,0,0,0,0
Williamson,190,REGISTERED VOTERS,,,REGISTERED VOTERS,4930,0,0,0,0
Williamson,197,REGISTERED VOTERS,,,REGISTERED VOTERS,2792,0,0,0,0
Williamson,198,REGISTERED VOTERS,,,REGISTERED VOTERS,4200,0,0,0,0
Williamson,201,REGISTERED VOTERS,,,REGISTERED VOTERS,5976,0,0,0,0
Williamson,202,REGISTERED VOTERS,,,REGISTERED VOTERS,1877,0,0,0,0
Williamson,204,REGISTERED VOTERS,,,REGISTERED VOTERS,5288,0,0,0,0
Williamson,206,REGISTERED VOTERS,,,REGISTERED VOTERS,3695,0,0,0,0
Williamson,207,REGISTERED VOTERS,,,REGISTERED VOTERS,5390,0,0,0,0
Williamson,216,REGISTERED VOTERS,,,REGISTERED VOTERS,2516,0,0,0,0
Williamson,218,REGISTERED VOTERS,,,REGISTERED VOTERS,3139,0,0,0,0
Williamson,253,REGISTERED VOTERS,,,REGISTERED VOTERS,4785,0,0,0,0
Williamson,254,REGISTERED VOTERS,,,REGISTERED VOTERS,3726,0,0,0,0
Williamson,259,REGISTERED VOTERS,,,REGISTERED VOTERS,5164,0,0,0,0
Williamson,263,REGISTERED VOTERS,,,REGISTERED VOTERS,5081,0,0,0,0
Williamson,264,REGISTERED VOTERS,,,REGISTERED VOTERS,5411,0,0,0,0
Williamson,266,REGISTERED VOTERS,,,REGISTERED VOTERS,4780,0,0,0,0
Williamson,267,REGISTERED VOTERS,,,REGISTERED VOTERS,5707,0,0,0,0
Williamson,273,REGISTERED VOTERS,,,REGISTERED VOTERS,3040,0,0,0,0
Williamson,274,REGISTERED VOTERS,,,REGISTERED VOTERS,6583,0,0,0,0
Williamson,275,REGISTERED VOTERS,,,REGISTERED VOTERS,3091,0,0,0,0
Williamson,277,REGISTERED VOTERS,,,REGISTERED VOTERS,5170,0,0,0,0
Williamson,278,REGISTERED VOTERS,,,REGISTERED VOTERS,5027,0,0,0,0
Williamson,283,REGISTERED VOTERS,,,REGISTERED VOTERS,5194,0,0,0,0
Williamson,287,REGISTERED VOTERS,,,REGISTERED VOTERS,5003,0,0,0,0
Williamson,305,REGISTERED VOTERS,,,REGISTERED VOTERS,3460,0,0,0,0
Williamson,309,REGISTERED VOTERS,,,REGISTERED VOTERS,1505,0,0,0,0
Williamson,310,REGISTERED VOTERS,,,REGISTERED VOTERS,1862,0,0,0,0
Williamson,311,REGISTERED VOTERS,,,REGISTERED VOTERS,2156,0,0,0,0
Williamson,312,REGISTERED VOTERS,,,REGISTERED VOTERS,5266,0,0,0,0
Williamson,314,REGISTERED VOTERS,,,REGISTERED VOTERS,3456,0,0,0,0
Williamson,330,REGISTERED VOTERS,,,REGISTERED VOTERS,4190,0,0,0,0
Williamson,331,REGISTERED VOTERS,,,REGISTERED VOTERS,4198,0,0,0,0
Williamson,332,REGISTERED VOTERS,,,REGISTERED VOTERS,4356,0,0,0,0
Williamson,333,REGISTERED VOTERS,,,REGISTERED VOTERS,3933,0,0,0,0
Williamson,337,REGISTERED VOTERS,,,REGISTERED VOTERS,5043,0,0,0,0
Williamson,339,REGISTERED VOTERS,,,REGISTERED VOTERS,3246,0,0,0,0
Williamson,341,REGISTERED VOTERS,,,REGISTERED VOTERS,2106,0,0,0,0
Williamson,342,REGISTERED VOTERS,,,REGISTERED VOTERS,1266,0,0,0,0
Williamson,343,REGISTERED VOTERS,,,REGISTERED VOTERS,4589,0,0,0,0
Williamson,344,REGISTERED VOTERS,,,REGISTERED VOTERS,4827,0,0,0,0
Williamson,345,REGISTERED VOTERS,,,REGISTERED VOTERS,3040,0,0,0,0
Williamson,368,REGISTERED VOTERS,,,REGISTERED VOTERS,4504,0,0,0,0
Williamson,369,REGISTERED VOTERS,,,REGISTERED VOTERS,5262,0,0,0,0
Williamson,370,REGISTERED VOTERS,,,REGISTERED VOTERS,5603,0,0,0,0
Williamson,371,REGISTERED VOTERS,,,REGISTERED VOTERS,2610,0,0,0,0
Williamson,379,REGISTERED VOTERS,,,REGISTERED VOTERS,4751,0,0,0,0
Williamson,381,REGISTERED VOTERS,,,REGISTERED VOTERS,3289,0,0,0,0
Williamson,392,REGISTERED VOTERS,,,REGISTERED VOTERS,5336,0,0,0,0
Williamson,393,REGISTERED VOTERS,,,REGISTERED VOTERS,2274,0,0,0,0
Williamson,394,REGISTERED VOTERS,,,REGISTERED VOTERS,3910,0,0,0,0
Williamson,395,REGISTERED VOTERS,,,REGISTERED VOTERS,3467,0,0,0,0
Williamson,396,REGISTERED VOTERS,,,REGISTERED VOTERS,4431,0,0,0,0
Williamson,402,REGISTERED VOTERS,,,REGISTERED VOTERS,6312,0,0,0,0
Williamson,403,REGISTERED VOTERS,,,REGISTERED VOTERS,2954,0,0,0,0
Williamson,413,REGISTERED VOTERS,,,REGISTERED VOTERS,607,0,0,0,0
Williamson,415,REGISTERED VOTERS,,,REGISTERED VOTERS,1867,0,0,0,0
Williamson,420,REGISTERED VOTERS,,,REGISTERED VOTERS,7840,0,0,0,0
Williamson,423,REGISTERED VOTERS,,,REGISTERED VOTERS,4006,0,0,0,0
Williamson,424,REGISTERED VOTERS,,,REGISTERED VOTERS,3913,0,0,0,0
Williamson,425,REGISTERED VOTERS,,,REGISTERED VOTERS,707,0,0,0,0
Williamson,426,REGISTERED VOTERS,,,REGISTERED VOTERS,2056,0,0,0,0
Williamson,427,REGISTERED VOTERS,,,REGISTERED VOTERS,2663,0,0,0,0
Williamson,428,REGISTERED VOTERS,,,REGISTERED VOTERS,2997,0,0,0,0
Williamson,429,REGISTERED VOTERS,,,REGISTERED VOTERS,1711,0,0,0,0
Williamson,434,REGISTERED VOTERS,,,REGISTERED VOTERS,3281,0,0,0,0
Williamson,436,REGISTERED VOTERS,,,REGISTERED VOTERS,850,0,0,0,0
Williamson,455,REGISTERED VOTERS,,,REGISTERED VOTERS,2770,0,0,0,0
Williamson,456,REGISTERED VOTERS,,,REGISTERED VOTERS,1954,0,0,0,0
Williamson,463,REGISTERED VOTERS,,,REGISTERED VOTERS,6160,0,0,0,0
Williamson,480,REGISTERED VOTERS,,,REGISTERED VOTERS,5596,0,0,0,0
Williamson,484,REGISTERED VOTERS,,,REGISTERED VOTERS,6206,0,0,0,0
Williamson,488,REGISTERED VOTERS,,,REGISTERED VOTERS,2984,0,0,0,0
Williamson,489,REGISTERED VOTERS,,,REGISTERED VOTERS,4921,0,0,0,0
