county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Franklin,101,President,,REP,TRUMP/PENCE,37,566,87,690
Franklin,101,President,,DEM,BIDEN/HARRIS,14,119,11,144
Franklin,101,President,,LBT,JORGENSEN/COHEN,2,4,3,9
Franklin,101,President,,GRN,HAWKINS/WALKER,0,1,0,1
Franklin,101,President,,,BODDIE/STONEHAM,0,0,0,0
Franklin,101,President,,,CARROLL/PATEL,0,0,0,0
Franklin,101,President,,,CELLA/CELLA,0,0,0,0
Franklin,101,President,,,CUELLAR/MONREAL,0,0,0,0
Franklin,101,President,,,HOEFLING/PRIOR,0,0,0,0
Franklin,101,President,,,LA RIVA/PELTIER,0,0,0,0
Franklin,101,President,,,LOEB/JAIRALA,0,0,0,0
Franklin,101,President,,,MORROW/BECKETT,0,0,0,0
Franklin,101,President,,,WELLS/WELLS,0,0,0,0
Franklin,101,U.S. Senate,,REP,CORNYN,38,564,87,689
Franklin,101,U.S. Senate,,DEM,HEGAR,12,104,10,126
Franklin,101,U.S. Senate,,LBT,MCKENNON,2,9,3,14
Franklin,101,U.S. Senate,,GRN,COLLINS,0,0,0,0
Franklin,101,U.S. Senate,,,TUROLLOLS-BONILLA,0,0,0,0
Franklin,101,U.S. House,4,REP,FALLON,37,545,83,665
Franklin,101,U.S. House,4,DEM,FOSTER,12,97,13,122
Franklin,101,U.S. House,4,LBT,ANTONELLI,1,8,3,12
Franklin,101,U.S. House,4,,JONES,0,12,0,12
Franklin,101,Railroad Commissioner,,REP,WRIGHT,37,556,86,679
Franklin,101,Railroad Commissioner,,DEM,CASTANEDA,11,101,10,122
Franklin,101,Railroad Commissioner,,LBT,STERETT,2,9,2,13
Franklin,101,Railroad Commissioner,,GRN,GRUENE,0,1,1,2
Franklin,101,State Senate,1,REP,HUGHES,36,547,88,671
Franklin,101,State Senate,1,DEM,SPANKO,11,107,10,128
Franklin,101,State Representative,1,REP,GARY VANDEAVER,38,573,89,700
Franklin,102,President,,REP,TRUMP/PENCE,12,196,154,362
Franklin,102,President,,DEM,BIDEN/HARRIS,5,14,22,41
Franklin,102,President,,LBT,JORGENSEN/COHEN,0,1,1,2
Franklin,102,President,,GRN,HAWKINS/WALKER,0,0,0,0
Franklin,102,President,,,BODDIE/STONEHAM,0,0,0,0
Franklin,102,President,,,CARROLL/PATEL,0,0,0,0
Franklin,102,President,,,CELLA/CELLA,0,0,0,0
Franklin,102,President,,,CUELLAR/MONREAL,0,0,0,0
Franklin,102,President,,,HOEFLING/PRIOR,0,0,0,0
Franklin,102,President,,,LA RIVA/PELTIER,0,0,0,0
Franklin,102,President,,,LOEB/JAIRALA,0,0,0,0
Franklin,102,President,,,MORROW/BECKETT,0,0,0,0
Franklin,102,President,,,WELLS/WELLS,0,0,0,0
Franklin,102,U.S. Senate,,REP,CORNYN,12,192,155,359
Franklin,102,U.S. Senate,,DEM,HEGAR,5,12,15,32
Franklin,102,U.S. Senate,,LBT,MCKENNON,0,3,4,7
Franklin,102,U.S. Senate,,GRN,COLLINS,0,1,1,2
Franklin,102,U.S. Senate,,,TUROLLOLS-BONILLA,0,0,0,0
Franklin,102,U.S. House,4,REP,FALLON,12,193,154,359
Franklin,102,U.S. House,4,DEM,FOSTER,5,12,17,34
Franklin,102,U.S. House,4,LBT,ANTONELLI,0,1,2,3
Franklin,102,U.S. House,4,,JONES,0,1,0,1
Franklin,102,Railroad Commissioner,,REP,WRIGHT,12,194,153,359
Franklin,102,Railroad Commissioner,,DEM,CASTANEDA,4,12,16,32
Franklin,102,Railroad Commissioner,,LBT,STERETT,0,2,4,6
Franklin,102,Railroad Commissioner,,GRN,GRUENE,0,0,1,1
Franklin,102,State Senate,1,REP,HUGHES,11,193,154,358
Franklin,102,State Senate,1,DEM,SPANKO,6,11,17,34
Franklin,102,State Representative,1,REP,GARY VANDEAVER,11,189,152,352
Franklin,201,President,,REP,TRUMP/PENCE,14,327,44,385
Franklin,201,President,,DEM,BIDEN/HARRIS,3,40,13,56
Franklin,201,President,,LBT,JORGENSEN/COHEN,0,1,0,1
Franklin,201,President,,GRN,HAWKINS/WALKER,0,0,0,0
Franklin,201,President,,,BODDIE/STONEHAM,0,0,0,0
Franklin,201,President,,,CARROLL/PATEL,0,0,0,0
Franklin,201,President,,,CELLA/CELLA,0,0,0,0
Franklin,201,President,,,CUELLAR/MONREAL,0,0,0,0
Franklin,201,President,,,HOEFLING/PRIOR,0,0,0,0
Franklin,201,President,,,LA RIVA/PELTIER,0,0,0,0
Franklin,201,President,,,LOEB/JAIRALA,0,0,0,0
Franklin,201,President,,,MORROW/BECKETT,0,0,0,0
Franklin,201,President,,,WELLS/WELLS,0,0,0,0
Franklin,201,U.S. Senate,,REP,CORNYN,13,323,42,378
Franklin,201,U.S. Senate,,DEM,HEGAR,3,37,11,51
