county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Hardin,1,Ballots Cast,,,,,,,1085
Hardin,1,Registered Voters,,,,,,,1714
Hardin,1,President,,Donald J. Trump Michael R. Pence,REP,40,613,123,776
Hardin,1,President,,Joseph R. Biden Kamala D. Harris,DEM,44,219,28,291
Hardin,1,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,8,1,10
Hardin,1,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0
Hardin,1,U.S. Senate,,John Cornyn,REP,43,594,119,756
Hardin,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,42,210,24,276
Hardin,1,U.S. Senate,,Kerry Douglas McKennon,LIB,0,15,4,19
Hardin,1,U.S. Senate,,David B. Collins,GRN,1,3,2,6
Hardin,1,U.S. House,36,Brian Babin,REP,46,614,120,780
Hardin,1,U.S. House,36,Rashad Lewis,DEM,43,195,27,265
Hardin,1,U.S. House,36,Chad Abbey,LIB,0,16,1,17
Hardin,1,U.S. House,36,Hal J. Ridley Jr,GRN,0,2,1,3
Hardin,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,43,613,117,773
Hardin,1,Railroad Commissioner,,Chrysta Castañeda,DEM,44,186,27,257
Hardin,1,Railroad Commissioner,,Matt Sterett,LIB,0,14,4,18
Hardin,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,4,1,6
Hardin,1,Chief Justice Supreme Court,,Nathan Hecht,REP,40,597,116,753
Hardin,1,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,47,205,26,278
Hardin,1,Chief Justice Supreme Court,,Mark Ash,LIB,0,15,4,19
Hardin,1,Justice Supreme Court Place No. 6 Unexpired Term,,Jane Bland,REP,43,613,120,776
Hardin,1,Justice Supreme Court Place No. 6 Unexpired Term,,Kathy Cheng,DEM,44,200,28,272
Hardin,1,Justice Supreme Court Place No. 7,,Jeff Boyd,REP,41,594,119,754
Hardin,1,Justice Supreme Court Place No. 7,,Staci Williams,DEM,45,200,27,272
Hardin,1,Justice Supreme Court Place No. 7,,William Bryan Strange III,LIB,1,21,3,25
Hardin,1,Justice Supreme Court Place No. 8,,Brett Busby,REP,42,594,119,755
Hardin,1,Justice Supreme Court Place No. 8,,Gisela D. Triana,DEM,41,200,25,266
Hardin,1,Justice Supreme Court Place No. 8,,Tom Oxford,LIB,4,20,5,29
Hardin,1,Judge Court of Criminal Appeals Place No. 3,,Bert Richardson,REP,42,611,121,774
Hardin,1,Judge Court of Criminal Appeals Place No. 3,,Elizabeth Davis Frizell,DEM,46,205,27,278
Hardin,1,Judge Court of Criminal Appeals Place No. 4,,Kevin Patrick Yeary,REP,43,612,121,776
Hardin,1,Judge Court of Criminal Appeals Place No. 4,,Tina Clinton,DEM,44,198,27,269
Hardin,1,Judge Court of Criminal Appeals Place No. 9,,David Newell,REP,42,612,120,774
Hardin,1,Judge Court of Criminal Appeals Place No. 9,,Brandon Birmingham,DEM,45,202,28,275
Hardin,1,State Representative,19,James White,REP,58,668,130,856
Hardin,1,Chief Justice 9th Court of  Appeals District,,Scott Golemon,REP,50,626,123,799
Hardin,1,District Judge 88th Judicial District,,Earl Stover III,REP,54,634,126,814
Hardin,1,District Judge 356th Judicial District,,Steve Thomas,REP,53,631,125,809
