county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Duval,Precinct 1,Ballots Cast,,,,,,,1337
Duval,Precinct 1,President,,REP,Donald J. Trump Michael R. Pence,59,356,133,548
Duval,Precinct 1,President,,DEM,Joseph R. Biden Kamala D. Harris,235,390,105,730
Duval,Precinct 1,President,,LBT,"Jo Jorgensen Jeremy ""Spike"" Cohen",1,4,1,6
Duval,Precinct 1,President,,GRE,Howie Hawkins Angela Walker,0,2,1,3
Duval,Precinct 1,U.S. Senate,,REP,John Cornyn,51,228,92,371
Duval,Precinct 1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",214,391,100,705
Duval,Precinct 1,U.S. Senate,,LBT,Kerry Douglas McKennon,3,11,10,24
Duval,Precinct 1,U.S. Senate,,GRE,David B. Collins,0,21,3,24
Duval,Precinct 1,U.S. House,15,REP,Monica De La Cruz-Hernandez,37,215,84,336
Duval,Precinct 1,U.S. House,15,DEM,Vicente Gonzalez,226,425,119,770
Duval,Precinct 1,U.S. House,15,LBT,Ross Lynn Leone,3,9,6,18
Duval,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",39,206,79,324
Duval,Precinct 1,Railroad Commissioner,,DEM,Chrysta CastaÒeda,214,394,108,716
Duval,Precinct 1,Railroad Commissioner,,LBT,Matt Sterett,2,15,6,23
Duval,Precinct 1,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,12,6,19
Duval,Precinct 1,State Senate,21,REP,Frank Pomeroy,29,178,63,270
Duval,Precinct 1,State Senate,21,DEM,Judith Zaffirini,243,450,133,826
Duval,Precinct 1,State Representative,31,REP,Marian Knowlton,24,178,65,267
Duval,Precinct 1,State Representative,31,DEM,Ryan Guillen,260,466,140,866
Duval,Precinct 2,Ballots Cast,,,,,,,921
Duval,Precinct 2,President,,REP,Donald J. Trump Michael R. Pence,24,232,80,336
Duval,Precinct 2,President,,DEM,Joseph R. Biden Kamala D. Harris,139,347,67,553
Duval,Precinct 2,President,,LBT,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,1,3,4
Duval,Precinct 2,President,,GRE,Howie Hawkins Angela Walker,0,2,0,2
Duval,Precinct 2,U.S. Senate,,REP,John Cornyn,13,157,55,225
Duval,Precinct 2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",136,324,63,523
