county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Culberson,1,President,,Donald J. Trump,REP,4,34,26,64
Culberson,1,President,,Joseph R. Biden,DEM,12,47,34,93
Culberson,1,President,,Jo Jorgensen,LBT,0,0,0,0
Culberson,1,President,,Howie Hawkins,GRE,0,0,1,1
Culberson,1,President,,Under Votes,,1,0,0,1
Culberson,1,President,,Over Votes,,0,1,0,1
Culberson,1,U.S. Senate,,John Cornyn,REP,6,32,19,57
Culberson,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,11,36,29,76
Culberson,1,U.S. Senate,,Kerry Douglas McKennon,LBT,0,2,1,3
Culberson,1,U.S. Senate,,David B. Collins,,0,0,0,0
Culberson,1,U.S. Senate,,Under Votes,,0,12,12,24
Culberson,1,U.S. Senate,,Over Votes,,0,0,0,0
Culberson,1,U.S. House,23,Tony Gonzales,REP,4,31,18,53
Culberson,1,U.S. House,23,Gina Ortiz Jones,DEM,13,45,31,89
Culberson,1,U.S. House,23,Beto Villela,LBT,0,1,3,4
Culberson,1,U.S. House,23,Under Votes,,0,5,9,14
Culberson,1,U.S. House,23,Over Votes,,0,0,0,0
Culberson,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,4,31,18,53
Culberson,1,Railroad Commissioner,,Chrysta Castaneda,DEM,11,38,28,77
Culberson,1,Railroad Commissioner,,Matt Sterett,LBT,0,0,1,1
Culberson,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,2,3
Culberson,1,Railroad Commissioner,,Under Votes,,2,12,12,26
Culberson,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Culberson,1,State Senate,29,Bethany Hatch,REP,5,25,19,49
Culberson,1,State Senate,29,Cesar J. Blanco,DEM,10,43,31,84
Culberson,1,State Senate,29,Under Votes,,2,14,11,27
Culberson,1,State Senate,29,Over Votes,,0,0,0,0
Culberson,1,State Representative,74,Ruben Falcon,REP,5,28,17,50
Culberson,1,State Representative,74,Eddie Morales,DEM,12,40,33,85
Culberson,1,State Representative,74,Under Votes,,0,14,11,25
Culberson,1,State Representative,74,Over Votes,,0,0,0,0
Culberson,2,President,,Donald J. Trump,REP,,67,48,115
Culberson,2,President,,Joseph R. Biden,DEM,,89,31,120
Culberson,2,President,,Jo Jorgensen,LBT,,2,3,5
Culberson,2,President,,Howie Hawkins,GRE,,0,0,0
Culberson,2,U.S. Senate,,John Cornyn,REP,,60,38,98
Culberson,2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,82,30,112
Culberson,2,U.S. Senate,,Kerry Douglas McKennon,LBT,,2,2,4
Culberson,2,U.S. Senate,,David B. Collins,,,2,0,2
Culberson,2,U.S. House,23,Tony Gonzales,REP,2,34,26,62
Culberson,2,U.S. House,23,Gina Ortiz Jones,DEM,8,76,30,114
Culberson,2,U.S. House,23,Beto Villela,LBT,1,4,6,11
Culberson,2,U.S. House,23,Under Votes,,2,6,9,17
Culberson,2,U.S. House,23,Over Votes,,0,0,2,2
Culberson,2,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,35,28,65
Culberson,2,Railroad Commissioner,,Chrysta Castaneda,DEM,9,60,26,95
Culberson,2,Railroad Commissioner,,Matt Sterett,LBT,0,2,4,6
Culberson,2,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,1,2
Culberson,2,Railroad Commissioner,,Under Votes,,2,22,14,38
Culberson,2,Railroad Commissioner,,Over Votes,,0,0,0,0
Culberson,2,State Senate,29,Bethany Hatch,REP,2,32,26,60
Culberson,2,State Senate,29,Cesar J. Blanco,DEM,9,68,27,104
Culberson,2,State Senate,29,Under Votes,,2,19,20,41
Culberson,2,State Senate,29,Over Votes,,0,1,0,1
Culberson,2,State Representative,74,Ruben Falcon,REP,2,35,28,65
Culberson,2,State Representative,74,Eddie Morales,DEM,9,67,29,105
Culberson,2,State Representative,74,Under Votes,,2,18,16,36
Culberson,2,State Representative,74,Over Votes,,0,0,0,0
Culberson,3 ~ 3,President,,Donald J. Trump,REP,2,2,15,19
Culberson,3 ~ 3,President,,Joseph R. Biden,DEM,1,5,6,12
Culberson,3 ~ 3,President,,Jo Jorgensen,LBT,0,0,0,0
Culberson,3 ~ 3,President,,Howie Hawkins,GRE,0,0,0,0
Culberson,3 ~ 3,President,,Under Votes,,1,0,0,1
Culberson,3 ~ 3,President,,Over Votes,,0,0,0,0
Culberson,3 ~ 3,U.S. Senate,,John Cornyn,REP,2,2,15,19
Culberson,3 ~ 3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,5,5,10
Culberson,3 ~ 3,U.S. Senate,,Kerry Douglas McKennon,LBT,0,0,1,1
Culberson,3 ~ 3,U.S. Senate,,David B. Collins,,1,0,0,1
Culberson,3 ~ 3,U.S. Senate,,Under Votes,,1,0,0,1
Culberson,3 ~ 3,U.S. Senate,,Over Votes,,0,0,0,0
Culberson,3 ~ 3,U.S. House,23,Tony Gonzales,REP,2,2,15,19
Culberson,3 ~ 3,U.S. House,23,Gina Ortiz Jones,DEM,1,5,5,11
Culberson,3 ~ 3,U.S. House,23,Beto Villela,LBT,0,0,1,1
Culberson,3 ~ 3,U.S. House,23,Under Votes,,1,0,0,1
Culberson,3 ~ 3,U.S. House,23,Over Votes,,0,0,0,0
Culberson,3 ~ 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,2,13,17
Culberson,3 ~ 3,Railroad Commissioner,,Chrysta Castaneda,DEM,0,5,5,10
Culberson,3 ~ 3,Railroad Commissioner,,Matt Sterett,LBT,0,0,1,1
Culberson,3 ~ 3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,0,1,2
Culberson,3 ~ 3,Railroad Commissioner,,Under Votes,,1,0,1,2
Culberson,3 ~ 3,Railroad Commissioner,,Over Votes,,0,0,0,0
Culberson,3 ~ 3,State Senate,29,Bethany Hatch,REP,2,3,15,20
Culberson,3 ~ 3,State Senate,29,Cesar J. Blanco,DEM,1,4,6,11
Culberson,3 ~ 3,State Senate,29,Under Votes,,1,0,0,1
Culberson,3 ~ 3,State Senate,29,Over Votes,,0,0,0,0
Culberson,3 ~ 3,State Representative,74,Ruben Falcon,REP,2,2,15,19
Culberson,3 ~ 3,State Representative,74,Eddie Morales,DEM,1,5,6,12
Culberson,3 ~ 3,State Representative,74,Under Votes,,1,0,0,1
Culberson,3 ~ 3,State Representative,74,Over Votes,,0,0,0,0
Culberson,3 ~ 5,President,,Donald J. Trump,REP,,83,36,119
Culberson,3 ~ 5,President,,Joseph R. Biden,DEM,,66,36,102
Culberson,3 ~ 5,President,,Jo Jorgensen,LBT,,1,2,3
Culberson,3 ~ 5,President,,Howie Hawkins,GRE,,1,0,1
Culberson,3 ~ 5,U.S. Senate,,John Cornyn,REP,,83,30,113
Culberson,3 ~ 5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,,54,30,84
Culberson,3 ~ 5,U.S. Senate,,Kerry Douglas McKennon,LBT,,4,4,8
Culberson,3 ~ 5,U.S. Senate,,David B. Collins,,,0,1,1
Culberson,3 ~ 5,U.S. House,23,Tony Gonzales,REP,4,66,31,101
Culberson,3 ~ 5,U.S. House,23,Gina Ortiz Jones,DEM,8,58,34,100
Culberson,3 ~ 5,U.S. House,23,Beto Villela,LBT,0,0,2,2
Culberson,3 ~ 5,U.S. House,23,Under Votes,,0,10,6,16
Culberson,3 ~ 5,U.S. House,23,Over Votes,,0,0,0,0
Culberson,3 ~ 5,Railroad Commissioner,,"James ""Jim"" Wright",REP,4,63,27,94
Culberson,3 ~ 5,Railroad Commissioner,,Chrysta Castaneda,DEM,8,53,29,90
Culberson,3 ~ 5,Railroad Commissioner,,Matt Sterett,LBT,0,1,3,4
Culberson,3 ~ 5,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,0,1,1
Culberson,3 ~ 5,Railroad Commissioner,,Under Votes,,0,17,13,30
Culberson,3 ~ 5,Railroad Commissioner,,Over Votes,,0,0,0,0
Culberson,3 ~ 5,State Senate,29,Bethany Hatch,REP,4,58,31,93
Culberson,3 ~ 5,State Senate,29,Cesar J. Blanco,DEM,7,58,30,95
Culberson,3 ~ 5,State Senate,29,Under Votes,,1,18,12,31
Culberson,3 ~ 5,State Senate,29,Over Votes,,0,0,0,0
Culberson,3 ~ 5,State Representative,74,Ruben Falcon,REP,4,59,32,95
Culberson,3 ~ 5,State Representative,74,Eddie Morales,DEM,8,59,31,98
Culberson,3 ~ 5,State Representative,74,Under Votes,,0,16,10,26
Culberson,3 ~ 5,State Representative,74,Over Votes,,0,0,0,0
Culberson,4,President,,Donald J. Trump,REP,1,48,22,71
Culberson,4,President,,Joseph R. Biden,DEM,14,60,30,104
Culberson,4,President,,Jo Jorgensen,LBT,0,1,0,1
Culberson,4,President,,Howie Hawkins,GRE,0,0,0,0
Culberson,4,President,,Under Votes,,0,2,1,3
Culberson,4,President,,Over Votes,,0,0,0,0
Culberson,4,U.S. Senate,,John Cornyn,REP,2,41,19,62
Culberson,4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,13,56,21,90
Culberson,4,U.S. Senate,,Kerry Douglas McKennon,LBT,0,1,0,1
Culberson,4,U.S. Senate,,David B. Collins,,0,0,1,1
Culberson,4,U.S. Senate,,Under Votes,,0,13,12,25
Culberson,4,U.S. Senate,,Over Votes,,0,0,0,0
Culberson,4,U.S. House,23,Tony Gonzales,REP,2,36,17,55
Culberson,4,U.S. House,23,Gina Ortiz Jones,DEM,13,57,25,95
Culberson,4,U.S. House,23,Beto Villela,LBT,0,4,1,5
Culberson,4,U.S. House,23,Under Votes,,0,13,9,22
Culberson,4,U.S. House,23,Over Votes,,0,1,1,2
Culberson,4,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,34,17,53
Culberson,4,Railroad Commissioner,,Chrysta Castaneda,DEM,13,57,21,91
Culberson,4,Railroad Commissioner,,Matt Sterett,LBT,0,1,1,2
Culberson,4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,1,0,1
Culberson,4,Railroad Commissioner,,Under Votes,,0,17,14,31
Culberson,4,Railroad Commissioner,,Over Votes,,0,1,0,1
Culberson,4,State Senate,29,Bethany Hatch,REP,1,33,15,49
Culberson,4,State Senate,29,Cesar J. Blanco,DEM,14,61,24,99
Culberson,4,State Senate,29,Under Votes,,0,17,14,31
Culberson,4,State Senate,29,Over Votes,,0,0,0,0
Culberson,4,State Representative,74,Ruben Falcon,REP,1,35,13,49
Culberson,4,State Representative,74,Eddie Morales,DEM,14,60,25,99
