county,precinct,office,district,party,candidate,votes,election_day,mail,early_voting
Chambers,3,U.S. Senate,,DEM,Victor Hugo Harris,0,,,
Chambers,4,U.S. Senate,,DEM,Victor Hugo Harris,1,,,
Chambers,5,U.S. Senate,,DEM,Victor Hugo Harris,1,,,
Chambers,6,U.S. Senate,,DEM,Victor Hugo Harris,2,,,
Chambers,7,U.S. Senate,,DEM,Victor Hugo Harris,2,,,
Chambers,8,U.S. Senate,,DEM,Victor Hugo Harris,3,,,
Chambers,9,U.S. Senate,,DEM,Victor Hugo Harris,0,,,
Chambers,10,U.S. Senate,,DEM,Victor Hugo Harris,1,,,
Chambers,11,U.S. Senate,,DEM,Victor Hugo Harris,2,,,
Chambers,12,U.S. Senate,,DEM,Victor Hugo Harris,0,,,
Chambers,14,U.S. Senate,,DEM,Victor Hugo Harris,0,,,
Chambers,15,U.S. Senate,,DEM,Victor Hugo Harris,1,,,
Chambers,1,U.S. Senate,,DEM,Under Votes,5,,,
Chambers,2,U.S. Senate,,DEM,Under Votes,5,,,
Chambers,3,U.S. Senate,,DEM,Under Votes,7,,,
Chambers,4,U.S. Senate,,DEM,Under Votes,17,,,
Chambers,5,U.S. Senate,,DEM,Under Votes,15,,,
Chambers,6,U.S. Senate,,DEM,Under Votes,11,,,
Chambers,7,U.S. Senate,,DEM,Under Votes,11,,,
Chambers,8,U.S. Senate,,DEM,Under Votes,29,,,
Chambers,9,U.S. Senate,,DEM,Under Votes,1,,,
Chambers,10,U.S. Senate,,DEM,Under Votes,17,,,
Chambers,11,U.S. Senate,,DEM,Under Votes,25,,,
Chambers,12,U.S. Senate,,DEM,Under Votes,18,,,
Chambers,14,U.S. Senate,,DEM,Under Votes,1,,,
Chambers,15,U.S. Senate,,DEM,Under Votes,23,,,
Chambers,1,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,2,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,3,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,4,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,5,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,6,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,7,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,8,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,9,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,10,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,11,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,12,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,14,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,15,U.S. Senate,,DEM,Over Votes,0,,,
Chambers,1,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,2,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,3,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,4,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,5,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,6,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,7,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,8,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,9,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,10,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,11,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,12,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,14,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,15,U.S. Senate,,DEM,Rejected Write-ins,0,,,
Chambers,1,U.S. House,36,DEM,Rashad Lewis,18,,,
Chambers,2,U.S. House,36,DEM,Rashad Lewis,31,,,
Chambers,3,U.S. House,36,DEM,Rashad Lewis,28,,,
Chambers,4,U.S. House,36,DEM,Rashad Lewis,104,,,
Chambers,5,U.S. House,36,DEM,Rashad Lewis,70,,,
Chambers,6,U.S. House,36,DEM,Rashad Lewis,73,,,
Chambers,7,U.S. House,36,DEM,Rashad Lewis,76,,,
Chambers,8,U.S. House,36,DEM,Rashad Lewis,127,,,
Chambers,9,U.S. House,36,DEM,Rashad Lewis,7,,,
Chambers,10,U.S. House,36,DEM,Rashad Lewis,129,,,
Chambers,11,U.S. House,36,DEM,Rashad Lewis,87,,,
Chambers,12,U.S. House,36,DEM,Rashad Lewis,57,,,
Chambers,14,U.S. House,36,DEM,Rashad Lewis,3,,,
Chambers,15,U.S. House,36,DEM,Rashad Lewis,143,,,
Chambers,1,U.S. House,36,DEM,Under Votes,6,,,
Chambers,2,U.S. House,36,DEM,Under Votes,8,,,
Chambers,3,U.S. House,36,DEM,Under Votes,8,,,
Chambers,4,U.S. House,36,DEM,Under Votes,34,,,
Chambers,5,U.S. House,36,DEM,Under Votes,35,,,
Chambers,6,U.S. House,36,DEM,Under Votes,28,,,
Chambers,7,U.S. House,36,DEM,Under Votes,23,,,
Chambers,8,U.S. House,36,DEM,Under Votes,39,,,
Chambers,9,U.S. House,36,DEM,Under Votes,4,,,
Chambers,10,U.S. House,36,DEM,Under Votes,32,,,
Chambers,11,U.S. House,36,DEM,Under Votes,37,,,
Chambers,12,U.S. House,36,DEM,Under Votes,22,,,
Chambers,14,U.S. House,36,DEM,Under Votes,3,,,
Chambers,15,U.S. House,36,DEM,Under Votes,40,,,
Chambers,1,U.S. House,36,DEM,Over Votes,0,,,
Chambers,2,U.S. House,36,DEM,Over Votes,0,,,
Chambers,3,U.S. House,36,DEM,Over Votes,0,,,
Chambers,4,U.S. House,36,DEM,Over Votes,0,,,
Chambers,5,U.S. House,36,DEM,Over Votes,0,,,
Chambers,6,U.S. House,36,DEM,Over Votes,0,,,
Chambers,7,U.S. House,36,DEM,Over Votes,0,,,
Chambers,8,U.S. House,36,DEM,Over Votes,0,,,
Chambers,9,U.S. House,36,DEM,Over Votes,0,,,
Chambers,10,U.S. House,36,DEM,Over Votes,0,,,
Chambers,11,U.S. House,36,DEM,Over Votes,0,,,
Chambers,12,U.S. House,36,DEM,Over Votes,0,,,
Chambers,14,U.S. House,36,DEM,Over Votes,0,,,
Chambers,15,U.S. House,36,DEM,Over Votes,0,,,
Chambers,1,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,2,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,3,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,4,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,5,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,6,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,7,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,8,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,9,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,10,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,11,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,12,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,14,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,15,U.S. House,36,DEM,Rejected Write-ins,0,,,
Chambers,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",8,,,
Chambers,2,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",11,,,
Chambers,3,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",6,,,
Chambers,4,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",27,,,
Chambers,5,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",25,,,
Chambers,6,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",25,,,
Chambers,7,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",28,,,
Chambers,8,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",33,,,
Chambers,9,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,,,
Chambers,10,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",46,,,
Chambers,11,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",33,,,
Chambers,12,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",21,,,
Chambers,14,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,,,
Chambers,15,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",59,,,
Chambers,1,Railroad Commissioner,,DEM,Mark Watson,5,,,
Chambers,2,Railroad Commissioner,,DEM,Mark Watson,6,,,
Chambers,3,Railroad Commissioner,,DEM,Mark Watson,6,,,
Chambers,4,Railroad Commissioner,,DEM,Mark Watson,25,,,
Chambers,5,Railroad Commissioner,,DEM,Mark Watson,14,,,
Chambers,6,Railroad Commissioner,,DEM,Mark Watson,16,,,
Chambers,7,Railroad Commissioner,,DEM,Mark Watson,17,,,
Chambers,8,Railroad Commissioner,,DEM,Mark Watson,38,,,
Chambers,9,Railroad Commissioner,,DEM,Mark Watson,4,,,
Chambers,10,Railroad Commissioner,,DEM,Mark Watson,29,,,
Chambers,11,Railroad Commissioner,,DEM,Mark Watson,19,,,
Chambers,12,Railroad Commissioner,,DEM,Mark Watson,12,,,
Chambers,14,Railroad Commissioner,,DEM,Mark Watson,0,,,
Chambers,15,Railroad Commissioner,,DEM,Mark Watson,25,,,
Chambers,1,Railroad Commissioner,,DEM,Chrysta Castaneda,3,,,
Chambers,2,Railroad Commissioner,,DEM,Chrysta Castaneda,7,,,
Chambers,3,Railroad Commissioner,,DEM,Chrysta Castaneda,7,,,
Chambers,4,Railroad Commissioner,,DEM,Chrysta Castaneda,36,,,
Chambers,5,Railroad Commissioner,,DEM,Chrysta Castaneda,26,,,
Chambers,6,Railroad Commissioner,,DEM,Chrysta Castaneda,22,,,
Chambers,7,Railroad Commissioner,,DEM,Chrysta Castaneda,15,,,
Chambers,8,Railroad Commissioner,,DEM,Chrysta Castaneda,41,,,
Chambers,9,Railroad Commissioner,,DEM,Chrysta Castaneda,3,,,
Chambers,10,Railroad Commissioner,,DEM,Chrysta Castaneda,42,,,
Chambers,11,Railroad Commissioner,,DEM,Chrysta Castaneda,21,,,
Chambers,12,Railroad Commissioner,,DEM,Chrysta Castaneda,9,,,
Chambers,14,Railroad Commissioner,,DEM,Chrysta Castaneda,2,,,
Chambers,15,Railroad Commissioner,,DEM,Chrysta Castaneda,35,,,
Chambers,1,Railroad Commissioner,,DEM,Kelly Stone,2,,,
Chambers,2,Railroad Commissioner,,DEM,Kelly Stone,7,,,
Chambers,3,Railroad Commissioner,,DEM,Kelly Stone,8,,,
Chambers,4,Railroad Commissioner,,DEM,Kelly Stone,26,,,
Chambers,5,Railroad Commissioner,,DEM,Kelly Stone,17,,,
Chambers,6,Railroad Commissioner,,DEM,Kelly Stone,18,,,
Chambers,7,Railroad Commissioner,,DEM,Kelly Stone,25,,,
Chambers,8,Railroad Commissioner,,DEM,Kelly Stone,23,,,
Chambers,9,Railroad Commissioner,,DEM,Kelly Stone,2,,,
Chambers,10,Railroad Commissioner,,DEM,Kelly Stone,21,,,
Chambers,11,Railroad Commissioner,,DEM,Kelly Stone,22,,,
Chambers,12,Railroad Commissioner,,DEM,Kelly Stone,17,,,
Chambers,14,Railroad Commissioner,,DEM,Kelly Stone,3,,,
Chambers,15,Railroad Commissioner,,DEM,Kelly Stone,39,,,
Chambers,1,Railroad Commissioner,,DEM,Under Votes,6,,,
Chambers,2,Railroad Commissioner,,DEM,Under Votes,8,,,
Chambers,3,Railroad Commissioner,,DEM,Under Votes,9,,,
Chambers,4,Railroad Commissioner,,DEM,Under Votes,24,,,
Chambers,5,Railroad Commissioner,,DEM,Under Votes,23,,,
Chambers,6,Railroad Commissioner,,DEM,Under Votes,20,,,
Chambers,7,Railroad Commissioner,,DEM,Under Votes,14,,,
Chambers,8,Railroad Commissioner,,DEM,Under Votes,31,,,
Chambers,9,Railroad Commissioner,,DEM,Under Votes,1,,,
Chambers,10,Railroad Commissioner,,DEM,Under Votes,23,,,
Chambers,11,Railroad Commissioner,,DEM,Under Votes,29,,,
Chambers,12,Railroad Commissioner,,DEM,Under Votes,20,,,
Chambers,14,Railroad Commissioner,,DEM,Under Votes,1,,,
Chambers,15,Railroad Commissioner,,DEM,Under Votes,25,,,
Chambers,1,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,2,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,3,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,4,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,5,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,6,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,7,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,8,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,9,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,10,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,11,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,12,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,14,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,15,Railroad Commissioner,,DEM,Over Votes,0,,,
Chambers,1,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,2,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,3,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,4,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,5,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,6,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,7,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,8,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,9,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,10,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,11,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,12,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,14,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,15,Railroad Commissioner,,DEM,Rejected Write-ins,0,,,
Chambers,1,State Senate,4,DEM,Jay Stittleburg,17,,,
Chambers,2,State Senate,4,DEM,Jay Stittleburg,27,,,
Chambers,3,State Senate,4,DEM,Jay Stittleburg,22,,,
Chambers,4,State Senate,4,DEM,Jay Stittleburg,100,,,
Chambers,5,State Senate,4,DEM,Jay Stittleburg,71,,,
Chambers,6,State Senate,4,DEM,Jay Stittleburg,73,,,
Chambers,7,State Senate,4,DEM,Jay Stittleburg,78,,,
Chambers,8,State Senate,4,DEM,Jay Stittleburg,122,,,
Chambers,9,State Senate,4,DEM,Jay Stittleburg,7,,,
Chambers,10,State Senate,4,DEM,Jay Stittleburg,120,,,
Chambers,11,State Senate,4,DEM,Jay Stittleburg,86,,,
Chambers,12,State Senate,4,DEM,Jay Stittleburg,50,,,
Chambers,14,State Senate,4,DEM,Jay Stittleburg,4,,,
Chambers,15,State Senate,4,DEM,Jay Stittleburg,138,,,
Chambers,1,State Senate,4,DEM,Under Votes,7,,,
Chambers,2,State Senate,4,DEM,Under Votes,12,,,
Chambers,3,State Senate,4,DEM,Under Votes,14,,,
Chambers,4,State Senate,4,DEM,Under Votes,38,,,
Chambers,5,State Senate,4,DEM,Under Votes,34,,,
Chambers,6,State Senate,4,DEM,Under Votes,28,,,
Chambers,7,State Senate,4,DEM,Under Votes,21,,,
Chambers,8,State Senate,4,DEM,Under Votes,44,,,
Chambers,9,State Senate,4,DEM,Under Votes,4,,,
Chambers,10,State Senate,4,DEM,Under Votes,41,,,
Chambers,11,State Senate,4,DEM,Under Votes,38,,,
Chambers,12,State Senate,4,DEM,Under Votes,29,,,
Chambers,14,State Senate,4,DEM,Under Votes,2,,,
Chambers,15,State Senate,4,DEM,Under Votes,45,,,
Chambers,1,State Senate,4,DEM,Over Votes,0,,,
Chambers,2,State Senate,4,DEM,Over Votes,0,,,
Chambers,3,State Senate,4,DEM,Over Votes,0,,,
Chambers,4,State Senate,4,DEM,Over Votes,0,,,
Chambers,5,State Senate,4,DEM,Over Votes,0,,,
Chambers,6,State Senate,4,DEM,Over Votes,0,,,
Chambers,7,State Senate,4,DEM,Over Votes,0,,,
Chambers,8,State Senate,4,DEM,Over Votes,0,,,
Chambers,9,State Senate,4,DEM,Over Votes,0,,,
Chambers,10,State Senate,4,DEM,Over Votes,0,,,
Chambers,11,State Senate,4,DEM,Over Votes,0,,,
Chambers,12,State Senate,4,DEM,Over Votes,0,,,
Chambers,14,State Senate,4,DEM,Over Votes,0,,,
Chambers,15,State Senate,4,DEM,Over Votes,0,,,
Chambers,1,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,2,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,3,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,4,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,5,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,6,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,7,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,8,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,9,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,10,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,11,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,12,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,14,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,15,State Senate,4,DEM,Rejected Write-ins,0,,,
Chambers,1,State Representative,23,DEM,Jeff Anotonelli,16,,,
Chambers,2,State Representative,23,DEM,Jeff Anotonelli,26,,,
Chambers,3,State Representative,23,DEM,Jeff Anotonelli,22,,,
Chambers,4,State Representative,23,DEM,Jeff Anotonelli,97,,,
Chambers,5,State Representative,23,DEM,Jeff Anotonelli,69,,,
Chambers,6,State Representative,23,DEM,Jeff Anotonelli,71,,,
Chambers,7,State Representative,23,DEM,Jeff Anotonelli,81,,,
Chambers,8,State Representative,23,DEM,Jeff Anotonelli,117,,,
Chambers,9,State Representative,23,DEM,Jeff Anotonelli,7,,,
Chambers,10,State Representative,23,DEM,Jeff Anotonelli,119,,,
Chambers,11,State Representative,23,DEM,Jeff Anotonelli,85,,,
Chambers,12,State Representative,23,DEM,Jeff Anotonelli,51,,,
Chambers,14,State Representative,23,DEM,Jeff Anotonelli,4,,,
Chambers,15,State Representative,23,DEM,Jeff Anotonelli,136,,,
Chambers,1,State Representative,23,DEM,Under Votes,8,,,
Chambers,2,State Representative,23,DEM,Under Votes,13,,,
Chambers,3,State Representative,23,DEM,Under Votes,14,,,
Chambers,4,State Representative,23,DEM,Under Votes,41,,,
Chambers,5,State Representative,23,DEM,Under Votes,36,,,
Chambers,6,State Representative,23,DEM,Under Votes,30,,,
Chambers,7,State Representative,23,DEM,Under Votes,18,,,
Chambers,8,State Representative,23,DEM,Under Votes,49,,,
Chambers,9,State Representative,23,DEM,Under Votes,4,,,
Chambers,10,State Representative,23,DEM,Under Votes,42,,,
Chambers,11,State Representative,23,DEM,Under Votes,39,,,
Chambers,12,State Representative,23,DEM,Under Votes,28,,,
Chambers,14,State Representative,23,DEM,Under Votes,2,,,
Chambers,15,State Representative,23,DEM,Under Votes,47,,,
Chambers,1,State Representative,23,DEM,Over Votes,0,,,
Chambers,2,State Representative,23,DEM,Over Votes,0,,,
Chambers,3,State Representative,23,DEM,Over Votes,0,,,
Chambers,4,State Representative,23,DEM,Over Votes,0,,,
Chambers,5,State Representative,23,DEM,Over Votes,0,,,
Chambers,6,State Representative,23,DEM,Over Votes,0,,,
Chambers,7,State Representative,23,DEM,Over Votes,0,,,
Chambers,8,State Representative,23,DEM,Over Votes,0,,,
Chambers,9,State Representative,23,DEM,Over Votes,0,,,
Chambers,10,State Representative,23,DEM,Over Votes,0,,,
Chambers,11,State Representative,23,DEM,Over Votes,0,,,
Chambers,12,State Representative,23,DEM,Over Votes,0,,,
Chambers,14,State Representative,23,DEM,Over Votes,0,,,
Chambers,15,State Representative,23,DEM,Over Votes,0,,,
Chambers,1,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,2,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,3,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,4,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,5,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,6,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,7,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,8,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,9,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,10,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,11,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,12,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,14,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,15,State Representative,23,DEM,Rejected Write-ins,0,,,
Chambers,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Chambers,2,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,3,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Chambers,5,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,6,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",6,,,
Chambers,7,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,8,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,9,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,10,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Chambers,11,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Chambers,12,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,14,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Chambers,15,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Chambers,1,President,,REP,Matthew John Matern,0,,,
Chambers,2,President,,REP,Matthew John Matern,3,,,
Chambers,3,President,,REP,Matthew John Matern,1,,,
Chambers,4,President,,REP,Matthew John Matern,0,,,
Chambers,5,President,,REP,Matthew John Matern,1,,,
Chambers,6,President,,REP,Matthew John Matern,5,,,
Chambers,7,President,,REP,Matthew John Matern,0,,,
Chambers,8,President,,REP,Matthew John Matern,3,,,
Chambers,9,President,,REP,Matthew John Matern,0,,,
Chambers,10,President,,REP,Matthew John Matern,3,,,
Chambers,11,President,,REP,Matthew John Matern,0,,,
Chambers,12,President,,REP,Matthew John Matern,0,,,
Chambers,14,President,,REP,Matthew John Matern,1,,,
Chambers,15,President,,REP,Matthew John Matern,1,,,
Chambers,1,President,,REP,Bob Ely,0,,,
Chambers,2,President,,REP,Bob Ely,2,,,
Chambers,3,President,,REP,Bob Ely,0,,,
Chambers,4,President,,REP,Bob Ely,0,,,
Chambers,5,President,,REP,Bob Ely,0,,,
Chambers,6,President,,REP,Bob Ely,1,,,
Chambers,7,President,,REP,Bob Ely,1,,,
Chambers,8,President,,REP,Bob Ely,0,,,
Chambers,9,President,,REP,Bob Ely,0,,,
Chambers,10,President,,REP,Bob Ely,1,,,
Chambers,11,President,,REP,Bob Ely,2,,,
Chambers,12,President,,REP,Bob Ely,0,,,
Chambers,14,President,,REP,Bob Ely,0,,,
Chambers,15,President,,REP,Bob Ely,0,,,
Chambers,1,President,,REP,Zoltan G. Istvan,0,,,
Chambers,2,President,,REP,Zoltan G. Istvan,0,,,
Chambers,3,President,,REP,Zoltan G. Istvan,0,,,
Chambers,4,President,,REP,Zoltan G. Istvan,0,,,
Chambers,5,President,,REP,Zoltan G. Istvan,0,,,
Chambers,6,President,,REP,Zoltan G. Istvan,0,,,
Chambers,7,President,,REP,Zoltan G. Istvan,0,,,
Chambers,8,President,,REP,Zoltan G. Istvan,0,,,
Chambers,9,President,,REP,Zoltan G. Istvan,0,,,
Chambers,10,President,,REP,Zoltan G. Istvan,0,,,
Chambers,11,President,,REP,Zoltan G. Istvan,0,,,
Chambers,12,President,,REP,Zoltan G. Istvan,0,,,
Chambers,14,President,,REP,Zoltan G. Istvan,0,,,
Chambers,15,President,,REP,Zoltan G. Istvan,0,,,
Chambers,1,President,,REP,Donald J. Trump,244,,,
Chambers,2,President,,REP,Donald J. Trump,205,,,
Chambers,3,President,,REP,Donald J. Trump,116,,,
Chambers,4,President,,REP,Donald J. Trump,1116,,,
Chambers,5,President,,REP,Donald J. Trump,773,,,
Chambers,6,President,,REP,Donald J. Trump,639,,,
Chambers,7,President,,REP,Donald J. Trump,582,,,
Chambers,8,President,,REP,Donald J. Trump,1193,,,
Chambers,9,President,,REP,Donald J. Trump,104,,,
Chambers,10,President,,REP,Donald J. Trump,1166,,,
Chambers,11,President,,REP,Donald J. Trump,425,,,
Chambers,12,President,,REP,Donald J. Trump,283,,,
Chambers,14,President,,REP,Donald J. Trump,161,,,
Chambers,15,President,,REP,Donald J. Trump,293,,,
Chambers,1,President,,REP,Joe Walsh,4,,,
Chambers,2,President,,REP,Joe Walsh,8,,,
Chambers,3,President,,REP,Joe Walsh,6,,,
Chambers,4,President,,REP,Joe Walsh,1,,,
Chambers,5,President,,REP,Joe Walsh,3,,,
Chambers,6,President,,REP,Joe Walsh,7,,,
Chambers,7,President,,REP,Joe Walsh,1,,,
Chambers,8,President,,REP,Joe Walsh,6,,,
Chambers,9,President,,REP,Joe Walsh,1,,,
Chambers,10,President,,REP,Joe Walsh,5,,,
Chambers,11,President,,REP,Joe Walsh,2,,,
Chambers,12,President,,REP,Joe Walsh,2,,,
Chambers,14,President,,REP,Joe Walsh,3,,,
Chambers,15,President,,REP,Joe Walsh,0,,,
Chambers,1,President,,REP,Bill Weld,0,,,
Chambers,2,President,,REP,Bill Weld,3,,,
Chambers,3,President,,REP,Bill Weld,4,,,
Chambers,4,President,,REP,Bill Weld,1,,,
Chambers,5,President,,REP,Bill Weld,1,,,
Chambers,6,President,,REP,Bill Weld,3,,,
Chambers,7,President,,REP,Bill Weld,3,,,
Chambers,8,President,,REP,Bill Weld,1,,,
Chambers,9,President,,REP,Bill Weld,3,,,
Chambers,10,President,,REP,Bill Weld,3,,,
Chambers,11,President,,REP,Bill Weld,0,,,
Chambers,12,President,,REP,Bill Weld,1,,,
Chambers,14,President,,REP,Bill Weld,1,,,
Chambers,15,President,,REP,Bill Weld,1,,,
Chambers,1,President,,REP,Uncommitted,6,,,
Chambers,2,President,,REP,Uncommitted,29,,,
Chambers,3,President,,REP,Uncommitted,17,,,
Chambers,4,President,,REP,Uncommitted,29,,,
Chambers,5,President,,REP,Uncommitted,21,,,
Chambers,6,President,,REP,Uncommitted,49,,,
Chambers,7,President,,REP,Uncommitted,14,,,
Chambers,8,President,,REP,Uncommitted,38,,,
Chambers,9,President,,REP,Uncommitted,6,,,
Chambers,10,President,,REP,Uncommitted,37,,,
Chambers,11,President,,REP,Uncommitted,20,,,
Chambers,12,President,,REP,Uncommitted,17,,,
Chambers,14,President,,REP,Uncommitted,12,,,
Chambers,15,President,,REP,Uncommitted,10,,,
Chambers,1,President,,REP,Under Votes,4,,,
Chambers,2,President,,REP,Under Votes,18,,,
Chambers,3,President,,REP,Under Votes,10,,,
Chambers,4,President,,REP,Under Votes,10,,,
Chambers,5,President,,REP,Under Votes,3,,,
Chambers,6,President,,REP,Under Votes,51,,,
