county,precinct,office,district,party,candidate,votes,Mail,early_voting,election_day,provisional
Live Oak,PCT. 1 ARGENTA,Ballots Cast,,,,350,32,175,143,0
Live Oak,PCT. 1 ARGENTA,President,,REP,Donald J Trump,287,16,149,122,0
Live Oak,PCT. 1 ARGENTA,President,,DEM,Joseph R Biden,60,16,26,18,0
Live Oak,PCT. 1 ARGENTA,President,,LIB,Jo Jorgensen,3,0,0,0,0
Live Oak,PCT. 1 ARGENTA,President,,GRN,Howie Hawkins,0,0,0,0,0
Live Oak,PCT. 1 ARGENTA,President,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 1 ARGENTA,U.S. Senate,,REP,John Cornyn,290,16,150,124,0
Live Oak,PCT. 1 ARGENTA,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",56,16,22,18,0
Live Oak,PCT. 1 ARGENTA,U.S. Senate,,LIB,Kerry Douglas McKennon,3,0,2,1,0
Live Oak,PCT. 1 ARGENTA,U.S. Senate,,GRN,David B. Collins,0,0,0,0,0
Live Oak,PCT. 1 ARGENTA,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 1 ARGENTA,U.S. House,15,REP,Monica De La Cruz-Hernandez,285,16,147,122,0
Live Oak,PCT. 1 ARGENTA,U.S. House,15,DEM,Vicente Gonzalez,56,15,23,18,0
Live Oak,PCT. 1 ARGENTA,U.S. House,15,LIB,Ross Lynn Leone,4,1,2,1,0
Live Oak,PCT. 1 ARGENTA,Railroad Commissioner,,REP,"James ""Jim"" Wright",282,15,146,121,0
Live Oak,PCT. 1 ARGENTA,Railroad Commissioner,,DEM,Chrysta Castaneda,60,17,26,17,0
Live Oak,PCT. 1 ARGENTA,Railroad Commissioner,,LIB,Matt Sterett,3,0,1,2,0
Live Oak,PCT. 1 ARGENTA,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1,0
Live Oak,PCT. 1 ARGENTA,State Senate,21,REP,Frank Pomeroy,277,14,147,116,0
Live Oak,PCT. 1 ARGENTA,State Senate,21,DEM,Judith Zaffirini,70,18,26,26,0
Live Oak,PCT. 1 ARGENTA,State Representative,31,REP,Marian Knowlton,277,16,144,117,0
Live Oak,PCT. 1 ARGENTA,State Representative,31,DEM,Ryan Guillen,68,16,27,25,0
Live Oak,PCT. 2 LARGATO,Ballots Cast,,,,743,73,301,369,0
Live Oak,PCT. 2 LARGATO,President,,REP,Donald J Trump,610,33,252,325,0
Live Oak,PCT. 2 LARGATO,President,,DEM,Joseph R Biden,126,38,46,42,0
Live Oak,PCT. 2 LARGATO,President,,LIB,Jo Jorgensen,5,1,3,1,0
Live Oak,PCT. 2 LARGATO,President,,GRN,Howie Hawkins,0,0,0,0,0
Live Oak,PCT. 2 LARGATO,President,,,Write-ins,1,0,0,1,0
Live Oak,PCT. 2 LARGATO,U.S. Senate,,REP,John Cornyn,601,36,249,316,0
Live Oak,PCT. 2 LARGATO,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",122,34,45,43,0
Live Oak,PCT. 2 LARGATO,U.S. Senate,,LIB,Kerry Douglas McKennon,9,1,4,4,0
Live Oak,PCT. 2 LARGATO,U.S. Senate,,GRN,David B. Collins,1,0,0,1,0
Live Oak,PCT. 2 LARGATO,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 2 LARGATO,U.S. House,15,REP,Monica De La Cruz-Hernandez,600,38,245,317,0
Live Oak,PCT. 2 LARGATO,U.S. House,15,DEM,Vicente Gonzalez,113,31,42,40,0
Live Oak,PCT. 2 LARGATO,U.S. House,15,LIB,Ross Lynn Leone,8,1,3,4,0
Live Oak,PCT. 2 LARGATO,Railroad Commissioner,,REP,"James ""Jim"" Wright",598,36,244,318,0
Live Oak,PCT. 2 LARGATO,Railroad Commissioner,,DEM,Chrysta Castaneda,117,32,46,39,0
Live Oak,PCT. 2 LARGATO,Railroad Commissioner,,LIB,Matt Sterett,11,1,6,4,0
Live Oak,PCT. 2 LARGATO,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1,0
Live Oak,PCT. 2 LARGATO,State Senate,21,REP,Frank Pomeroy,542,33,244,315,0
Live Oak,PCT. 2 LARGATO,State Senate,21,DEM,Judith Zaffirini,128,37,46,45,0
Live Oak,PCT. 2 LARGATO,State Representative,31,REP,Marian Knowlton,593,34,241,318,0
Live Oak,PCT. 2 LARGATO,State Representative,31,DEM,Ryan Guillen,125,35,47,43,0
Live Oak,PCT. 3 EAST GEORGE WEST,Ballots Cast,,,,487,51,325,111,0
Live Oak,PCT. 3 EAST GEORGE WEST,President,,REP,Donald J Trump,335,18,238,79,0
Live Oak,PCT. 3 EAST GEORGE WEST,President,,DEM,Joseph R Biden,149,31,87,31,0
Live Oak,PCT. 3 EAST GEORGE WEST,President,,LIB,Jo Jorgensen,1,0,0,1,0
Live Oak,PCT. 3 EAST GEORGE WEST,President,,GRN,Howie Hawkins,0,0,0,0,0
Live Oak,PCT. 3 EAST GEORGE WEST,President,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. Senate,,REP,John Cornyn,327,18,235,74,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",139,30,79,30,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. Senate,,LIB,Kerry Douglas McKennon,5,0,3,2,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. Senate,,GRN,David B. Collins,0,0,0,0,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. House,15,REP,Monica De La Cruz-Hernandez,322,19,233,70,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. House,15,DEM,Vicente Gonzalez,146,30,82,34,0
Live Oak,PCT. 3 EAST GEORGE WEST,U.S. House,15,LIB,Ross Lynn Leone,1,0,0,1,0
Live Oak,PCT. 3 EAST GEORGE WEST,Railroad Commissioner,,REP,"James ""Jim"" Wright",320,18,230,72,0
Live Oak,PCT. 3 EAST GEORGE WEST,Railroad Commissioner,,DEM,Chrysta Castaneda,142,32,80,30,0
Live Oak,PCT. 3 EAST GEORGE WEST,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0,0
Live Oak,PCT. 3 EAST GEORGE WEST,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",7,0,4,3,0
Live Oak,PCT. 3 EAST GEORGE WEST,State Senate,21,REP,Frank Pomeroy,272,12,201,59,0
Live Oak,PCT. 3 EAST GEORGE WEST,State Senate,21,DEM,Judith Zaffirini,198,38,111,49,0
Live Oak,PCT. 3 EAST GEORGE WEST,State Representative,31,REP,Marian Knowlton,277,13,208,56,0
Live Oak,PCT. 3 EAST GEORGE WEST,State Representative,31,DEM,Ryan Guillen,184,36,99,49,0
Live Oak,PCT. 4 WEST GEORGE WEST,Ballots Cast,,,,676,34,519,122,1
Live Oak,PCT. 4 WEST GEORGE WEST,President,,REP,Donald J Trump,578,21,456,101,0
Live Oak,PCT. 4 WEST GEORGE WEST,President,,DEM,Joseph R Biden,92,13,57,21,1
Live Oak,PCT. 4 WEST GEORGE WEST,President,,LIB,Jo Jorgensen,4,0,4,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,President,,GRN,Howie Hawkins,2,0,2,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,President,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. Senate,,REP,John Cornyn,561,21,439,100,1
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",92,13,62,17,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. Senate,,LIB,Kerry Douglas McKennon,9,0,7,2,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. Senate,,GRN,David B. Collins,3,0,3,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. House,15,REP,Monica De La Cruz-Hernandez,563,22,442,99,0
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. House,15,DEM,Vicente Gonzalez,92,12,60,19,1
Live Oak,PCT. 4 WEST GEORGE WEST,U.S. House,15,LIB,Ross Lynn Leone,7,0,5,2,0
Live Oak,PCT. 4 WEST GEORGE WEST,Railroad Commissioner,,REP,"James ""Jim"" Wright",562,22,441,98,1
Live Oak,PCT. 4 WEST GEORGE WEST,Railroad Commissioner,,DEM,Chrysta Castaneda,93,12,61,20,0
Live Oak,PCT. 4 WEST GEORGE WEST,Railroad Commissioner,,LIB,Matt Sterett,8,0,6,2,0
Live Oak,PCT. 4 WEST GEORGE WEST,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,1,0,0
Live Oak,PCT. 4 WEST GEORGE WEST,State Senate,21,REP,Frank Pomeroy,512,20,409,83,0
Live Oak,PCT. 4 WEST GEORGE WEST,State Senate,21,DEM,Judith Zaffirini,149,14,97,37,1
Live Oak,PCT. 4 WEST GEORGE WEST,State Representative,31,REP,Marian Knowlton,530,20,420,90,0
Live Oak,PCT. 4 WEST GEORGE WEST,State Representative,31,DEM,Ryan Guillen,129,13,86,29,1
Live Oak,PCT. 5 OAKVILLE,Ballots Cast,,,,254,18,145,90,1
Live Oak,PCT. 5 OAKVILLE,President,,REP,Donald J Trump,227,11,128,87,1
Live Oak,PCT. 5 OAKVILLE,President,,DEM,Joseph R Biden,26,7,16,3,0
Live Oak,PCT. 5 OAKVILLE,President,,LIB,Jo Jorgensen,0,0,0,0,0
Live Oak,PCT. 5 OAKVILLE,President,,GRN,Howie Hawkins,1,0,1,0,0
Live Oak,PCT. 5 OAKVILLE,President,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 5 OAKVILLE,U.S. Senate,,REP,John Cornyn,225,11,128,85,1
Live Oak,PCT. 5 OAKVILLE,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",22,7,12,3,0
Live Oak,PCT. 5 OAKVILLE,U.S. Senate,,LIB,Kerry Douglas McKennon,3,0,2,1,0
Live Oak,PCT. 5 OAKVILLE,U.S. Senate,,GRN,David B. Collins,1,0,0,1,0
Live Oak,PCT. 5 OAKVILLE,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 5 OAKVILLE,U.S. House,15,REP,Monica De La Cruz-Hernandez,224,11,127,85,1
Live Oak,PCT. 5 OAKVILLE,U.S. House,15,DEM,Vicente Gonzalez,21,7,12,2,0
Live Oak,PCT. 5 OAKVILLE,U.S. House,15,LIB,Ross Lynn Leone,1,0,1,0,0
Live Oak,PCT. 5 OAKVILLE,Railroad Commissioner,,REP,"James ""Jim"" Wright",218,11,124,82,1
Live Oak,PCT. 5 OAKVILLE,Railroad Commissioner,,DEM,Chrysta Castaneda,28,7,15,6,0
Live Oak,PCT. 5 OAKVILLE,Railroad Commissioner,,LIB,Matt Sterett,1,0,1,0,0
Live Oak,PCT. 5 OAKVILLE,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1,0
Live Oak,PCT. 5 OAKVILLE,State Senate,21,REP,Frank Pomeroy,214,10,120,83,1
Live Oak,PCT. 5 OAKVILLE,State Senate,21,DEM,Judith Zaffirini,35,8,20,7,0
Live Oak,PCT. 5 OAKVILLE,State Representative,31,REP,Marian Knowlton,214,10,121,82,1
Live Oak,PCT. 5 OAKVILLE,State Representative,31,DEM,Ryan Guillen,35,8,20,7,0
Live Oak,PCT. 6 RAY POINT,Ballots Cast,,,,162,12,78,72,0
Live Oak,PCT. 6 RAY POINT,President,,REP,Donald J Trump,146,8,69,69,0
Live Oak,PCT. 6 RAY POINT,President,,DEM,Joseph R Biden,15,4,9,2,0
Live Oak,PCT. 6 RAY POINT,President,,LIB,Jo Jorgensen,1,0,0,1,0
Live Oak,PCT. 6 RAY POINT,President,,GRN,Howie Hawkins,0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,President,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,U.S. Senate,,REP,John Cornyn,143,9,68,66,0
Live Oak,PCT. 6 RAY POINT,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",16,3,8,5,0
Live Oak,PCT. 6 RAY POINT,U.S. Senate,,LIB,Kerry Douglas McKennon,2,0,1,1,0
Live Oak,PCT. 6 RAY POINT,U.S. Senate,,GRN,David B. Collins,0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,U.S. Senate,,,Write-ins,0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,U.S. House,15,REP,Monica De La Cruz-Hernandez,145,8,68,69,0
Live Oak,PCT. 6 RAY POINT,U.S. House,15,DEM,Vicente Gonzalez,15,3,9,3,0
Live Oak,PCT. 6 RAY POINT,U.S. House,15,LIB,Ross Lynn Leone,0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,Railroad Commissioner,,REP,"James ""Jim"" Wright",143,8,70,65,0
Live Oak,PCT. 6 RAY POINT,Railroad Commissioner,,DEM,Chrysta Castaneda,15,3,8,4,0
Live Oak,PCT. 6 RAY POINT,Railroad Commissioner,,LIB,Matt Sterett,3,1,1,1,0
Live Oak,PCT. 6 RAY POINT,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0,0
Live Oak,PCT. 6 RAY POINT,State Senate,21,REP,Frank Pomeroy,117,8,54,55,0
Live Oak,PCT. 6 RAY POINT,State Senate,21,DEM,Judith Zaffirini,48,4,28,16,0
