county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Callahan,1,Ballots Cast,,REP,,595,,,
Callahan,1,Ballots Cast,,DEM,,66,,,
Callahan,1,President,,DEM,Over Votes,0,0,0,0
Callahan,1,President,,DEM,Under Votes,0,0,0,0
Callahan,1,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1,0
Callahan,1,President,,DEM,Amy Klobuchar,1,1,0,0
Callahan,1,President,,DEM,Joseph R. Biden,31,4,26,1
Callahan,1,President,,DEM,Elizabeth Warren,4,2,1,1
Callahan,1,President,,DEM,Julin Castro,1,1,0,0
Callahan,1,President,,DEM,Michael Bennet,1,0,1,0
Callahan,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Callahan,1,President,,DEM,Deval Patrick,0,0,0,0
Callahan,1,President,,DEM,Marianne Williamson,1,0,1,0
Callahan,1,President,,DEM,Michael R. Bloomberg,2,0,1,1
Callahan,1,President,,DEM,Pete Buttigieg,2,1,1,0
Callahan,1,President,,DEM,Andrew Yang,0,0,0,0
Callahan,1,President,,DEM,Bernie Sanders,21,6,12,3
Callahan,1,President,,DEM,John K. Delaney,0,0,0,0
Callahan,1,President,,DEM,Robby Wells,0,0,0,0
Callahan,1,President,,DEM,Tom Steyer,1,0,0,1
Callahan,1,President,,DEM,Cory Booker,0,0,0,0
Callahan,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Callahan,1,U.S. Senate,,DEM,Under Votes,5,0,5,0
Callahan,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,5,1,4,0
Callahan,1,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",10,2,7,1
Callahan,1,U.S. Senate,,DEM,D.R. Hunter,3,2,1,0
Callahan,1,U.S. Senate,,DEM,Sema Hernandez,6,2,4,0
Callahan,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Callahan,1,U.S. Senate,,DEM,Royce West,4,1,3,0
Callahan,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",17,4,10,3
Callahan,1,U.S. Senate,,DEM,Chris Bell,5,0,5,0
Callahan,1,U.S. Senate,,DEM,Amanda K. Edwards,6,1,4,1
