county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Floyd,1,President,,DEM,Elizabeth Warren,2,1,1,0
Floyd,1,President,,DEM,Amy Klobuchar,2,1,1,0
Floyd,1,President,,DEM,John K. Delaney,0,0,0,0
Floyd,1,President,,DEM,Julin Castro,0,0,0,0
Floyd,1,President,,DEM,Pete Buttigieg,3,0,3,0
Floyd,1,President,,DEM,Michael Bennet,2,0,2,0
Floyd,1,President,,DEM,Joseph R. Biden,11,2,9,0
Floyd,1,President,,DEM,Marianne Williamson,0,0,0,0
Floyd,1,President,,DEM,Cory Booker,0,0,0,0
Floyd,1,President,,DEM,Michael R. Bloomberg,4,0,4,0
Floyd,1,President,,DEM,Deval Patrick,0,0,0,0
Floyd,1,President,,DEM,Robby Wells,0,0,0,0
Floyd,1,President,,DEM,Bernie Sanders,8,0,8,0
Floyd,1,President,,DEM,Tom Steyer,0,0,0,0
Floyd,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Floyd,1,President,,DEM,Andrew Yang,0,0,0,0
Floyd,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Floyd,1,President,,DEM,Over Votes,0,0,0,0
Floyd,1,President,,DEM,Under Votes,1,0,1,0
Floyd,1,U.S. Senate,,DEM,Royce West,2,0,2,0
Floyd,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,4,1,3,0
Floyd,1,U.S. Senate,,DEM,Chris Bell,3,1,2,0
Floyd,1,U.S. Senate,,DEM,Sema Hernandez,4,0,4,0
Floyd,1,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Floyd,1,U.S. Senate,,DEM,D.R. Hunter,1,0,1,0
Floyd,1,U.S. Senate,,DEM,Michael Cooper,2,1,1,0
Floyd,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Floyd,1,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",5,0,5,0
Floyd,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",3,1,2,0
Floyd,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,0,0
Floyd,1,U.S. Senate,,DEM,Victor Hugo Harris,2,0,2,0
Floyd,1,U.S. Senate,,DEM,Over Votes,0,0,0,0
Floyd,1,U.S. Senate,,DEM,Under Votes,7,0,7,0
Floyd,1,United States Representative,No. 19,DEM,Tom Watson,29,4,25,0
Floyd,1,United States Representative,No. 19,DEM,Over Votes,0,0,0,0
Floyd,1,United States Representative,No. 19,DEM,Under Votes,4,0,4,0
Floyd,1,Railroad Commissioner,,DEM,Chrysta Castaeda,12,2,10,0
Floyd,1,Railroad Commissioner,,DEM,Kelly Stone,5,2,3,0
Floyd,1,Railroad Commissioner,,DEM,Mark Watson,6,0,6,0
Floyd,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",8,0,8,0
Floyd,1,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Floyd,1,Railroad Commissioner,,DEM,Under Votes,2,0,2,0
Floyd,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,7,0,7,0
Floyd,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,22,4,18,0
Floyd,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Kathy Cheng,19,4,15,0
Floyd,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Larry Praeger,9,0,9,0
Floyd,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,15,1,14,0
Floyd,1,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,15,3,12,0
Floyd,1,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,12,1,11,0
Floyd,1,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,17,3,14,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,11,2,9,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,1,0,1,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,17,2,15,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,23,4,19,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,7,0,7,0
Floyd,1,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,28,3,25,0
Floyd,1,"Member, State Board of Education",15,DEM,John Betancourt,30,4,26,0
Floyd,1,State Representative,68,DEM,Patsy Ledbetter,29,4,25,0
Floyd,1,State Representative,68,DEM,Over Votes,0,0,0,0
Floyd,1,State Representative,68,DEM,Under Votes,4,0,4,0
Floyd,1,President,,REP,Joe Walsh,2,1,1,0
Floyd,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,1,0,2
Floyd,1,President,,REP,Bob Ely,0,0,0,0
Floyd,1,President,,REP,Matthew John Matern,2,0,1,1
Floyd,1,President,,REP,Bill Weld,3,0,1,2
Floyd,1,President,,REP,Zoltan G. Istvan,0,0,0,0
Floyd,1,President,,REP,Donald J. Trump,343,112,143,88
Floyd,1,President,,REP,Uncommitted,24,5,14,5
Floyd,1,President,,REP,Over Votes,0,0,0,0
Floyd,1,President,,REP,Under Votes,13,6,3,4
Floyd,1,U.S. Senate,,REP,Dwayne Stovall,39,11,22,6
Floyd,1,U.S. Senate,,REP,John Cornyn,279,93,109,77
Floyd,1,U.S. Senate,,REP,Mark Yancey,18,5,11,2
Floyd,1,U.S. Senate,,REP,Virgil Bierschwale,2,1,1,0
Floyd,1,U.S. Senate,,REP,John Anthony Castro,10,1,4,5
Floyd,1,U.S. Senate,,REP,Over Votes,0,0,0,0
Floyd,1,U.S. Senate,,REP,Under Votes,42,14,16,12
Floyd,1,United States Representative,No. 19,REP,Vance W. Boyd,27,5,15,7
Floyd,1,United States Representative,No. 19,REP,Jodey C. Arrington,331,109,138,84
Floyd,1,United States Representative,No. 19,REP,Over Votes,0,0,0,0
Floyd,1,United States Representative,No. 19,REP,Under Votes,32,11,10,11
Floyd,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",188,61,80,47
Floyd,1,Railroad Commissioner,,REP,Ryan Sitton,122,40,48,34
Floyd,1,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Floyd,1,Railroad Commissioner,,REP,Under Votes,80,24,35,21
Floyd,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,291,92,126,73
Floyd,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jane Bland,293,96,125,72
Floyd,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,295,95,126,74
Floyd,1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,240,95,120,25
Floyd,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,140,43,78,19
Floyd,1,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,161,56,50,55
Floyd,1,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,288,92,122,74
Floyd,1,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,284,94,119,71
Floyd,1,"Member, State Board of Education",15,REP,Jay Johnson,296,96,125,75
Floyd,1,State Senator,28,REP,Charles Perry,318,102,135,81
Floyd,1,State Senator,28,REP,Over Votes,0,0,0,0
Floyd,1,State Senator,28,REP,Under Votes,72,23,28,21
Floyd,1,State Representative,68,REP,Drew Springer,312,99,133,80
Floyd,1,State Representative,68,REP,Over Votes,0,0,0,0
Floyd,1,State Representative,68,REP,Under Votes,78,26,30,22
Floyd,1,"Chief Justice, 7th Court of Appeals District",,REP,Brian Quinn,288,94,123,71
Floyd,1,"Justice, 7th Court of Appeals District, Place 4",,REP,Larry Doss,191,71,77,43
Floyd,1,"Justice, 7th Court of Appeals District, Place 4",,REP,Steven Denny,94,24,43,27
Floyd,1,"District Attorney, 110th Judicial District",,REP,Wade Jackson,331,112,138,81
Floyd,1,County Attorney,,REP,Lex Herrington,313,106,134,73
Floyd,1,Sheriff,,REP,Cory Speed,128,33,65,30
Floyd,1,Sheriff,,REP,Paul Raissez,257,90,96,71
Floyd,1,County Tax Assessor-Collector,,REP,Delia Suarez,343,113,140,90
Floyd,1,"County Commissioner, Precinct 1",,REP,Tanner Smith,350,113,147,90
Floyd,1,County Chairman,,REP,Kerry D. Pratt,342,114,141,87
Floyd,1,Proposition #1,,DEM,Yes,31,4,27,0
Floyd,1,Proposition #1,,DEM,No,2,0,2,0
Floyd,1,Proposition #2,,DEM,Yes,30,4,26,0
Floyd,1,Proposition #2,,DEM,No,2,0,2,0
Floyd,1,Proposition #3,,DEM,Yes,33,4,29,0
Floyd,1,Proposition #3,,DEM,No,0,0,0,0
Floyd,1,Proposition #4,,DEM,Yes,28,4,24,0
Floyd,1,Proposition #4,,DEM,No,4,0,4,0
Floyd,1,Proposition #5,,DEM,Yes,31,4,27,0
Floyd,1,Proposition #5,,DEM,No,2,0,2,0
Floyd,1,Proposition #6,,DEM,Yes,30,4,26,0
Floyd,1,Proposition #6,,DEM,No,0,0,0,0
Floyd,1,Proposition #7,,DEM,Yes,27,3,24,0
Floyd,1,Proposition #7,,DEM,No,2,1,1,0
Floyd,1,Proposition #8,,DEM,Yes,32,4,28,0
Floyd,1,Proposition #8,,DEM,No,1,0,1,0
Floyd,1,Proposition #9,,DEM,Yes,30,4,26,0
Floyd,1,Proposition #9,,DEM,No,3,0,3,0
Floyd,1,Proposition #10,,DEM,Yes,30,4,26,0
Floyd,1,Proposition #10,,DEM,No,2,0,2,0
Floyd,1,Proposition #11,,DEM,Yes,28,4,24,0
Floyd,1,Proposition #11,,DEM,No,2,0,2,0
Floyd,1,Proposition 1,,REP,Yes,326,102,137,87
Floyd,1,Proposition 1,,REP,No,44,16,21,7
Floyd,1,Proposition 2,,REP,Yes,299,96,123,80
Floyd,1,Proposition 2,,REP,No,66,20,32,14
Floyd,1,Proposition 3,,REP,Yes,313,104,133,76
Floyd,1,Proposition 3,,REP,No,47,12,21,14
Floyd,1,Proposition 4,,REP,Yes,321,104,135,82
Floyd,1,Proposition 4,,REP,No,33,8,15,10
Floyd,1,Proposition 5,,REP,Yes,305,95,129,81
Floyd,1,Proposition 5,,REP,No,44,14,18,12
Floyd,1,Proposition 6,,REP,Yes,320,106,135,79
Floyd,1,Proposition 6,,REP,No,33,3,18,12
Floyd,1,Proposition 7,,REP,Yes,347,107,147,93
Floyd,1,Proposition 7,,REP,No,10,3,5,2
Floyd,1,Proposition 8,,REP,Yes,346,114,143,89
Floyd,1,Proposition 8,,REP,No,11,1,7,3
Floyd,1,Proposition 9,,REP,Yes,328,104,136,88
Floyd,1,Proposition 9,,REP,No,29,9,16,4
Floyd,1,Proposition 10,,REP,Yes,311,100,135,76
Floyd,1,Proposition 10,,REP,No,41,9,18,14
Floyd,9,President,,DEM,Elizabeth Warren,0,0,0,0
Floyd,9,President,,DEM,Amy Klobuchar,0,0,0,0
Floyd,9,President,,DEM,John K. Delaney,0,0,0,0
Floyd,9,President,,DEM,Julin Castro,0,0,0,0
Floyd,9,President,,DEM,Pete Buttigieg,0,0,0,0
Floyd,9,President,,DEM,Michael Bennet,0,0,0,0
Floyd,9,President,,DEM,Joseph R. Biden,1,0,1,0
Floyd,9,President,,DEM,Marianne Williamson,0,0,0,0
Floyd,9,President,,DEM,Cory Booker,0,0,0,0
Floyd,9,President,,DEM,Michael R. Bloomberg,0,0,0,0
Floyd,9,President,,DEM,Deval Patrick,0,0,0,0
Floyd,9,President,,DEM,Robby Wells,0,0,0,0
Floyd,9,President,,DEM,Bernie Sanders,0,0,0,0
Floyd,9,President,,DEM,Tom Steyer,0,0,0,0
Floyd,9,President,,DEM,Tulsi Gabbard,0,0,0,0
Floyd,9,President,,DEM,Andrew Yang,0,0,0,0
