county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Waller,101,President,,DEM,Michael Bennet,0,2,0,2
Waller,101,President,,DEM,Marianne Williamson,0,0,0,0
Waller,101,President,,DEM,Cory Booker,0,0,0,0
Waller,101,President,,DEM,Bernie Sanders,2,8,22,32
Waller,101,President,,DEM,Tulsi Gabbard,0,0,1,1
Waller,101,President,,DEM,Deval Patrick,0,0,0,0
Waller,101,President,,DEM,Amy Klobuchar,1,2,0,3
Waller,101,President,,DEM,Julián Castro,0,0,2,2
Waller,101,President,,DEM,Elizabeth Warren,0,3,3,6
Waller,101,President,,DEM,John K. Delaney,0,0,1,1
Waller,101,President,,DEM,Robby Wells,0,0,0,0
Waller,101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Waller,101,President,,DEM,Andrew Yang,0,0,0,0
Waller,101,President,,DEM,Joseph R. Biden,4,12,37,53
Waller,101,President,,DEM,Michael R. Bloomberg,3,6,5,14
Waller,101,President,,DEM,Tom Steyer,0,1,0,1
Waller,101,President,,DEM,Pete Buttigieg,1,1,0,2
Waller,101,President,,DEM,Ballots Cast,11,35,71,117
Waller,101,President,,DEM,Undervotes,0,1,3,4
Waller,101,President,,DEM,Overvotes,1,0,0,1
Waller,101,U.S. Senate,,DEM,Royce West,0,7,5,12
Waller,101,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",3,4,9,16
Waller,101,U.S. Senate,,DEM,D. R. Hunter,0,1,0,1
Waller,101,U.S. Senate,,DEM,Sema Hernandez,0,0,8,8
Waller,101,U.S. Senate,,DEM,Adrian Ocegueda,0,2,1,3
Waller,101,U.S. Senate,,DEM,Chris Bell,2,7,19,28
Waller,101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,1,4,7
Waller,101,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,1,1
Waller,101,U.S. Senate,,DEM,Amanda K. Edwards,3,1,2,6
Waller,101,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Waller,101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,8,5,15
Waller,101,U.S. Senate,,DEM,Michael Cooper,0,2,1,3
Waller,101,U.S. Senate,,DEM,Ballots Cast,12,33,55,100
Waller,101,U.S. Senate,,DEM,Undervotes,0,3,19,22
Waller,101,U.S. Senate,,DEM,Overvotes,0,0,0,0
Waller,101,U.S. House,10,DEM,Mike Siegel,3,16,32,51
Waller,101,U.S. House,10,DEM,Shannon Hutcheson,4,8,17,29
Waller,101,U.S. House,10,DEM,Pritesh Gandhi,5,10,11,26
Waller,101,U.S. House,10,DEM,Ballots Cast,12,34,60,106
Waller,101,U.S. House,10,DEM,Undervotes,0,2,14,16
Waller,101,U.S. House,10,DEM,Overvotes,0,0,0,0
Waller,101,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,9,21,31
Waller,101,Railroad Commissioner,,DEM,Chrysta Castañeda,4,11,8,23
Waller,101,Railroad Commissioner,,DEM,Mark Watson,5,9,7,21
Waller,101,Railroad Commissioner,,DEM,Kelly Stone,1,6,18,25
Waller,101,Railroad Commissioner,,DEM,Ballots Cast,11,35,54,100
Waller,101,Railroad Commissioner,,DEM,Undervotes,1,1,20,22
Waller,101,Railroad Commissioner,,DEM,Overvotes,0,0,0,0
Waller,101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,3,10,17,30
Waller,101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,9,23,37,69
Waller,101,"Chief Justice, Supreme Court",,DEM,Ballots Cast,12,33,54,99
Waller,101,"Chief Justice, Supreme Court",,DEM,Undervotes,0,3,20,23
Waller,101,"Chief Justice, Supreme Court",,DEM,Overvotes,0,0,0,0
Waller,101,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,8,22,37,67
Waller,101,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,4,10,17,31
Waller,101,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Ballots Cast,12,32,54,98
