county,precinct,office,district,party,candidate,votes,early_voting,election_day
Red River,,Registered Voters,,,,233,,
Red River,,President,,REP,Donald J. Trump Michael R. Pence,139,101,38
Red River,,President,,DEM,Joseph R. Biden Kamala D. Harris,19,16,3
Red River,,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Red River,,President,,GRN,Howie Hawkins Angela Walker,0,0,0
Red River,,President,,"",Rejected write-ins,0,0,0
Red River,,President,,"",Unassigned write-ins,0,0,0
Red River,,U.S. Senate,,REP,John Cornyn,134,99,35
Red River,,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",17,13,4
Red River,,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0
Red River,,U.S. Senate,,GRN,David B. Collins,0,0,0
Red River,,U.S. Senate,,"",Rejected write-ins,0,0,0
Red River,,U.S. Senate,,"",Unassigned write-ins,0,0,0
Red River,,U.S. House,4,REP,Pat Fallon,134,98,36
Red River,,U.S. House,4,DEM,Russell Foster,13,11,2
Red River,,U.S. House,4,LIB,Lou Antonelli,4,4,0
Red River,,U.S. House,4,"",Rejected write-ins,0,0,0
Red River,,U.S. House,4,"",Unassigned write-ins,0,0,0
Red River,,Railroad Commissioner,,REP,"James ""Jim"" Wright",136,100,36
Red River,,Railroad Commissioner,,DEM,Chrysta Castaeda,16,13,3
Red River,,Railroad Commissioner,,LIB,Matt Sterett,0,0,0
Red River,,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0
Red River,,"Chief Justice, Supreme Court",,REP,Nathan Hecht,137,102,35
Red River,,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,14,11,3
Red River,,"Chief Justice, Supreme Court",,LIB,Mark Ash,1,1,0
Red River,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,137,101,36
Red River,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,14,12,2
Red River,,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,136,101,35
Red River,,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,14,12,2
Red River,,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,0,0,0
Red River,,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,137,102,35
Red River,,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,13,11,2
Red River,,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,0,0,0
Red River,,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,133,99,34
Red River,,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,17,14,3
Red River,,"Judge, Court of Criminal Appeals, Place No. 4",,REP,Kevin Patrick Yeary,134,99,35
Red River,,"Judge, Court of Criminal Appeals, Place No. 4",,DEM,Tina Clinton,15,13,2
Red River,,"Judge, Court of Criminal Appeals, Place No. 9",,REP,David Newell,137,102,35
Red River,,"Judge, Court of Criminal Appeals, Place No. 9",,DEM,Brandon Birmingham,12,10,2
Red River,,Member State Board of Education,No. 9,REP,Keven M. Ellis,135,101,34
Red River,,Member State Board of Education,No. 9,DEM,Brenda Davis,16,13,3
Red River,,State Senate,1,REP,Bryan Hughes,136,101,35
Red River,,State Senate,1,DEM,Audrey Spanko,14,12,2
Red River,,State Representative,1,REP,Gary Vandeaver,139,103,36
Red River,,"Justice, 6th Court of Appeals District, Place No. 3",,REP,Ralph K. Burgess,137,103,34
Red River,,"District Judge, 6th Judicial District",,REP,R. Wesley Tidwell,139,104,35
Red River,,County Attorney,,REP,Val Varley,130,97,33
Red River,,Sheriff,,REP,Jim Caldwell,140,105,35
Red River,,County Tax Assessor-Collector,,REP,Tonya R. Martin,141,105,36
Red River,,"County Commissioner, Precinct No. 1",,REP,Donnie R. Gentry,133,99,34
Red River,,Constable,,REP,Shawn Roden,135,102,33
Red River,,Registered Voters,,,,46,,
Red River,,President,,REP,Donald J. Trump Michael R. Pence,27,21,6
Red River,,President,,DEM,Joseph R. Biden Kamala D. Harris,0,0,0
Red River,,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Red River,,President,,GRN,Howie Hawkins Angela Walker,0,0,0
Red River,,President,,"",Rejected write-ins,0,0,0
Red River,,President,,"",Unassigned write-ins,0,0,0
Red River,,U.S. Senate,,REP,John Cornyn,28,22,6
Red River,,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,0
Red River,,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0
Red River,,U.S. Senate,,GRN,David B. Collins,0,0,0
Red River,,U.S. Senate,,"",Rejected write-ins,0,0,0
Red River,,U.S. Senate,,"",Unassigned write-ins,0,0,0
Red River,,U.S. House,4,REP,Pat Fallon,27,21,6
Red River,,U.S. House,4,DEM,Russell Foster,0,0,0
Red River,,U.S. House,4,LIB,Lou Antonelli,0,0,0
Red River,,U.S. House,4,"",Rejected write-ins,0,0,0
Red River,,U.S. House,4,"",Unassigned write-ins,0,0,0
Red River,,Railroad Commissioner,,REP,"James ""Jim"" Wright",26,20,6
Red River,,Railroad Commissioner,,DEM,Chrysta Castaeda,0,0,0
Red River,,Railroad Commissioner,,LIB,Matt Sterett,0,0,0
Red River,,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0
Red River,,"Chief Justice, Supreme Court",,REP,Nathan Hecht,27,21,6
Red River,,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,0,0,0
Red River,,"Chief Justice, Supreme Court",,LIB,Mark Ash,0,0,0
Red River,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,26,20,6
Red River,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,0,0,0
Red River,,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,26,20,6
Red River,,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,0,0,0
Red River,,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,0,0,0
Red River,,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,26,20,6
Red River,,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,0,0,0
Red River,,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,0,0,0
