county,precinct,office,district,party,candidate,early_voting,election_day,votes
Crockett,1,Chief Justice 8 Th Court Of Appeals District,,ONA,Jeff Alley,173,36,209
Crockett,1,Chief Justice 8 Th Court Of Appeals District,,ONA,Yvonne Rodriguez,90,31,121
Crockett,2,Chief Justice 8 Th Court Of Appeals District,,ONA,Jeff Alley,251,56,307
Crockett,2,Chief Justice 8 Th Court Of Appeals District,,ONA,Yvonne Rodriguez,63,19,82
Crockett,3,Chief Justice 8 Th Court Of Appeals District,,ONA,Jeff Alley,271,78,349
Crockett,3,Chief Justice 8 Th Court Of Appeals District,,ONA,Yvonne Rodriguez,58,13,71
Crockett,4,Chief Justice 8 Th Court Of Appeals District,,ONA,Jeff Alley,132,52,184
Crockett,4,Chief Justice 8 Th Court Of Appeals District,,ONA,Yvonne Rodriguez,73,37,110
Crockett,1,Chief Justice Supreme Court,,ONA,Amy Clark Meachum,78,23,101
Crockett,1,Chief Justice Supreme Court,,ONA,Mark Ash,4,4,8
Crockett,1,Chief Justice Supreme Court,,ONA,Nathan Hecht,179,40,219
Crockett,2,Chief Justice Supreme Court,,ONA,Amy Clark Meachum,61,13,74
Crockett,2,Chief Justice Supreme Court,,ONA,Mark Ash,6,3,9
Crockett,2,Chief Justice Supreme Court,,ONA,Nathan Hecht,255,63,318
Crockett,3,Chief Justice Supreme Court,,ONA,Amy Clark Meachum,47,16,63
Crockett,3,Chief Justice Supreme Court,,ONA,Mark Ash,2,5,7
Crockett,3,Chief Justice Supreme Court,,ONA,Nathan Hecht,287,72,359
Crockett,4,Chief Justice Supreme Court,,ONA,Amy Clark Meachum,61,32,93
Crockett,4,Chief Justice Supreme Court,,ONA,Mark Ash,1,2,3
Crockett,4,Chief Justice Supreme Court,,ONA,Nathan Hecht,142,52,194
Crockett,1,District Attorney 112 Th Judicial District,,ONA,Laurie K. English,191,52,243
Crockett,2,District Attorney 112 Th Judicial District,,ONA,Laurie K. English,258,61,319
Crockett,3,District Attorney 112 Th Judicial District,,ONA,Laurie K. English,275,77,352
Crockett,4,District Attorney 112 Th Judicial District,,ONA,Laurie K. English,158,67,225
Crockett,1,Judge Court Of Criminal Appeals Place 3,,ONA,Bert Richardson,185,40,225
Crockett,1,Judge Court Of Criminal Appeals Place 3,,ONA,Elizabeth Davis Frizell,76,28,104
Crockett,2,Judge Court Of Criminal Appeals Place 3,,ONA,Bert Richardson,258,64,322
Crockett,2,Judge Court Of Criminal Appeals Place 3,,ONA,Elizabeth Davis Frizell,56,14,70
Crockett,3,Judge Court Of Criminal Appeals Place 3,,ONA,Bert Richardson,283,80,363
Crockett,3,Judge Court Of Criminal Appeals Place 3,,ONA,Elizabeth Davis Frizell,48,12,60
Crockett,4,Judge Court Of Criminal Appeals Place 3,,ONA,Bert Richardson,143,60,203
Crockett,4,Judge Court Of Criminal Appeals Place 3,,ONA,Elizabeth Davis Frizell,62,31,93
Crockett,1,Judge Court Of Criminal Appeals Place 4,,ONA,Kevin Patrick Yeary,184,42,226
Crockett,1,Judge Court Of Criminal Appeals Place 4,,ONA,Tina Clinton,72,24,96
Crockett,2,Judge Court Of Criminal Appeals Place 4,,ONA,Kevin Patrick Yeary,255,60,315
Crockett,2,Judge Court Of Criminal Appeals Place 4,,ONA,Tina Clinton,58,16,74
Crockett,3,Judge Court Of Criminal Appeals Place 4,,ONA,Kevin Patrick Yeary,282,81,363
Crockett,3,Judge Court Of Criminal Appeals Place 4,,ONA,Tina Clinton,48,11,59
Crockett,4,Judge Court Of Criminal Appeals Place 4,,ONA,Kevin Patrick Yeary,144,58,202
Crockett,4,Judge Court Of Criminal Appeals Place 4,,ONA,Tina Clinton,60,28,88
Crockett,1,Judge Court Of Criminal Appeals Place 9,,ONA,Brandon Birmingham,74,25,99
Crockett,1,Judge Court Of Criminal Appeals Place 9,,ONA,David Newell,183,40,223
Crockett,2,Judge Court Of Criminal Appeals Place 9,,ONA,Brandon Birmingham,52,13,65
Crockett,2,Judge Court Of Criminal Appeals Place 9,,ONA,David Newell,261,62,323
Crockett,3,Judge Court Of Criminal Appeals Place 9,,ONA,Brandon Birmingham,46,14,60
Crockett,3,Judge Court Of Criminal Appeals Place 9,,ONA,David Newell,284,76,360
Crockett,4,Judge Court Of Criminal Appeals Place 9,,ONA,Brandon Birmingham,56,29,85
Crockett,4,Judge Court Of Criminal Appeals Place 9,,ONA,David Newell,142,55,197
Crockett,1,Justice Supreme Court Place 6,,ONA,Jane Bland,184,41,225
Crockett,1,Justice Supreme Court Place 6,,ONA,Kathy Cheng,71,25,96
Crockett,2,Justice Supreme Court Place 6,,ONA,Jane Bland,258,62,320
Crockett,2,Justice Supreme Court Place 6,,ONA,Kathy Cheng,57,16,73
Crockett,3,Justice Supreme Court Place 6,,ONA,Jane Bland,285,76,361
Crockett,3,Justice Supreme Court Place 6,,ONA,Kathy Cheng,43,15,58
Crockett,4,Justice Supreme Court Place 6,,ONA,Jane Bland,141,58,199
Crockett,4,Justice Supreme Court Place 6,,ONA,Kathy Cheng,55,27,82
Crockett,1,Justice Supreme Court Place 7,,ONA,Jeff Boyd,184,42,226
Crockett,1,Justice Supreme Court Place 7,,ONA,Staci Williams,76,22,98
Crockett,1,Justice Supreme Court Place 7,,ONA,William Bryan Strange Iii,1,2,3
Crockett,2,Justice Supreme Court Place 7,,ONA,Jeff Boyd,252,63,315
Crockett,2,Justice Supreme Court Place 7,,ONA,Staci Williams,61,16,77
Crockett,2,Justice Supreme Court Place 7,,ONA,William Bryan Strange Iii,5,0,5
Crockett,3,Justice Supreme Court Place 7,,ONA,Jeff Boyd,274,72,346
Crockett,3,Justice Supreme Court Place 7,,ONA,Staci Williams,46,15,61
Crockett,3,Justice Supreme Court Place 7,,ONA,William Bryan Strange Iii,5,5,10
Crockett,4,Justice Supreme Court Place 7,,ONA,Jeff Boyd,139,56,195
Crockett,4,Justice Supreme Court Place 7,,ONA,Staci Williams,61,30,91
Crockett,4,Justice Supreme Court Place 7,,ONA,William Bryan Strange Iii,2,0,2
Crockett,1,Justice Supreme Court Place 8,,ONA,Brett Busby,179,43,222
