county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Yoakum,PRECINCT 101,Registered Voters,,,,1099,,,
Yoakum,PRECINCT 101,Ballots Cast,,,,281,7,134,140
Yoakum,PRECINCT 101,Ballots Cast,,REP,,263,7,131,125
Yoakum,PRECINCT 101,Ballots Cast,,DEM,,18,0,3,15
Yoakum,PRECINCT 101,President,,REP,Joe Walsh,1,0,1,0
Yoakum,PRECINCT 101,President,,REP,Bill Weld,1,0,1,0
Yoakum,PRECINCT 101,President,,REP,Matthew John Matern,0,0,0,0
Yoakum,PRECINCT 101,President,,REP,Bob Ely,0,0,0,0
Yoakum,PRECINCT 101,President,,REP,Donald J. Trump,251,7,127,117
Yoakum,PRECINCT 101,President,,REP,Zoltan G. Istvan,0,0,0,0
Yoakum,PRECINCT 101,President,,REP,Roque Rocky DeLa Fuente Guerra,2,0,1,1
Yoakum,PRECINCT 101,President,,REP,Uncommitted,5,0,0,5
Yoakum,PRECINCT 101,U.S. Senate,,REP,John Anthony Castro,33,0,15,18
Yoakum,PRECINCT 101,U.S. Senate,,REP,John Cornyn,176,4,93,79
Yoakum,PRECINCT 101,U.S. Senate,,REP,Dwayne Stovall,30,2,12,16
Yoakum,PRECINCT 101,U.S. Senate,,REP,Virgil Bierschwale,3,0,3,0
Yoakum,PRECINCT 101,U.S. Senate,,REP,Mark Yancey,10,0,4,6
Yoakum,PRECINCT 101,U.S. House,19,REP,Vance W. Boyd,25,1,11,13
Yoakum,PRECINCT 101,U.S. House,19,REP,Jodey C. Arrington,236,6,120,110
Yoakum,PRECINCT 101,Railroad Commissioner,,REP,James Jim Wright,151,3,66,82
Yoakum,PRECINCT 101,Railroad Commissioner,,REP,Ryan Sitton,99,3,58,38
Yoakum,PRECINCT 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,253,6,124,123
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,250,7,122,121
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,246,7,119,120
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,248,7,122,119
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,103,3,51,49
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,149,4,75,70
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,252,7,126,119
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,249,7,125,117
Yoakum,PRECINCT 101,"Member, State BoE, Dist 15",,REP,Jay Johnson,247,7,123,117
Yoakum,PRECINCT 101,"State Representative, Dist 88",,REP,Ken King,248,7,121,120
Yoakum,PRECINCT 101,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,248,7,122,119
Yoakum,PRECINCT 101,"Justice, 7th Ct of App Dist, Pl 4",,REP,Steven Denny,121,4,60,57
Yoakum,PRECINCT 101,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,125,3,62,60
Yoakum,PRECINCT 101,"Dist Judge, 121st Judicial Dist",,REP,John A. Trey Didway,252,7,126,119
Yoakum,PRECINCT 101,Sheriff,,REP,Charles D. Charlie Higgs,82,4,41,37
Yoakum,PRECINCT 101,Sheriff,,REP,David Bryant,180,3,90,87
Yoakum,PRECINCT 101,County Tax Assessor-Collector,,REP,Jan Parrish,257,7,127,123
Yoakum,PRECINCT 101,County Commissioner Pct 1,,REP,Woody Lindsey,244,7,117,120
Yoakum,PRECINCT 101,County Chair,,REP,Ann Saxon,255,7,127,121
Yoakum,PRECINCT 101,Proposition 1,,REP,Yes,223,5,111,107
Yoakum,PRECINCT 101,Proposition 1,,REP,No,39,2,20,17
Yoakum,PRECINCT 101,Proposition 2,,REP,Yes,220,7,110,103
Yoakum,PRECINCT 101,Proposition 2,,REP,No,40,0,19,21
Yoakum,PRECINCT 101,Proposition 3,,REP,Yes,234,7,113,114
Yoakum,PRECINCT 101,Proposition 3,,REP,No,29,0,18,11
Yoakum,PRECINCT 101,Proposition 4,,REP,Yes,238,7,123,108
Yoakum,PRECINCT 101,Proposition 4,,REP,No,21,0,7,14
Yoakum,PRECINCT 101,Proposition 5,,REP,Yes,232,7,114,111
Yoakum,PRECINCT 101,Proposition 5,,REP,No,27,0,15,12
Yoakum,PRECINCT 101,Proposition 6,,REP,Yes,244,7,122,115
Yoakum,PRECINCT 101,Proposition 6,,REP,No,17,0,8,9
Yoakum,PRECINCT 101,Proposition 7,,REP,Yes,260,7,130,123
Yoakum,PRECINCT 101,Proposition 7,,REP,No,2,0,1,1
Yoakum,PRECINCT 101,Proposition 8,,REP,Yes,256,7,129,120
Yoakum,PRECINCT 101,Proposition 8,,REP,No,5,0,2,3
Yoakum,PRECINCT 101,Proposition 9,,REP,Yes,247,7,125,115
Yoakum,PRECINCT 101,Proposition 9,,REP,No,15,0,5,10
Yoakum,PRECINCT 101,Proposition 10,,REP,Yes,235,7,118,110
Yoakum,PRECINCT 101,Proposition 10,,REP,No,25,0,11,14
Yoakum,PRECINCT 101,President,,DEM,Tom Steyer,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Amy Klobuchar,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Marianne Williamson,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Deval Patrick,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Joseph R. Biden,9,0,0,9
Yoakum,PRECINCT 101,President,,DEM,Robby Wells,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Michael Bennet,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Julian Castro,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,John K. Delaney,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Michael R. Bloomberg,1,0,0,1
Yoakum,PRECINCT 101,President,,DEM,Pete Buttigieg,1,0,1,0
Yoakum,PRECINCT 101,President,,DEM,Cory Booker,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Elizabeth Warren,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Andrew Yang,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Roque Rocky De La Fuente,0,0,0,0
Yoakum,PRECINCT 101,President,,DEM,Bernie Sanders,7,0,2,5
Yoakum,PRECINCT 101,President,,DEM,Tulsi Gabbard,0,0,0,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Chris Bell,2,0,0,2
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Michael Cooper,3,0,0,3
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Sema Hernandez,4,0,1,3
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Victor Hugo Harris,1,0,0,1
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",2,0,0,2
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Annie Mama Garcia,2,0,1,1
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Mary MJ Hegar,1,0,1,0
Yoakum,PRECINCT 101,U.S. Senate,,DEM,Royce West,2,0,0,2
Yoakum,PRECINCT 101,U.S. House,19,DEM,Tom Watson,15,0,3,12
Yoakum,PRECINCT 101,Railroad Commissioner,,DEM,Kelly Stone,2,0,1,1
Yoakum,PRECINCT 101,Railroad Commissioner,,DEM,Mark Watson,3,0,0,3
Yoakum,PRECINCT 101,Railroad Commissioner,,DEM,Roberto R. Beto Alonzo,9,0,1,8
Yoakum,PRECINCT 101,Railroad Commissioner,,DEM,Chrysta Castaneda,3,0,1,2
Yoakum,PRECINCT 101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,0,1,5
Yoakum,PRECINCT 101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,10,0,2,8
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 6",,DEM,Larry Praeger,8,0,0,8
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,8,0,3,5
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 7",,DEM,Brandy Voss,7,0,1,6
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,9,0,2,7
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 8",,DEM,Peter Kelly,7,0,0,7
Yoakum,PRECINCT 101,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,9,0,3,6
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 3",,DEM,William Pieratt Demond,3,0,0,3
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,5,0,2,3
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 3",,DEM,Dan Wood,7,0,1,6
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 4",,DEM,Steven Miears,8,0,1,7
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,8,0,2,6
Yoakum,PRECINCT 101,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,16,0,3,13
Yoakum,PRECINCT 101,"Member, State BoE, Dist 15",,DEM,John Betancourt,16,0,3,13
Yoakum,PRECINCT 101,Proposition #1,,DEM,Yes,15,0,3,12
Yoakum,PRECINCT 101,Proposition #1,,DEM,No,3,0,0,3
Yoakum,PRECINCT 101,Proposition #2,,DEM,Yes,18,0,3,15
Yoakum,PRECINCT 101,Proposition #2,,DEM,No,0,0,0,0
Yoakum,PRECINCT 101,Proposition #3,,DEM,Yes,16,0,3,13
Yoakum,PRECINCT 101,Proposition #3,,DEM,No,2,0,0,2
Yoakum,PRECINCT 101,Proposition #4,,DEM,Yes,16,0,3,13
Yoakum,PRECINCT 101,Proposition #4,,DEM,No,2,0,0,2
Yoakum,PRECINCT 101,Proposition #5,,DEM,Yes,17,0,3,14
Yoakum,PRECINCT 101,Proposition #5,,DEM,No,1,0,0,1
Yoakum,PRECINCT 101,Proposition #6,,DEM,Yes,17,0,3,14
Yoakum,PRECINCT 101,Proposition #6,,DEM,No,1,0,0,1
Yoakum,PRECINCT 101,Proposition #7,,DEM,Yes,15,0,3,12
Yoakum,PRECINCT 101,Proposition #7,,DEM,No,3,0,0,3
Yoakum,PRECINCT 101,Proposition #8,,DEM,Yes,14,0,3,11
Yoakum,PRECINCT 101,Proposition #8,,DEM,No,4,0,0,4
Yoakum,PRECINCT 101,Proposition #9,,DEM,Yes,15,0,3,12
Yoakum,PRECINCT 101,Proposition #9,,DEM,No,2,0,0,2
Yoakum,PRECINCT 101,Proposition #10,,DEM,Yes,16,0,3,13
Yoakum,PRECINCT 101,Proposition #10,,DEM,No,1,0,0,1
Yoakum,PRECINCT 101,Proposition #11,,DEM,Yes,12,0,2,10
Yoakum,PRECINCT 101,Proposition #11,,DEM,No,5,0,1,4
Yoakum,PRECINCT 202,Registered Voters,,,,1112,,,
Yoakum,PRECINCT 202,Ballots Cast,,,,305,11,137,157
Yoakum,PRECINCT 202,Ballots Cast,,REP,,285,10,131,144
Yoakum,PRECINCT 202,Ballots Cast,,DEM,,20,1,6,13
Yoakum,PRECINCT 202,President,,REP,Joe Walsh,1,0,1,0
Yoakum,PRECINCT 202,President,,REP,Bill Weld,1,0,1,0
Yoakum,PRECINCT 202,President,,REP,Matthew John Matern,0,0,0,0
Yoakum,PRECINCT 202,President,,REP,Bob Ely,0,0,0,0
Yoakum,PRECINCT 202,President,,REP,Donald J. Trump,276,10,129,137
Yoakum,PRECINCT 202,President,,REP,Zoltan G. Istvan,0,0,0,0
Yoakum,PRECINCT 202,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,0,1
Yoakum,PRECINCT 202,President,,REP,Uncommitted,3,0,0,3
Yoakum,PRECINCT 202,U.S. Senate,,REP,John Anthony Castro,24,0,11,13
Yoakum,PRECINCT 202,U.S. Senate,,REP,John Cornyn,200,10,92,98
Yoakum,PRECINCT 202,U.S. Senate,,REP,Dwayne Stovall,38,0,20,18
Yoakum,PRECINCT 202,U.S. Senate,,REP,Virgil Bierschwale,5,0,2,3
Yoakum,PRECINCT 202,U.S. Senate,,REP,Mark Yancey,7,0,2,5
Yoakum,PRECINCT 202,U.S. House,19,REP,Vance W. Boyd,26,0,10,16
Yoakum,PRECINCT 202,U.S. House,19,REP,Jodey C. Arrington,253,10,119,124
Yoakum,PRECINCT 202,Railroad Commissioner,,REP,James Jim Wright,165,8,70,87
Yoakum,PRECINCT 202,Railroad Commissioner,,REP,Ryan Sitton,109,2,58,49
Yoakum,PRECINCT 202,"Chief Justice, Supreme Court",,REP,Nathan Hecht,266,9,123,134
Yoakum,PRECINCT 202,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,265,9,123,133
Yoakum,PRECINCT 202,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,265,9,124,132
Yoakum,PRECINCT 202,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,264,9,124,131
Yoakum,PRECINCT 202,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,88,6,43,39
Yoakum,PRECINCT 202,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,183,3,84,96
Yoakum,PRECINCT 202,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,262,8,123,131
