county,precinct,office,distict,candidate,party,votes,early_voting,election_day,mail,provisional
Gonzales,5,U.S. Senate,,Sema Hernandez,DEM,2,0,2,0,0
Gonzales,5,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,0,0,0,0,0
Gonzales,5,U.S. House,27,Charlie Jackson,DEM,0,0,0,0,0
Gonzales,5,US Representative,34,Filemon B. Vela,DEM,16,2,13,1,0
Gonzales,5,US Representative,34,Diego Zavala,DEM,14,2,11,1,0
Gonzales,5,US Representative,34,Osbert Rodriguez Haro III,DEM,7,2,3,2,0
Gonzales,5,Railroad Commissioner,,Mark Watson,DEM,10,0,9,1,0
Gonzales,5,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,5,2,2,1,0
Gonzales,5,Railroad Commissioner,,Kelly Stone,DEM,15,3,10,2,0
Gonzales,5,Railroad Commissioner,,Chrysta Castaneda,DEM,8,1,6,1,0
Gonzales,5,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,7,1,5,1,0
Gonzales,5,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,31,6,21,4,0
Gonzales,5,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,12,2,8,2,0
Gonzales,5,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,27,5,19,3,0
Gonzales,5,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,17,2,14,1,0
Gonzales,5,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,22,5,13,4,0
Gonzales,5,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,20,2,15,3,0
Gonzales,5,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,18,5,11,2,0
Gonzales,5,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,26,4,18,4,0
Gonzales,5,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,3,0,3,0,0
Gonzales,5,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,10,3,6,1,0
Gonzales,5,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,12,2,9,1,0
Gonzales,5,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,26,5,17,4,0
Gonzales,5,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,35,6,25,4,0
Gonzales,5,State Senate,18,Michael Antalan,DEM,36,6,26,4,0
Gonzales,5,State Representative,17,Madeline Eden,DEM,37,6,26,5,0
Gonzales,5,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,38,7,26,5,0
Gonzales,5,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,38,7,26,5,0
Gonzales,5,Sheriff,,Floyd Tolliver,DEM,14,1,12,1,0
Gonzales,5,Sheriff,,Clay Allen III,DEM,25,7,15,3,0
Gonzales,5,County Chair,,Yolanda Messman,DEM,38,7,26,5,0
Gonzales,5,Proposition #1,,Yes,DEM,37,6,26,5,0
Gonzales,5,Proposition #1,,No,DEM,3,2,1,0,0
Gonzales,5,Proposition #2,,Yes,DEM,36,5,26,5,0
Gonzales,5,Proposition #2,,No,DEM,4,3,1,0,0
Gonzales,5,Proposition #3,,Yes,DEM,38,6,27,5,0
Gonzales,5,Proposition #3,,No,DEM,2,2,0,0,0
Gonzales,5,Proposition #4,,Yes,DEM,36,5,26,5,0
Gonzales,5,Proposition #4,,No,DEM,4,3,1,0,0
Gonzales,5,Proposition #5,,Yes,DEM,38,6,27,5,0
Gonzales,5,Proposition #5,,No,DEM,2,2,0,0,0
Gonzales,5,Proposition #6,,Yes,DEM,37,6,26,5,0
Gonzales,5,Proposition #6,,No,DEM,2,1,1,0,0
Gonzales,5,Proposition #7,,Yes,DEM,37,6,26,5,0
Gonzales,5,Proposition #7,,No,DEM,3,2,1,0,0
Gonzales,5,Proposition #8,,Yes,DEM,38,6,27,5,0
Gonzales,5,Proposition #8,,No,DEM,2,2,0,0,0
Gonzales,5,Proposition #9,,Yes,DEM,38,6,27,5,0
Gonzales,5,Proposition #9,,No,DEM,2,2,0,0,0
Gonzales,5,Proposition #10,,Yes,DEM,36,6,26,4,0
Gonzales,5,Proposition #10,,No,DEM,3,2,1,0,0
Gonzales,5,Proposition #11,,Yes,DEM,37,6,26,5,0
Gonzales,5,Proposition #11,,No,DEM,2,1,1,0,0
Gonzales,6,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,6,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,6,President,,Michael R. Bloomberg,DEM,4,3,0,1,0
Gonzales,6,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,6,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,6,President,,Bernie Sanders,DEM,1,0,1,0,0
Gonzales,6,President,,Tom Steyer,DEM,0,0,0,0,0
Gonzales,6,President,,Julian Castro,DEM,0,0,0,0,0
Gonzales,6,President,,Elizabeth Warren,DEM,1,0,0,1,0
Gonzales,6,President,,Amy Klobuchar,DEM,1,0,0,1,0
Gonzales,6,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,6,President,,Joseph R. Biden,DEM,11,3,8,0,0
Gonzales,6,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,6,President,,Tulsi Gabbard,DEM,1,0,1,0,0
Gonzales,6,President,,Marianne Williamson,DEM,0,0,0,0,0
Gonzales,6,President,,Pete Buttigieg,DEM,0,0,0,0,0
Gonzales,6,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,6,U.S. Senate,,D. R. Hunter,DEM,2,0,2,0,0
Gonzales,6,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,1,1,1,0
Gonzales,6,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Gonzales,6,U.S. Senate,,Michael Cooper,DEM,1,0,0,1,0
Gonzales,6,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,1,0,1,0,0
Gonzales,6,U.S. Senate,,Mary (MJ) Hegar,DEM,3,1,2,0,0
Gonzales,6,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,1,0,0
Gonzales,6,U.S. Senate,,Amanda K. Edwards,DEM,3,1,2,0,0
Gonzales,6,U.S. Senate,,Royce West,DEM,0,0,0,0,0
Gonzales,6,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Gonzales,6,U.S. Senate,,Chris Bell,DEM,1,1,0,0,0
Gonzales,6,U.S. Senate,,Sema Hernandez,DEM,1,1,0,0,0
Gonzales,6,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,0,0,0,0,0
Gonzales,6,U.S. House,27,Charlie Jackson,DEM,0,0,0,0,0
Gonzales,6,US Representative,34,Filemon B. Vela,DEM,6,2,4,0,0
Gonzales,6,US Representative,34,Diego Zavala,DEM,7,4,2,1,0
Gonzales,6,US Representative,34,Osbert Rodriguez Haro III,DEM,2,0,1,1,0
Gonzales,6,Railroad Commissioner,,Mark Watson,DEM,6,3,2,1,0
Gonzales,6,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,1,1,1,0
Gonzales,6,Railroad Commissioner,,Kelly Stone,DEM,1,0,1,0,0
Gonzales,6,Railroad Commissioner,,Chrysta Castaneda,DEM,4,2,2,0,0
Gonzales,6,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,5,0,4,1,0
Gonzales,6,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,10,6,3,1,0
Gonzales,6,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,4,1,2,1,0
Gonzales,6,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,11,5,5,1,0
Gonzales,6,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,4,3,1,0,0
Gonzales,6,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,11,3,6,2,0
Gonzales,6,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,5,2,3,0,0
Gonzales,6,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,10,4,4,2,0
Gonzales,6,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,8,3,4,1,0
Gonzales,6,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,1,1,0,0,0
Gonzales,6,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,5,2,3,0,0
Gonzales,6,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,5,2,2,1,0
Gonzales,6,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,11,4,5,2,0
Gonzales,6,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,14,5,7,2,0
Gonzales,6,State Senate,18,Michael Antalan,DEM,15,6,7,2,0
Gonzales,6,State Representative,17,Madeline Eden,DEM,15,6,7,2,0
Gonzales,6,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,16,6,7,3,0
Gonzales,6,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,15,6,7,2,0
Gonzales,6,Sheriff,,Floyd Tolliver,DEM,9,2,7,0,0
Gonzales,6,Sheriff,,Clay Allen III,DEM,9,4,2,3,0
Gonzales,6,County Chair,,Yolanda Messman,DEM,17,6,8,3,0
Gonzales,6,Proposition #1,,Yes,DEM,15,5,7,3,0
Gonzales,6,Proposition #1,,No,DEM,3,1,2,0,0
Gonzales,6,Proposition #2,,Yes,DEM,14,5,7,2,0
Gonzales,6,Proposition #2,,No,DEM,3,1,2,0,0
Gonzales,6,Proposition #3,,Yes,DEM,16,6,8,2,0
Gonzales,6,Proposition #3,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #4,,Yes,DEM,15,6,7,2,0
Gonzales,6,Proposition #4,,No,DEM,2,0,2,0,0
Gonzales,6,Proposition #5,,Yes,DEM,17,6,8,3,0
Gonzales,6,Proposition #5,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #6,,Yes,DEM,17,6,8,3,0
Gonzales,6,Proposition #6,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #7,,Yes,DEM,17,6,9,2,0
Gonzales,6,Proposition #7,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #8,,Yes,DEM,16,6,8,2,0
Gonzales,6,Proposition #8,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #9,,Yes,DEM,14,5,7,2,0
Gonzales,6,Proposition #9,,No,DEM,2,1,1,0,0
Gonzales,6,Proposition #10,,Yes,DEM,17,6,8,3,0
Gonzales,6,Proposition #10,,No,DEM,1,0,1,0,0
Gonzales,6,Proposition #11,,Yes,DEM,13,5,6,2,0
Gonzales,6,Proposition #11,,No,DEM,3,1,2,0,0
Gonzales,7,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,7,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,7,President,,Michael R. Bloomberg,DEM,3,3,0,0,0
Gonzales,7,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,7,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,7,President,,Bernie Sanders,DEM,5,4,1,0,0
Gonzales,7,President,,Tom Steyer,DEM,1,1,0,0,0
Gonzales,7,President,,Julian Castro,DEM,0,0,0,0,0
Gonzales,7,President,,Elizabeth Warren,DEM,0,0,0,0,0
Gonzales,7,President,,Amy Klobuchar,DEM,0,0,0,0,0
Gonzales,7,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,7,President,,Joseph R. Biden,DEM,3,0,1,2,0
Gonzales,7,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,7,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,7,President,,Marianne Williamson,DEM,1,0,1,0,0
Gonzales,7,President,,Pete Buttigieg,DEM,2,2,0,0,0
Gonzales,7,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,D. R. Hunter,DEM,1,1,0,0,0
Gonzales,7,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,1,0,0
Gonzales,7,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,Michael Cooper,DEM,3,1,0,2,0
Gonzales,7,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,Mary (MJ) Hegar,DEM,5,4,1,0,0
Gonzales,7,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,1,1,0,0
Gonzales,7,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,Royce West,DEM,2,1,1,0,0
Gonzales,7,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,Chris Bell,DEM,0,0,0,0,0
Gonzales,7,U.S. Senate,,Sema Hernandez,DEM,2,2,0,0,0
Gonzales,7,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,7,3,2,2,0
Gonzales,7,U.S. House,27,Charlie Jackson,DEM,9,7,2,0,0
Gonzales,7,US Representative,34,Filemon B. Vela,DEM,0,0,0,0,0
Gonzales,7,US Representative,34,Diego Zavala,DEM,0,0,0,0,0
Gonzales,7,US Representative,34,Osbert Rodriguez Haro III,DEM,0,0,0,0,0
Gonzales,7,Railroad Commissioner,,Mark Watson,DEM,4,2,2,0,0
Gonzales,7,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,1,0,0
Gonzales,7,Railroad Commissioner,,Kelly Stone,DEM,8,5,1,2,0
Gonzales,7,Railroad Commissioner,,Chrysta Castaneda,DEM,3,3,0,0,0
Gonzales,7,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,2,2,0,0,0
Gonzales,7,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,14,8,4,2,0
Gonzales,7,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,6,3,3,0,0
Gonzales,7,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,10,7,1,2,0
Gonzales,7,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,6,3,3,0,0
Gonzales,7,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,9,6,1,2,0
Gonzales,7,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,5,1,2,2,0
Gonzales,7,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,10,9,1,0,0
Gonzales,7,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,9,6,3,0,0
Gonzales,7,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,4,2,0,2,0
Gonzales,7,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,2,2,0,0,0
Gonzales,7,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,3,2,1,0,0
Gonzales,7,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,12,8,2,2,0
Gonzales,7,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,12,7,3,2,0
Gonzales,7,State Senate,18,Michael Antalan,DEM,13,8,3,2,0
Gonzales,7,State Representative,17,Madeline Eden,DEM,14,9,3,2,0
Gonzales,7,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,15,9,4,2,0
Gonzales,7,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,14,9,3,2,0
Gonzales,7,Sheriff,,Floyd Tolliver,DEM,7,5,2,0,0
Gonzales,7,Sheriff,,Clay Allen III,DEM,8,4,2,2,0
Gonzales,7,County Chair,,Yolanda Messman,DEM,14,9,3,2,0
Gonzales,7,Proposition #1,,Yes,DEM,14,9,3,2,0
Gonzales,7,Proposition #1,,No,DEM,2,1,1,0,0
Gonzales,7,Proposition #2,,Yes,DEM,12,7,3,2,0
Gonzales,7,Proposition #2,,No,DEM,4,3,1,0,0
Gonzales,7,Proposition #3,,Yes,DEM,15,10,3,2,0
Gonzales,7,Proposition #3,,No,DEM,1,0,1,0,0
Gonzales,7,Proposition #4,,Yes,DEM,14,9,3,2,0
Gonzales,7,Proposition #4,,No,DEM,2,1,1,0,0
Gonzales,7,Proposition #5,,Yes,DEM,15,10,3,2,0
Gonzales,7,Proposition #5,,No,DEM,1,0,1,0,0
Gonzales,7,Proposition #6,,Yes,DEM,16,10,4,2,0
Gonzales,7,Proposition #6,,No,DEM,0,0,0,0,0
Gonzales,7,Proposition #7,,Yes,DEM,15,10,3,2,0
Gonzales,7,Proposition #7,,No,DEM,0,0,0,0,0
Gonzales,7,Proposition #8,,Yes,DEM,14,9,3,2,0
Gonzales,7,Proposition #8,,No,DEM,2,1,1,0,0
Gonzales,7,Proposition #9,,Yes,DEM,16,10,4,2,0
Gonzales,7,Proposition #9,,No,DEM,0,0,0,0,0
Gonzales,7,Proposition #10,,Yes,DEM,14,10,2,2,0
Gonzales,7,Proposition #10,,No,DEM,2,0,2,0,0
Gonzales,7,Proposition #11,,Yes,DEM,13,8,3,2,0
Gonzales,7,Proposition #11,,No,DEM,3,2,1,0,0
Gonzales,8,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,8,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,8,President,,Michael R. Bloomberg,DEM,2,1,1,0,0
Gonzales,8,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,8,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,8,President,,Bernie Sanders,DEM,4,3,1,0,0
Gonzales,8,President,,Tom Steyer,DEM,0,0,0,0,0
Gonzales,8,President,,Julian Castro,DEM,0,0,0,0,0
Gonzales,8,President,,Elizabeth Warren,DEM,2,2,0,0,0
Gonzales,8,President,,Amy Klobuchar,DEM,0,0,0,0,0
Gonzales,8,President,,Michael Bennet,DEM,0,0,0,0,0
Gonzales,8,President,,Joseph R. Biden,DEM,9,2,7,0,0
Gonzales,8,President,,Andrew Yang,DEM,0,0,0,0,0
Gonzales,8,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,8,President,,Marianne Williamson,DEM,1,1,0,0,0
Gonzales,8,President,,Pete Buttigieg,DEM,1,1,0,0,0
Gonzales,8,President,,Deval Patrick,DEM,0,0,0,0,0
Gonzales,8,U.S. Senate,,D. R. Hunter,DEM,1,1,0,0,0
Gonzales,8,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,2,1,0,0
Gonzales,8,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Gonzales,8,U.S. Senate,,Michael Cooper,DEM,0,0,0,0,0
Gonzales,8,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,2,0,0,0
Gonzales,8,U.S. Senate,,Mary (MJ) Hegar,DEM,5,2,3,0,0
Gonzales,8,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0,0
Gonzales,8,U.S. Senate,,Amanda K. Edwards,DEM,1,1,0,0,0
Gonzales,8,U.S. Senate,,Royce West,DEM,1,0,1,0,0
Gonzales,8,U.S. Senate,,Victor Hugo Harris,DEM,1,1,0,0,0
Gonzales,8,U.S. Senate,,Chris Bell,DEM,1,0,1,0,0
Gonzales,8,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0,0
Gonzales,8,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,14,11,3,0,0
Gonzales,8,U.S. House,27,Charlie Jackson,DEM,3,1,2,0,0
Gonzales,8,US Representative,34,Filemon B. Vela,DEM,0,0,0,0,0
Gonzales,8,US Representative,34,Diego Zavala,DEM,0,0,0,0,0
Gonzales,8,US Representative,34,Osbert Rodriguez Haro III,DEM,0,0,0,0,0
Gonzales,8,Railroad Commissioner,,Mark Watson,DEM,4,2,2,0,0
Gonzales,8,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,6,0,0,0
Gonzales,8,Railroad Commissioner,,Kelly Stone,DEM,3,2,1,0,0
Gonzales,8,Railroad Commissioner,,Chrysta Castaneda,DEM,4,2,2,0,0
Gonzales,8,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,3,3,0,0,0
Gonzales,8,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,14,9,5,0,0
Gonzales,8,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,5,4,1,0,0
Gonzales,8,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,12,8,4,0,0
Gonzales,8,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,3,2,1,0,0
Gonzales,8,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,14,10,4,0,0
Gonzales,8,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,3,3,0,0,0
Gonzales,8,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,13,8,5,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,14,10,4,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,0,0,0,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,3,2,1,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,6,6,0,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,11,6,5,0,0
Gonzales,8,"Judge, Ct of Crim App, Pl 9",,Brandon Birmingham,DEM,16,11,5,0,0
Gonzales,8,State Senate,18,Michael Antalan,DEM,16,11,5,0,0
Gonzales,8,State Representative,17,Madeline Eden,DEM,16,10,6,0,0
Gonzales,8,"Justice, 13 Ct of App Dist, Pl 4",,Migdalia Lopez,DEM,16,10,6,0,0
Gonzales,8,"Justice, 13 Ct of App Dist, Pl 6",,Nereida Lopez-Singleterry,DEM,18,12,6,0,0
Gonzales,8,Sheriff,,Floyd Tolliver,DEM,13,8,5,0,0
Gonzales,8,Sheriff,,Clay Allen III,DEM,4,4,0,0,0
Gonzales,8,County Chair,,Yolanda Messman,DEM,18,12,6,0,0
Gonzales,8,Proposition #1,,Yes,DEM,20,12,8,0,0
Gonzales,8,Proposition #1,,No,DEM,1,0,1,0,0
Gonzales,8,Proposition #2,,Yes,DEM,19,11,8,0,0
Gonzales,8,Proposition #2,,No,DEM,2,1,1,0,0
Gonzales,8,Proposition #3,,Yes,DEM,20,12,8,0,0
Gonzales,8,Proposition #3,,No,DEM,1,0,1,0,0
Gonzales,8,Proposition #4,,Yes,DEM,20,12,8,0,0
Gonzales,8,Proposition #4,,No,DEM,1,0,1,0,0
Gonzales,8,Proposition #5,,Yes,DEM,21,12,9,0,0
Gonzales,8,Proposition #5,,No,DEM,0,0,0,0,0
Gonzales,8,Proposition #6,,Yes,DEM,20,11,9,0,0
Gonzales,8,Proposition #6,,No,DEM,1,1,0,0,0
Gonzales,8,Proposition #7,,Yes,DEM,20,11,9,0,0
Gonzales,8,Proposition #7,,No,DEM,1,1,0,0,0
Gonzales,8,Proposition #8,,Yes,DEM,20,11,9,0,0
Gonzales,8,Proposition #8,,No,DEM,1,1,0,0,0
Gonzales,8,Proposition #9,,Yes,DEM,20,11,9,0,0
Gonzales,8,Proposition #9,,No,DEM,0,0,0,0,0
Gonzales,8,Proposition #10,,Yes,DEM,19,11,8,0,0
Gonzales,8,Proposition #10,,No,DEM,1,0,1,0,0
Gonzales,8,Proposition #11,,Yes,DEM,19,11,8,0,0
Gonzales,8,Proposition #11,,No,DEM,1,0,1,0,0
Gonzales,9,President,,Cory Booker,DEM,0,0,0,0,0
Gonzales,9,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Gonzales,9,President,,Michael R. Bloomberg,DEM,18,6,7,5,0
Gonzales,9,President,,Robby Wells,DEM,0,0,0,0,0
Gonzales,9,President,,John K. Delaney,DEM,0,0,0,0,0
Gonzales,9,President,,Bernie Sanders,DEM,31,11,16,4,0
Gonzales,9,President,,Tom Steyer,DEM,2,2,0,0,0
Gonzales,9,President,,Julian Castro,DEM,4,4,0,0,0
Gonzales,9,President,,Elizabeth Warren,DEM,6,3,3,0,0
Gonzales,9,President,,Amy Klobuchar,DEM,0,0,0,0,0
Gonzales,9,President,,Michael Bennet,DEM,1,1,0,0,0
Gonzales,9,President,,Joseph R. Biden,DEM,40,10,27,3,0
Gonzales,9,President,,Andrew Yang,DEM,1,0,1,0,0
Gonzales,9,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Gonzales,9,President,,Marianne Williamson,DEM,2,1,1,0,0
Gonzales,9,President,,Pete Buttigieg,DEM,2,2,0,0,0
Gonzales,9,President,,Deval Patrick,DEM,1,0,1,0,0
Gonzales,9,U.S. Senate,,D. R. Hunter,DEM,9,2,7,0,0
Gonzales,9,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,29,7,21,1,0
Gonzales,9,U.S. Senate,,Adrian Ocegueda,DEM,3,2,1,0,0
Gonzales,9,U.S. Senate,,Michael Cooper,DEM,7,3,4,0,0
Gonzales,9,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,13,7,5,1,0
Gonzales,9,U.S. Senate,,Mary (MJ) Hegar,DEM,13,5,8,0,0
Gonzales,9,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0,0
Gonzales,9,U.S. Senate,,Amanda K. Edwards,DEM,4,1,2,1,0
Gonzales,9,U.S. Senate,,Royce West,DEM,5,1,1,3,0
Gonzales,9,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Gonzales,9,U.S. Senate,,Chris Bell,DEM,4,2,1,1,0
Gonzales,9,U.S. Senate,,Sema Hernandez,DEM,3,2,1,0,0
Gonzales,9,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,60,23,33,4,0
Gonzales,9,U.S. House,27,Charlie Jackson,DEM,28,8,15,5,0
Gonzales,9,US Representative,34,Filemon B. Vela,DEM,0,0,0,0,0
Gonzales,9,US Representative,34,Diego Zavala,DEM,0,0,0,0,0
Gonzales,9,US Representative,34,Osbert Rodriguez Haro III,DEM,0,0,0,0,0
Gonzales,9,Railroad Commissioner,,Mark Watson,DEM,22,10,9,3,0
Gonzales,9,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,31,8,20,3,0
Gonzales,9,Railroad Commissioner,,Kelly Stone,DEM,18,6,12,0,0
Gonzales,9,Railroad Commissioner,,Chrysta Castaneda,DEM,21,7,11,3,0
Gonzales,9,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,41,19,19,3,0
Gonzales,9,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,48,12,29,7,0
Gonzales,9,"Justice, Supreme Court, Pl 6",,Larry Praeger,DEM,38,15,20,3,0
Gonzales,9,"Justice, Supreme Court, Pl 6",,Kathy Cheng,DEM,57,18,32,7,0
Gonzales,9,"Justice, Supreme Court, Pl 7",,Brandy Voss,DEM,39,11,22,6,0
Gonzales,9,"Justice, Supreme Court, Pl 7",,Staci Williams,DEM,54,20,31,3,0
Gonzales,9,"Justice, Supreme Court, Pl 8",,Peter Kelly,DEM,40,17,19,4,0
Gonzales,9,"Justice, Supreme Court, Pl 8",,Gisela D. Triana,DEM,54,16,32,6,0
Gonzales,9,"Judge, Ct of Crim App, Pl 3",,Elizabeth Davis Frizell,DEM,51,17,30,4,0
Gonzales,9,"Judge, Ct of Crim App, Pl 3",,William Pieratt Demond,DEM,20,8,10,2,0
Gonzales,9,"Judge, Ct of Crim App, Pl 3",,Dan Wood,DEM,23,8,12,3,0
Gonzales,9,"Judge, Ct of Crim App, Pl 4",,Steven Miears,DEM,28,8,15,5,0
Gonzales,9,"Judge, Ct of Crim App, Pl 4",,Tina Clinton,DEM,64,24,35,5,0
