county,precinct,office,district,candidate,party,early_voting,election_day,votes
Dawson,Precinct 1,Ballots Cast,,,,,,479
Dawson,Precinct 1,President,,John K. Delaney,DEM,4,2,6
Dawson,Precinct 1,President,,Joseph R. Biden,DEM,13,14,27
Dawson,Precinct 1,President,,Pete Buttigieg,DEM,3,1,4
Dawson,Precinct 1,President,,Michael R. Bloomberg,DEM,20,16,36
Dawson,Precinct 1,President,,Tulsi Gabbard,DEM,0,0,0
Dawson,Precinct 1,President,,Elizabeth Warren,DEM,2,4,6
Dawson,Precinct 1,President,,Andrew Yang,DEM,0,1,1
Dawson,Precinct 1,President,,Robby Wells,DEM,0,0,0
Dawson,Precinct 1,President,,Deval Patrick,DEM,0,0,0
Dawson,Precinct 1,President,,Bernie Sanders,DEM,10,16,26
Dawson,Precinct 1,President,,Tom Steyer,DEM,2,1,3
Dawson,Precinct 1,President,,Marianne Williamson,DEM,0,0,0
Dawson,Precinct 1,President,,Michael Bennet,DEM,1,0,1
Dawson,Precinct 1,President,,Julian Castro,DEM,4,4,8
Dawson,Precinct 1,President,,Cory Booker,DEM,1,0,1
Dawson,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",DEM,2,0,2
Dawson,Precinct 1,President,,Amy Klobuchar,DEM,0,0,0
Dawson,Precinct 1,President,,Over Votes,DEM,0,0,0
Dawson,Precinct 1,President,,Under Votes,DEM,10,12,22
Dawson,Precinct 1,U.S. Senate,,Royce West,DEM,5,3,8
Dawson,Precinct 1,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,17,16,33
Dawson,Precinct 1,U.S. Senate,,Michael Cooper,DEM,3,5,8
Dawson,Precinct 1,U.S. Senate,,Victor Hugo Harris,DEM,4,2,6
Dawson,Precinct 1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,4,9
Dawson,Precinct 1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,1,1,2
Dawson,Precinct 1,U.S. Senate,,Sema Hernandez,DEM,10,10,20
Dawson,Precinct 1,U.S. Senate,,Chris Bell,DEM,5,4,9
Dawson,Precinct 1,U.S. Senate,,Adrian Ocegueda,DEM,2,0,2
Dawson,Precinct 1,U.S. Senate,,Jack Daniel Foster Jr,DEM,1,2,3
Dawson,Precinct 1,U.S. Senate,,Amanda K. Edwards,DEM,2,2,4
Dawson,Precinct 1,U.S. Senate,,D. R. Hunter,DEM,1,1,2
Dawson,Precinct 1,U.S. Senate,,Over Votes,DEM,0,0,0
Dawson,Precinct 1,U.S. Senate,,Under Votes,DEM,16,21,37
Dawson,Precinct 1,U.S. House,11,Jon Mark Hogg,DEM,35,31,66
Dawson,Precinct 1,U.S. House,11,Over Votes,DEM,0,0,0
Dawson,Precinct 1,U.S. House,11,Under Votes,DEM,37,40,77
Dawson,Precinct 1,Railroad Commissioner,,Kelly Stone,DEM,4,6,10
Dawson,Precinct 1,Railroad Commissioner,,Mark Watson,DEM,8,1,9
Dawson,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,23,18,41
Dawson,Precinct 1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,20,20,40
Dawson,Precinct 1,Railroad Commissioner,,Over Votes,DEM,0,0,0
Dawson,Precinct 1,Railroad Commissioner,,Under Votes,DEM,17,26,43
Dawson,Precinct 2,Ballots Cast,,,,,,399
Dawson,Precinct 2,President,,John K. Delaney,DEM,0,1,1
Dawson,Precinct 2,President,,Joseph R. Biden,DEM,11,13,24
Dawson,Precinct 2,President,,Pete Buttigieg,DEM,2,0,2
Dawson,Precinct 2,President,,Michael R. Bloomberg,DEM,16,9,25
Dawson,Precinct 2,President,,Tulsi Gabbard,DEM,1,0,1
Dawson,Precinct 2,President,,Elizabeth Warren,DEM,4,0,4
Dawson,Precinct 2,President,,Andrew Yang,DEM,1,1,2
Dawson,Precinct 2,President,,Robby Wells,DEM,0,0,0
Dawson,Precinct 2,President,,Deval Patrick,DEM,0,0,0
Dawson,Precinct 2,President,,Bernie Sanders,DEM,5,11,16
Dawson,Precinct 2,President,,Tom Steyer,DEM,0,0,0
Dawson,Precinct 2,President,,Marianne Williamson,DEM,0,0,0
Dawson,Precinct 2,President,,Michael Bennet,DEM,0,0,0
Dawson,Precinct 2,President,,Julian Castro,DEM,0,1,1
Dawson,Precinct 2,President,,Cory Booker,DEM,0,1,1
Dawson,Precinct 2,President,,"Roque ""Rocky"" De La Fuente",DEM,3,0,3
Dawson,Precinct 2,President,,Amy Klobuchar,DEM,0,0,0
Dawson,Precinct 2,President,,Over Votes,DEM,0,0,0
Dawson,Precinct 2,President,,Under Votes,DEM,0,3,3
Dawson,Precinct 2,U.S. Senate,,Royce West,DEM,3,3,6
Dawson,Precinct 2,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,14,16,30
Dawson,Precinct 2,U.S. Senate,,Michael Cooper,DEM,1,0,1
Dawson,Precinct 2,U.S. Senate,,Victor Hugo Harris,DEM,2,0,2
Dawson,Precinct 2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,5,10
Dawson,Precinct 2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,2,4
Dawson,Precinct 2,U.S. Senate,,Sema Hernandez,DEM,9,5,14
Dawson,Precinct 2,U.S. Senate,,Chris Bell,DEM,3,3,6
Dawson,Precinct 2,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
Dawson,Precinct 2,U.S. Senate,,Jack Daniel Foster Jr,DEM,0,0,0
Dawson,Precinct 2,U.S. Senate,,Amanda K. Edwards,DEM,0,1,1
Dawson,Precinct 2,U.S. Senate,,D. R. Hunter,DEM,0,0,0
Dawson,Precinct 2,U.S. Senate,,Over Votes,DEM,0,0,0
Dawson,Precinct 2,U.S. Senate,,Under Votes,DEM,4,5,9
Dawson,Precinct 2,U.S. House,11,Jon Mark Hogg,DEM,31,32,63
Dawson,Precinct 2,U.S. House,11,Over Votes,DEM,0,0,0
Dawson,Precinct 2,U.S. House,11,Under Votes,DEM,12,8,20
Dawson,Precinct 2,Railroad Commissioner,,Kelly Stone,DEM,7,1,8
Dawson,Precinct 2,Railroad Commissioner,,Mark Watson,DEM,3,4,7
Dawson,Precinct 2,Railroad Commissioner,,Chrysta Castaneda,DEM,13,14,27
Dawson,Precinct 2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,16,16,32
Dawson,Precinct 2,Railroad Commissioner,,Over Votes,DEM,0,0,0
Dawson,Precinct 2,Railroad Commissioner,,Under Votes,DEM,4,5,9
Dawson,Precinct 3,Ballots Cast,,,,,,705
Dawson,Precinct 3,President,,John K. Delaney,DEM,0,2,2
Dawson,Precinct 3,President,,Joseph R. Biden,DEM,4,20,24
Dawson,Precinct 3,President,,Pete Buttigieg,DEM,5,0,5
Dawson,Precinct 3,President,,Michael R. Bloomberg,DEM,8,5,13
Dawson,Precinct 3,President,,Tulsi Gabbard,DEM,0,0,0
Dawson,Precinct 3,President,,Elizabeth Warren,DEM,5,0,5
Dawson,Precinct 3,President,,Andrew Yang,DEM,0,0,0
Dawson,Precinct 3,President,,Robby Wells,DEM,0,0,0
Dawson,Precinct 3,President,,Deval Patrick,DEM,0,0,0
Dawson,Precinct 3,President,,Bernie Sanders,DEM,5,10,15
Dawson,Precinct 3,President,,Tom Steyer,DEM,0,0,0
Dawson,Precinct 3,President,,Marianne Williamson,DEM,0,0,0
Dawson,Precinct 3,President,,Michael Bennet,DEM,0,1,1
Dawson,Precinct 3,President,,Julian Castro,DEM,1,0,1
Dawson,Precinct 3,President,,Cory Booker,DEM,0,0,0
Dawson,Precinct 3,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
Dawson,Precinct 3,President,,Amy Klobuchar,DEM,0,0,0
Dawson,Precinct 3,President,,Over Votes,DEM,0,0,0
Dawson,Precinct 3,President,,Under Votes,DEM,1,1,2
Dawson,Precinct 3,U.S. Senate,,Royce West,DEM,1,1,2
Dawson,Precinct 3,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,18,22
Dawson,Precinct 3,U.S. Senate,,Michael Cooper,DEM,5,2,7
Dawson,Precinct 3,U.S. Senate,,Victor Hugo Harris,DEM,1,0,1
Dawson,Precinct 3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,7,3,10
Dawson,Precinct 3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,1,0,1
Dawson,Precinct 3,U.S. Senate,,Sema Hernandez,DEM,2,2,4
Dawson,Precinct 3,U.S. Senate,,Chris Bell,DEM,0,4,4
Dawson,Precinct 3,U.S. Senate,,Adrian Ocegueda,DEM,1,1,2
Dawson,Precinct 3,U.S. Senate,,Jack Daniel Foster Jr,DEM,0,0,0
Dawson,Precinct 3,U.S. Senate,,Amanda K. Edwards,DEM,3,5,8
Dawson,Precinct 3,U.S. Senate,,D. R. Hunter,DEM,1,0,1
Dawson,Precinct 3,U.S. Senate,,Over Votes,DEM,0,0,0
Dawson,Precinct 3,U.S. Senate,,Under Votes,DEM,3,3,6
Dawson,Precinct 3,U.S. House,11,Jon Mark Hogg,DEM,24,30,54
Dawson,Precinct 3,U.S. House,11,Over Votes,DEM,0,0,0
Dawson,Precinct 3,U.S. House,11,Under Votes,DEM,5,9,14
Dawson,Precinct 3,Railroad Commissioner,,Kelly Stone,DEM,7,8,15
Dawson,Precinct 3,Railroad Commissioner,,Mark Watson,DEM,4,3,7
Dawson,Precinct 3,Railroad Commissioner,,Chrysta Castaneda,DEM,9,14,23
Dawson,Precinct 3,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,8,14
Dawson,Precinct 3,Railroad Commissioner,,Over Votes,DEM,0,0,0
Dawson,Precinct 3,Railroad Commissioner,,Under Votes,DEM,3,6,9
Dawson,Precinct 4,Ballots Cast,,,,,,707
Dawson,Precinct 4,President,,John K. Delaney,DEM,1,1,2
Dawson,Precinct 4,President,,Joseph R. Biden,DEM,9,16,25
Dawson,Precinct 4,President,,Pete Buttigieg,DEM,3,0,3
Dawson,Precinct 4,President,,Michael R. Bloomberg,DEM,10,5,15
Dawson,Precinct 4,President,,Tulsi Gabbard,DEM,0,0,0
Dawson,Precinct 4,President,,Elizabeth Warren,DEM,1,3,4
Dawson,Precinct 4,President,,Andrew Yang,DEM,0,0,0
