county,precinct,office,district,party,candidate,election_day_person,early_voting_person,early_voting_mail,election_day_mail,provisional,votes,early_voting,election_day
Atascosa,22,U.S. Senate,,REP,Mark Yancey,9,11,0,0,0,20,11,9
Atascosa,23,U.S. Senate,,REP,Mark Yancey,9,1,0,0,0,10,1,9
Atascosa,24,U.S. Senate,,REP,Mark Yancey,11,10,0,0,0,21,10,11
Atascosa,1,U.S. Senate,,REP,Dwayne Stovall,5,4,0,0,0,9,4,5
Atascosa,2,U.S. Senate,,REP,Dwayne Stovall,8,2,0,0,0,10,2,8
Atascosa,3,U.S. Senate,,REP,Dwayne Stovall,13,14,0,0,0,27,14,13
Atascosa,4,U.S. Senate,,REP,Dwayne Stovall,2,1,0,0,0,3,1,2
Atascosa,5,U.S. Senate,,REP,Dwayne Stovall,9,10,0,0,0,19,10,9
Atascosa,6,U.S. Senate,,REP,Dwayne Stovall,2,2,0,0,0,4,2,2
Atascosa,7,U.S. Senate,,REP,Dwayne Stovall,14,2,0,0,0,16,2,14
Atascosa,8,U.S. Senate,,REP,Dwayne Stovall,2,7,0,0,0,9,7,2
Atascosa,9,U.S. Senate,,REP,Dwayne Stovall,1,0,0,0,0,1,0,1
Atascosa,10,U.S. Senate,,REP,Dwayne Stovall,10,1,0,0,0,11,1,10
Atascosa,11,U.S. Senate,,REP,Dwayne Stovall,1,0,0,0,0,1,0,1
Atascosa,12,U.S. Senate,,REP,Dwayne Stovall,21,4,0,0,0,25,4,21
Atascosa,13,U.S. Senate,,REP,Dwayne Stovall,22,29,0,0,0,51,29,22
Atascosa,14,U.S. Senate,,REP,Dwayne Stovall,1,8,0,0,0,9,8,1
Atascosa,15,U.S. Senate,,REP,Dwayne Stovall,14,16,0,0,0,30,16,14
Atascosa,16,U.S. Senate,,REP,Dwayne Stovall,4,4,0,0,0,8,4,4
Atascosa,17,U.S. Senate,,REP,Dwayne Stovall,3,11,0,0,0,14,11,3
Atascosa,18,U.S. Senate,,REP,Dwayne Stovall,9,9,0,0,0,18,9,9
Atascosa,19,U.S. Senate,,REP,Dwayne Stovall,4,4,0,0,0,8,4,4
Atascosa,20,U.S. Senate,,REP,Dwayne Stovall,31,42,1,0,0,74,43,31
Atascosa,21,U.S. Senate,,REP,Dwayne Stovall,7,3,0,0,0,10,3,7
Atascosa,22,U.S. Senate,,REP,Dwayne Stovall,11,9,2,0,0,22,11,11
Atascosa,23,U.S. Senate,,REP,Dwayne Stovall,3,2,0,0,0,5,2,3
Atascosa,24,U.S. Senate,,REP,Dwayne Stovall,11,13,0,0,0,24,13,11
Atascosa,1,U.S. Senate,,REP,John Cornyn,56,87,2,0,0,145,89,56
Atascosa,2,U.S. Senate,,REP,John Cornyn,48,26,3,0,0,77,29,48
Atascosa,3,U.S. Senate,,REP,John Cornyn,72,110,1,0,0,183,111,72
Atascosa,4,U.S. Senate,,REP,John Cornyn,21,8,0,0,0,29,8,21
Atascosa,5,U.S. Senate,,REP,John Cornyn,43,55,4,1,0,103,59,44
Atascosa,6,U.S. Senate,,REP,John Cornyn,2,14,1,0,0,17,15,2
Atascosa,7,U.S. Senate,,REP,John Cornyn,78,58,2,0,1,139,60,78
Atascosa,8,U.S. Senate,,REP,John Cornyn,34,25,0,0,0,59,25,34
Atascosa,9,U.S. Senate,,REP,John Cornyn,13,11,0,0,0,24,11,13
Atascosa,10,U.S. Senate,,REP,John Cornyn,90,45,1,0,0,136,46,90
Atascosa,11,U.S. Senate,,REP,John Cornyn,17,3,0,0,0,20,3,17
Atascosa,12,U.S. Senate,,REP,John Cornyn,72,49,0,0,0,121,49,72
Atascosa,13,U.S. Senate,,REP,John Cornyn,88,221,7,0,0,316,228,88
Atascosa,14,U.S. Senate,,REP,John Cornyn,14,45,2,0,0,61,47,14
Atascosa,15,U.S. Senate,,REP,John Cornyn,73,93,0,0,0,166,93,73
Atascosa,16,U.S. Senate,,REP,John Cornyn,5,20,3,0,0,28,23,5
Atascosa,17,U.S. Senate,,REP,John Cornyn,45,56,3,0,0,104,59,45
Atascosa,18,U.S. Senate,,REP,John Cornyn,87,79,4,0,0,170,83,87
Atascosa,19,U.S. Senate,,REP,John Cornyn,29,35,1,0,0,65,36,29
Atascosa,20,U.S. Senate,,REP,John Cornyn,268,446,13,0,0,727,459,268
Atascosa,21,U.S. Senate,,REP,John Cornyn,24,21,2,0,0,47,23,24
Atascosa,22,U.S. Senate,,REP,John Cornyn,84,78,0,0,0,162,78,84
Atascosa,23,U.S. Senate,,REP,John Cornyn,18,22,0,0,0,40,22,18
Atascosa,24,U.S. Senate,,REP,John Cornyn,71,91,2,0,0,164,93,71
Atascosa,1,U.S. Senate,,REP,John Anthony Castro,8,4,0,0,0,12,4,8
Atascosa,2,U.S. Senate,,REP,John Anthony Castro,6,3,0,0,0,9,3,6
Atascosa,3,U.S. Senate,,REP,John Anthony Castro,10,14,0,0,0,24,14,10
Atascosa,4,U.S. Senate,,REP,John Anthony Castro,1,0,1,0,0,2,1,1
Atascosa,5,U.S. Senate,,REP,John Anthony Castro,11,4,2,0,0,17,6,11
Atascosa,6,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0,0,0,0
Atascosa,7,U.S. Senate,,REP,John Anthony Castro,13,5,0,0,0,18,5,13
Atascosa,8,U.S. Senate,,REP,John Anthony Castro,2,3,0,0,0,5,3,2
Atascosa,9,U.S. Senate,,REP,John Anthony Castro,1,0,0,0,0,1,0,1
Atascosa,10,U.S. Senate,,REP,John Anthony Castro,11,4,0,0,0,15,4,11
Atascosa,11,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0,0,0,0
Atascosa,12,U.S. Senate,,REP,John Anthony Castro,6,0,0,0,0,6,0,6
Atascosa,13,U.S. Senate,,REP,John Anthony Castro,18,13,0,0,0,31,13,18
Atascosa,14,U.S. Senate,,REP,John Anthony Castro,1,4,0,0,0,5,4,1
Atascosa,15,U.S. Senate,,REP,John Anthony Castro,14,13,0,0,0,27,13,14
Atascosa,16,U.S. Senate,,REP,John Anthony Castro,1,1,0,0,0,2,1,1
Atascosa,17,U.S. Senate,,REP,John Anthony Castro,12,6,0,0,0,18,6,12
Atascosa,18,U.S. Senate,,REP,John Anthony Castro,11,11,0,0,0,22,11,11
Atascosa,19,U.S. Senate,,REP,John Anthony Castro,5,7,0,0,0,12,7,5
Atascosa,20,U.S. Senate,,REP,John Anthony Castro,41,33,0,0,0,74,33,41
Atascosa,21,U.S. Senate,,REP,John Anthony Castro,2,1,0,0,0,3,1,2
Atascosa,22,U.S. Senate,,REP,John Anthony Castro,8,4,0,0,0,12,4,8
Atascosa,23,U.S. Senate,,REP,John Anthony Castro,3,3,0,0,0,6,3,3
Atascosa,24,U.S. Senate,,REP,John Anthony Castro,9,6,0,0,0,15,6,9
Atascosa,1,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0,2,1,1
Atascosa,2,U.S. Senate,,REP,Virgil Bierschwale,0,2,0,0,0,2,2,0
Atascosa,3,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Atascosa,4,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,5,U.S. Senate,,REP,Virgil Bierschwale,2,2,0,0,0,4,2,2
Atascosa,6,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Atascosa,7,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Atascosa,8,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Atascosa,9,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Atascosa,10,U.S. Senate,,REP,Virgil Bierschwale,0,1,0,0,0,1,1,0
Atascosa,11,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,12,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,13,U.S. Senate,,REP,Virgil Bierschwale,3,3,0,0,0,6,3,3
Atascosa,14,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,15,U.S. Senate,,REP,Virgil Bierschwale,1,2,0,0,0,3,2,1
Atascosa,16,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,17,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0,2,1,1
Atascosa,18,U.S. Senate,,REP,Virgil Bierschwale,2,3,0,0,0,5,3,2
Atascosa,19,U.S. Senate,,REP,Virgil Bierschwale,0,1,0,0,0,1,1,0
Atascosa,20,U.S. Senate,,REP,Virgil Bierschwale,4,7,0,0,0,11,7,4
Atascosa,21,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,22,U.S. Senate,,REP,Virgil Bierschwale,0,1,0,0,0,1,1,0
Atascosa,23,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Atascosa,24,U.S. Senate,,REP,Virgil Bierschwale,0,3,0,0,0,3,3,0
Atascosa,1,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,U.S. Senate,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,U.S. Senate,,REP,Under Votes,1,1,0,0,0,2,1,1
Atascosa,2,U.S. Senate,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,3,U.S. Senate,,REP,Under Votes,4,5,0,0,0,9,5,4
Atascosa,4,U.S. Senate,,REP,Under Votes,2,0,0,0,0,2,0,2
Atascosa,5,U.S. Senate,,REP,Under Votes,2,3,0,0,0,5,3,2
Atascosa,6,U.S. Senate,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,7,U.S. Senate,,REP,Under Votes,9,4,0,0,0,13,4,9
Atascosa,8,U.S. Senate,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,9,U.S. Senate,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,10,U.S. Senate,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,11,U.S. Senate,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,12,U.S. Senate,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,13,U.S. Senate,,REP,Under Votes,5,15,0,0,0,20,15,5
Atascosa,14,U.S. Senate,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,15,U.S. Senate,,REP,Under Votes,6,5,0,0,0,11,5,6
Atascosa,16,U.S. Senate,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,17,U.S. Senate,,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,18,U.S. Senate,,REP,Under Votes,10,6,0,0,0,16,6,10
Atascosa,19,U.S. Senate,,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,20,U.S. Senate,,REP,Under Votes,11,13,1,0,0,25,14,11
Atascosa,21,U.S. Senate,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,22,U.S. Senate,,REP,Under Votes,11,4,0,0,0,15,4,11
Atascosa,23,U.S. Senate,,REP,Under Votes,1,1,0,0,0,2,1,1
Atascosa,24,U.S. Senate,,REP,Under Votes,3,3,0,0,0,6,3,3
Atascosa,1,U.S. House,28,REP,Sandra Whitten,77,100,0,0,0,177,100,77
Atascosa,2,U.S. House,28,REP,Sandra Whitten,68,33,3,0,0,104,36,68
Atascosa,3,U.S. House,28,REP,Sandra Whitten,107,143,1,0,0,251,144,107
Atascosa,4,U.S. House,28,REP,Sandra Whitten,24,7,0,0,0,31,7,24
Atascosa,5,U.S. House,28,REP,Sandra Whitten,78,75,6,1,0,160,81,79
Atascosa,6,U.S. House,28,REP,Sandra Whitten,6,17,1,0,0,24,18,6
Atascosa,7,U.S. House,28,REP,Sandra Whitten,130,75,2,0,1,208,77,130
Atascosa,8,U.S. House,28,REP,Sandra Whitten,42,37,0,0,0,79,37,42
Atascosa,9,U.S. House,28,REP,Sandra Whitten,19,11,0,0,0,30,11,19
Atascosa,10,U.S. House,28,REP,Sandra Whitten,126,55,1,0,0,182,56,126
Atascosa,11,U.S. House,28,REP,Sandra Whitten,15,1,0,0,0,16,1,15
Atascosa,12,U.S. House,28,REP,Sandra Whitten,102,53,1,0,0,156,54,102
Atascosa,13,U.S. House,28,REP,Sandra Whitten,155,294,6,0,0,455,300,155
Atascosa,14,U.S. House,28,REP,Sandra Whitten,17,57,2,1,0,77,59,18
Atascosa,15,U.S. House,28,REP,Sandra Whitten,115,125,0,0,0,240,125,115
Atascosa,16,U.S. House,28,REP,Sandra Whitten,13,26,3,0,0,42,29,13
Atascosa,17,U.S. House,28,REP,Sandra Whitten,62,76,3,0,0,141,79,62
Atascosa,18,U.S. House,28,REP,Sandra Whitten,126,108,4,0,0,238,112,126
Atascosa,19,U.S. House,28,REP,Sandra Whitten,52,49,0,0,0,101,49,52
Atascosa,20,U.S. House,28,REP,Sandra Whitten,386,551,14,0,0,951,565,386
Atascosa,21,U.S. House,28,REP,Sandra Whitten,39,25,2,0,0,66,27,39
Atascosa,22,U.S. House,28,REP,Sandra Whitten,102,98,2,0,0,202,100,102
Atascosa,23,U.S. House,28,REP,Sandra Whitten,31,28,0,0,0,59,28,31
Atascosa,24,U.S. House,28,REP,Sandra Whitten,99,115,2,0,0,216,117,99
Atascosa,1,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,U.S. House,28,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,U.S. House,28,REP,Under Votes,3,7,2,0,0,12,9,3
Atascosa,2,U.S. House,28,REP,Under Votes,1,3,0,0,0,4,3,1
Atascosa,3,U.S. House,28,REP,Under Votes,8,11,0,0,0,19,11,8
Atascosa,4,U.S. House,28,REP,Under Votes,4,3,1,0,0,8,4,4
Atascosa,5,U.S. House,28,REP,Under Votes,5,6,0,0,0,11,6,5
Atascosa,6,U.S. House,28,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,7,U.S. House,28,REP,Under Votes,12,2,0,0,0,14,2,12
Atascosa,8,U.S. House,28,REP,Under Votes,2,3,0,0,0,5,3,2
Atascosa,9,U.S. House,28,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,10,U.S. House,28,REP,Under Votes,5,2,0,0,0,7,2,5
Atascosa,11,U.S. House,28,REP,Under Votes,3,2,0,0,0,5,2,3
Atascosa,12,U.S. House,28,REP,Under Votes,4,4,0,0,0,8,4,4
Atascosa,13,U.S. House,28,REP,Under Votes,9,21,1,0,0,31,22,9
Atascosa,14,U.S. House,28,REP,Under Votes,0,4,0,0,0,4,4,0
Atascosa,15,U.S. House,28,REP,Under Votes,8,14,0,0,0,22,14,8
Atascosa,16,U.S. House,28,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,17,U.S. House,28,REP,Under Votes,6,8,0,0,0,14,8,6
Atascosa,18,U.S. House,28,REP,Under Votes,12,12,0,0,0,24,12,12
Atascosa,19,U.S. House,28,REP,Under Votes,1,4,1,0,0,6,5,1
Atascosa,20,U.S. House,28,REP,Under Votes,22,38,2,0,0,62,40,22
Atascosa,21,U.S. House,28,REP,Under Votes,0,2,0,0,0,2,2,0
Atascosa,22,U.S. House,28,REP,Under Votes,21,9,0,0,0,30,9,21
Atascosa,23,U.S. House,28,REP,Under Votes,3,1,0,0,0,4,1,3
Atascosa,24,U.S. House,28,REP,Under Votes,6,11,0,0,0,17,11,6
Atascosa,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",55,78,2,0,0,135,80,55
Atascosa,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",48,20,2,0,0,70,22,48
Atascosa,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",81,105,1,0,0,187,106,81
Atascosa,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",18,3,1,0,0,22,4,18
Atascosa,5,Railroad Commissioner,,REP,"James ""Jim"" Wright",51,62,4,1,0,118,66,52
Atascosa,6,Railroad Commissioner,,REP,"James ""Jim"" Wright",7,18,1,0,0,26,19,7
Atascosa,7,Railroad Commissioner,,REP,"James ""Jim"" Wright",101,52,2,0,1,156,54,101
Atascosa,8,Railroad Commissioner,,REP,"James ""Jim"" Wright",37,23,0,0,0,60,23,37
Atascosa,9,Railroad Commissioner,,REP,"James ""Jim"" Wright",16,11,0,0,0,27,11,16
Atascosa,10,Railroad Commissioner,,REP,"James ""Jim"" Wright",92,33,0,0,0,125,33,92
Atascosa,11,Railroad Commissioner,,REP,"James ""Jim"" Wright",14,2,0,0,0,16,2,14
Atascosa,12,Railroad Commissioner,,REP,"James ""Jim"" Wright",58,37,1,0,0,96,38,58
Atascosa,13,Railroad Commissioner,,REP,"James ""Jim"" Wright",124,215,6,0,0,345,221,124
Atascosa,14,Railroad Commissioner,,REP,"James ""Jim"" Wright",10,47,2,1,0,60,49,11
Atascosa,15,Railroad Commissioner,,REP,"James ""Jim"" Wright",90,91,0,0,0,181,91,90
Atascosa,16,Railroad Commissioner,,REP,"James ""Jim"" Wright",11,14,3,0,0,28,17,11
Atascosa,17,Railroad Commissioner,,REP,"James ""Jim"" Wright",47,62,3,0,0,112,65,47
Atascosa,18,Railroad Commissioner,,REP,"James ""Jim"" Wright",104,83,3,0,0,190,86,104
Atascosa,19,Railroad Commissioner,,REP,"James ""Jim"" Wright",41,36,0,0,0,77,36,41
Atascosa,20,Railroad Commissioner,,REP,"James ""Jim"" Wright",300,405,10,0,0,715,415,300
Atascosa,21,Railroad Commissioner,,REP,"James ""Jim"" Wright",25,14,2,0,0,41,16,25
Atascosa,22,Railroad Commissioner,,REP,"James ""Jim"" Wright",75,65,2,0,0,142,67,75
Atascosa,23,Railroad Commissioner,,REP,"James ""Jim"" Wright",23,14,0,0,0,37,14,23
Atascosa,24,Railroad Commissioner,,REP,"James ""Jim"" Wright",67,81,0,0,0,148,81,67
Atascosa,1,Railroad Commissioner,,REP,Ryan Sitton,24,28,0,0,0,52,28,24
Atascosa,2,Railroad Commissioner,,REP,Ryan Sitton,18,14,1,0,0,33,15,18
Atascosa,3,Railroad Commissioner,,REP,Ryan Sitton,27,40,0,0,0,67,40,27
Atascosa,4,Railroad Commissioner,,REP,Ryan Sitton,8,6,0,0,0,14,6,8
Atascosa,5,Railroad Commissioner,,REP,Ryan Sitton,25,16,2,0,0,43,18,25
Atascosa,6,Railroad Commissioner,,REP,Ryan Sitton,1,0,0,0,0,1,0,1
Atascosa,7,Railroad Commissioner,,REP,Ryan Sitton,33,20,0,0,0,53,20,33
Atascosa,8,Railroad Commissioner,,REP,Ryan Sitton,7,11,0,0,0,18,11,7
Atascosa,9,Railroad Commissioner,,REP,Ryan Sitton,2,1,0,0,0,3,1,2
Atascosa,10,Railroad Commissioner,,REP,Ryan Sitton,37,23,1,0,0,61,24,37
Atascosa,11,Railroad Commissioner,,REP,Ryan Sitton,4,0,0,0,0,4,0,4
Atascosa,12,Railroad Commissioner,,REP,Ryan Sitton,44,18,0,0,0,62,18,44
Atascosa,13,Railroad Commissioner,,REP,Ryan Sitton,33,82,0,0,0,115,82,33
Atascosa,14,Railroad Commissioner,,REP,Ryan Sitton,7,13,0,0,0,20,13,7
Atascosa,15,Railroad Commissioner,,REP,Ryan Sitton,25,39,0,0,0,64,39,25
Atascosa,16,Railroad Commissioner,,REP,Ryan Sitton,2,12,0,0,0,14,12,2
Atascosa,17,Railroad Commissioner,,REP,Ryan Sitton,16,19,0,0,0,35,19,16
Atascosa,18,Railroad Commissioner,,REP,Ryan Sitton,24,25,0,0,0,49,25,24
Atascosa,19,Railroad Commissioner,,REP,Ryan Sitton,10,16,1,0,0,27,17,10
Atascosa,20,Railroad Commissioner,,REP,Ryan Sitton,84,160,5,0,0,249,165,84
Atascosa,21,Railroad Commissioner,,REP,Ryan Sitton,14,12,0,0,0,26,12,14
Atascosa,22,Railroad Commissioner,,REP,Ryan Sitton,36,33,0,0,0,69,33,36
Atascosa,23,Railroad Commissioner,,REP,Ryan Sitton,10,15,0,0,0,25,15,10
Atascosa,24,Railroad Commissioner,,REP,Ryan Sitton,29,37,2,0,0,68,39,29
Atascosa,1,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,Railroad Commissioner,,REP,Under Votes,1,1,0,0,0,2,1,1
Atascosa,2,Railroad Commissioner,,REP,Under Votes,3,2,0,0,0,5,2,3
Atascosa,3,Railroad Commissioner,,REP,Under Votes,7,9,0,0,0,16,9,7
Atascosa,4,Railroad Commissioner,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,5,Railroad Commissioner,,REP,Under Votes,7,3,0,0,0,10,3,7
Atascosa,6,Railroad Commissioner,,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,7,Railroad Commissioner,,REP,Under Votes,8,5,0,0,0,13,5,8
Atascosa,8,Railroad Commissioner,,REP,Under Votes,0,6,0,0,0,6,6,0
Atascosa,9,Railroad Commissioner,,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,10,Railroad Commissioner,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,11,Railroad Commissioner,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,12,Railroad Commissioner,,REP,Under Votes,4,2,0,0,0,6,2,4
Atascosa,13,Railroad Commissioner,,REP,Under Votes,7,18,1,0,0,26,19,7
Atascosa,14,Railroad Commissioner,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,15,Railroad Commissioner,,REP,Under Votes,8,9,0,0,0,17,9,8
Atascosa,16,Railroad Commissioner,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,17,Railroad Commissioner,,REP,Under Votes,5,3,0,0,0,8,3,5
Atascosa,18,Railroad Commissioner,,REP,Under Votes,10,12,1,0,0,23,13,10
Atascosa,19,Railroad Commissioner,,REP,Under Votes,2,1,0,0,0,3,1,2
Atascosa,20,Railroad Commissioner,,REP,Under Votes,24,24,1,0,0,49,25,24
Atascosa,21,Railroad Commissioner,,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,22,Railroad Commissioner,,REP,Under Votes,12,9,0,0,0,21,9,12
Atascosa,23,Railroad Commissioner,,REP,Under Votes,1,0,0,0,0,1,0,1
