county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Johnson,1,President,,DEM,TOM STEYER,1,0,0,1
Johnson,1,President,,DEM,ELIZABETH WARREN,2,1,0,2
Johnson,1,President,,DEM,TULSI GABBARD,0,0,0,6
Johnson,1,President,,DEM,PETE BUTTIGIEG,0,1,1,3
Johnson,1,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",0,0,0,4
Johnson,1,President,,DEM,AMY KLOBUCHAR,0,1,0,0
Johnson,1,President,,DEM,MICHAEL R. BLOOMBERG,3,6,2,10
Johnson,1,President,,DEM,JOHN K. DELANEY,0,0,0,9
Johnson,1,President,,DEM,CORY BOOKER,0,0,0,1
Johnson,1,President,,DEM,MARIANNE WILLIAMSON,0,0,0,3
Johnson,1,President,,DEM,JOSEPH R. BIDEN,9,6,0,4
Johnson,1,President,,DEM,BERNIE SANDERS,5,10,1,0
Johnson,1,President,,DEM,ROBBY WELLS,0,0,0,0
Johnson,1,President,,DEM,DEVAL PATRICK,0,0,0,0
Johnson,1,President,,DEM,MICHAEL BENNET,0,0,0,6
Johnson,1,President,,DEM,JULIAN CASTRO,0,0,0,0
Johnson,1,President,,DEM,ANDREW YANG,0,0,0,4
Johnson,1,U.S. Senate,,DEM,VICTOR HUGO HARRIS,2,2,0,5
Johnson,1,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,3,1,1,5
Johnson,1,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",0,0,0,0
Johnson,1,U.S. Senate,,DEM,AMANDA K. EDWARDS,3,4,0,1
Johnson,1,U.S. Senate,,DEM,MICHAEL COOPER,1,1,0,3
Johnson,1,U.S. Senate,,DEM,CHRIS BELL,2,1,2,0
Johnson,1,U.S. Senate,,DEM,ADRIAN OCEGUEDA,0,0,0,2
Johnson,1,U.S. Senate,,DEM,MARY (MJ) HEGAR,3,10,1,0
Johnson,1,U.S. Senate,,DEM,"ANNIE ""MAMA"" GARCIA",1,3,0,0
Johnson,1,U.S. Senate,,DEM,ROYCE WEST,2,2,0,1
Johnson,1,U.S. Senate,,DEM,D. R. HUNTER,0,0,0,1
Johnson,1,U.S. Senate,,DEM,SEMA HERNANDEZ,1,0,0,2
Johnson,1,U.S. House,25,DEM,HEIDI SLOAN,5,7,2,1
Johnson,1,U.S. House,25,DEM,JULIE OLIVER,12,17,1,2
Johnson,1,Railroad Commissioner,,DEM,MARK WATSON,3,5,1,5
Johnson,1,Railroad Commissioner,,DEM,KELLY STONE,6,6,1,1
Johnson,1,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",4,4,1,1
Johnson,1,Railroad Commissioner,,DEM,CHRYSTA CASTANEDA,4,8,0,2
Johnson,1,State Senate,22,DEM,ROBERT VICK,16,20,4,2
Johnson,1,State Representative,58,DEM,CINDY ROCHA,18,20,4,3
Johnson,2,President,,DEM,TOM STEYER,0,2,0,33
