county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Cherokee,Precinct 12,Ballots Cast,,,,,,,938
Cherokee,Precinct 12,President,,Donald J Trump Michael R. Pence,,40,558,149,747
Cherokee,Precinct 12,President,,Joseph R. Biden Kamala D. Harris,,25,129,16,170
Cherokee,Precinct 12,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",,0,12,3,15
Cherokee,Precinct 12,President,,Howie Hawkins Angela Walker,,1,2,0,3
Cherokee,Precinct 12,President,,Over Votes,,0,0,0,0
Cherokee,Precinct 12,President,,Under Votes,,1,1,1,3
Cherokee,Precinct 12,U.S. Senate,,John Cornyn,,44,550,146,740
Cherokee,Precinct 12,U.S. Senate,,"Mary ""MJ"" Hegar",,22,133,18,173
Cherokee,Precinct 12,U.S. Senate,,Kerry Douglas McKennon,,0,13,3,16
Cherokee,Precinct 12,U.S. Senate,,David B. Collins,,0,0,0,0
Cherokee,Precinct 12,U.S. Senate,,Over Votes,,0,0,0,0
Cherokee,Precinct 12,U.S. Senate,,Under Votes,,1,6,2,9
Cherokee,Precinct 12,U.S. House,5,Lance Gooden,,41,552,143,736
Cherokee,Precinct 12,U.S. House,5,Carolyn Salter,,24,127,15,166
Cherokee,Precinct 12,U.S. House,5,Kevin A. Hale,,1,10,4,15
Cherokee,Precinct 12,U.S. House,5,Over Votes,,0,0,0,0
Cherokee,Precinct 12,U.S. House,5,Under Votes,,1,13,7,21
Cherokee,Precinct 12,Railroad Commissioner,,"James ""Jim"" Wright",,44,546,144,734
Cherokee,Precinct 12,Railroad Commissioner,,Chrysta Castaneda,,22,116,16,154
Cherokee,Precinct 12,Railroad Commissioner,,Matt Sterett,,0,21,3,24
Cherokee,Precinct 12,Railroad Commissioner,,"Katija ""Kat"" Gruene",,0,4,0,4
Cherokee,Precinct 12,Railroad Commissioner,,Over Votes,,0,0,0,0
Cherokee,Precinct 12,Railroad Commissioner,,Under Votes,,1,15,6,22
Cherokee,Precinct 12,State Representative,11,Travis Clardy,,47,568,144,759
Cherokee,Precinct 12,State Representative,11,Alec Johnson,,20,117,17,154
Cherokee,Precinct 12,State Representative,11,Over Votes,,0,0,0,0
Cherokee,Precinct 12,State Representative,11,Under Votes,,0,17,8,25
Cherokee,Precinct 13,Ballots Cast,,,,,,,842
Cherokee,Precinct 13,President,,Donald J Trump Michael R. Pence,,54,560,147,761
Cherokee,Precinct 13,President,,Joseph R. Biden Kamala D. Harris,,13,53,8,74
Cherokee,Precinct 13,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",,0,1,3,4
Cherokee,Precinct 13,President,,Howie Hawkins Angela Walker,,0,0,0,0
Cherokee,Precinct 13,President,,Over Votes,,0,0,0,0
Cherokee,Precinct 13,President,,Under Votes,,1,2,0,3
Cherokee,Precinct 13,U.S. Senate,,John Cornyn,,53,542,143,738
Cherokee,Precinct 13,U.S. Senate,,"Mary ""MJ"" Hegar",,10,57,8,75
Cherokee,Precinct 13,U.S. Senate,,Kerry Douglas McKennon,,2,7,6,15
Cherokee,Precinct 13,U.S. Senate,,David B. Collins,,1,2,0,3
Cherokee,Precinct 13,U.S. Senate,,Over Votes,,0,0,0,0
Cherokee,Precinct 13,U.S. Senate,,Under Votes,,2,8,1,11
Cherokee,Precinct 13,U.S. House,5,Lance Gooden,,54,544,138,736
Cherokee,Precinct 13,U.S. House,5,Carolyn Salter,,12,53,11,76
Cherokee,Precinct 13,U.S. House,5,Kevin A. Hale,,0,8,7,15
Cherokee,Precinct 13,U.S. House,5,Over Votes,,0,0,0,0
Cherokee,Precinct 13,U.S. House,5,Under Votes,,2,11,2,15
Cherokee,Precinct 13,Railroad Commissioner,,"James ""Jim"" Wright",,54,545,138,737
Cherokee,Precinct 13,Railroad Commissioner,,Chrysta Castaneda,,10,47,11,68
Cherokee,Precinct 13,Railroad Commissioner,,Matt Sterett,,1,8,7,16
Cherokee,Precinct 13,Railroad Commissioner,,"Katija ""Kat"" Gruene",,1,6,0,7
Cherokee,Precinct 13,Railroad Commissioner,,Over Votes,,0,0,0,0
Cherokee,Precinct 13,Railroad Commissioner,,Under Votes,,2,10,2,14
Cherokee,Precinct 13,State Representative,11,Travis Clardy,,54,544,146,744
Cherokee,Precinct 13,State Representative,11,Alec Johnson,,12,53,10,75
Cherokee,Precinct 13,State Representative,11,Over Votes,,0,0,0,0
Cherokee,Precinct 13,State Representative,11,Under Votes,,2,19,2,23
Cherokee,Precinct 14,Ballots Cast,,,,,,,1026
Cherokee,Precinct 14,President,,Donald J Trump Michael R. Pence,,57,733,111,901
Cherokee,Precinct 14,President,,Joseph R. Biden Kamala D. Harris,,24,73,10,107
Cherokee,Precinct 14,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",,0,10,1,11
Cherokee,Precinct 14,President,,Howie Hawkins Angela Walker,,0,2,0,2
Cherokee,Precinct 14,President,,Over Votes,,0,0,0,0
Cherokee,Precinct 14,President,,Under Votes,,0,4,1,5
Cherokee,Precinct 14,U.S. Senate,,John Cornyn,,58,724,110,892
Cherokee,Precinct 14,U.S. Senate,,"Mary ""MJ"" Hegar",,23,77,7,107
Cherokee,Precinct 14,U.S. Senate,,Kerry Douglas McKennon,,0,14,3,17
Cherokee,Precinct 14,U.S. Senate,,David B. Collins,,0,2,2,4
Cherokee,Precinct 14,U.S. Senate,,Over Votes,,0,0,0,0
Cherokee,Precinct 14,U.S. Senate,,Under Votes,,0,5,1,6
Cherokee,Precinct 14,U.S. House,5,Lance Gooden,,57,726,110,893
Cherokee,Precinct 14,U.S. House,5,Carolyn Salter,,24,73,8,105
Cherokee,Precinct 14,U.S. House,5,Kevin A. Hale,,0,13,3,16
Cherokee,Precinct 14,U.S. House,5,Over Votes,,0,0,0,0
Cherokee,Precinct 14,U.S. House,5,Under Votes,,0,10,2,12
Cherokee,Precinct 14,Railroad Commissioner,,"James ""Jim"" Wright",,58,727,106,891
Cherokee,Precinct 14,Railroad Commissioner,,Chrysta Castaneda,,22,60,6,88
Cherokee,Precinct 14,Railroad Commissioner,,Matt Sterett,,0,15,4,19
Cherokee,Precinct 14,Railroad Commissioner,,"Katija ""Kat"" Gruene",,0,5,2,7
Cherokee,Precinct 14,Railroad Commissioner,,Over Votes,,0,0,0,0
Cherokee,Precinct 14,Railroad Commissioner,,Under Votes,,1,15,5,21
Cherokee,Precinct 14,State Representative,11,Travis Clardy,,56,736,110,902
Cherokee,Precinct 14,State Representative,11,Alec Johnson,,24,71,13,108
Cherokee,Precinct 14,State Representative,11,Over Votes,,0,0,0,0
Cherokee,Precinct 14,State Representative,11,Under Votes,,1,15,0,16
Cherokee,Precinct 15,Ballots Cast,,,,,,,1960
Cherokee,Precinct 15,President,,Donald J Trump Michael R. Pence,,120,1063,171,1354
Cherokee,Precinct 15,President,,Joseph R. Biden Kamala D. Harris,,92,384,94,570
Cherokee,Precinct 15,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",,0,18,7,25
Cherokee,Precinct 15,President,,Howie Hawkins Angela Walker,,0,3,0,3
Cherokee,Precinct 15,President,,Over Votes,,0,0,0,0
Cherokee,Precinct 15,President,,Under Votes,,4,2,2,8
Cherokee,Precinct 15,U.S. Senate,,John Cornyn,,124,1065,165,1354
Cherokee,Precinct 15,U.S. Senate,,"Mary ""MJ"" Hegar",,86,362,98,546
Cherokee,Precinct 15,U.S. Senate,,Kerry Douglas McKennon,,1,26,6,33
