county,precinct,office,district,candidate,party,absentee,early,election_day,votes
Willacy,Precinct 2A,"Justice, Supreme Court, Place No. 8",,Under Votes,,5,47,25,77
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,16,136,68,220
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,51,280,112,443
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,4,49,26,79
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,17,140,64,221
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,49,275,112,436
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,5,50,30,85
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,16,136,67,219
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,51,272,107,430
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,4,57,32,93
Willacy,Precinct 2A,State Senate,27,Vanessa Tijerina,,12,56,23,91
Willacy,Precinct 2A,State Senate,27,Eddie Lucio Jr,DEM,56,377,174,607
Willacy,Precinct 2A,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 2A,State Senate,27,Under Votes,,3,32,9,44
Willacy,Precinct 2A,State Representative,31,Marian Knowlton,REP,13,103,42,158
Willacy,Precinct 2A,State Representative,31,Ryan Guillen,DEM,57,330,146,533
Willacy,Precinct 2A,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 2A,State Representative,31,Under Votes,,1,32,18,51
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,18,158,71,247
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,51,274,119,444
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,2,33,16,51
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,16,136,66,218
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,50,285,113,448
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,5,44,27,76
Willacy,Precinct 2A,County Attorney,,Annette C. Hinojosa,,59,350,160,569
Willacy,Precinct 2A,County Attorney,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,County Attorney,,Under Votes,,12,115,46,173
Willacy,Precinct 2A,Sheriff,,"Jose ""Joe"" Salazar",,65,385,175,625
Willacy,Precinct 2A,Sheriff,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,Sheriff,,Under Votes,,6,80,31,117
Willacy,Precinct 2A,County Tax Assessor-Collector,,Elizabeth Barnhart,,64,362,165,591
Willacy,Precinct 2A,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Willacy,Precinct 2A,County Tax Assessor-Collector,,Under Votes,,7,103,41,151
Willacy,Precinct 2A,"Constable, Precinct No. 2",,Andres Chavez,,65,353,160,578
Willacy,Precinct 2A,"Constable, Precinct No. 2",,Over Votes,,0,0,0,0
Willacy,Precinct 2A,"Constable, Precinct No. 2",,Under Votes,,6,112,46,164
Willacy,Precinct 3,Ballots Cast,,,,,,,296
Willacy,Precinct 3,President,,Donald J. Trump Michael R. Pence,REP,2,63,49,114
Willacy,Precinct 3,President,,Joseph R. Biden Kamala D. Harris,DEM,13,86,77,176
Willacy,Precinct 3,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LBT,0,0,1,1
Willacy,Precinct 3,President,,Howie Hawkins Angela Walker,GRE,0,1,1,2
Willacy,Precinct 3,President,,Over Votes,,0,0,0,0
Willacy,Precinct 3,President,,Under Votes,,0,2,1,3
Willacy,Precinct 3,U.S. Senate,,John Cornyn,REP,2,56,41,99
Willacy,Precinct 3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,13,76,76,165
Willacy,Precinct 3,U.S. Senate,,Kerry Douglas McKennon,LBT,0,4,1,5
Willacy,Precinct 3,U.S. Senate,,David B. Collins,GRE,0,4,1,5
Willacy,Precinct 3,U.S. Senate,,Over Votes,,0,0,0,0
Willacy,Precinct 3,U.S. Senate,,Under Votes,,0,12,10,22
Willacy,Precinct 3,U.S. House,34,Rey Gonzalez,REP,0,43,30,73
Willacy,Precinct 3,U.S. House,34,Filemon B. Vela,DEM,15,90,87,192
Willacy,Precinct 3,U.S. House,34,Anthony Cristo,LBT,0,2,0,2
Willacy,Precinct 3,U.S. House,34,Chris B. Royal,IND,0,3,2,5
Willacy,Precinct 3,U.S. House,34,Over Votes,,0,0,0,0
Willacy,Precinct 3,U.S. House,34,Under Votes,,0,14,10,24
Willacy,Precinct 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,46,40,86
Willacy,Precinct 3,Railroad Commissioner,,Chrysta Castañeda,DEM,15,83,75,173
Willacy,Precinct 3,Railroad Commissioner,,Matt Sterett,LBT,0,2,0,2
Willacy,Precinct 3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,2,1,3
Willacy,Precinct 3,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 3,Railroad Commissioner,,Under Votes,,0,19,13,32
Willacy,Precinct 3,"Chief Justice, Supreme Court",,Nathan Hecht,,2,46,35,83
Willacy,Precinct 3,"Chief Justice, Supreme Court",,Amy Clark Meachum,,12,80,75,167
Willacy,Precinct 3,"Chief Justice, Supreme Court",,Mark Ash,,0,3,2,5
Willacy,Precinct 3,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Chief Justice, Supreme Court",,Under Votes,,1,23,17,41
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,2,51,41,94
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,12,79,69,160
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,1,22,19,42
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,2,47,36,85
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 7",,Staci Williams,,12,77,77,166
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,0,3,1,4
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 7",,Under Votes,,1,25,15,41
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 8",,Brett Busby,,2,43,35,80
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,12,81,73,166
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,0,5,3,8
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Justice, Supreme Court, Place No. 8",,Under Votes,,1,23,18,42
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,2,47,33,82
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,12,81,76,169
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,1,24,20,45
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,2,44,33,79
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,12,82,78,172
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,1,26,18,45
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,2,45,32,79
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,12,79,74,165
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,1,28,23,52
Willacy,Precinct 3,State Senate,27,Vanessa Tijerina,,0,25,18,43
Willacy,Precinct 3,State Senate,27,Eddie Lucio Jr,DEM,15,112,105,232
Willacy,Precinct 3,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 3,State Senate,27,Under Votes,,0,15,6,21
Willacy,Precinct 3,State Representative,31,Marian Knowlton,REP,2,35,23,60
Willacy,Precinct 3,State Representative,31,Ryan Guillen,DEM,13,98,94,205
Willacy,Precinct 3,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 3,State Representative,31,Under Votes,,0,19,12,31
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,2,38,32,72
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,13,100,85,198
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,0,14,12,26
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,2,49,34,85
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,13,80,80,173
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,0,23,15,38
Willacy,Precinct 3,County Attorney,,Annette C. Hinojosa,,15,108,101,224
Willacy,Precinct 3,County Attorney,,Over Votes,,0,0,0,0
Willacy,Precinct 3,County Attorney,,Under Votes,,0,44,28,72
Willacy,Precinct 3,Sheriff,,"Jose ""Joe"" Salazar",,15,111,105,231
Willacy,Precinct 3,Sheriff,,Over Votes,,0,0,0,0
Willacy,Precinct 3,Sheriff,,Under Votes,,0,41,24,65
Willacy,Precinct 3,County Tax Assessor-Collector,,Elizabeth Barnhart,,14,105,99,218
Willacy,Precinct 3,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Willacy,Precinct 3,County Tax Assessor-Collector,,Under Votes,,1,47,30,78
Willacy,Precinct 3,"County Commissioner, Precinct No. 3",,Henry De La Paz Jr,,13,99,102,214
Willacy,Precinct 3,"County Commissioner, Precinct No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"County Commissioner, Precinct No. 3",,Under Votes,,2,53,27,82
Willacy,Precinct 3,"Constable, Precinct No. 3",,Ben Vera,,14,114,107,235
Willacy,Precinct 3,"Constable, Precinct No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Constable, Precinct No. 3",,Under Votes,,1,38,22,61
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Maria Luisa (Bibi Gonzalez,,6,41,39,86
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Pablo Morales,,7,66,57,130
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Maggie Quilantan,,10,39,20,69
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Rick Salinas,,7,60,45,112
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Tony Chavez,,6,54,40,100
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Albert Cavazos,,7,50,56,113
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Over Votes,,0,0,0,0
Willacy,Precinct 3,"Commissioner, Full 2 Year Term",,Under Votes,,17,298,259,574
Willacy,Precinct 4,Ballots Cast,,,,,,,827
Willacy,Precinct 4,President,,Donald J. Trump Michael R. Pence,REP,11,174,140,325
Willacy,Precinct 4,President,,Joseph R. Biden Kamala D. Harris,DEM,26,279,187,492
Willacy,Precinct 4,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LBT,0,2,0,2
Willacy,Precinct 4,President,,Howie Hawkins Angela Walker,GRE,0,1,2,3
Willacy,Precinct 4,President,,Over Votes,,0,0,0,0
Willacy,Precinct 4,President,,Under Votes,,0,1,4,5
Willacy,Precinct 4,U.S. Senate,,John Cornyn,REP,11,166,112,289
Willacy,Precinct 4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,26,265,185,476
Willacy,Precinct 4,U.S. Senate,,Kerry Douglas McKennon,LBT,0,6,6,12
Willacy,Precinct 4,U.S. Senate,,David B. Collins,GRE,0,4,3,7
Willacy,Precinct 4,U.S. Senate,,Over Votes,,0,0,0,0
Willacy,Precinct 4,U.S. Senate,,Under Votes,,0,16,27,43
Willacy,Precinct 4,U.S. House,34,Rey Gonzalez,REP,8,141,90,239
Willacy,Precinct 4,U.S. House,34,Filemon B. Vela,DEM,27,293,205,525
Willacy,Precinct 4,U.S. House,34,Anthony Cristo,LBT,1,4,8,13
Willacy,Precinct 4,U.S. House,34,Chris B. Royal,IND,1,3,5,9
Willacy,Precinct 4,U.S. House,34,Over Votes,,0,0,0,0
Willacy,Precinct 4,U.S. House,34,Under Votes,,0,16,25,41
Willacy,Precinct 4,Railroad Commissioner,,"James ""Jim"" Wright",REP,10,152,107,269
Willacy,Precinct 4,Railroad Commissioner,,Chrysta Castañeda,DEM,25,271,172,468
Willacy,Precinct 4,Railroad Commissioner,,Matt Sterett,LBT,0,3,7,10
Willacy,Precinct 4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,6,10,17
Willacy,Precinct 4,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 4,Railroad Commissioner,,Under Votes,,1,25,37,63
Willacy,Precinct 4,"Chief Justice, Supreme Court",,Nathan Hecht,,10,147,96,253
Willacy,Precinct 4,"Chief Justice, Supreme Court",,Amy Clark Meachum,,26,266,178,470
Willacy,Precinct 4,"Chief Justice, Supreme Court",,Mark Ash,,0,9,18,27
Willacy,Precinct 4,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Chief Justice, Supreme Court",,Under Votes,,1,35,41,77
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,11,171,116,298
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,25,245,171,441
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,1,41,46,88
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,10,160,103,273
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 7",,Staci Williams,,26,248,174,448
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,0,9,13,22
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 7",,Under Votes,,1,40,43,84
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 8",,Brett Busby,,11,149,95,255
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,25,262,180,467
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,0,11,16,27
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Justice, Supreme Court, Place No. 8",,Under Votes,,1,35,42,78
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,10,151,109,270
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,26,260,183,469
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,1,46,41,88
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,11,154,104,269
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,25,261,186,472
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,1,42,43,86
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,11,153,104,268
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,25,263,184,472
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,1,41,45,87
Willacy,Precinct 4,State Senate,27,Vanessa Tijerina,,6,94,78,178
Willacy,Precinct 4,State Senate,27,Eddie Lucio Jr,DEM,31,333,233,597
Willacy,Precinct 4,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 4,State Senate,27,Under Votes,,0,30,22,52
Willacy,Precinct 4,State Representative,31,Marian Knowlton,REP,9,117,77,203
Willacy,Precinct 4,State Representative,31,Ryan Guillen,DEM,28,314,228,570
Willacy,Precinct 4,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 4,State Representative,31,Under Votes,,0,26,28,54
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,7,139,112,258
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,30,285,191,506
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,0,33,30,63
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,11,146,104,261
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,26,269,189,484
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,0,42,40,82
Willacy,Precinct 4,County Attorney,,Annette C. Hinojosa,,28,328,248,604
Willacy,Precinct 4,County Attorney,,Over Votes,,0,0,0,0
Willacy,Precinct 4,County Attorney,,Under Votes,,9,129,85,223
Willacy,Precinct 4,Sheriff,,"Jose ""Joe"" Salazar",,32,336,267,635
Willacy,Precinct 4,Sheriff,,Over Votes,,0,0,0,0
Willacy,Precinct 4,Sheriff,,Under Votes,,5,121,66,192
Willacy,Precinct 4,County Tax Assessor-Collector,,Elizabeth Barnhart,,32,331,249,612
Willacy,Precinct 4,County Tax Assessor-Collector,,Over Votes,,0,0,0,0
Willacy,Precinct 4,County Tax Assessor-Collector,,Under Votes,,5,126,84,215
Willacy,Precinct 4,"Constable, Precinct No. 4",,"Jose ""Albert"" Garza",,32,332,270,634
Willacy,Precinct 4,"Constable, Precinct No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 4,"Constable, Precinct No. 4",,Under Votes,,5,125,63,193
Willacy,Precinct 4,Board of Directors Sebastian,,David Ramirez,,15,125,99,239
Willacy,Precinct 4,Board of Directors Sebastian,,Estefana Guerra,,8,72,62,142
Willacy,Precinct 4,Board of Directors Sebastian,,Robert Trevino,,11,108,76,195
Willacy,Precinct 4,Board of Directors Sebastian,,Erica Moreno,,8,114,101,223
Willacy,Precinct 4,Board of Directors Sebastian,,Martin Barrios,,2,64,60,126
Willacy,Precinct 4,Board of Directors Sebastian,,Ray Oviedo,,9,108,100,217
Willacy,Precinct 4,Board of Directors Sebastian,,Over Votes,,0,0,0,0
Willacy,Precinct 4,Board of Directors Sebastian,,Under Votes,,58,780,501,"1,339"
Willacy,Precinct 5,Ballots Cast,,,,,,,406
Willacy,Precinct 5,President,,Donald J. Trump Michael R. Pence,REP,3,62,88,153
Willacy,Precinct 5,President,,Joseph R. Biden Kamala D. Harris,DEM,9,118,118,245
Willacy,Precinct 5,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LBT,0,3,1,4
Willacy,Precinct 5,President,,Howie Hawkins Angela Walker,GRE,0,0,0,0
Willacy,Precinct 5,President,,Over Votes,,0,0,0,0
Willacy,Precinct 5,President,,Under Votes,,0,0,4,4
Willacy,Precinct 5,U.S. Senate,,John Cornyn,REP,3,60,67,130
Willacy,Precinct 5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,7,108,115,230
Willacy,Precinct 5,U.S. Senate,,Kerry Douglas McKennon,LBT,0,5,5,10
Willacy,Precinct 5,U.S. Senate,,David B. Collins,GRE,0,1,1,2
Willacy,Precinct 5,U.S. Senate,,Over Votes,,0,0,0,0
Willacy,Precinct 5,U.S. Senate,,Under Votes,,2,9,23,34
Willacy,Precinct 5,U.S. House,34,Rey Gonzalez,REP,2,47,54,103
Willacy,Precinct 5,U.S. House,34,Filemon B. Vela,DEM,10,118,126,254
Willacy,Precinct 5,U.S. House,34,Anthony Cristo,LBT,0,6,2,8
Willacy,Precinct 5,U.S. House,34,Chris B. Royal,IND,0,1,3,4
Willacy,Precinct 5,U.S. House,34,Over Votes,,0,0,0,0
Willacy,Precinct 5,U.S. House,34,Under Votes,,0,11,26,37
Willacy,Precinct 5,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,53,59,114
Willacy,Precinct 5,Railroad Commissioner,,Chrysta Castañeda,DEM,9,112,111,232
Willacy,Precinct 5,Railroad Commissioner,,Matt Sterett,LBT,0,2,2,4
Willacy,Precinct 5,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,0,3,3,6
Willacy,Precinct 5,Railroad Commissioner,,Over Votes,,0,0,0,0
Willacy,Precinct 5,Railroad Commissioner,,Under Votes,,1,13,36,50
Willacy,Precinct 5,"Chief Justice, Supreme Court",,Nathan Hecht,,3,50,58,111
Willacy,Precinct 5,"Chief Justice, Supreme Court",,Amy Clark Meachum,,8,113,111,232
Willacy,Precinct 5,"Chief Justice, Supreme Court",,Mark Ash,,0,4,5,9
Willacy,Precinct 5,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Chief Justice, Supreme Court",,Under Votes,,1,16,37,54
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,,3,59,64,126
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,,8,107,103,218
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Under Votes,,1,17,44,62
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,,2,54,61,117
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 7",,Staci Williams,,6,110,106,222
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,,1,3,4,8
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 7",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 7",,Under Votes,,3,16,40,59
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 8",,Brett Busby,,3,48,58,109
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,,8,112,108,228
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 8",,Tom Oxford,,0,6,4,10
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 8",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Justice, Supreme Court, Place No. 8",,Under Votes,,1,17,41,59
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,,3,51,54,108
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,,7,113,114,234
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 3",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 3",,Under Votes,,2,19,43,64
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,,3,53,54,110
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,,7,113,113,233
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 4",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 4",,Under Votes,,2,17,44,63
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,,3,50,59,112
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,,8,114,108,230
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 9",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Judge, Court of Criminal Appeals, Place No. 9",,Under Votes,,1,19,44,64
Willacy,Precinct 5,State Senate,27,Vanessa Tijerina,,3,33,32,68
Willacy,Precinct 5,State Senate,27,Eddie Lucio Jr,DEM,9,136,162,307
Willacy,Precinct 5,State Senate,27,Over Votes,,0,0,0,0
Willacy,Precinct 5,State Senate,27,Under Votes,,0,14,17,31
Willacy,Precinct 5,State Representative,31,Marian Knowlton,REP,3,45,39,87
Willacy,Precinct 5,State Representative,31,Ryan Guillen,DEM,9,124,140,273
Willacy,Precinct 5,State Representative,31,Over Votes,,0,0,0,0
Willacy,Precinct 5,State Representative,31,Under Votes,,0,14,32,46
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Jaime Tijerina,,1,66,53,120
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Migdalia Lopez,,10,106,126,242
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 4 - Unexpired Term",,Under Votes,,1,11,32,44
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 6",,Clarissa Silva,,3,53,63,119
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 6",,Nereida Lopez-Singleterry,,8,114,107,229
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 6",,Over Votes,,0,0,0,0
Willacy,Precinct 5,"Justice, 13th Court of Appeals District, Place No. 6",,Under Votes,,1,16,41,58
Willacy,Precinct 5,County Attorney,,Annette C. Hinojosa,,10,136,153,299
Willacy,Precinct 5,County Attorney,,Over Votes,,0,0,0,0
