county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Deaf Smith,1,Ballots Cast,,,,,,,836
Deaf Smith,1,Registered Voters,,,,,,,1868
Deaf Smith,1,President,,Donald J. Trump Michael R. Pence,REP,46,393,126,565
Deaf Smith,1,President,,Joseph R. Biden Kamala D. Harris,DEM,36,139,81,256
Deaf Smith,1,President,,Jo Jorgensen Jeremy Spike Cohen,LIB,1,4,2,7
Deaf Smith,1,President,,Howie Hawkins Angela Walker,GRN,0,1,0,1
Deaf Smith,1,President,,Undervotes:,,0,1,2,3
Deaf Smith,1,President,,Overvotes:,,4,0,0,4
Deaf Smith,1,U.S. Senate,,John Cornyn,REP,53,395,111,559
Deaf Smith,1,U.S. Senate,,Mary MJ Hegar,DEM,30,119,84,233
Deaf Smith,1,U.S. Senate,,Kerry Douglas McKennon,LIB,1,8,7,16
Deaf Smith,1,U.S. Senate,,David B. Collins,GRN,0,4,2,6
Deaf Smith,1,U.S. Senate,,Undervotes:,,1,12,7,20
Deaf Smith,1,U.S. Senate,,Overvotes:,,2,0,0,2
Deaf Smith,1,U.S. House,13,Ronny Jackson,REP,51,388,110,549
Deaf Smith,1,U.S. House,13,Gus Trujillo,DEM,34,133,90,257
Deaf Smith,1,U.S. House,13,Jack B. Westbrook,LIB,0,4,3,7
Deaf Smith,1,U.S. House,13,Undervotes:,,2,13,8,23
Deaf Smith,1,U.S. House,13,Overvotes:,,0,0,0,0
Deaf Smith,1,Railroad Commissioner,,James Jim Wright,REP,52,377,107,536
Deaf Smith,1,Railroad Commissioner,,Chrysta Castañeda,DEM,31,137,90,258
Deaf Smith,1,Railroad Commissioner,,Matt Sterett,LIB,0,7,4,11
Deaf Smith,1,Railroad Commissioner,,Katija Kat Gruene,GRN,0,2,2,4
Deaf Smith,1,Railroad Commissioner,,Undervotes:,,3,15,8,26
Deaf Smith,1,Railroad Commissioner,,Overvotes:,,1,0,0,1
Deaf Smith,1,"Chief Justice, Supreme Court",,Nathan Hecht,REP,49,387,111,547
Deaf Smith,1,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,34,130,84,248
Deaf Smith,1,"Chief Justice, Supreme Court",,Mark Ash,LIB,1,5,6,12
Deaf Smith,1,"Chief Justice, Supreme Court",,Undervotes:,,3,16,10,29
Deaf Smith,1,"Chief Justice, Supreme Court",,Overvotes:,,0,0,0,0
Deaf Smith,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,REP,50,391,121,562
Deaf Smith,1,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,DEM,34,128,80,242
