county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Marion,1.0,President,,,Over Votes,0.0,0.0,0.0,0.0
Marion,1.0,President,,,Under Votes,6.0,2.0,4.0,0.0
Marion,1.0,Registered Voters,,,,653.0,,
Marion,1.0,Ballots Cast,,,,429.0,309.0,120.0,0.0
Marion,1.0,President,,REP,Donald J. Trump Michael R. Pence,296.0,205.0,91.0,0.0
Marion,1.0,President,,DEM,Joseph R. Biden Kamala D. Harris,125.0,100.0,25.0,0.0
Marion,1.0,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",1.0,1.0,0.0,0.0
Marion,1.0,President,,GRN,Howie Hawkins Angela Walker,1.0,1.0,0.0,0.0
Marion,1.0,President,,"",President R. Boddie/Eric C. Stoneham,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Brian Carroll/Amar Patel,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Todd Cella/Tim Cella,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Jesse Cuellar/Jimmy Monreal,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Tom Hoefling/Andy Prior,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Gloria La Riva/Leonard Peltier,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Abram Loeb/Jennifer Jairala,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Robert Morrow/Anne Beckett,0.0,0.0,0.0,0.0
Marion,1.0,President,,"",Kasey Wells/Rachel Wells,0.0,0.0,0.0,0.0
Marion,1.0,U.S. Senate,,REP,John Cornyn,292.0,203.0,89.0,0.0
Marion,1.0,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",125.0,98.0,27.0,0.0
Marion,1.0,U.S. Senate,,LIB,Kerry Douglas McKennon,5.0,4.0,1.0,0.0
Marion,1.0,U.S. Senate,,GRN,David B. Collins,1.0,1.0,0.0,0.0
Marion,1.0,U.S. Senate,,"",Ricardo Turullos-Bonilla,0.0,0.0,0.0,0.0
Marion,1.0,U.S. House,4,REP,Pat Fallon,294.0,203.0,91.0,0.0
Marion,1.0,U.S. House,4,DEM,Russell Foster,118.0,97.0,21.0,0.0
Marion,1.0,U.S. House,4,LIB,Lou Antonelli,6.0,4.0,2.0,0.0
Marion,1.0,U.S. House,4,"",Tracy Jones,0.0,0.0,0.0,0.0
Marion,1.0,Railroad Commissioner,,REP,"James ""Jim"" Wright",293.0,203.0,90.0,0.0
Marion,1.0,Railroad Commissioner,,DEM,Chrysta Castañeda,114.0,92.0,22.0,0.0
Marion,1.0,Railroad Commissioner,,LIB,Matt Sterett,11.0,7.0,4.0,0.0
Marion,1.0,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2.0,2.0,0.0,0.0
Marion,1.0,"Chief Justice, Supreme Court",,REP,Nathan Hecht,293.0,203.0,90.0,0.0
Marion,1.0,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,116.0,91.0,25.0,0.0
Marion,1.0,"Chief Justice, Supreme Court",,LIB,Mark Ash,8.0,6.0,2.0,0.0
