county,precinct,office,district,candidate,party,votes,early_voting,election_day
Gaines,2,President,,Cory Booker,DEM,0,0,0
Gaines,2,Registered Voters,,,,1866,,
Gaines,2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
Gaines,2,President,,Julian Castro,DEM,0,0,0
Gaines,2,President,,Tulsi Gabbard,DEM,0,0,0
Gaines,2,President,,Marianne Williamson,DEM,0,0,0
Gaines,2,President,,Michael R. Bloomberg,DEM,7,3,4
Gaines,2,President,,Amy Klobuchar,DEM,0,0,0
Gaines,2,President,,John K. Delaney,DEM,0,0,0
Gaines,2,President,,Bernie Sanders,DEM,14,4,10
Gaines,2,President,,Tom Steyer,DEM,0,0,0
Gaines,2,President,,Andrew Yang,DEM,0,0,0
Gaines,2,President,,Deval Patrick,DEM,0,0,0
Gaines,2,President,,Joseph R. Biden,DEM,28,8,20
Gaines,2,President,,Michael Bennet,DEM,0,0,0
Gaines,2,President,,Pete Buttigieg,DEM,0,0,0
Gaines,2,President,,Robby Wells,DEM,0,0,0
Gaines,2,President,,Elizabeth Warren,DEM,2,1,1
Gaines,2,U.S. Senate,,"Annie ""Mamá"" Garcia",DEM,6,3,3
Gaines,2,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0
Gaines,2,U.S. Senate,,Chris Bell,DEM,9,3,6
Gaines,2,U.S. Senate,,Michael Cooper,DEM,3,1,2
Gaines,2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,12,4,8
Gaines,2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,8,2,6
Gaines,2,U.S. Senate,,Sema Hernandez,DEM,2,0,2
Gaines,2,U.S. Senate,,Jack Daniel Foster Jr,DEM,2,1,1
Gaines,2,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0
Gaines,2,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0
Gaines,2,U.S. Senate,,Royce West,DEM,0,0,0
Gaines,2,U.S. Senate,,D.R. Hunter,DEM,0,0,0
Gaines,2,U.S. House,19,Tom Watson,DEM,35,11,24
Gaines,2,Railroad Commissioner,,Kelly Stone,DEM,6,2,4
Gaines,2,Railroad Commissioner,,Chrysta Castañeda,DEM,8,2,6
Gaines,2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,12,4,8
Gaines,2,Railroad Commissioner,,Mark Watson,DEM,10,3,7
Gaines,2,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,11,4,7
Gaines,2,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,28,8,20
Gaines,2,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,11,4,7
Gaines,2,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,28,8,20
Gaines,2,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,10,2,8
Gaines,2,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,29,10,19
Gaines,2,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,23,7,16
Gaines,2,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,16,5,11
Gaines,2,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,12,4,8
Gaines,2,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,21,6,15
Gaines,2,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,1,0,1
Gaines,2,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,28,8,20
Gaines,2,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,7,2,5
Gaines,2,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,31,8,23
Gaines,2,"Member, State Board of Education",15,John Betancourt,DEM,35,10,25
Gaines,2,State Representative,83,James Barrick,DEM,21,8,13
Gaines,2,State Representative,83,Addison Perry-Franks,DEM,15,3,12
Gaines,2,County Chairman,,Ray Savage,DEM,37,11,26
Gaines,2,Proposition #1,,Yes,DEM,32,15,17
Gaines,2,Proposition #1,,No,DEM,3,1,2
Gaines,2,Proposition #2,,Yes,DEM,35,15,20
Gaines,2,Proposition #2,,No,DEM,1,1,0
Gaines,2,Proposition #3,,Yes,DEM,33,14,19
Gaines,2,Proposition #3,,No,DEM,2,1,1
Gaines,2,Proposition #4,,Yes,DEM,32,13,19
Gaines,2,Proposition #4,,No,DEM,4,3,1
Gaines,2,Proposition #5,,Yes,DEM,35,15,20
Gaines,2,Proposition #5,,No,DEM,1,1,0
Gaines,2,Proposition #6,,Yes,DEM,34,15,19
Gaines,2,Proposition #6,,No,DEM,1,1,0
Gaines,2,Proposition #7,,Yes,DEM,34,15,19
Gaines,2,Proposition #7,,No,DEM,2,1,1
Gaines,2,Proposition #8,,Yes,DEM,34,14,20
Gaines,2,Proposition #8,,No,DEM,2,2,0
Gaines,2,Proposition #9,,Yes,DEM,34,14,20
Gaines,2,Proposition #9,,No,DEM,2,2,0
Gaines,2,Proposition #10,,Yes,DEM,34,15,19
Gaines,2,Proposition #10,,No,DEM,2,1,1
Gaines,2,Proposition #11,,Yes,DEM,28,11,17
Gaines,2,Proposition #11,,No,DEM,3,3,0
Gaines,3,President,,Cory Booker,DEM,0,0,0
Gaines,3,Registered Voters,,,,2597,,
Gaines,3,President,,"Roque ""Rocky"" De La Fuente",DEM,1,1,0
Gaines,3,President,,Julián Castro,DEM,0,0,0
Gaines,3,President,,Tulsi Gabbard,DEM,0,0,0
Gaines,3,President,,Marianne Williamson,DEM,1,1,0
Gaines,3,President,,Michael R. Bloomberg,DEM,6,2,4
Gaines,3,President,,Amy Klobuchar,DEM,0,0,0
Gaines,3,President,,John K. Delaney,DEM,0,0,0
Gaines,3,President,,Bernie Sanders,DEM,12,4,8
Gaines,3,President,,Tom Steyer,DEM,0,0,0
Gaines,3,President,,Andrew Yang,DEM,0,0,0
Gaines,3,President,,Deval Patrick,DEM,0,0,0
Gaines,3,President,,Joseph R. Biden,DEM,20,8,12
Gaines,3,President,,Michael Bennet,DEM,1,0,1
Gaines,3,President,,Pete Buttigieg,DEM,0,0,0
Gaines,3,President,,Robby Wells,DEM,0,0,0
Gaines,3,President,,Elizabeth Warren,DEM,6,1,5
Gaines,3,U.S. Senate,,"Annie ""Mamá"" Garcia",DEM,4,1,3
Gaines,3,U.S. Senate,,Victor Hugo Harris,DEM,3,0,3
Gaines,3,U.S. Senate,,Chris Bell,DEM,3,0,3
Gaines,3,U.S. Senate,,Michael Cooper,DEM,5,2,3
Gaines,3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,7,3,4
Gaines,3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,0,4
Gaines,3,U.S. Senate,,Sema Hernandez,DEM,4,2,2
Gaines,3,U.S. Senate,,Jack Daniel Foster Jr,DEM,4,2,2
Gaines,3,U.S. Senate,,Amanda K. Edwards,DEM,2,2,0
Gaines,3,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0
Gaines,3,U.S. Senate,,Royce West,DEM,2,1,1
Gaines,3,U.S. Senate,,D.R. Hunter,DEM,1,0,1
Gaines,3,U.S. House,19,Tom Watson,DEM,40,14,26
Gaines,3,Railroad Commissioner,,Kelly Stone,DEM,10,3,7
Gaines,3,Railroad Commissioner,,Chrysta Castañeda,DEM,8,4,4
