county,precinct,office,district,party,candidate,early_voting,election_day,votes
Hunt,Precinct 101,Ballots Cast,,DEM,,,,32
Hunt,Precinct 101,President,,DEM,Andrew Yang,0,0,0
Hunt,Precinct 101,President,,DEM,Julián Castro,0,0,0
Hunt,Precinct 101,President,,DEM,Marianne Williamson,0,0,0
Hunt,Precinct 101,President,,DEM,John K. Delaney,0,0,0
Hunt,Precinct 101,President,,DEM,Bernie Sanders,2,12,14
Hunt,Precinct 101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Hunt,Precinct 101,President,,DEM,Tom Steyer,0,0,0
Hunt,Precinct 101,President,,DEM,Michael R. Bloomberg,2,2,4
Hunt,Precinct 101,President,,DEM,Michael Bennet,0,0,0
Hunt,Precinct 101,President,,DEM,Joseph R. Biden,3,8,11
Hunt,Precinct 101,President,,DEM,Robby Wells,0,0,0
Hunt,Precinct 101,President,,DEM,Deval Patrick,0,0,0
Hunt,Precinct 101,President,,DEM,Tulsi Gabbard,0,0,0
Hunt,Precinct 101,President,,DEM,Pete Buttigieg,0,0,0
Hunt,Precinct 101,President,,DEM,Cory Booker,0,0,0
Hunt,Precinct 101,President,,DEM,Elizabeth Warren,0,2,2
Hunt,Precinct 101,President,,DEM,Amy Klobuchar,0,0,0
Hunt,Precinct 101,President,,DEM,Ballots Cast,7,24,31
Hunt,Precinct 101,President,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,President,,DEM,Under Votes,1,0,1
Hunt,Precinct 101,U.S. Senate,,DEM,Sema Hernandez,1,2,3
Hunt,Precinct 101,U.S. Senate,,DEM,D.R. Hunter,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,3,5
Hunt,Precinct 101,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",0,5,5
Hunt,Precinct 101,U.S. Senate,,DEM,Michael Cooper,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,Chris Bell,0,5,5
Hunt,Precinct 101,U.S. Senate,,DEM,Amanda K. Edwards,0,6,6
Hunt,Precinct 101,U.S. Senate,,DEM,Royce West,2,2,4
Hunt,Precinct 101,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,Ballots Cast,5,23,28
Hunt,Precinct 101,U.S. Senate,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,U.S. Senate,,DEM,Under Votes,3,1,4
Hunt,Precinct 101,U.S. House,4,DEM,Russell Foster,5,20,25
Hunt,Precinct 101,U.S. House,4,DEM,Ballots Cast,5,20,25
Hunt,Precinct 101,U.S. House,4,DEM,Over Votes,0,0,0
Hunt,Precinct 101,U.S. House,4,DEM,Under Votes,3,4,7
Hunt,Precinct 101,Ballots Cast,,DEM,,,,32
Hunt,Precinct 101,Railroad Commissioner,,DEM,Chrysta Castañeda,2,6,8
Hunt,Precinct 101,Railroad Commissioner,,DEM,Kelly Stone,3,10,13
Hunt,Precinct 101,Railroad Commissioner,,DEM,Mark Watson,0,4,4
Hunt,Precinct 101,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,4,4
Hunt,Precinct 101,Railroad Commissioner,,DEM,Ballots Cast,5,24,29
Hunt,Precinct 101,Railroad Commissioner,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Railroad Commissioner,,DEM,Under Votes,3,0,3
Hunt,Precinct 101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,0,6,6
Hunt,Precinct 101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,5,17,22
Hunt,Precinct 101,"Chief Justice, Supreme Court",,DEM,Ballots Cast,5,23,28
Hunt,Precinct 101,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Chief Justice, Supreme Court",,DEM,Under Votes,3,1,4
Hunt,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,3,13,16
Hunt,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,2,8,10
Hunt,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Ballots Cast,5,21,26
Hunt,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Under Votes,3,3,6
Hunt,Precinct 101,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,1,9,10
Hunt,Precinct 101,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,4,11,15
Hunt,Precinct 101,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,5,20,25
Hunt,Precinct 101,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, Supreme Court, Place 7",,DEM,Under Votes,3,4,7
Hunt,Precinct 101,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,2,10,12
Hunt,Precinct 101,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,2,9,11
Hunt,Precinct 101,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,4,19,23
Hunt,Precinct 101,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, Supreme Court, Place 8",,DEM,Under Votes,4,5,9
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,3,13,16
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,0,0,0
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,1,8,9
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Ballots Cast,4,21,25
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,4,3,7
Hunt,Precinct 101,Ballots Cast,,DEM,,,,32
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,2,8,10
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,2,12,14
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Ballots Cast,4,20,24
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,4,4,8
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,3,18,21
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Ballots Cast,3,18,21
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,5,6,11
Hunt,Precinct 101,"Member, State Board of Education, District 9",,DEM,Brenda Davis,3,18,21
Hunt,Precinct 101,"Member, State Board of Education, District 9",,DEM,Ballots Cast,3,18,21
Hunt,Precinct 101,"Member, State Board of Education, District 9",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Member, State Board of Education, District 9",,DEM,Under Votes,5,6,11
Hunt,Precinct 101,"State Representative, District 2",,DEM,Bill Brannon,3,18,21
Hunt,Precinct 101,"State Representative, District 2",,DEM,Ballots Cast,3,18,21
Hunt,Precinct 101,"State Representative, District 2",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"State Representative, District 2",,DEM,Under Votes,5,6,11
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 3",,DEM,Bonnie Lee Goldstein,3,18,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 3",,DEM,Ballots Cast,3,18,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 3",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 3",,DEM,Under Votes,5,6,11
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 6",,DEM,Craig Smith,2,19,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 6",,DEM,Ballots Cast,2,19,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 6",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 6",,DEM,Under Votes,6,5,11
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 8",,DEM,Dennise Garcia,2,19,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 8",,DEM,Ballots Cast,2,19,21
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 8",,DEM,Over Votes,0,0,0
Hunt,Precinct 101,"Justice, 5th Court of Appeals District, Place 8",,DEM,Under Votes,6,5,11
Hunt,Precinct 101,Ballots Cast,,DEM,,,,32
Hunt,Precinct 101,Proposition 1,,DEM,Yes,6,23,29
Hunt,Precinct 101,Proposition 1,,DEM,No,1,0,1
Hunt,Precinct 101,Proposition 1,,DEM,Ballots Cast,7,23,30
Hunt,Precinct 101,Proposition 1,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 1,,DEM,Under Votes,1,1,2
Hunt,Precinct 101,Proposition 2,,DEM,Yes,6,24,30
Hunt,Precinct 101,Proposition 2,,DEM,No,0,0,0
Hunt,Precinct 101,Proposition 2,,DEM,Ballots Cast,6,24,30
Hunt,Precinct 101,Proposition 2,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 2,,DEM,Under Votes,2,0,2
Hunt,Precinct 101,Proposition 3,,DEM,Yes,8,20,28
Hunt,Precinct 101,Proposition 3,,DEM,No,0,1,1
Hunt,Precinct 101,Proposition 3,,DEM,Ballots Cast,8,21,29
Hunt,Precinct 101,Proposition 3,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 3,,DEM,Under Votes,0,3,3
Hunt,Precinct 101,Proposition 4,,DEM,Yes,6,20,26
Hunt,Precinct 101,Proposition 4,,DEM,No,1,1,2
Hunt,Precinct 101,Proposition 4,,DEM,Ballots Cast,7,21,28
Hunt,Precinct 101,Proposition 4,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 4,,DEM,Under Votes,1,3,4
Hunt,Precinct 101,Proposition 5,,DEM,Yes,6,20,26
Hunt,Precinct 101,Proposition 5,,DEM,No,0,1,1
Hunt,Precinct 101,Proposition 5,,DEM,Ballots Cast,6,21,27
Hunt,Precinct 101,Proposition 5,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 5,,DEM,Under Votes,2,3,5
Hunt,Precinct 101,Proposition 6,,DEM,Yes,7,20,27
Hunt,Precinct 101,Proposition 6,,DEM,No,1,1,2
Hunt,Precinct 101,Proposition 6,,DEM,Ballots Cast,8,21,29
Hunt,Precinct 101,Proposition 6,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 6,,DEM,Under Votes,0,3,3
Hunt,Precinct 101,Ballots Cast,,DEM,,,,32
Hunt,Precinct 101,Proposition 7,,DEM,Yes,6,20,26
Hunt,Precinct 101,Proposition 7,,DEM,No,0,1,1
Hunt,Precinct 101,Proposition 7,,DEM,Ballots Cast,6,21,27
Hunt,Precinct 101,Proposition 7,,DEM,Over Votes,0,0,0
Hunt,Precinct 101,Proposition 7,,DEM,Under Votes,2,3,5
Hunt,Precinct 101,Proposition 8,,DEM,Yes,6,19,25
Hunt,Precinct 101,Proposition 8,,DEM,No,1,1,2
Hunt,Precinct 101,Proposition 8,,DEM,Ballots Cast,7,20,27
Hunt,Precinct 101,Proposition 8,,DEM,Over Votes,0,0,0
