county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Bowie,1A,Ballots Cast,,,,87,362,126,575
Bowie,1A,Ballots Cast Blank,,,,0,0,0,0
Bowie,1A,President,,REP,Donald J. Trump / Michael R. Pence,6,52,18,76
Bowie,1A,President,,DEM,Joseph R. Biden / Kamala D. Harris,75,303,104,482
Bowie,1A,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",2,2,2,6
Bowie,1A,President,,GRN,Howie Hawkins / Angela Walker,1,1,0,2
Bowie,1A,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Bowie,1A,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Bowie,1A,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Bowie,1A,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Bowie,1A,President,,,Write-In: President R. Boddie/Eric C. Stoneham,0,0,0,0
Bowie,1A,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Bowie,1A,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Bowie,1A,President,,,Write-In: Jesse Cueller/Jimmy Monreal,0,0,0,0
Bowie,1A,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Bowie,1A,President,,,Not Assigned,0,2,0,2
Bowie,1A,President,,,Overvotes,0,0,0,0
Bowie,1A,President,,,Undervotes,3,2,2,7
Bowie,1A,U.S. Senate,,REP,John Cornyn,6,50,19,75
Bowie,1A,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",77,300,102,479
Bowie,1A,U.S. Senate,,LIB,Kerry Douglas McKennon,2,2,2,6
Bowie,1A,U.S. Senate,,GRN,David B. Collins,0,1,2,3
Bowie,1A,U.S. Senate,,,Write-In: Ricardo Turullols-Bonilla,0,0,0,0
Bowie,1A,U.S. Senate,,,Not Assigned,0,2,0,2
Bowie,1A,U.S. Senate,,,Overvotes,0,0,0,0
Bowie,1A,U.S. Senate,,,Undervotes,2,7,1,10
Bowie,1A,U.S. House,4,REP,Pat Fallon,8,48,21,77
Bowie,1A,U.S. House,4,DEM,Russell Foster,74,295,99,468
Bowie,1A,U.S. House,4,LIB,Lou Antonelli,3,10,3,16
Bowie,1A,U.S. House,4,,Write-In: Tracy Jones,0,3,0,3
Bowie,1A,U.S. House,4,,Not Assigned,0,1,0,1
Bowie,1A,U.S. House,4,,Overvotes,0,0,0,0
Bowie,1A,U.S. House,4,,Undervotes,2,5,3,10
Bowie,1A,Railroad Commissioner,,REP,"James ""Jim"" Wright",8,52,19,79
Bowie,1A,Railroad Commissioner,,DEM,Chrysta Castaneda,76,293,99,468
Bowie,1A,Railroad Commissioner,,LIB,Matt Sterett,1,6,0,7
Bowie,1A,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,5,3,8
Bowie,1A,Railroad Commissioner,,,Overvotes,0,0,0,0
Bowie,1A,Railroad Commissioner,,,Undervotes,2,6,5,13
Bowie,1A,"Chief Justice, Supreme Court",,REP,Nathan Hecht,6,54,22,82
Bowie,1A,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,77,299,97,473
Bowie,1A,"Chief Justice, Supreme Court",,LIB,Mark Ash,2,5,1,8
Bowie,1A,"Chief Justice, Supreme Court",,,Overvotes,0,0,0,0
Bowie,1A,"Chief Justice, Supreme Court",,,Undervotes,2,4,6,12
Bowie,1A,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,8,54,21,83
Bowie,1A,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,73,303,99,475
Bowie,1A,"Justice, Supreme Court, Pl 6",,,Overvotes,0,0,0,0
Bowie,1A,"Justice, Supreme Court, Pl 6",,,Undervotes,6,5,6,17
Bowie,1A,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,8,53,22,83
Bowie,1A,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,75,300,99,474
Bowie,1A,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,2,4,1,7
Bowie,1A,"Justice, Supreme Court, Pl 7",,,Overvotes,0,0,0,0
Bowie,1A,"Justice, Supreme Court, Pl 7",,,Undervotes,2,5,4,11
Bowie,1A,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,7,52,20,79
Bowie,1A,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,72,299,97,468
Bowie,1A,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,4,3,2,9
Bowie,1A,"Justice, Supreme Court, Pl 8",,,Overvotes,0,0,0,0
Bowie,1A,"Justice, Supreme Court, Pl 8",,,Undervotes,4,8,7,19
Bowie,1A,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,9,53,20,82
Bowie,1A,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,75,305,99,479
Bowie,1A,"Judge, Ct of Crim App, Pl 3",,,Overvotes,0,0,0,0
Bowie,1A,"Judge, Ct of Crim App, Pl 3",,,Undervotes,3,4,7,14
Bowie,1A,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,8,53,22,83
Bowie,1A,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,76,302,99,477
Bowie,1A,"Judge, Ct of Crim App, Pl 4",,,Overvotes,0,0,0,0
Bowie,1A,"Judge, Ct of Crim App, Pl 4",,,Undervotes,3,7,5,15
Bowie,1A,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,9,53,22,84
Bowie,1A,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,74,305,100,479
Bowie,1A,"Judge, Ct of Crim App, Pl 9",,,Overvotes,0,0,0,0
Bowie,1A,"Judge, Ct of Crim App, Pl 9",,,Undervotes,4,4,4,12
Bowie,1A,"Member, State BoE, Dist 9",,REP,Keven M. Ellis,9,52,17,78
Bowie,1A,"Member, State BoE, Dist 9",,DEM,Brenda Davis,76,305,102,483
Bowie,1A,"Member, State BoE, Dist 9",,,Overvotes,0,0,0,0
Bowie,1A,"Member, State BoE, Dist 9",,,Undervotes,2,5,7,14
Bowie,1A,State Senate,1,REP,Bryan Hughes,9,51,21,81
Bowie,1A,State Senate,1,DEM,Audrey Spanko,75,308,95,478
Bowie,1A,State Senate,1,,Overvotes,0,0,0,0
Bowie,1A,State Senate,1,,Undervotes,3,3,10,16
Bowie,1A,State Representative,1,REP,Gary VanDeaver,22,211,45,278
Bowie,1A,State Representative,1,,Overvotes,0,0,0,0
