county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day
Stonewall,Precinct 1,President,,Bernie Sanders,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Michael Bennet,DEM,0,0,0,0
Stonewall,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Stonewall,Precinct 1,President,,Michael R. Bloomberg,DEM,1,0,0,1
Stonewall,Precinct 1,President,,Tulsi Gabbard,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Tom Steyer,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Elizabeth Warren,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Joseph R. Biden,DEM,3,1,0,2
Stonewall,Precinct 1,President,,Deval Patrick,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Andrew Yang,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Marianne Williamson,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Pete Buttigieg,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Robby Wells,DEM,1,1,0,0
Stonewall,Precinct 1,President,,John K. Delaney,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Cory Booker,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Amy Klobuchar,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Julian Castro,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,President,,Under Votes,DEM,7,0,2,5
Stonewall,Precinct 1,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Victor Hugo Harris,DEM,1,1,0,0
Stonewall,Precinct 1,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Chris Bell,DEM,3,0,0,3
Stonewall,Precinct 1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,1,0,0,1
Stonewall,Precinct 1,U.S. Senate,,Amanda K. Edwards,DEM,1,1,0,0
Stonewall,Precinct 1,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Royce West,DEM,1,0,0,1
Stonewall,Precinct 1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. Senate,,Under Votes,DEM,5,0,2,3
Stonewall,Precinct 1,U.S. House,13,Timothy W. Gassaway,DEM,2,1,0,1
Stonewall,Precinct 1,U.S. House,13,Gus Trujillo,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. House,13,Greg Sagan,DEM,4,0,0,4
Stonewall,Precinct 1,U.S. House,13,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. House,13,Under Votes,DEM,6,1,2,3
Stonewall,Precinct 1,U.S. House,19,Tom Watson,DEM,5,1,0,4
Stonewall,Precinct 1,U.S. House,19,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,U.S. House,19,Under Votes,DEM,7,1,2,4
Stonewall,Precinct 1,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Stonewall,Precinct 1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,0,1
Stonewall,Precinct 1,Railroad Commissioner,,Mark Watson,DEM,6,2,0,4
Stonewall,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,1,0,0,1
Stonewall,Precinct 1,Railroad Commissioner,,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,Railroad Commissioner,,Under Votes,DEM,4,0,2,2
Stonewall,Precinct 1,State Representative,68,Patsy Ledbetter,DEM,5,1,0,4
Stonewall,Precinct 1,State Representative,68,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,State Representative,68,Under Votes,DEM,7,1,2,4
Stonewall,Precinct 1,State Representative,85,Joey Cardenas III,DEM,5,1,0,4
Stonewall,Precinct 1,State Representative,85,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 1,State Representative,85,Under Votes,DEM,7,1,2,4
Stonewall,Precinct 2,President,,Bernie Sanders,DEM,3,0,0,3
Stonewall,Precinct 2,President,,Michael Bennet,DEM,0,0,0,0
Stonewall,Precinct 2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Stonewall,Precinct 2,President,,Michael R. Bloomberg,DEM,5,2,2,1
Stonewall,Precinct 2,President,,Tulsi Gabbard,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Tom Steyer,DEM,1,0,0,1
Stonewall,Precinct 2,President,,Elizabeth Warren,DEM,5,2,0,3
Stonewall,Precinct 2,President,,Joseph R. Biden,DEM,14,0,0,14
Stonewall,Precinct 2,President,,Deval Patrick,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Andrew Yang,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Marianne Williamson,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Pete Buttigieg,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Robby Wells,DEM,0,0,0,0
Stonewall,Precinct 2,President,,John K. Delaney,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Cory Booker,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Amy Klobuchar,DEM,1,0,1,0
Stonewall,Precinct 2,President,,Julian Castro,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 2,President,,Under Votes,DEM,5,1,1,3
Stonewall,Precinct 2,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,8,0,1,7
Stonewall,Precinct 2,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,0,1,3
Stonewall,Precinct 2,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. Senate,,Michael Cooper,DEM,4,2,1,1
Stonewall,Precinct 2,U.S. Senate,,Chris Bell,DEM,1,0,0,1
Stonewall,Precinct 2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,3,0,0,3
Stonewall,Precinct 2,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. Senate,,Sema Hernandez,DEM,2,0,0,2
Stonewall,Precinct 2,U.S. Senate,,D. R. Hunter,DEM,1,0,0,1
Stonewall,Precinct 2,U.S. Senate,,Royce West,DEM,1,0,0,1
Stonewall,Precinct 2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. Senate,,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. Senate,,Under Votes,DEM,10,3,1,6
Stonewall,Precinct 2,U.S. House,13,Timothy W. Gassaway,DEM,20,2,1,17
Stonewall,Precinct 2,U.S. House,13,Gus Trujillo,DEM,3,0,1,2
Stonewall,Precinct 2,U.S. House,13,Greg Sagan,DEM,1,0,1,0
Stonewall,Precinct 2,U.S. House,13,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. House,13,Under Votes,DEM,10,3,1,6
Stonewall,Precinct 2,U.S. House,19,Tom Watson,DEM,20,,3,16
Stonewall,Precinct 2,U.S. House,19,Over Votes,DEM,0,0,0,0
Stonewall,Precinct 2,U.S. House,19,Under Votes,DEM,14,4,1,9
Stonewall,Precinct 2,Railroad Commissioner,,Kelly Stone,DEM,7,2,0,5
Stonewall,Precinct 2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,4,0,1,3
Stonewall,Precinct 2,Railroad Commissioner,,Mark Watson,DEM,9,0,2,7
