county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Falls,101,President,,REP,Donald J Trump,18,101,57,176
Falls,101,President,,DEM,Joseph R Biden,24,107,39,170
Falls,101,President,,LIB,Jo Jorgensen,0,0,2,2
Falls,101,President,,GRN,Howie Hawkins,0,0,2,2
Falls,101,President,,,Abram Loeb (W),0,0,0,0
Falls,101,President,,,Brian Carroll (W),0,0,0,0
Falls,101,President,,,Gloria La Riva (W),0,0,0,0
Falls,101,President,,,Jesse Cuellar (W),0,0,0,0
Falls,101,President,,,Kasey Wells (W),0,0,0,0
Falls,101,President,,,President R. Boddie (W),0,0,0,0
Falls,101,President,,,Robert Morrow (W),0,0,0,0
Falls,101,President,,,Todd Cella (W),0,0,0,0
Falls,101,President,,,Tom Hoefling (W),0,0,0,0
Falls,101,President,,,Undervotes,0,0,0,0
Falls,101,President,,,Overvotes,0,0,0,0
Falls,101,U.S. Senate,,REP,John Cornyn,18,100,51,169
Falls,101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",22,104,36,162
Falls,101,U.S. Senate,,LIB,Kerry Douglas McKennon,1,2,6,9
Falls,101,U.S. Senate,,GRN,David B. Collins,0,0,2,2
Falls,101,U.S. Senate,,,Ricardo Turullols-Bonilla (W),0,0,0,0
Falls,101,U.S. Senate,,,Undervotes,1,2,5,8
Falls,101,U.S. Senate,,,Overvotes,0,0,0,0
Falls,101,U.S. House,17,REP,Pete Sessions,18,101,57,176
Falls,101,U.S. House,17,DEM,Rick Kennedy,20,102,32,154
Falls,101,U.S. House,17,LIB,Ted Brown,0,2,6,8
Falls,101,U.S. House,17,,Undervotes,4,3,5,12
Falls,101,U.S. House,17,,Overvotes,0,0,0,0
Falls,101,Railroad Commissioner,,REP,"James ""Jim""Wright",19,95,53,167
Falls,101,Railroad Commissioner,,DEM,Chrysta Castaneda,19,104,31,154
Falls,101,Railroad Commissioner,,LIB,Matt Sterett,0,2,5,7
Falls,101,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,2,2
Falls,101,Railroad Commissioner,,,Undervotes,4,7,9,20
Falls,101,Railroad Commissioner,,,Overvotes,0,0,0,0
Falls,101,State Senate,22,REP,Brian Birdwell,18,103,55,176
Falls,101,State Senate,22,DEM,Robert Vick,21,100,38,159
Falls,101,State Senate,22,,Undervotes,3,5,7,15
Falls,101,State Senate,22,,Overvotes,0,0,0,0
Falls,101,State Representative,12,REP,Kyle Kacal,25,129,68,222
Falls,101,State Representative,12,,Undervotes,17,79,32,128
Falls,101,State Representative,12,,Overvotes,0,0,0,0
Falls,104,President,,REP,Donald J Trump,46,208,195,449
Falls,104,President,,DEM,Joseph R Biden,20,27,14,61
Falls,104,President,,LIB,Jo Jorgensen,1,2,2,5
Falls,104,President,,GRN,Howie Hawkins,0,0,0,0
Falls,104,President,,,Abram Loeb (W),0,0,0,0
Falls,104,President,,,Brian Carroll (W),0,0,0,0
Falls,104,President,,,Gloria La Riva (W),0,0,0,0
Falls,104,President,,,Jesse Cuellar (W),0,0,0,0
Falls,104,President,,,Kasey Wells (W),0,0,0,0
Falls,104,President,,,President R. Boddie (W),0,0,0,0
Falls,104,President,,,Robert Morrow (W),0,0,0,0
Falls,104,President,,,Todd Cella (W),0,0,0,0
Falls,104,President,,,Tom Hoefling (W),0,0,0,0
Falls,104,President,,,Undervotes,0,0,0,0
Falls,104,President,,,Overvotes,0,0,0,0
Falls,104,U.S. Senate,,REP,John Cornyn,46,208,190,444
Falls,104,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",19,27,18,64
Falls,104,U.S. Senate,,LIB,Kerry Douglas McKennon,0,1,3,4
Falls,104,U.S. Senate,,GRN,David B. Collins,0,1,0,1
