county,precinct,office,district,party,candidate,votes,election_day,early_voting
Donley,303,President,,DEM,Michael Bennet,2,,
Donley,303,President,,DEM,Elizabeth Warren,0,,
Donley,303,President,,DEM,Julian Castro,0,,
Donley,303,President,,DEM,Cory Booker,0,,
Donley,303,President,,DEM,"Roque ""Rocky"" De La Fuente",0,,
Donley,303,President,,DEM,Pete Buttigieg,0,,
Donley,303,President,,DEM,Deval Patrick,0,,
Donley,303,President,,DEM,Tulsi Gabbard,0,,
Donley,303,President,,DEM,Robby Wells,0,,
Donley,303,President,,DEM,Bernie Sanders,0,,
Donley,303,President,,DEM,Andrew Yang,0,,
Donley,303,President,,DEM,Tom Steyer,0,,
Donley,303,President,,DEM,Amy Klobuchar,0,,
Donley,303,President,,DEM,Michael R. Bloomberg,2,,
Donley,303,President,,DEM,Marianne Williamson,0,,
Donley,303,President,,DEM,John K. Delaney,0,,
Donley,303,President,,DEM,Joseph R. Biden,11,,
Donley,303,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,,
Donley,303,U.S. Senate,,DEM,Chris Bell,2,,
Donley,303,U.S. Senate,,DEM,Amanda K. Edwards,0,,
Donley,303,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,,
Donley,303,U.S. Senate,,DEM,Sema Hernandez,0,,
Donley,303,U.S. Senate,,DEM,Victor Hugo Harris,1,,
Donley,303,U.S. Senate,,DEM,D.R. Hunter,1,,
Donley,303,U.S. Senate,,DEM,Royce West,1,,
Donley,303,U.S. Senate,,DEM,Adrian Ocegueda,0,,
Donley,303,U.S. Senate,,DEM,Mary (MJ) Hegar,0,,
Donley,303,U.S. Senate,,DEM,Jack Daniel Foster Jr.,2,,
Donley,303,U.S. Senate,,DEM,Michael Cooper,1,,
Donley,303,U.S. House,13,DEM,Greg Sagan,8,,
Donley,303,U.S. House,13,DEM,Timothy W. Gassaway,1,,
Donley,303,U.S. House,13,DEM,Gus Trujillo,1,,
Donley,303,Railroad Commissioner,,DEM,Chrysta Castaneda,2,,
Donley,303,Railroad Commissioner,,DEM,Mark Watson,5,,
Donley,303,Railroad Commissioner,,DEM,Kelly Stone,2,,
Donley,303,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Michael Bennet,2,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Elizabeth Warren,4,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Julian Castro,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Cory Booker,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,"Roque ""Rocky"" De La Fuente",0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Pete Buttigieg,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Deval Patrick,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Tulsi Gabbard,1,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Robby Wells,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Bernie Sanders,11,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Andrew Yang,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Tom Steyer,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Amy Klobuchar,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Michael R. Bloomberg,4,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Marianne Williamson,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,John K. Delaney,0,,
Donley,"101, 102, 201, 301, 401",President,,DEM,Joseph R. Biden,19,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,"Annie ""Mama"" Garcia",11,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Chris Bell,4,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Amanda K. Edwards,1,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Cristina Tzintzun Ramirez,5,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Sema Hernandez,2,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Victor Hugo Harris,2,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,D.R. Hunter,0,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Royce West,1,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Adrian Ocegueda,0,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Mary (MJ) Hegar,5,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,,
Donley,"101, 102, 201, 301, 401",U.S. Senate,,DEM,Michael Cooper,6,,
Donley,"101, 102, 201, 301, 401",U.S. House,13,DEM,Greg Sagan,14,,
Donley,"101, 102, 201, 301, 401",U.S. House,13,DEM,Timothy W. Gassaway,6,,
Donley,"101, 102, 201, 301, 401",U.S. House,13,DEM,Gus Trujillo,17,,
Donley,"101, 102, 201, 301, 401",Railroad Commissioner,,DEM,Chrysta Castaneda,17,,
Donley,"101, 102, 201, 301, 401",Railroad Commissioner,,DEM,Mark Watson,13,,
