county,precinct,office,district,party,candidate,early_voting,election_day,votes
Kimble,1,President,,DEM,JULIAN CASTRO,0,1,1
Kimble,1,President,,DEM,TULSI GABBARD,0,0,0
Kimble,1,President,,DEM,MARIANNE WILLIAMSON,0,0,0
Kimble,1,President,,DEM,PETE BUTTIGIEG,0,0,0
Kimble,1,President,,DEM,BERNIE SANDERS,2,1,3
Kimble,1,President,,DEM,AMY KLOBUCHAR,1,0,1
Kimble,1,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",1,0,1
Kimble,1,President,,DEM,MICHAEL BENNETT,0,0,0
Kimble,1,President,,DEM,ELIZABETH WARREN,1,1,2
Kimble,1,President,,DEM,CORY BOOKER,0,0,0
Kimble,1,President,,DEM,JOHN K. DELANEY,0,0,0
Kimble,1,President,,DEM,ANDREW YANG,0,0,0
Kimble,1,President,,DEM,ROBBY WELLS,0,0,0
Kimble,1,President,,DEM,MICHAEL BLOOMBERG,0,3,3
Kimble,1,President,,DEM,TOM STEYER,0,0,0
Kimble,1,President,,DEM,DEVAL PATRICK,0,0,0
Kimble,1,President,,DEM,JOSEPH R. BIDEN,2,6,8
Kimble,1,U.S. Senate,,DEM,CRISTINA TZINTZUN RAMIREZ,2,2,4
Kimble,1,U.S. Senate,,DEM,D. R. HUNTER,0,1,1
Kimble,1,U.S. Senate,,DEM,"JACK DANIEL FOSTER, JR.",0,0,0
Kimble,1,U.S. Senate,,DEM,SEMA HERNANDEZ,1,4,5
Kimble,1,U.S. Senate,,DEM,CHRIS BELL,0,0,0
Kimble,1,U.S. Senate,,DEM,"ANNIE ""MAMA"" GARCIA",2,0,2
Kimble,1,U.S. Senate,,DEM,ADRIAN OCEGUEDA,0,0,0
Kimble,1,U.S. Senate,,DEM,VICTOR HUGE HARRIS,0,0,0
Kimble,1,U.S. Senate,,DEM,AMAMDA L. EDWARDS,0,0,0
Kimble,1,U.S. Senate,,DEM,ROYCE WEST,0,1,1
Kimble,1,U.S. Senate,,DEM,MICHAEL COOPER,0,1,1
Kimble,1,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",1,3,4
Kimble,1,U.S. House,11,DEM,JON MARK HOGG,3,11,14
Kimble,1,Railroad Commissioner,,DEM,"ROBERTO R. ""BETO"" ALONZO",1,4,5
Kimble,1,Railroad Commissioner,,DEM,CHRYSTA CASTENEDA,2,3,5
Kimble,1,Railroad Commissioner,,DEM,KELLY STONE,0,2,2
Kimble,1,Railroad Commissioner,,DEM,MARK WATSON,2,3,5
Kimble,1,State Representative,53,DEM,JOE P. HERRERA,3,11,14
Kimble,Mail,President,,DEM,JULIAN CASTRO,,,0
Kimble,Mail,President,,DEM,TULSI GABBARD,,,0
Kimble,Mail,President,,DEM,MARIANNE WILLIAMSON,,,0
Kimble,Mail,President,,DEM,PETE BUTTIGIEG,,,0
Kimble,Mail,President,,DEM,BERNIE SANDERS,,,2
Kimble,Mail,President,,DEM,AMY KLOBUCHAR,,,0
Kimble,Mail,President,,DEM,"ROQUE ""ROCKY"" DE LA FUENTE",,,0
Kimble,Mail,President,,DEM,MICHAEL BENNETT,,,0
