county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Baylor,2,U.S. Senate,,REP,John Cornyn,56,51,2,109
Baylor,2,U.S. Senate,,REP,Virgil Bierschwale,1,1,1,3
Baylor,2,U.S. Senate,,REP,Mark Yancey,13,5,0,18
Baylor,2,U.S. Senate,,REP,John Anthony Castro,2,0,0,2
Baylor,2,U.S. Senate,,REP,Dwayne Stovall,12,5,0,17
Baylor,2,U.S. House,13,REP,Elaine Hays,2,3,0,5
Baylor,2,U.S. House,13,REP,Chris Ekstrom,22,13,2,37
Baylor,2,U.S. House,13,REP,Matt McArthur,1,2,0,3
Baylor,2,U.S. House,13,REP,Richard Herman,3,0,0,3
Baylor,2,U.S. House,13,REP,Ronny Jackson,8,14,0,22
Baylor,2,U.S. House,13,REP,Monique Worthy,3,1,0,4
Baylor,2,U.S. House,13,REP,Lee Harvey,8,4,0,12
Baylor,2,U.S. House,13,REP,Jamie Culley,0,0,0,0
Baylor,2,U.S. House,13,REP,Vance Snider II,2,1,0,3
Baylor,2,U.S. House,13,REP,Mark Neese,0,0,0,0
Baylor,2,U.S. House,13,REP,Asusena Resendiz,1,0,0,1
Baylor,2,U.S. House,13,REP,Diane Knowlton,1,0,0,1
Baylor,2,U.S. House,13,REP,Jason Foglesong,1,0,0,1
Baylor,2,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0
Baylor,2,U.S. House,13,REP,Josh Winegarner,35,24,1,60
Baylor,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",56,41,2,99
Baylor,2,Railroad Commissioner,,REP,Ryan Sitton,10,13,1,24
Baylor,2,State Senate,28,REP,Charles Perry,65,52,3,120
Baylor,2,State Representative,69,REP,James B. Frank,64,52,3,119
Baylor,3,Ballots Cast,,REP,,116,89,2,207
Baylor,3,President,,REP,Zoltan G. Istvan,0,0,0,0
Baylor,3,President,,REP,Joe Walsh,0,1,0,1
Baylor,3,President,,REP,Donald J. Trump,103,82,1,186
Baylor,3,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Baylor,3,President,,REP,Bill Weld,2,0,0,2
Baylor,3,President,,REP,Matthew John Matern,0,0,0,0
Baylor,3,President,,REP,Bob Ely,0,0,0,0
Baylor,3,President,,REP,Uncommitted,8,4,0,12
Baylor,3,U.S. Senate,,REP,John Cornyn,72,67,1,140
Baylor,3,U.S. Senate,,REP,Virgil Bierschwale,0,1,0,1
Baylor,3,U.S. Senate,,REP,Mark Yancey,11,4,0,15
Baylor,3,U.S. Senate,,REP,John Anthony Castro,3,2,0,5
Baylor,3,U.S. Senate,,REP,Dwayne Stovall,13,4,0,17
Baylor,3,U.S. House,13,REP,Elaine Hays,3,7,0,10
Baylor,3,U.S. House,13,REP,Chris Ekstrom,34,25,0,59
Baylor,3,U.S. House,13,REP,Matt McArthur,4,0,0,4
Baylor,3,U.S. House,13,REP,Richard Herman,0,1,0,1
Baylor,3,U.S. House,13,REP,Ronny Jackson,13,13,0,26
Baylor,3,U.S. House,13,REP,Monique Worthy,1,0,0,1
Baylor,3,U.S. House,13,REP,Lee Harvey,2,2,0,4
Baylor,3,U.S. House,13,REP,Jamie Culley,3,1,0,4
Baylor,3,U.S. House,13,REP,Vance Snider II,9,4,0,13
Baylor,3,U.S. House,13,REP,Mark Neese,1,0,0,1
Baylor,3,U.S. House,13,REP,Asusena Resendiz,2,0,0,2
Baylor,3,U.S. House,13,REP,Diane Knowlton,1,0,0,1
Baylor,3,U.S. House,13,REP,Jason Foglesong,0,0,0,0
Baylor,3,U.S. House,13,REP,"Catherine ""I Swear"" Carr",0,0,0,0
Baylor,3,U.S. House,13,REP,Josh Winegarner,34,31,1,66
Baylor,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",61,64,1,126
Baylor,3,Railroad Commissioner,,REP,Ryan Sitton,21,12,0,33
Baylor,3,State Senate,28,REP,Charles Perry,70,69,1,140
Baylor,3,State Representative,69,REP,James B. Frank,71,71,1,143
Baylor,4,Ballots Cast,,REP,,127,124,1,252
Baylor,4,President,,REP,Zoltan G. Istvan,0,0,0,0
Baylor,4,President,,REP,Joe Walsh,2,1,0,3
Baylor,4,President,,REP,Donald J. Trump,115,114,0,229
Baylor,4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Baylor,4,President,,REP,Bill Weld,0,0,0,0
Baylor,4,President,,REP,Matthew John Matern,0,0,0,0
Baylor,4,President,,REP,Bob Ely,0,0,0,0
Baylor,4,President,,REP,Uncommitted,5,4,0,9
Baylor,4,U.S. Senate,,REP,John Cornyn,81,98,0,179
Baylor,4,U.S. Senate,,REP,Virgil Bierschwale,1,3,0,4
Baylor,4,U.S. Senate,,REP,Mark Yancey,11,4,0,15
Baylor,4,U.S. Senate,,REP,John Anthony Castro,4,0,0,4
Baylor,4,U.S. Senate,,REP,Dwayne Stovall,10,6,0,16
Baylor,4,U.S. House,13,REP,Elaine Hays,4,2,0,6
Baylor,4,U.S. House,13,REP,Chris Ekstrom,20,22,0,42
Baylor,4,U.S. House,13,REP,Matt McArthur,5,2,0,7
Baylor,4,U.S. House,13,REP,Richard Herman,1,0,0,1
Baylor,4,U.S. House,13,REP,Ronny Jackson,20,12,0,32
Baylor,4,U.S. House,13,REP,Monique Worthy,1,0,0,1
Baylor,4,U.S. House,13,REP,Lee Harvey,2,4,1,7
Baylor,4,U.S. House,13,REP,Jamie Culley,0,0,0,0
Baylor,4,U.S. House,13,REP,Vance Snider II,6,6,0,12
Baylor,4,U.S. House,13,REP,Mark Neese,0,0,0,0
Baylor,4,U.S. House,13,REP,Asusena Resendiz,1,1,0,2
Baylor,4,U.S. House,13,REP,Diane Knowlton,1,0,0,1
Baylor,4,U.S. House,13,REP,Jason Foglesong,0,0,0,0
Baylor,4,U.S. House,13,REP,"Catherine ""I Swear"" Carr",1,0,0,1
Baylor,4,U.S. House,13,REP,Josh Winegarner,55,64,0,119
Baylor,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",71,60,0,131
Baylor,4,Railroad Commissioner,,REP,Ryan Sitton,20,29,0,49
Baylor,4,State Senate,28,REP,Charles Perry,83,85,0,168
Baylor,4,State Representative,69,REP,James B. Frank,84,85,0,169
Baylor,1,Ballots Cast,,DEM,,12,5,2,19
Baylor,1,President,,DEM,Tom Steyer,0,1,0,1
Baylor,1,President,,DEM,Bernie Sanders,0,0,1,1
Baylor,1,President,,DEM,Robby Wells,0,0,0,0
Baylor,1,President,,DEM,Julian Castro,0,0,0,0
Baylor,1,President,,DEM,Pete Buttigieg,0,0,0,0
Baylor,1,President,,DEM,Michael R. Bloomberg,2,1,0,3
Baylor,1,President,,DEM,John K. Delaney,0,0,0,0
Baylor,1,President,,DEM,"Roque \""Rocky"" De La Fuente",0,0,0,0
Baylor,1,President,,DEM,Deval Patrick,0,0,0,0
Baylor,1,President,,DEM,Elizabeth Warren,0,1,0,1
Baylor,1,President,,DEM,Amy Klobuchar,0,0,0,0
Baylor,1,President,,DEM,Michael Bennet,0,0,0,0
Baylor,1,President,,DEM,Andrew Yang,0,0,0,0
Baylor,1,President,,DEM,Cory Booker,0,0,0,0
Baylor,1,President,,DEM,Joseph R. Biden,8,2,1,11
Baylor,1,President,,DEM,Marianne Williamson,0,0,0,0
Baylor,1,President,,DEM,Tulsi Gabbard,2,0,0,2
Baylor,1,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Baylor,1,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,1
Baylor,1,U.S. Senate,,DEM,"Annie \""Mama"" Garcia",3,0,0,3
Baylor,1,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Baylor,1,U.S. Senate,,DEM,Michael Cooper,0,1,0,1
Baylor,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,0,1
Baylor,1,U.S. Senate,,DEM,Mary (MJ) Hegar,1,2,0,3
Baylor,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Baylor,1,U.S. Senate,,DEM,Sema Hernandez,1,0,0,1
Baylor,1,U.S. Senate,,DEM,Chris Bell,2,1,1,4
Baylor,1,U.S. Senate,,DEM,Royce West,0,0,0,0
Baylor,1,U.S. Senate,,DEM,Amanda K. Edwards,2,0,0,2
Baylor,1,U.S. House,13,DEM,Gus Trujillo,6,2,1,9
Baylor,1,U.S. House,13,DEM,Greg Sagan,2,1,0,3
Baylor,1,U.S. House,13,DEM,Timothy W. Gassaway,1,1,0,2
Baylor,1,Railroad Commissioner,,DEM,Kelly Stone,1,1,0,2
Baylor,1,Railroad Commissioner,,DEM,"Roberto R. \""Beto"" Alonzo",1,0,0,1
Baylor,1,Railroad Commissioner,,DEM,Chrysta Castaneda,5,2,0,7
Baylor,1,Railroad Commissioner,,DEM,Mark Watson,2,2,1,5
Baylor,2,Ballots Cast,,DEM,,11,5,2,18
Baylor,2,President,,DEM,Tom Steyer,0,0,0,0
Baylor,2,President,,DEM,Bernie Sanders,2,0,0,2
Baylor,2,President,,DEM,Robby Wells,0,0,0,0
Baylor,2,President,,DEM,Julian Castro,0,0,0,0
Baylor,2,President,,DEM,Pete Buttigieg,0,0,0,0
Baylor,2,President,,DEM,Michael R. Bloomberg,2,1,0,3
Baylor,2,President,,DEM,John K. Delaney,0,0,0,0
Baylor,2,President,,DEM,"Roque \""Rocky"" De La Fuente",0,0,0,0
Baylor,2,President,,DEM,Deval Patrick,0,0,0,0
Baylor,2,President,,DEM,Elizabeth Warren,0,0,0,0
Baylor,2,President,,DEM,Amy Klobuchar,1,1,0,2
Baylor,2,President,,DEM,Michael Bennet,0,0,0,0
Baylor,2,President,,DEM,Andrew Yang,0,0,0,0
Baylor,2,President,,DEM,Cory Booker,0,0,0,0
Baylor,2,President,,DEM,Joseph R. Biden,5,3,2,10
Baylor,2,President,,DEM,Marianne Williamson,0,0,0,0
Baylor,2,President,,DEM,Tulsi Gabbard,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Baylor,2,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Baylor,2,U.S. Senate,,DEM,"Annie \""Mama"" Garcia",3,0,0,3
Baylor,2,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Mary (MJ) Hegar,2,0,0,2
Baylor,2,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Baylor,2,U.S. Senate,,DEM,Chris Bell,1,2,2,5
Baylor,2,U.S. Senate,,DEM,Royce West,2,0,0,2
Baylor,2,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Baylor,2,U.S. House,13,DEM,Gus Trujillo,2,1,0,3
Baylor,2,U.S. House,13,DEM,Greg Sagan,5,1,2,8
Baylor,2,U.S. House,13,DEM,Timothy W. Gassaway,1,0,0,1
Baylor,2,Railroad Commissioner,,DEM,Kelly Stone,1,1,0,2
Baylor,2,Railroad Commissioner,,DEM,"Roberto R. \""Beto"" Alonzo",2,0,0,2
Baylor,2,Railroad Commissioner,,DEM,Chrysta Castaneda,2,0,2,4
Baylor,2,Railroad Commissioner,,DEM,Mark Watson,2,0,0,2
Baylor,3,Ballots Cast,,DEM,,7,6,2,15
Baylor,3,President,,DEM,Tom Steyer,0,0,0,0
Baylor,3,President,,DEM,Bernie Sanders,0,2,0,2
Baylor,3,President,,DEM,Robby Wells,0,0,0,0
Baylor,3,President,,DEM,Julian Castro,0,0,0,0
Baylor,3,President,,DEM,Pete Buttigieg,0,0,0,0
Baylor,3,President,,DEM,Michael R. Bloomberg,2,2,2,6
Baylor,3,President,,DEM,John K. Delaney,0,0,0,0
Baylor,3,President,,DEM,"Roque \""Rocky"" De La Fuente",0,0,0,0
Baylor,3,President,,DEM,Deval Patrick,0,0,0,0
Baylor,3,President,,DEM,Elizabeth Warren,0,2,0,2
Baylor,3,President,,DEM,Amy Klobuchar,0,0,0,0
Baylor,3,President,,DEM,Michael Bennet,0,0,0,0
Baylor,3,President,,DEM,Andrew Yang,0,0,0,0
Baylor,3,President,,DEM,Cory Booker,0,0,0,0
Baylor,3,President,,DEM,Joseph R. Biden,3,0,0,3
Baylor,3,President,,DEM,Marianne Williamson,0,0,0,0
Baylor,3,President,,DEM,Tulsi Gabbard,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Victor Hugo Harris,1,2,0,3
Baylor,3,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,1,0,1
Baylor,3,U.S. Senate,,DEM,"Annie \""Mama"" Garcia",2,1,0,3
Baylor,3,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Michael Cooper,0,0,2,2
Baylor,3,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,1,0,2
Baylor,3,U.S. Senate,,DEM,Mary (MJ) Hegar,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Chris Bell,1,0,0,1
Baylor,3,U.S. Senate,,DEM,Royce West,0,0,0,0
Baylor,3,U.S. Senate,,DEM,Amanda K. Edwards,0,1,0,1
Baylor,3,U.S. House,13,DEM,Gus Trujillo,2,0,0,2
Baylor,3,U.S. House,13,DEM,Greg Sagan,1,2,2,5
Baylor,3,U.S. House,13,DEM,Timothy W. Gassaway,1,4,0,5
Baylor,3,Railroad Commissioner,,DEM,Kelly Stone,1,1,1,3
Baylor,3,Railroad Commissioner,,DEM,"Roberto R. \""Beto"" Alonzo",0,1,0,1
Baylor,3,Railroad Commissioner,,DEM,Chrysta Castaneda,2,1,0,3
Baylor,3,Railroad Commissioner,,DEM,Mark Watson,2,3,1,6
Baylor,4,Ballots Cast,,DEM,,7,10,1,18
Baylor,4,President,,DEM,Tom Steyer,0,1,0,1
Baylor,4,President,,DEM,Bernie Sanders,0,0,0,0
Baylor,4,President,,DEM,Robby Wells,1,0,0,1
Baylor,4,President,,DEM,Julian Castro,0,0,0,0
Baylor,4,President,,DEM,Pete Buttigieg,0,0,0,0
Baylor,4,President,,DEM,Michael R. Bloomberg,1,5,1,7
Baylor,4,President,,DEM,John K. Delaney,0,0,0,0
Baylor,4,President,,DEM,"Roque \""Rocky"" De La Fuente",0,0,0,0
Baylor,4,President,,DEM,Deval Patrick,0,0,0,0
Baylor,4,President,,DEM,Elizabeth Warren,0,3,0,3
Baylor,4,President,,DEM,Amy Klobuchar,0,0,0,0
Baylor,4,President,,DEM,Michael Bennet,0,0,0,0
Baylor,4,President,,DEM,Andrew Yang,1,0,0,1
Baylor,4,President,,DEM,Cory Booker,0,0,0,0
Baylor,4,President,,DEM,Joseph R. Biden,3,0,0,3
Baylor,4,President,,DEM,Marianne Williamson,0,0,0,0
Baylor,4,President,,DEM,Tulsi Gabbard,0,0,0,0
Baylor,4,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Baylor,4,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,1,0,1
Baylor,4,U.S. Senate,,DEM,"Annie \""Mama"" Garcia",0,1,0,1
Baylor,4,U.S. Senate,,DEM,D. R. Hunter,1,1,0,2
Baylor,4,U.S. Senate,,DEM,Michael Cooper,1,0,0,1
Baylor,4,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,1,0,2
Baylor,4,U.S. Senate,,DEM,Mary (MJ) Hegar,2,2,0,4
Baylor,4,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Baylor,4,U.S. Senate,,DEM,Sema Hernandez,0,1,0,1
Baylor,4,U.S. Senate,,DEM,Chris Bell,0,1,0,1
Baylor,4,U.S. Senate,,DEM,Royce West,0,0,0,0
Baylor,4,U.S. Senate,,DEM,Amanda K. Edwards,0,1,0,1
Baylor,4,U.S. House,13,DEM,Gus Trujillo,3,4,0,7
Baylor,4,U.S. House,13,DEM,Greg Sagan,2,2,0,4
Baylor,4,U.S. House,13,DEM,Timothy W. Gassaway,0,1,0,1
Baylor,4,Railroad Commissioner,,DEM,Kelly Stone,1,2,0,3
Baylor,4,Railroad Commissioner,,DEM,"Roberto R. \""Beto"" Alonzo",0,1,0,1
Baylor,4,Railroad Commissioner,,DEM,Chrysta Castaneda,1,3,0,4
Baylor,4,Railroad Commissioner,,DEM,Mark Watson,1,2,0,3
