county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Terry,301,President,,DEM,Tulsi Gabard,0,0,0,0
Terry,301,President,,DEM,Cory Booker,0,0,0,0
Terry,301,President,,DEM,Bernie Sanders,1,4,9,14
Terry,301,President,,DEM,Tom Steyer,0,0,0,0
Terry,301,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Terry,301,President,,DEM,Andrew Yang,0,0,0,0
Terry,301,President,,DEM,Pete Buttigieg,1,1,0,2
Terry,301,President,,DEM,Julian Castro,0,0,0,0
Terry,301,President,,DEM,Amy Klobucahr,0,1,0,1
Terry,301,President,,DEM,Joseph R. Biden ,2,2,6,10
Terry,301,President,,DEM,Robby Wells,0,0,0,0
Terry,301,U.S. Senate,,DEM,Amanda K. Edwards,1,0,1,2
Terry,301,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",4,4,9,17
Terry,301,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,3,6,9
Terry,301,U.S. Senate,,DEM,Sema Hernandez,0,1,1,2
Terry,301,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,1
Terry,301,U.S. Senate,,DEM,Chris Bell,0,0,1,1
Terry,301,U.S. Senate,,DEM,Royce West,0,0,0,0
Terry,301,U.S. Senate,,DEM,Michael Cooper,0,0,1,1
Terry,301,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Terry,301,U.S. Senate,,DEM,Mary (MJ) Hegar,0,0,3,3
Terry,301,U.S. Senate,,DEM,D.R. Hunter,1,0,0,1
Terry,301,U.S. Senate,,DEM,"Jack Daniel Foster, Jr. ",0,1,0,1
Terry,301,U.S. House,19,DEM,Tom Watson,5,8,17,30
Terry,301,Railroad Commissioner,,DEM,Kelly Stone,1,0,3,4
Terry,301,Railroad Commissioner,,DEM,Mark Watson,1,1,1,3
Terry,301,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,7,13,23
Terry,301,Railroad Commissioner,,DEM,Chrysta Castaneda,1,1,5,7
Terry,301,State Representative,83,DEM,Addison Perry-Franks,1,6,20,27
Terry,301,State Representative,83,DEM,James Barrick ,4,3,2,9
Terry,401,President,,DEM,Marianne Williamson,0,0,0,0
Terry,401,President,,DEM,Michael R. Bloomberg,6,4,3,13
Terry,401,President,,DEM,Deval Patrick,0,0,0,0
Terry,401,President,,DEM,Elizabeth Warren ,0,2,3,5
Terry,401,President,,DEM,Michael Bennett,0,0,0,0
Terry,401,President,,DEM,John K. Delaney,0,0,0,0
Terry,401,President,,DEM,Tulsi Gabard,0,0,0,0
Terry,401,President,,DEM,Cory Booker,0,0,0,0
Terry,401,President,,DEM,Bernie Sanders,1,4,3,8
Terry,401,President,,DEM,Tom Steyer,0,1,1,2
Terry,401,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Terry,401,President,,DEM,Andrew Yang,0,0,0,0
Terry,401,President,,DEM,Pete Buttigieg,0,0,0,0
Terry,401,President,,DEM,Julian Castro,0,1,0,1
Terry,401,President,,DEM,Amy Klobucahr,1,0,0,1
Terry,401,President,,DEM,Joseph R. Biden ,2,6,6,14
Terry,401,President,,DEM,Robby Wells,0,0,0,0
Terry,401,U.S. Senate,,DEM,Amanda K. Edwards,1,2,5,8
Terry,401,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,6,0,7
Terry,401,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,4,5
Terry,401,U.S. Senate,,DEM,Sema Hernandez,0,1,2,3
Terry,401,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,1
Terry,401,U.S. Senate,,DEM,Chris Bell,0,1,0,1
Terry,401,U.S. Senate,,DEM,Royce West,0,4,1,5
Terry,401,U.S. Senate,,DEM,Michael Cooper,1,2,0,3
Terry,401,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Terry,401,U.S. Senate,,DEM,Mary (MJ) Hegar,4,1,1,6
Terry,401,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Terry,401,U.S. Senate,,DEM,"Jack Daniel Foster, Jr. ",1,0,1,2
Terry,401,U.S. House,19,DEM,Tom Watson,9,15,12,36
Terry,401,Railroad Commissioner,,DEM,Kelly Stone,3,5,2,10
Terry,401,Railroad Commissioner,,DEM,Mark Watson,1,3,3,7
Terry,401,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",4,7,6,17
Terry,401,Railroad Commissioner,,DEM,Chrysta Castaneda,1,2,5,8
Terry,401,State Representative,83,DEM,Addison Perry-Franks,3,12,9,24
Terry,401,State Representative,83,DEM,James Barrick ,6,5,5,16
Terry,402,President,,DEM,Marianne Williamson,0,0,0,0
Terry,402,President,,DEM,Michael R. Bloomberg,0,0,3,3
Terry,402,President,,DEM,Deval Patrick,0,0,0,0
Terry,402,President,,DEM,Elizabeth Warren ,0,1,0,1
Terry,402,President,,DEM,Michael Bennett,0,0,0,0
Terry,402,President,,DEM,John K. Delaney,0,0,0,0
Terry,402,President,,DEM,Tulsi Gabard,0,0,0,0
Terry,402,President,,DEM,Cory Booker,0,0,0,0
Terry,402,President,,DEM,Bernie Sanders,0,0,2,2
Terry,402,President,,DEM,Tom Steyer,0,0,0,0
Terry,402,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Terry,402,President,,DEM,Andrew Yang,0,0,0,0
Terry,402,President,,DEM,Pete Buttigieg,0,0,0,0
Terry,402,President,,DEM,Julian Castro,0,0,0,0
Terry,402,President,,DEM,Amy Klobucahr,0,0,0,0
Terry,402,President,,DEM,Joseph R. Biden ,0,0,7,7
Terry,402,President,,DEM,Robby Wells,0,0,0,0
Terry,402,U.S. Senate,,DEM,Amanda K. Edwards,0,1,1,2
Terry,402,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,4,4
Terry,402,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,2,2
Terry,402,U.S. Senate,,DEM,Sema Hernandez,0,0,2,2
Terry,402,U.S. Senate,,DEM,Victor Hugo Harris,0,0,1,1
Terry,402,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Terry,402,U.S. Senate,,DEM,Royce West,0,0,0,0
Terry,402,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Terry,402,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Terry,402,U.S. Senate,,DEM,Mary (MJ) Hegar,0,0,0,0
Terry,402,U.S. Senate,,DEM,D.R. Hunter,0,0,1,1
Terry,402,U.S. Senate,,DEM,"Jack Daniel Foster, Jr. ",0,0,1,1
Terry,402,U.S. House,19,DEM,Tom Watson,0,1,5,6
Terry,402,Railroad Commissioner,,DEM,Kelly Stone,0,1,1,2
Terry,402,Railroad Commissioner,,DEM,Mark Watson,0,0,2,2
Terry,402,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",0,0,4,4
Terry,402,Railroad Commissioner,,DEM,Chrysta Castaneda,0,0,3,3
Terry,402,State Representative,83,DEM,Addison Perry-Franks,0,1,5,6
Terry,402,State Representative,83,DEM,James Barrick ,0,0,5,5
Terry,101,President,,REP,Zoltan G. Istvan,0,0,0,0
Terry,101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,1,0,1
Terry,101,President,,REP,Joe Walsh,0,0,1,1
Terry,101,President,,REP,Bob Ely,0,0,0,0
Terry,101,President,,REP,Bill Weld,0,0,1,1
Terry,101,President,,REP,Donald J. Trump,9,107,48,164
Terry,101,President,,REP,Matthew John Matern,0,0,0,0
Terry,101,President,,REP,Uncommitted,2,5,1,8
Terry,101,U.S. Senate,,REP,John Anthony Castro,0,3,6,9
Terry,101,U.S. Senate,,REP,Virgil Bierschwale,0,0,1,1
Terry,101,U.S. Senate,,REP,Dwayne Stovall,1,12,8,21
Terry,101,U.S. Senate,,REP,Mark Yancey,0,7,6,13
Terry,101,U.S. Senate,,REP,John Cornyn,9,86,26,121
Terry,101,U.S. House,,REP,Jodey C. Arrington,11,101,41,153
Terry,101,U.S. House,,REP,Vance W. Boyd,0,8,4,12
Terry,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",6,59,30,95
Terry,101,Railroad Commissioner,,REP,Ryan Sitton,3,41,14,58
Terry,101,State Senate,28,REP,Charles Perry,10,96,45,151
Terry,101,State Representative,83,REP,Dustin Burrows,10,93,43,146
Terry,102,President,,REP,Zoltan G. Istvan,0,0,0,0
Terry,102,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,4,2,6
Terry,102,President,,REP,Joe Walsh,0,6,1,7
Terry,102,President,,REP,Bob Ely,0,2,0,2
Terry,102,President,,REP,Bill Weld,0,4,2,6
Terry,102,President,,REP,Donald J. Trump,35,378,144,557
Terry,102,President,,REP,Matthew John Matern,0,0,0,0
Terry,102,President,,REP,Uncommitted,1,21,12,34
Terry,102,U.S. Senate,,REP,John Anthony Castro,0,39,19,58
Terry,102,U.S. Senate,,REP,Virgil Bierschwale,0,3,0,3
Terry,102,U.S. Senate,,REP,Dwayne Stovall,1,26,18,45
Terry,102,U.S. Senate,,REP,Mark Yancey,1,23,13,37
Terry,102,U.S. Senate,,REP,John Cornyn,32,280,95,407
Terry,102,U.S. House,,REP,Jodey C. Arrington,32,362,139,533
Terry,102,U.S. House,,REP,Vance W. Boyd,2,35,12,49
Terry,102,Railroad Commissioner,,REP,"James ""Jim"" Wright",11,201,88,300
Terry,102,Railroad Commissioner,,REP,Ryan Sitton,19,130,43,192
Terry,102,State Senate,28,REP,Charles Perry,31,334,129,494
Terry,102,State Representative,83,REP,Dustin Burrows,29,316,131,476
Terry,201,President,,REP,Zoltan G. Istvan,0,0,0,0
Terry,201,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,5,2,7
Terry,201,President,,REP,Joe Walsh,0,2,0,2
Terry,201,President,,REP,Bob Ely,0,0,1,1
Terry,201,President,,REP,Bill Weld,0,1,1,2
Terry,201,President,,REP,Donald J. Trump,7,83,65,155
Terry,201,President,,REP,Matthew John Matern,0,0,0,0
Terry,201,President,,REP,Uncommitted,1,11,6,18
Terry,201,U.S. Senate,,REP,John Anthony Castro,0,22,16,38
Terry,201,U.S. Senate,,REP,Virgil Bierschwale,0,1,0,1
Terry,201,U.S. Senate,,REP,Dwayne Stovall,2,12,8,22
Terry,201,U.S. Senate,,REP,Mark Yancey,0,4,4,8
Terry,201,U.S. Senate,,REP,John Cornyn,6,53,37,96
Terry,201,U.S. House,,REP,Jodey C. Arrington,7,80,62,149
Terry,201,U.S. House,,REP,Vance W. Boyd,2,10,8,20
Terry,201,Railroad Commissioner,,REP,"James ""Jim"" Wright",3,47,41,91
Terry,201,Railroad Commissioner,,REP,Ryan Sitton,4,32,24,60
Terry,201,State Senate,28,REP,Charles Perry,7,80,65,152
Terry,201,State Representative,83,REP,Dustin Burrows,6,76,63,145
Terry,202,President,,REP,Zoltan G. Istvan,0,0,0,0
Terry,202,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,4,0,4
Terry,202,President,,REP,Joe Walsh,0,1,3,4
Terry,202,President,,REP,Bob Ely,0,0,0,0
Terry,202,President,,REP,Bill Weld,0,0,0,0
Terry,202,President,,REP,Donald J. Trump,8,25,85,118
Terry,202,President,,REP,Matthew John Matern,0,0,0,0
Terry,202,President,,REP,Uncommitted,0,1,4,5
Terry,202,U.S. Senate,,REP,John Anthony Castro,0,7,6,13
Terry,202,U.S. Senate,,REP,Virgil Bierschwale,0,0,3,3
Terry,202,U.S. Senate,,REP,Dwayne Stovall,0,0,9,9
Terry,202,U.S. Senate,,REP,Mark Yancey,0,2,3,5
Terry,202,U.S. Senate,,REP,John Cornyn,8,23,64,95
Terry,202,U.S. House,,REP,Jodey C. Arrington,8,25,85,118
Terry,202,U.S. House,,REP,Vance W. Boyd,0,5,5,10
Terry,202,Railroad Commissioner,,REP,"James ""Jim"" Wright",6,22,46,74
Terry,202,Railroad Commissioner,,REP,Ryan Sitton,2,6,30,38
Terry,202,State Senate,28,REP,Charles Perry,8,23,74,105
Terry,202,State Representative,83,REP,Dustin Burrows,8,22,75,105
Terry,301,President,,REP,Zoltan G. Istvan,0,2,1,3
Terry,301,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,8,8,16
Terry,301,President,,REP,Joe Walsh,0,2,3,5
Terry,301,President,,REP,Bob Ely,0,0,0,0
Terry,301,President,,REP,Bill Weld,0,1,1,2
Terry,301,President,,REP,Donald J. Trump,4,130,81,215
Terry,301,President,,REP,Matthew John Matern,0,2,1,3
Terry,301,President,,REP,Uncommitted,0,17,13,30
Terry,301,U.S. Senate,,REP,John Anthony Castro,0,26,27,53
Terry,301,U.S. Senate,,REP,Virgil Bierschwale,0,2,4,6
Terry,301,U.S. Senate,,REP,Dwayne Stovall,0,22,5,27
Terry,301,U.S. Senate,,REP,Mark Yancey,0,4,14,18
Terry,301,U.S. Senate,,REP,John Cornyn,4,91,49,144
Terry,301,U.S. House,,REP,Jodey C. Arrington,5,123,81,209
Terry,301,U.S. House,,REP,Vance W. Boyd,0,23,16,39
Terry,301,Railroad Commissioner,,REP,"James ""Jim"" Wright",2,78,55,135
Terry,301,Railroad Commissioner,,REP,Ryan Sitton,3,48,39,90
Terry,301,State Senate,28,REP,Charles Perry,5,122,89,216
Terry,301,State Representative,83,REP,Dustin Burrows,5,123,87,215
Terry,401,President,,REP,Zoltan G. Istvan,0,0,1,1
Terry,401,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",11,0,4,15
Terry,401,President,,REP,Joe Walsh,5,2,4,11
Terry,401,President,,REP,Bob Ely,2,0,0,2
Terry,401,President,,REP,Bill Weld,0,1,0,1
Terry,401,President,,REP,Donald J. Trump,160,23,97,280
Terry,401,President,,REP,Matthew John Matern,1,0,0,1
Terry,401,President,,REP,Uncommitted,19,2,12,33
Terry,401,U.S. Senate,,REP,John Anthony Castro,36,0,28,64
Terry,401,U.S. Senate,,REP,Virgil Bierschwale,2,1,1,4
Terry,401,U.S. Senate,,REP,Dwayne Stovall,26,2,11,39
Terry,401,U.S. Senate,,REP,Mark Yancey,8,5,4,17
Terry,401,U.S. Senate,,REP,John Cornyn,113,18,65,196
Terry,401,U.S. House,,REP,Jodey C. Arrington,168,27,89,284
Terry,401,U.S. House,,REP,Vance W. Boyd,24,2,19,45
Terry,401,Railroad Commissioner,,REP,"James ""Jim"" Wright",116,16,71,203
Terry,401,Railroad Commissioner,,REP,Ryan Sitton,58,10,31,99
Terry,401,State Senate,28,REP,Charles Perry,164,27,96,287
Terry,401,State Representative,83,REP,Dustin Burrows,162,26,94,282
Terry,402,President,,REP,Zoltan G. Istvan,0,0,0,0
Terry,402,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,1,1
Terry,402,President,,REP,Joe Walsh,0,0,1,1
Terry,402,President,,REP,Bob Ely,0,0,0,0
Terry,402,President,,REP,Bill Weld,0,0,0,0
Terry,402,President,,REP,Donald J. Trump,3,18,64,85
Terry,402,President,,REP,Matthew John Matern,0,0,0,0
Terry,402,President,,REP,Uncommitted,0,0,4,4
Terry,402,U.S. Senate,,REP,John Anthony Castro,0,2,8,10
Terry,402,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Terry,402,U.S. Senate,,REP,Dwayne Stovall,0,0,9,9
Terry,402,U.S. Senate,,REP,Mark Yancey,0,0,1,1
Terry,402,U.S. Senate,,REP,John Cornyn,3,14,44,61
Terry,402,U.S. House,,REP,Jodey C. Arrington,3,16,62,81
Terry,402,U.S. House,,REP,Vance W. Boyd,0,2,7,9
Terry,402,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,12,33,46
Terry,402,Railroad Commissioner,,REP,Ryan Sitton,2,1,24,27
Terry,402,State Senate,28,REP,Charles Perry,0,13,60,73
Terry,402,State Representative,83,REP,Dustin Burrows,0,15,60,75
