candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
Overvotes,Railroad Commissioner,,,Milam,419 - E RCity P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,419 - E RCity P,,,,5
Jessica Tiedt,State Representative,20,DEM,Milam,419 - E RCity P,,,,9
Undervotes,State Representative,20,,Milam,419 - E RCity P,,,,2
Overvotes,State Representative,20,,Milam,419 - E RCity P,,,,0
Registered Voters,,,,Milam,419 - W RCity H,,,,0
Ballots Cast,,,,Milam,419 - W RCity H,16,131,26,173
Donald J Trump,President,,REP,Milam,419 - W RCity H,,,,115
Joseph R Biden,President,,DEM,Milam,419 - W RCity H,,,,53
Jo Jorgensen,President,,LIB,Milam,419 - W RCity H,,,,0
Howie Hawkins,President,,GRN,Milam,419 - W RCity H,,,,0
Todd Cella (W),President,,,Milam,419 - W RCity H,,,,0
Abram Loeb (W),President,,,Milam,419 - W RCity H,,,,0
Robert Morrow (W),President,,,Milam,419 - W RCity H,,,,0
Jesse Cuellar (W),President,,,Milam,419 - W RCity H,,,,0
Gloria La Riva (W),President,,,Milam,419 - W RCity H,,,,0
Tom Hoefling (W),President,,,Milam,419 - W RCity H,,,,0
Brian Carroll (W),President,,,Milam,419 - W RCity H,,,,0
Kasey Wells (W),President,,,Milam,419 - W RCity H,,,,0
President R. Boddie (W),President,,,Milam,419 - W RCity H,,,,0
Undervotes,President,,,Milam,419 - W RCity H,,,,5
Overvotes,President,,,Milam,419 - W RCity H,,,,0
John Cornyn,U.S. Senate,,REP,Milam,419 - W RCity H,,,,105
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,419 - W RCity H,,,,56
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,419 - W RCity H,,,,2
David B. Collins,U.S. Senate,,GRN,Milam,419 - W RCity H,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,419 - W RCity H,,,,0
Undervotes,U.S. Senate,,,Milam,419 - W RCity H,,,,8
Overvotes,U.S. Senate,,,Milam,419 - W RCity H,,,,1
Pete Sessions,U.S. House,17,REP,Milam,419 - W RCity H,,,,110
Rick Kennedy,U.S. House,17,DEM,Milam,419 - W RCity H,,,,51
Ted Brown,U.S. House,17,LIB,Milam,419 - W RCity H,,,,3
Undervotes,U.S. House,17,,Milam,419 - W RCity H,,,,9
Overvotes,U.S. House,17,,Milam,419 - W RCity H,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,419 - W RCity H,,,,109
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,419 - W RCity H,,,,53
Matt Sterett,Railroad Commissioner,,LIB,Milam,419 - W RCity H,,,,3
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,419 - W RCity H,,,,0
Undervotes,Railroad Commissioner,,,Milam,419 - W RCity H,,,,8
Overvotes,Railroad Commissioner,,,Milam,419 - W RCity H,,,,0
Terry M Wilson,State Representative,20,REP,Milam,419 - W RCity H,,,,108
Jessica Tiedt,State Representative,20,DEM,Milam,419 - W RCity H,,,,54
Undervotes,State Representative,20,,Milam,419 - W RCity H,,,,11
Overvotes,State Representative,20,,Milam,419 - W RCity H,,,,0
Registered Voters,,,,Milam,419 - W RCity P,,,,0
Ballots Cast,,,,Milam,419 - W RCity P,5,44,5,54
Donald J Trump,President,,REP,Milam,419 - W RCity P,,,,43
Joseph R Biden,President,,DEM,Milam,419 - W RCity P,,,,8
Jo Jorgensen,President,,LIB,Milam,419 - W RCity P,,,,1
Howie Hawkins,President,,GRN,Milam,419 - W RCity P,,,,0
Todd Cella (W),President,,,Milam,419 - W RCity P,,,,0
Abram Loeb (W),President,,,Milam,419 - W RCity P,,,,0
Robert Morrow (W),President,,,Milam,419 - W RCity P,,,,0
Jesse Cuellar (W),President,,,Milam,419 - W RCity P,,,,0
Gloria La Riva (W),President,,,Milam,419 - W RCity P,,,,0
Tom Hoefling (W),President,,,Milam,419 - W RCity P,,,,0
Brian Carroll (W),President,,,Milam,419 - W RCity P,,,,0
Kasey Wells (W),President,,,Milam,419 - W RCity P,,,,0
President R. Boddie (W),President,,,Milam,419 - W RCity P,,,,0
Undervotes,President,,,Milam,419 - W RCity P,,,,2
Overvotes,President,,,Milam,419 - W RCity P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,419 - W RCity P,,,,46
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,419 - W RCity P,,,,7
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,419 - W RCity P,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,419 - W RCity P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,419 - W RCity P,,,,0
Undervotes,U.S. Senate,,,Milam,419 - W RCity P,,,,1
Overvotes,U.S. Senate,,,Milam,419 - W RCity P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,419 - W RCity P,,,,46
Rick Kennedy,U.S. House,17,DEM,Milam,419 - W RCity P,,,,7
Ted Brown,U.S. House,17,LIB,Milam,419 - W RCity P,,,,0
Undervotes,U.S. House,17,,Milam,419 - W RCity P,,,,1
Overvotes,U.S. House,17,,Milam,419 - W RCity P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,419 - W RCity P,,,,43
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,419 - W RCity P,,,,8
Matt Sterett,Railroad Commissioner,,LIB,Milam,419 - W RCity P,,,,2
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,419 - W RCity P,,,,1
Undervotes,Railroad Commissioner,,,Milam,419 - W RCity P,,,,0
Overvotes,Railroad Commissioner,,,Milam,419 - W RCity P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,419 - W RCity P,,,,46
Jessica Tiedt,State Representative,20,DEM,Milam,419 - W RCity P,,,,8
Undervotes,State Representative,20,,Milam,419 - W RCity P,,,,0
Overvotes,State Representative,20,,Milam,419 - W RCity P,,,,0
Registered Voters,,,,Milam,101 - RKDISD P,,,,0
Ballots Cast,,,,Milam,101 - RKDISD P,6,30,2,38
Donald J Trump,President,,REP,Milam,101 - RKDISD P,,,,26
Joseph R Biden,President,,DEM,Milam,101 - RKDISD P,,,,12
Jo Jorgensen,President,,LIB,Milam,101 - RKDISD P,,,,0
Howie Hawkins,President,,GRN,Milam,101 - RKDISD P,,,,0
Todd Cella (W),President,,,Milam,101 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,101 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,101 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,101 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,101 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,101 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,101 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,101 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,101 - RKDISD P,,,,0
Undervotes,President,,,Milam,101 - RKDISD P,,,,0
Overvotes,President,,,Milam,101 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,101 - RKDISD P,,,,26
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,101 - RKDISD P,,,,11
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,101 - RKDISD P,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,101 - RKDISD P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,101 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,101 - RKDISD P,,,,1
Overvotes,U.S. Senate,,,Milam,101 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,101 - RKDISD P,,,,28
Rick Kennedy,U.S. House,17,DEM,Milam,101 - RKDISD P,,,,10
Ted Brown,U.S. House,17,LIB,Milam,101 - RKDISD P,,,,0
Undervotes,U.S. House,17,,Milam,101 - RKDISD P,,,,0
Overvotes,U.S. House,17,,Milam,101 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,101 - RKDISD P,,,,27
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,101 - RKDISD P,,,,10
Matt Sterett,Railroad Commissioner,,LIB,Milam,101 - RKDISD P,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,101 - RKDISD P,,,,0
Undervotes,Railroad Commissioner,,,Milam,101 - RKDISD P,,,,1
Overvotes,Railroad Commissioner,,,Milam,101 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,101 - RKDISD P,,,,27
Jessica Tiedt,State Representative,20,DEM,Milam,101 - RKDISD P,,,,9
Undervotes,State Representative,20,,Milam,101 - RKDISD P,,,,2
Overvotes,State Representative,20,,Milam,101 - RKDISD P,,,,0
Registered Voters,,,,Milam,105 - RKDISD P,,,,0
Ballots Cast,,,,Milam,105 - RKDISD P,17,165,35,217
Donald J Trump,President,,REP,Milam,105 - RKDISD P,,,,173
Joseph R Biden,President,,DEM,Milam,105 - RKDISD P,,,,42
Jo Jorgensen,President,,LIB,Milam,105 - RKDISD P,,,,0
Howie Hawkins,President,,GRN,Milam,105 - RKDISD P,,,,0
Todd Cella (W),President,,,Milam,105 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,105 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,105 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,105 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,105 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,105 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,105 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,105 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,105 - RKDISD P,,,,0
Undervotes,President,,,Milam,105 - RKDISD P,,,,2
Overvotes,President,,,Milam,105 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,105 - RKDISD P,,,,170
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,105 - RKDISD P,,,,37
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,105 - RKDISD P,,,,4
David B. Collins,U.S. Senate,,GRN,Milam,105 - RKDISD P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,105 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,105 - RKDISD P,,,,6
Overvotes,U.S. Senate,,,Milam,105 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,105 - RKDISD P,,,,171
Rick Kennedy,U.S. House,17,DEM,Milam,105 - RKDISD P,,,,33
Ted Brown,U.S. House,17,LIB,Milam,105 - RKDISD P,,,,7
Undervotes,U.S. House,17,,Milam,105 - RKDISD P,,,,6
Overvotes,U.S. House,17,,Milam,105 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,105 - RKDISD P,,,,168
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,105 - RKDISD P,,,,32
Matt Sterett,Railroad Commissioner,,LIB,Milam,105 - RKDISD P,,,,6
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,105 - RKDISD P,,,,2
Undervotes,Railroad Commissioner,,,Milam,105 - RKDISD P,,,,9
Overvotes,Railroad Commissioner,,,Milam,105 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,105 - RKDISD P,,,,177
Jessica Tiedt,State Representative,20,DEM,Milam,105 - RKDISD P,,,,34
Undervotes,State Representative,20,,Milam,105 - RKDISD P,,,,6
Overvotes,State Representative,20,,Milam,105 - RKDISD P,,,,0
Registered Voters,,,,Milam,203 - RKDISD P,,,,0
Ballots Cast,,,,Milam,203 - RKDISD P,23,180,22,225
Donald J Trump,President,,REP,Milam,203 - RKDISD P,,,,173
Joseph R Biden,President,,DEM,Milam,203 - RKDISD P,,,,50
Jo Jorgensen,President,,LIB,Milam,203 - RKDISD P,,,,1
Howie Hawkins,President,,GRN,Milam,203 - RKDISD P,,,,1
Todd Cella (W),President,,,Milam,203 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,203 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,203 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,203 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,203 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,203 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,203 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,203 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,203 - RKDISD P,,,,0
Undervotes,President,,,Milam,203 - RKDISD P,,,,0
Overvotes,President,,,Milam,203 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,203 - RKDISD P,,,,169
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,203 - RKDISD P,,,,46
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,203 - RKDISD P,,,,1
David B. Collins,U.S. Senate,,GRN,Milam,203 - RKDISD P,,,,3
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,203 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,203 - RKDISD P,,,,6
Overvotes,U.S. Senate,,,Milam,203 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,203 - RKDISD P,,,,171
Rick Kennedy,U.S. House,17,DEM,Milam,203 - RKDISD P,,,,41
Ted Brown,U.S. House,17,LIB,Milam,203 - RKDISD P,,,,4
Undervotes,U.S. House,17,,Milam,203 - RKDISD P,,,,9
Overvotes,U.S. House,17,,Milam,203 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,203 - RKDISD P,,,,173
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,203 - RKDISD P,,,,41
Matt Sterett,Railroad Commissioner,,LIB,Milam,203 - RKDISD P,,,,1
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,203 - RKDISD P,,,,2
Undervotes,Railroad Commissioner,,,Milam,203 - RKDISD P,,,,8
Overvotes,Railroad Commissioner,,,Milam,203 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,203 - RKDISD P,,,,175
Jessica Tiedt,State Representative,20,DEM,Milam,203 - RKDISD P,,,,41
Undervotes,State Representative,20,,Milam,203 - RKDISD P,,,,9
Overvotes,State Representative,20,,Milam,203 - RKDISD P,,,,0
Registered Voters,,,,Milam,207- RKDISD P,,,,0
Ballots Cast,,,,Milam,207- RKDISD P,24,145,29,198
Donald J Trump,President,,REP,Milam,207- RKDISD P,,,,158
Joseph R Biden,President,,DEM,Milam,207- RKDISD P,,,,39
Jo Jorgensen,President,,LIB,Milam,207- RKDISD P,,,,0
Howie Hawkins,President,,GRN,Milam,207- RKDISD P,,,,0
Todd Cella (W),President,,,Milam,207- RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,207- RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,207- RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,207- RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,207- RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,207- RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,207- RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,207- RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,207- RKDISD P,,,,0
Undervotes,President,,,Milam,207- RKDISD P,,,,1
Overvotes,President,,,Milam,207- RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,207- RKDISD P,,,,145
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,207- RKDISD P,,,,35
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,207- RKDISD P,,,,5
David B. Collins,U.S. Senate,,GRN,Milam,207- RKDISD P,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,207- RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,207- RKDISD P,,,,12
Overvotes,U.S. Senate,,,Milam,207- RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,207- RKDISD P,,,,154
Rick Kennedy,U.S. House,17,DEM,Milam,207- RKDISD P,,,,37
Ted Brown,U.S. House,17,LIB,Milam,207- RKDISD P,,,,3
Undervotes,U.S. House,17,,Milam,207- RKDISD P,,,,4
Overvotes,U.S. House,17,,Milam,207- RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,207- RKDISD P,,,,150
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,207- RKDISD P,,,,36
Matt Sterett,Railroad Commissioner,,LIB,Milam,207- RKDISD P,,,,3
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,207- RKDISD P,,,,1
Undervotes,Railroad Commissioner,,,Milam,207- RKDISD P,,,,8
Overvotes,Railroad Commissioner,,,Milam,207- RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,207- RKDISD P,,,,152
Jessica Tiedt,State Representative,20,DEM,Milam,207- RKDISD P,,,,37
Undervotes,State Representative,20,,Milam,207- RKDISD P,,,,9
Overvotes,State Representative,20,,Milam,207- RKDISD P,,,,0
Registered Voters,,,,Milam,318 - RKDISD P,,,,0
Ballots Cast,,,,Milam,318 - RKDISD P,23,284,33,340
Donald J Trump,President,,REP,Milam,318 - RKDISD P,,,,280
Joseph R Biden,President,,DEM,Milam,318 - RKDISD P,,,,56
Jo Jorgensen,President,,LIB,Milam,318 - RKDISD P,,,,2
Howie Hawkins,President,,GRN,Milam,318 - RKDISD P,,,,1
Todd Cella (W),President,,,Milam,318 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,318 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,318 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,318 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,318 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,318 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,318 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,318 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,318 - RKDISD P,,,,0
Undervotes,President,,,Milam,318 - RKDISD P,,,,1
Overvotes,President,,,Milam,318 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,318 - RKDISD P,,,,275
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,318 - RKDISD P,,,,48
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,318 - RKDISD P,,,,2
David B. Collins,U.S. Senate,,GRN,Milam,318 - RKDISD P,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,318 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,318 - RKDISD P,,,,14
Overvotes,U.S. Senate,,,Milam,318 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,318 - RKDISD P,,,,274
Rick Kennedy,U.S. House,17,DEM,Milam,318 - RKDISD P,,,,51
Ted Brown,U.S. House,17,LIB,Milam,318 - RKDISD P,,,,2
Undervotes,U.S. House,17,,Milam,318 - RKDISD P,,,,13
Overvotes,U.S. House,17,,Milam,318 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,318 - RKDISD P,,,,270
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,318 - RKDISD P,,,,49
Matt Sterett,Railroad Commissioner,,LIB,Milam,318 - RKDISD P,,,,7
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,318 - RKDISD P,,,,1
Undervotes,Railroad Commissioner,,,Milam,318 - RKDISD P,,,,13
Overvotes,Railroad Commissioner,,,Milam,318 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,318 - RKDISD P,,,,275
Jessica Tiedt,State Representative,20,DEM,Milam,318 - RKDISD P,,,,50
Undervotes,State Representative,20,,Milam,318 - RKDISD P,,,,15
Overvotes,State Representative,20,,Milam,318 - RKDISD P,,,,0
Registered Voters,,,,Milam,419 - RKDISD P,,,,0
Ballots Cast,,,,Milam,419 - RKDISD P,66,612,99,777
Donald J Trump,President,,REP,Milam,419 - RKDISD P,,,,595
Joseph R Biden,President,,DEM,Milam,419 - RKDISD P,,,,167
Jo Jorgensen,President,,LIB,Milam,419 - RKDISD P,,,,8
Howie Hawkins,President,,GRN,Milam,419 - RKDISD P,,,,4
Todd Cella (W),President,,,Milam,419 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,419 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,419 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,419 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,419 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,419 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,419 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,419 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,419 - RKDISD P,,,,0
Undervotes,President,,,Milam,419 - RKDISD P,,,,3
Overvotes,President,,,Milam,419 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,419 - RKDISD P,,,,577
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,419 - RKDISD P,,,,166
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,419 - RKDISD P,,,,11
David B. Collins,U.S. Senate,,GRN,Milam,419 - RKDISD P,,,,5
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,419 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,419 - RKDISD P,,,,18
Overvotes,U.S. Senate,,,Milam,419 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,419 - RKDISD P,,,,588
Rick Kennedy,U.S. House,17,DEM,Milam,419 - RKDISD P,,,,159
Ted Brown,U.S. House,17,LIB,Milam,419 - RKDISD P,,,,12
Undervotes,U.S. House,17,,Milam,419 - RKDISD P,,,,18
Overvotes,U.S. House,17,,Milam,419 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,419 - RKDISD P,,,,567
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,419 - RKDISD P,,,,164
Matt Sterett,Railroad Commissioner,,LIB,Milam,419 - RKDISD P,,,,13
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,419 - RKDISD P,,,,4
Undervotes,Railroad Commissioner,,,Milam,419 - RKDISD P,,,,29
Overvotes,Railroad Commissioner,,,Milam,419 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,419 - RKDISD P,,,,588
Jessica Tiedt,State Representative,20,DEM,Milam,419 - RKDISD P,,,,149
Undervotes,State Representative,20,,Milam,419 - RKDISD P,,,,40
Overvotes,State Representative,20,,Milam,419 - RKDISD P,,,,0
Registered Voters,,,,Milam,420 - RKDISD P,,,,0
Ballots Cast,,,,Milam,420 - RKDISD P,2,49,6,57
Donald J Trump,President,,REP,Milam,420 - RKDISD P,,,,41
Joseph R Biden,President,,DEM,Milam,420 - RKDISD P,,,,14
Jo Jorgensen,President,,LIB,Milam,420 - RKDISD P,,,,2
Howie Hawkins,President,,GRN,Milam,420 - RKDISD P,,,,0
Todd Cella (W),President,,,Milam,420 - RKDISD P,,,,0
Abram Loeb (W),President,,,Milam,420 - RKDISD P,,,,0
Robert Morrow (W),President,,,Milam,420 - RKDISD P,,,,0
Jesse Cuellar (W),President,,,Milam,420 - RKDISD P,,,,0
Gloria La Riva (W),President,,,Milam,420 - RKDISD P,,,,0
Tom Hoefling (W),President,,,Milam,420 - RKDISD P,,,,0
Brian Carroll (W),President,,,Milam,420 - RKDISD P,,,,0
Kasey Wells (W),President,,,Milam,420 - RKDISD P,,,,0
President R. Boddie (W),President,,,Milam,420 - RKDISD P,,,,0
Undervotes,President,,,Milam,420 - RKDISD P,,,,0
Overvotes,President,,,Milam,420 - RKDISD P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,420 - RKDISD P,,,,39
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,420 - RKDISD P,,,,15
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,420 - RKDISD P,,,,2
David B. Collins,U.S. Senate,,GRN,Milam,420 - RKDISD P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,420 - RKDISD P,,,,0
Undervotes,U.S. Senate,,,Milam,420 - RKDISD P,,,,1
Overvotes,U.S. Senate,,,Milam,420 - RKDISD P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,420 - RKDISD P,,,,36
Rick Kennedy,U.S. House,17,DEM,Milam,420 - RKDISD P,,,,14
Ted Brown,U.S. House,17,LIB,Milam,420 - RKDISD P,,,,5
Undervotes,U.S. House,17,,Milam,420 - RKDISD P,,,,2
Overvotes,U.S. House,17,,Milam,420 - RKDISD P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,420 - RKDISD P,,,,39
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,420 - RKDISD P,,,,12
Matt Sterett,Railroad Commissioner,,LIB,Milam,420 - RKDISD P,,,,3
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,420 - RKDISD P,,,,1
Undervotes,Railroad Commissioner,,,Milam,420 - RKDISD P,,,,2
Overvotes,Railroad Commissioner,,,Milam,420 - RKDISD P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,420 - RKDISD P,,,,39
Jessica Tiedt,State Representative,20,DEM,Milam,420 - RKDISD P,,,,11
Undervotes,State Representative,20,,Milam,420 - RKDISD P,,,,7
Overvotes,State Representative,20,,Milam,420 - RKDISD P,,,,0
Registered Voters,,,,Milam,420 - LISD,,,,0
Ballots Cast,,,,Milam,420 - LISD,0,2,0,2
Donald J Trump,President,,REP,Milam,420 - LISD,,,,2
Joseph R Biden,President,,DEM,Milam,420 - LISD,,,,0
Jo Jorgensen,President,,LIB,Milam,420 - LISD,,,,0
Howie Hawkins,President,,GRN,Milam,420 - LISD,,,,0
Todd Cella (W),President,,,Milam,420 - LISD,,,,0
Abram Loeb (W),President,,,Milam,420 - LISD,,,,0
Robert Morrow (W),President,,,Milam,420 - LISD,,,,0
Jesse Cuellar (W),President,,,Milam,420 - LISD,,,,0
Gloria La Riva (W),President,,,Milam,420 - LISD,,,,0
Tom Hoefling (W),President,,,Milam,420 - LISD,,,,0
Brian Carroll (W),President,,,Milam,420 - LISD,,,,0
Kasey Wells (W),President,,,Milam,420 - LISD,,,,0
President R. Boddie (W),President,,,Milam,420 - LISD,,,,0
Undervotes,President,,,Milam,420 - LISD,,,,0
Overvotes,President,,,Milam,420 - LISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,420 - LISD,,,,2
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,420 - LISD,,,,0
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,420 - LISD,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,420 - LISD,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,420 - LISD,,,,0
Undervotes,U.S. Senate,,,Milam,420 - LISD,,,,0
Overvotes,U.S. Senate,,,Milam,420 - LISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,420 - LISD,,,,2
Rick Kennedy,U.S. House,17,DEM,Milam,420 - LISD,,,,0
Ted Brown,U.S. House,17,LIB,Milam,420 - LISD,,,,0
Undervotes,U.S. House,17,,Milam,420 - LISD,,,,0
Overvotes,U.S. House,17,,Milam,420 - LISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,420 - LISD,,,,2
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,420 - LISD,,,,0
