county,precinct,office,district,party,candidate,votes,election_day,mail,early_voting
Orange,Precinct 15,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 16,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 17,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 18,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 19,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 20,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 21,President,,DEM,John K. Delaney,1,1,0,0
Orange,Precinct 22,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 23,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 24,President,,DEM,John K. Delaney,1,1,0,0
Orange,Precinct 25,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 26,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 27,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 28,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 29,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 30,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 31,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 32,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 33,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 34,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 1,President,,DEM,Bernie Sanders,5,3,0,2
Orange,Precinct 2,President,,DEM,Bernie Sanders,32,11,5,16
Orange,Precinct 3,President,,DEM,Bernie Sanders,30,17,1,12
Orange,Precinct 4,President,,DEM,Bernie Sanders,11,8,1,2
Orange,Precinct 5,President,,DEM,Bernie Sanders,24,11,5,8
Orange,Precinct 6,President,,DEM,Bernie Sanders,17,11,3,3
Orange,Precinct 7,President,,DEM,Bernie Sanders,29,12,6,11
Orange,Precinct 8,President,,DEM,Bernie Sanders,5,3,1,1
Orange,Precinct 9,President,,DEM,Bernie Sanders,26,16,5,5
Orange,Precinct 10,President,,DEM,Bernie Sanders,11,6,0,5
Orange,Precinct 11,President,,DEM,Bernie Sanders,15,15,0,0
Orange,Precinct 12,President,,DEM,Bernie Sanders,18,7,1,10
Orange,Precinct 13,President,,DEM,Bernie Sanders,32,19,3,10
Orange,Precinct 14,President,,DEM,Bernie Sanders,29,19,1,9
Orange,Precinct 15,President,,DEM,Bernie Sanders,17,11,3,3
Orange,Precinct 16,President,,DEM,Bernie Sanders,14,7,3,4
Orange,Precinct 17,President,,DEM,Bernie Sanders,19,15,0,4
Orange,Precinct 18,President,,DEM,Bernie Sanders,20,9,0,11
Orange,Precinct 19,President,,DEM,Bernie Sanders,22,12,1,9
Orange,Precinct 20,President,,DEM,Bernie Sanders,15,5,2,8
Orange,Precinct 21,President,,DEM,Bernie Sanders,4,3,0,1
Orange,Precinct 22,President,,DEM,Bernie Sanders,11,4,3,4
Orange,Precinct 23,President,,DEM,Bernie Sanders,12,7,1,4
Orange,Precinct 24,President,,DEM,Bernie Sanders,11,8,2,1
Orange,Precinct 25,President,,DEM,Bernie Sanders,18,9,2,7
Orange,Precinct 26,President,,DEM,Bernie Sanders,14,9,0,5
Orange,Precinct 27,President,,DEM,Bernie Sanders,20,12,1,7
Orange,Precinct 28,President,,DEM,Bernie Sanders,29,18,0,11
Orange,Precinct 29,President,,DEM,Bernie Sanders,10,5,0,5
Orange,Precinct 30,President,,DEM,Bernie Sanders,6,5,1,0
Orange,Precinct 31,President,,DEM,Bernie Sanders,17,7,1,9
Orange,Precinct 32,President,,DEM,Bernie Sanders,13,6,0,7
Orange,Precinct 33,President,,DEM,Bernie Sanders,6,5,0,1
Orange,Precinct 34,President,,DEM,Bernie Sanders,12,5,2,5
Orange,Precinct 1,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 2,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 3,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 4,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 5,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 6,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 7,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 8,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 9,President,,DEM,Cory Booker,1,0,0,1
Orange,Precinct 10,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 11,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 12,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 13,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 14,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 15,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 16,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 17,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 18,President,,DEM,Cory Booker,1,0,1,0
Orange,Precinct 19,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 20,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 21,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 22,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 23,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 24,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 25,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 26,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 27,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 28,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 29,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 30,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 31,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 32,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 33,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 34,President,,DEM,Cory Booker,0,0,0,0
Orange,Precinct 1,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 2,President,,DEM,Tom Steyer,2,0,0,2
Orange,Precinct 3,President,,DEM,Tom Steyer,1,0,1,0
Orange,Precinct 4,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 5,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 6,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 7,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 8,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 9,President,,DEM,Tom Steyer,2,1,0,1
Orange,Precinct 10,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 11,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 12,President,,DEM,Tom Steyer,1,0,1,0
Orange,Precinct 13,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 14,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 15,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 16,President,,DEM,Tom Steyer,1,0,0,1
Orange,Precinct 17,President,,DEM,Tom Steyer,1,0,0,1
Orange,Precinct 18,President,,DEM,Tom Steyer,1,1,0,0
Orange,Precinct 19,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 20,President,,DEM,Tom Steyer,1,0,1,0
Orange,Precinct 21,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 22,President,,DEM,Tom Steyer,1,0,0,1
Orange,Precinct 23,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 24,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 25,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 26,President,,DEM,Tom Steyer,1,1,0,0
Orange,Precinct 27,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 28,President,,DEM,Tom Steyer,1,0,0,1
Orange,Precinct 29,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 30,President,,DEM,Tom Steyer,1,0,1,0
Orange,Precinct 31,President,,DEM,Tom Steyer,1,0,0,1
Orange,Precinct 32,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 33,President,,DEM,Tom Steyer,0,0,0,0
Orange,Precinct 34,President,,DEM,Tom Steyer,1,1,0,0
Orange,Precinct 1,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 2,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 3,President,,DEM,Robby Wells,1,1,0,0
Orange,Precinct 4,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 5,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 6,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 7,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 8,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 9,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 10,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 11,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 12,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 13,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 14,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 15,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 16,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 17,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 18,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 19,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 20,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 21,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 22,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 23,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 24,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 25,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 26,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 27,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 28,President,,DEM,Robby Wells,1,0,1,0
Orange,Precinct 29,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 30,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 31,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 32,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 33,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 34,President,,DEM,Robby Wells,0,0,0,0
Orange,Precinct 1,President,,DEM,Michael R. Bloomberg,1,1,0,0
Orange,Precinct 2,President,,DEM,Michael R. Bloomberg,27,9,7,11
Orange,Precinct 3,President,,DEM,Michael R. Bloomberg,38,13,14,11
Orange,Precinct 4,President,,DEM,Michael R. Bloomberg,18,11,4,3
Orange,Precinct 5,President,,DEM,Michael R. Bloomberg,41,10,10,21
Orange,Precinct 6,President,,DEM,Michael R. Bloomberg,12,2,4,6
Orange,Precinct 7,President,,DEM,Michael R. Bloomberg,26,9,8,9
Orange,Precinct 8,President,,DEM,Michael R. Bloomberg,22,10,7,5
Orange,Precinct 9,President,,DEM,Michael R. Bloomberg,12,4,2,6
Orange,Precinct 10,President,,DEM,Michael R. Bloomberg,7,1,2,4
Orange,Precinct 11,President,,DEM,Michael R. Bloomberg,12,1,5,6
Orange,Precinct 12,President,,DEM,Michael R. Bloomberg,20,8,4,8
Orange,Precinct 13,President,,DEM,Michael R. Bloomberg,16,5,5,6
Orange,Precinct 14,President,,DEM,Michael R. Bloomberg,22,9,6,7
Orange,Precinct 15,President,,DEM,Michael R. Bloomberg,6,2,2,2
Orange,Precinct 16,President,,DEM,Michael R. Bloomberg,15,8,4,3
Orange,Precinct 17,President,,DEM,Michael R. Bloomberg,8,4,2,2
Orange,Precinct 18,President,,DEM,Michael R. Bloomberg,16,6,1,9
Orange,Precinct 19,President,,DEM,Michael R. Bloomberg,14,6,2,6
Orange,Precinct 20,President,,DEM,Michael R. Bloomberg,6,2,1,3
Orange,Precinct 21,President,,DEM,Michael R. Bloomberg,0,0,0,0
Orange,Precinct 22,President,,DEM,Michael R. Bloomberg,10,2,6,2
Orange,Precinct 23,President,,DEM,Michael R. Bloomberg,16,3,4,9
Orange,Precinct 24,President,,DEM,Michael R. Bloomberg,8,6,0,2
Orange,Precinct 25,President,,DEM,Michael R. Bloomberg,16,6,5,5
Orange,Precinct 26,President,,DEM,Michael R. Bloomberg,13,4,1,8
Orange,Precinct 27,President,,DEM,Michael R. Bloomberg,11,4,2,5
Orange,Precinct 28,President,,DEM,Michael R. Bloomberg,18,6,6,6
Orange,Precinct 29,President,,DEM,Michael R. Bloomberg,8,4,3,1
Orange,Precinct 30,President,,DEM,Michael R. Bloomberg,8,3,0,5
Orange,Precinct 31,President,,DEM,Michael R. Bloomberg,13,2,6,5
Orange,Precinct 32,President,,DEM,Michael R. Bloomberg,12,5,1,6
Orange,Precinct 33,President,,DEM,Michael R. Bloomberg,8,2,1,5
Orange,Precinct 34,President,,DEM,Michael R. Bloomberg,15,6,4,5
Orange,Precinct 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 4,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 5,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 6,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 7,President,,DEM,Tulsi Gabbard,1,0,0,1
Orange,Precinct 8,President,,DEM,Tulsi Gabbard,2,1,1,0
Orange,Precinct 9,President,,DEM,Tulsi Gabbard,1,1,0,0
Orange,Precinct 10,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 11,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 12,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 13,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 14,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 15,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 16,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 17,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 18,President,,DEM,Tulsi Gabbard,1,1,0,0
Orange,Precinct 19,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 20,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 21,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 22,President,,DEM,Tulsi Gabbard,1,1,0,0
Orange,Precinct 23,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 24,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 25,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 26,President,,DEM,Tulsi Gabbard,1,1,0,0
Orange,Precinct 27,President,,DEM,Tulsi Gabbard,1,0,1,0
Orange,Precinct 28,President,,DEM,Tulsi Gabbard,2,2,0,0
Orange,Precinct 29,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 30,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 31,President,,DEM,Tulsi Gabbard,1,0,0,1
Orange,Precinct 32,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 33,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 34,President,,DEM,Tulsi Gabbard,0,0,0,0
Orange,Precinct 1,President,,DEM,Elizabeth Warren,1,1,0,0
Orange,Precinct 2,President,,DEM,Elizabeth Warren,7,3,3,1
Orange,Precinct 3,President,,DEM,Elizabeth Warren,1,1,0,0
Orange,Precinct 4,President,,DEM,Elizabeth Warren,1,1,0,0
Orange,Precinct 5,President,,DEM,Elizabeth Warren,4,2,1,1
Orange,Precinct 6,President,,DEM,Elizabeth Warren,5,1,3,1
Orange,Precinct 7,President,,DEM,Elizabeth Warren,13,7,2,4
Orange,Precinct 8,President,,DEM,Elizabeth Warren,4,2,0,2
Orange,Precinct 9,President,,DEM,Elizabeth Warren,7,2,0,5
Orange,Precinct 10,President,,DEM,Elizabeth Warren,3,2,1,0
Orange,Precinct 11,President,,DEM,Elizabeth Warren,4,3,1,0
Orange,Precinct 12,President,,DEM,Elizabeth Warren,3,1,0,2
Orange,Precinct 13,President,,DEM,Elizabeth Warren,8,3,1,4
Orange,Precinct 14,President,,DEM,Elizabeth Warren,9,4,1,4
Orange,Precinct 15,President,,DEM,Elizabeth Warren,10,8,1,1
Orange,Precinct 16,President,,DEM,Elizabeth Warren,6,4,1,1
Orange,Precinct 17,President,,DEM,Elizabeth Warren,3,1,0,2
Orange,Precinct 18,President,,DEM,Elizabeth Warren,9,2,0,7
Orange,Precinct 19,President,,DEM,Elizabeth Warren,8,5,0,3
Orange,Precinct 20,President,,DEM,Elizabeth Warren,2,1,0,1
Orange,Precinct 21,President,,DEM,Elizabeth Warren,0,0,0,0
Orange,Precinct 22,President,,DEM,Elizabeth Warren,2,0,0,2
Orange,Precinct 23,President,,DEM,Elizabeth Warren,8,5,0,3
Orange,Precinct 24,President,,DEM,Elizabeth Warren,2,1,0,1
Orange,Precinct 25,President,,DEM,Elizabeth Warren,5,4,1,0
Orange,Precinct 26,President,,DEM,Elizabeth Warren,6,4,2,0
Orange,Precinct 27,President,,DEM,Elizabeth Warren,8,4,0,4
Orange,Precinct 28,President,,DEM,Elizabeth Warren,8,6,0,2
Orange,Precinct 29,President,,DEM,Elizabeth Warren,6,4,0,2
Orange,Precinct 30,President,,DEM,Elizabeth Warren,9,4,1,4
Orange,Precinct 31,President,,DEM,Elizabeth Warren,2,1,0,1
Orange,Precinct 32,President,,DEM,Elizabeth Warren,8,6,0,2
Orange,Precinct 33,President,,DEM,Elizabeth Warren,6,2,1,3
Orange,Precinct 34,President,,DEM,Elizabeth Warren,7,5,0,2
Orange,Precinct 1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 3,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 5,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 6,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 7,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 8,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 9,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 10,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 11,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 12,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 13,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 14,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 15,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 16,President,,DEM,"Roque ""Rocky"" De La Fuente",3,1,1,1
Orange,Precinct 17,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 18,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 19,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 20,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 21,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 22,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 23,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 24,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 25,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0
Orange,Precinct 26,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 27,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 28,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 29,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 30,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 31,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 32,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 33,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 34,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Orange,Precinct 1,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 2,President,,DEM,Amy Klobuchar,3,0,0,3
Orange,Precinct 3,President,,DEM,Amy Klobuchar,1,0,1,0
Orange,Precinct 4,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 5,President,,DEM,Amy Klobuchar,2,0,0,2
Orange,Precinct 6,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 7,President,,DEM,Amy Klobuchar,3,0,1,2
Orange,Precinct 8,President,,DEM,Amy Klobuchar,1,0,0,1
Orange,Precinct 9,President,,DEM,Amy Klobuchar,2,0,0,2
Orange,Precinct 10,President,,DEM,Amy Klobuchar,1,0,0,1
Orange,Precinct 11,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 12,President,,DEM,Amy Klobuchar,1,0,1,0
Orange,Precinct 13,President,,DEM,Amy Klobuchar,1,0,0,1
Orange,Precinct 14,President,,DEM,Amy Klobuchar,3,0,2,1
Orange,Precinct 15,President,,DEM,Amy Klobuchar,1,0,1,0
Orange,Precinct 16,President,,DEM,Amy Klobuchar,1,0,0,1
Orange,Precinct 17,President,,DEM,Amy Klobuchar,1,1,0,0
Orange,Precinct 18,President,,DEM,Amy Klobuchar,6,0,2,4
Orange,Precinct 19,President,,DEM,Amy Klobuchar,6,0,0,6
Orange,Precinct 20,President,,DEM,Amy Klobuchar,2,0,0,2
Orange,Precinct 21,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 22,President,,DEM,Amy Klobuchar,2,0,2,0
Orange,Precinct 23,President,,DEM,Amy Klobuchar,4,1,0,3
Orange,Precinct 24,President,,DEM,Amy Klobuchar,1,0,1,0
Orange,Precinct 25,President,,DEM,Amy Klobuchar,1,1,0,0
Orange,Precinct 26,President,,DEM,Amy Klobuchar,4,0,2,2
Orange,Precinct 27,President,,DEM,Amy Klobuchar,2,0,1,1
Orange,Precinct 28,President,,DEM,Amy Klobuchar,5,0,0,5
Orange,Precinct 29,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 30,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 31,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 32,President,,DEM,Amy Klobuchar,3,1,0,2
Orange,Precinct 33,President,,DEM,Amy Klobuchar,1,0,0,1
Orange,Precinct 34,President,,DEM,Amy Klobuchar,0,0,0,0
Orange,Precinct 1,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 2,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 3,President,,DEM,Deval Patrick,1,1,0,0
Orange,Precinct 4,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 5,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 6,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 7,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 8,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 9,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 10,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 11,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 12,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 13,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 14,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 15,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 16,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 17,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 18,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 19,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 20,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 21,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 22,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 23,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 24,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 25,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 26,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 27,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 28,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 29,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 30,President,,DEM,Deval Patrick,1,0,1,0
Orange,Precinct 31,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 32,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 33,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 34,President,,DEM,Deval Patrick,0,0,0,0
Orange,Precinct 1,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 2,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 3,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 4,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 5,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 6,President,,DEM,Julian Castro,1,1,0,0
Orange,Precinct 7,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 8,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 9,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 10,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 11,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 12,President,,DEM,Julian Castro,1,0,1,0
Orange,Precinct 13,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 14,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 15,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 16,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 17,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 18,President,,DEM,Julian Castro,1,0,0,1
Orange,Precinct 19,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 20,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 21,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 22,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 23,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 24,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 25,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 26,President,,DEM,Julian Castro,1,0,0,1
Orange,Precinct 27,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 28,President,,DEM,Julian Castro,0,0,0,0
Orange,Precinct 29,President,,DEM,Julian Castro,1,1,0,0
Orange,Precinct 30,President,,DEM,Julian Castro,0,0,0,0
