county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Stephens,Precinct 1-11,Registered Voters,,,,1089,,,
Stephens,Precinct 1-11,Ballots Cast,,,,707,40,520,147
Stephens,Precinct 1-11,President,,REP,Donald J Trump,623,28,467,128
Stephens,Precinct 1-11,President,,DEM,Joseph R Biden,76,12,48,16
Stephens,Precinct 1-11,President,,LIB,Jo Jorgensen,4,0,1,3
Stephens,Precinct 1-11,President,,GRN,Howie Hawkins,1,0,1,0
Stephens,Precinct 1-11,President,,,Write-In,0,0,0,0
Stephens,Precinct 1-11,U.S. Senate,,REP,John Cornyn,609,26,455,128
Stephens,Precinct 1-11,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",68,11,43,14
Stephens,Precinct 1-11,U.S. Senate,,LIB,Kerry Douglas McKennon,6,0,4,2
Stephens,Precinct 1-11,U.S. Senate,,GRN,David B. Collins,3,0,3,0
Stephens,Precinct 1-11,U.S. Senate,,,Write-In,0,0,0,0
Stephens,Precinct 1-11,U.S. House,11,REP,August Pfluger,608,26,454,128
Stephens,Precinct 1-11,U.S. House,11,DEM,Jon Mark Hogg,63,10,43,10
Stephens,Precinct 1-11,U.S. House,11,LIB,Wacey Alpha Cody,8,1,5,2
Stephens,Precinct 1-11,Railroad Commissioner,,REP,"James ""Jim""Wright",607,27,455,125
Stephens,Precinct 1-11,Railroad Commissioner,,DEM,Chrysta Castaneda,63,9,43,11
Stephens,Precinct 1-11,Railroad Commissioner,,LIB,Matt Sterett,3,0,1,2
Stephens,Precinct 1-11,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",3,1,2,0
Stephens,Precinct 1-11,State Senator,28,REP,Charles Perry,626,24,466,136
Stephens,Precinct 1-11,State Representative,60,REP,Glenn Rogers,617,28,455,134
Stephens,Precinct 2-11,Registered Voters,,,,1274,,,
Stephens,Precinct 2-11,Ballots Cast,,,,885,88,634,163
Stephens,Precinct 2-11,President,,REP,Donald J Trump,776,62,569,145
Stephens,Precinct 2-11,President,,DEM,Joseph R Biden,98,24,60,14
Stephens,Precinct 2-11,President,,LIB,Jo Jorgensen,5,0,3,2
Stephens,Precinct 2-11,President,,GRN,Howie Hawkins,1,0,0,1
Stephens,Precinct 2-11,President,,,Write-In,3,1,1,1
Stephens,Precinct 2-11,U.S. Senate,,REP,John Cornyn,766,63,558,145
Stephens,Precinct 2-11,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",97,22,61,14
Stephens,Precinct 2-11,U.S. Senate,,LIB,Kerry Douglas McKennon,5,0,3,2
Stephens,Precinct 2-11,U.S. Senate,,GRN,David B. Collins,2,0,1,1
Stephens,Precinct 2-11,U.S. Senate,,,Write-In,1,0,1,0
Stephens,Precinct 2-11,U.S. House,11,REP,August Pfluger,777,58,570,149
Stephens,Precinct 2-11,U.S. House,11,DEM,Jon Mark Hogg,84,22,51,11
Stephens,Precinct 2-11,U.S. House,11,LIB,Wacey Alpha Cody,6,0,5,1
Stephens,Precinct 2-11,Railroad Commissioner,,REP,"James ""Jim""Wright",774,61,564,149
Stephens,Precinct 2-11,Railroad Commissioner,,DEM,Chrysta Castaneda,83,20,52,11
Stephens,Precinct 2-11,Railroad Commissioner,,LIB,Matt Sterett,6,0,5,1
Stephens,Precinct 2-11,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,0,2,0
Stephens,Precinct 2-11,State Senator,28,REP,Charles Perry,810,69,588,153
Stephens,Precinct 2-11,State Representative,60,REP,Glenn Rogers,800,68,582,150
Stephens,Precinct 2-19,Registered Voters,,,,198,,,
Stephens,Precinct 2-19,Ballots Cast,,,,168,12,137,19
Stephens,Precinct 2-19,President,,REP,Donald J Trump,162,11,132,19
Stephens,Precinct 2-19,President,,DEM,Joseph R Biden,5,1,4,0
Stephens,Precinct 2-19,President,,LIB,Jo Jorgensen,1,0,1,0
Stephens,Precinct 2-19,President,,GRN,Howie Hawkins,0,0,0,0
Stephens,Precinct 2-19,President,,,Write-In,0,0,0,0
Stephens,Precinct 2-19,U.S. Senate,,REP,John Cornyn,158,11,129,18
Stephens,Precinct 2-19,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",6,1,5,0
Stephens,Precinct 2-19,U.S. Senate,,LIB,Kerry Douglas McKennon,1,0,1,0
Stephens,Precinct 2-19,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Stephens,Precinct 2-19,U.S. Senate,,,Write-In,0,0,0,0
Stephens,Precinct 2-19,U.S. House,19,REP,Jodey C. Arrington,160,11,131,18
Stephens,Precinct 2-19,U.S. House,19,DEM,Tom Watson,5,1,4,0
Stephens,Precinct 2-19,U.S. House,19,LIB,Joe Burnes,1,0,1,0
Stephens,Precinct 2-19,Railroad Commissioner,,REP,"James ""Jim""Wright",157,11,127,19
Stephens,Precinct 2-19,Railroad Commissioner,,DEM,Chrysta Castaneda,4,1,3,0
Stephens,Precinct 2-19,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Stephens,Precinct 2-19,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,0,2,0
Stephens,Precinct 2-19,State Senator,28,REP,Charles Perry,158,11,129,18
Stephens,Precinct 2-19,State Representative,60,REP,Glenn Rogers,153,11,124,18
Stephens,Precinct 3-11,Registered Voters,,,,780,,,
Stephens,Precinct 3-11,Ballots Cast,,,,396,23,268,105
Stephens,Precinct 3-11,President,,REP,Donald J Trump,315,16,213,86
Stephens,Precinct 3-11,President,,DEM,Joseph R Biden,73,7,51,15
Stephens,Precinct 3-11,President,,LIB,Jo Jorgensen,4,0,1,3
Stephens,Precinct 3-11,President,,GRN,Howie Hawkins,0,0,0,0
Stephens,Precinct 3-11,President,,,Write-In,2,0,1,1
Stephens,Precinct 3-11,U.S. Senate,,REP,John Cornyn,306,13,209,84
Stephens,Precinct 3-11,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",67,7,47,13
Stephens,Precinct 3-11,U.S. Senate,,LIB,Kerry Douglas McKennon,6,0,5,1
Stephens,Precinct 3-11,U.S. Senate,,GRN,David B. Collins,4,1,2,1
Stephens,Precinct 3-11,U.S. Senate,,,Write-In,1,0,0,1
Stephens,Precinct 3-11,U.S. House,11,REP,August Pfluger,308,14,210,84
Stephens,Precinct 3-11,U.S. House,11,DEM,Jon Mark Hogg,62,7,44,11
Stephens,Precinct 3-11,U.S. House,11,LIB,Wacey Alpha Cody,11,0,7,4
Stephens,Precinct 3-11,Railroad Commissioner,,REP,"James ""Jim""Wright",300,14,204,82
Stephens,Precinct 3-11,Railroad Commissioner,,DEM,Chrysta Castaneda,69,6,49,14
Stephens,Precinct 3-11,Railroad Commissioner,,LIB,Matt Sterett,9,0,7,2
Stephens,Precinct 3-11,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,1,0,1
Stephens,Precinct 3-11,State Senator,28,REP,Charles Perry,338,17,229,92
