county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Maverick,1A,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,5,88,46,139
Maverick,1A,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,30,141,53,224
Maverick,1A,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LBT,0,2,1,3
Maverick,1A,President,,HOWIE HAWKINS/ ANGELA WALKER,GRE,0,2,0,2
Maverick,1A,President,,Write-ins,,0,0,0,0
Maverick,1A,U.S. Senate,,JOHN CORNYN,REP,4,71,38,113
Maverick,1A,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,31,131,45,207
Maverick,1A,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,0,4,3,7
Maverick,1A,U.S. Senate,,DAVID B. COLLINS,GRE,1,8,1,10
Maverick,1A,U.S. Senate,,WRITE- IN,,0,0,0,0
Maverick,1A,U.S. House,23,TONY GONZALES,REP,8,66,38,112
Maverick,1A,U.S. House,23,GINA ORTIZ JONES,DEM,26,153,46,225
Maverick,1A,U.S. House,23,BETO VILLELA,LBT,1,4,3,8
Maverick,1A,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,4,61,38,103
Maverick,1A,Railroad Commissioner,,CHRYSTA CASTANEDA,DEM,30,141,48,219
Maverick,1A,Railroad Commissioner,,MATT STERETT,LBT,1,6,1,8
Maverick,1A,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,0,2,0,2
Maverick,1A,State Senate,19,"PETER P. ""PETE"" FLORES",REP,3,69,32,104
Maverick,1A,State Senate,19,ROLAND GUTIERREZ,DEM,32,144,50,226
Maverick,1A,State Senate,19,JO-ANNE VALDIVIA,LBT,1,3,5,9
Maverick,1A,State Representative,74,RUBEN FALCON,REP,5,41,28,74
Maverick,1A,State Representative,74,EDDIE MORALES,DEM,26,184,66,276
Maverick,1B,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,17,395,138,550
Maverick,1B,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,105,525,129,759
Maverick,1B,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LBT,0,3,0,3
Maverick,1B,President,,HOWIE HAWKINS/ ANGELA WALKER,GRE,0,3,0,3
Maverick,1B,President,,Write-ins,,0,2,0,2
Maverick,1B,U.S. Senate,,JOHN CORNYN,REP,20,378,114,512
Maverick,1B,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,100,475,118,693
Maverick,1B,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,0,14,5,19
Maverick,1B,U.S. Senate,,DAVID B. COLLINS,GRE,0,8,5,13
Maverick,1B,U.S. Senate,,WRITE- IN,,0,0,0,0
Maverick,1B,U.S. House,23,TONY GONZALES,REP,21,366,123,510
Maverick,1B,U.S. House,23,GINA ORTIZ JONES,DEM,97,502,124,723
Maverick,1B,U.S. House,23,BETO VILLELA,LBT,0,20,5,25
Maverick,1B,Railroad Commissioner,,"JAMES ""JIM"" WRIGHT",REP,17,334,109,460
Maverick,1B,Railroad Commissioner,,CHRYSTA CASTANEDA,DEM,98,507,131,736
Maverick,1B,Railroad Commissioner,,MATT STERETT,LBT,0,11,2,13
Maverick,1B,Railroad Commissioner,,"KATIJA ""KAT"" GRUENE",GRE,0,7,2,9
Maverick,1B,State Senate,19,"PETER P. ""PETE"" FLORES",REP,17,359,121,497
Maverick,1B,State Senate,19,ROLAND GUTIERREZ,DEM,98,491,114,703
Maverick,1B,State Senate,19,JO-ANNE VALDIVIA,LBT,1,18,11,30
Maverick,1B,State Representative,74,RUBEN FALCON,REP,11,260,67,338
Maverick,1B,State Representative,74,EDDIE MORALES,DEM,104,646,190,940
Maverick,1C,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,24,724,279,1027
Maverick,1C,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,96,984,230,1310
Maverick,1C,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LBT,0,3,3,6
Maverick,1C,President,,HOWIE HAWKINS/ ANGELA WALKER,GRE,0,5,2,7
Maverick,1C,President,,Write-ins,,0,4,0,4
Maverick,1C,U.S. Senate,,JOHN CORNYN,REP,27,619,202,848
Maverick,1C,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,90,911,235,1236
Maverick,1C,U.S. Senate,,KERRY DOUGLAS MCKENNON,LBT,0,31,11,42
Maverick,1C,U.S. Senate,,DAVID B. COLLINS,GRE,1,35,19,55
Maverick,1C,U.S. Senate,,WRITE- IN,,0,1,0,1
Maverick,1C,U.S. House,23,TONY GONZALES,REP,21,618,221,860
Maverick,1C,U.S. House,23,GINA ORTIZ JONES,DEM,97,1003,246,1346
Maverick,1C,U.S. House,23,BETO VILLELA,LBT,0,36,19,55
