county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Galveston,103,Registered Voters,,DEM,,,,,442
Galveston,103,President,,DEM,Pete Buttigieg,0,5,0,5
Galveston,103,President,,DEM,Elizabeth Warren,0,4,6,10
Galveston,103,President,,DEM,Tulsi Gabbard,0,0,0,0
Galveston,103,President,,DEM,Amy Klobuchar,3,7,0,10
Galveston,103,President,,DEM,Michael Bennet,0,0,0,0
Galveston,103,President,,DEM,Robby Wells,0,0,0,0
Galveston,103,President,,DEM,Deval Patrick,0,0,0,0
Galveston,103,President,,DEM,Julián Castro,0,0,0,0
Galveston,103,President,,DEM,John K. Delaney,0,0,0,0
Galveston,103,President,,DEM,Marianne Williamson,0,0,0,0
Galveston,103,President,,DEM,Andrew Yang,0,0,0,0
Galveston,103,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Galveston,103,President,,DEM,Cory Booker,0,0,0,0
Galveston,103,President,,DEM,Tom Steyer,0,0,0,0
Galveston,103,President,,DEM,Bernie Sanders,0,12,18,30
Galveston,103,President,,DEM,Michael R. Bloomberg,2,16,3,21
Galveston,103,President,,DEM,Joseph R. Biden,1,6,34,41
Galveston,103,President,,DEM,Ballots Cast,6,50,61,117
Galveston,103,President,,DEM,Undervotes,0,0,1,1
Galveston,103,President,,DEM,Overvotes,0,0,0,0
Galveston,103,U.S. Senate,,DEM,Victor Hugo Harris,0,3,2,5
Galveston,103,U.S. Senate,,DEM,Michael Cooper,0,2,1,3
Galveston,103,U.S. Senate,,DEM,Royce West,0,5,0,5
Galveston,103,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",3,13,17,33
Galveston,103,U.S. Senate,,DEM,Amanda K. Edwards,0,2,6,8
Galveston,103,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",0,7,8,15
Galveston,103,U.S. Senate,,DEM,Adrian Ocegueda,0,0,2,2
Galveston,103,U.S. Senate,,DEM,D. R. Hunter,0,1,1,2
Galveston,103,U.S. Senate,,DEM,Sema Hernandez,0,3,4,7
Galveston,103,U.S. Senate,,DEM,Chris Bell,2,4,6,12
Galveston,103,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,1,1,2
Galveston,103,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,1,4,5
Galveston,103,U.S. Senate,,DEM,Ballots Cast,5,42,52,99
Galveston,103,U.S. Senate,,DEM,Undervotes,1,8,10,19
Galveston,103,U.S. Senate,,DEM,Overvotes,0,0,0,0
Galveston,103,U.S. House,14,DEM,Adrienne Bell,5,19,28,52
Galveston,103,U.S. House,14,DEM,Sanjanetta Barnes,0,11,8,19
Galveston,103,U.S. House,14,DEM,Mikal Williams,0,0,3,3
Galveston,103,U.S. House,14,DEM,"Robert ""Puga"" Thomas",0,0,4,4
Galveston,103,U.S. House,14,DEM,Eddie Fisher,0,8,4,12
Galveston,103,U.S. House,14,DEM,Ballots Cast,5,38,47,90
Galveston,103,U.S. House,14,DEM,Undervotes,1,12,15,28
Galveston,103,U.S. House,14,DEM,Overvotes,0,0,0,0
Galveston,103,Railroad Commissioner,,DEM,Kelly Stone,1,8,16,25
Galveston,103,Railroad Commissioner,,DEM,Mark Watson,3,8,4,15
Galveston,103,Railroad Commissioner,,DEM,Chrysta Castañeda,1,16,17,34
Galveston,103,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",1,10,10,21
Galveston,103,Railroad Commissioner,,DEM,Ballots Cast,6,42,47,95
Galveston,103,Railroad Commissioner,,DEM,Undervotes,0,8,15,23
Galveston,103,Railroad Commissioner,,DEM,Overvotes,0,0,0,0
Galveston,103,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,1,10,6,17
Galveston,103,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,5,32,41,78
Galveston,103,"Chief Justice, Supreme Court",,DEM,Ballots Cast,6,42,47,95
Galveston,103,"Chief Justice, Supreme Court",,DEM,Undervotes,0,8,15,23
Galveston,103,"Chief Justice, Supreme Court",,DEM,Overvotes,0,0,0,0
Galveston,103,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,5,32,35,72
Galveston,103,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,1,9,11,21
Galveston,103,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Ballots Cast,6,41,46,93
Galveston,103,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Undervotes,0,9,16,25
Galveston,103,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Overvotes,0,0,0,0
Galveston,103,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,0,17,21,38
Galveston,103,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,6,24,25,55
Galveston,103,"Justice, Supreme Court, Place 7",,DEM,Ballots Cast,6,41,46,93
Galveston,103,"Justice, Supreme Court, Place 7",,DEM,Undervotes,0,9,16,25
Galveston,103,"Justice, Supreme Court, Place 7",,DEM,Overvotes,0,0,0,0
Galveston,103,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,5,31,39,75
Galveston,103,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,1,11,8,20
Galveston,103,"Justice, Supreme Court, Place 8",,DEM,Ballots Cast,6,42,47,95
Galveston,103,"Justice, Supreme Court, Place 8",,DEM,Undervotes,0,8,15,23
Galveston,103,"Justice, Supreme Court, Place 8",,DEM,Overvotes,0,0,0,0
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,1,7,7,15
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,5,34,38,77
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,0,1,2,3
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,Ballots Cast,6,42,47,95
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,Undervotes,0,8,15,23
Galveston,103,"Judge, Court of Criminal Appeals, Place 3",,DEM,Overvotes,0,0,0,0
Galveston,103,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,1,8,8,17
Galveston,103,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,5,34,39,78
Galveston,103,"Judge, Court of Criminal Appeals, Place 4",,DEM,Ballots Cast,6,42,47,95
Galveston,103,"Judge, Court of Criminal Appeals, Place 4",,DEM,Undervotes,0,8,15,23
Galveston,103,"Judge, Court of Criminal Appeals, Place 4",,DEM,Overvotes,0,0,0,0
Galveston,103,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,5,37,38,80
Galveston,103,"Judge, Court of Criminal Appeals, Place 9",,DEM,Ballots Cast,5,37,38,80
Galveston,103,"Judge, Court of Criminal Appeals, Place 9",,DEM,Undervotes,1,13,24,38
Galveston,103,"Judge, Court of Criminal Appeals, Place 9",,DEM,Overvotes,0,0,0,0
Galveston,103,State Senate,4,DEM,Jay Stittleburg,5,36,36,77
Galveston,103,State Senate,4,DEM,Ballots Cast,5,36,36,77
Galveston,103,State Senate,4,DEM,Undervotes,1,14,26,41
Galveston,103,State Senate,4,DEM,Overvotes,0,0,0,0
Galveston,103,State Representative,23,DEM,Jeff Antonelli,5,34,36,75
Galveston,103,State Representative,23,DEM,Ballots Cast,5,34,36,75
Galveston,103,State Representative,23,DEM,Undervotes,1,16,26,43
Galveston,103,State Representative,23,DEM,Overvotes,0,0,0,0
