county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Wichita,Precinct 101,Ballots Cast,,,,,,,87
Wichita,Precinct 101,President,,REP,Zoltan G. Istvan,0,0,0,0
Wichita,Precinct 101,President,,REP,Bob Ely,0,0,0,0
Wichita,Precinct 101,President,,REP,Bill Weld,0,0,0,0
Wichita,Precinct 101,President,,REP,Matthew John Matern,0,0,0,0
Wichita,Precinct 101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Wichita,Precinct 101,President,,REP,Donald J. Trump,0,37,33,70
Wichita,Precinct 101,President,,REP,Joe Walsh,0,0,0,0
Wichita,Precinct 101,President,,REP,Uncommitted,0,0,1,1
Wichita,Precinct 101,President,,REP,Ballots Cast,0,37,34,71
Wichita,Precinct 101,President,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,President,,REP,Under Votes:,0,0,1,1
Wichita,Precinct 101,United States Senator,,REP,John Cornyn,0,23,27,50
Wichita,Precinct 101,United States Senator,,REP,Dwayne Stovall,0,7,4,11
Wichita,Precinct 101,United States Senator,,REP,John Anthony Castro,0,0,1,1
Wichita,Precinct 101,United States Senator,,REP,Virgil Bierschwale,0,0,0,0
Wichita,Precinct 101,United States Senator,,REP,Mark Yancey,0,4,2,6
Wichita,Precinct 101,United States Senator,,REP,Ballots Cast,0,34,34,68
Wichita,Precinct 101,United States Senator,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,United States Senator,,REP,Under Votes:,0,3,1,4
Wichita,Precinct 101,"United States Representative, District 13",,REP,Diane Knowlton,0,2,1,3
Wichita,Precinct 101,"United States Representative, District 13",,REP,Jamie Culley,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Chris Ekstrom,0,5,10,15
Wichita,Precinct 101,"United States Representative, District 13",,REP,Richard Herman,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Vance Snider II,0,2,0,2
Wichita,Precinct 101,"United States Representative, District 13",,REP,Elaine Hays,0,7,0,7
Wichita,Precinct 101,"United States Representative, District 13",,REP,Matt McArthur,0,0,1,1
Wichita,Precinct 101,"United States Representative, District 13",,REP,Monique Worthy,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Jason Foglesong,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Mark Neese,0,2,1,3
Wichita,Precinct 101,"United States Representative, District 13",,REP,Ronny Jackson,0,10,12,22
Wichita,Precinct 101,"United States Representative, District 13",,REP,Asusena Reséndiz,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Lee Harvey,0,2,4,6
Wichita,Precinct 101,"United States Representative, District 13",,REP,"Catherine ""I Swear"" Carr",0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Josh Winegarner,0,7,6,13
Wichita,Precinct 101,"United States Representative, District 13",,REP,Ballots Cast,0,37,35,72
Wichita,Precinct 101,"United States Representative, District 13",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"United States Representative, District 13",,REP,Under Votes:,0,0,0,0
Wichita,Precinct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,21,24,45
Wichita,Precinct 101,Railroad Commissioner,,REP,Ryan Sitton,0,12,8,20
Wichita,Precinct 101,Railroad Commissioner,,REP,Ballots Cast,0,33,32,65
Wichita,Precinct 101,Railroad Commissioner,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,Railroad Commissioner,,REP,Under Votes:,0,4,3,7
Wichita,Precinct 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,0,27,29,56
Wichita,Precinct 101,"Chief Justice, Supreme Court",,REP,Ballots Cast,0,27,29,56
Wichita,Precinct 101,"Chief Justice, Supreme Court",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Chief Justice, Supreme Court",,REP,Under Votes:,0,10,6,16
Wichita,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jane Bland,0,28,28,56
Wichita,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Ballots Cast,0,28,28,56
Wichita,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Under Votes:,0,9,7,16
Wichita,Precinct 101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,0,26,30,56
Wichita,Precinct 101,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,0,26,30,56
Wichita,Precinct 101,"Justice, Supreme Court, Place 7",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, Supreme Court, Place 7",,REP,Under Votes:,0,11,5,16
Wichita,Precinct 101,"Justice, Supreme Court, Place 8",,REP,Brett Busby,0,25,30,55
Wichita,Precinct 101,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,0,25,30,55
Wichita,Precinct 101,"Justice, Supreme Court, Place 8",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, Supreme Court, Place 8",,REP,Under Votes:,0,12,5,17
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,0,17,20,37
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,0,11,10,21
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Ballots Cast,0,28,30,58
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes:,0,9,5,14
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,0,25,31,56
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,REP,Ballots Cast,0,25,31,56
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes:,0,12,4,16
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,0,25,30,55
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,REP,Ballots Cast,0,25,30,55
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes:,0,12,5,17
Wichita,Precinct 101,"Member, State Board of Education, District 15",,REP,Jay Johnson,0,24,31,55
Wichita,Precinct 101,"Member, State Board of Education, District 15",,REP,Ballots Cast,0,24,31,55
Wichita,Precinct 101,"Member, State Board of Education, District 15",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Member, State Board of Education, District 15",,REP,Under Votes:,0,13,4,17
Wichita,Precinct 101,"State Representative, District 69",,REP,James B. Frank,0,30,29,59
Wichita,Precinct 101,"State Representative, District 69",,REP,Ballots Cast,0,30,29,59
Wichita,Precinct 101,"State Representative, District 69",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"State Representative, District 69",,REP,Under Votes:,0,7,6,13
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 2",,REP,Dana Womack,0,25,30,55
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 2",,REP,Ballots Cast,0,25,30,55
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 2",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 2",,REP,Under Votes:,0,12,5,17
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 6",,REP,Mike Wallach,0,25,30,55
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 6",,REP,Ballots Cast,0,25,30,55
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 6",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 6",,REP,Under Votes:,0,12,5,17
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,Elizabeth Beach,0,9,8,17
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,John P. Chupp,0,4,4,8
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,Brian Walker,0,13,15,28
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,Ballots Cast,0,26,27,53
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice, 2nd Court of Appeals District, Place 7",,REP,Under Votes:,0,11,8,19
Wichita,Precinct 101,"District Judge, 78th Judicial District",,REP,Meredith Kennedy,0,26,30,56
Wichita,Precinct 101,"District Judge, 78th Judicial District",,REP,Ballots Cast,0,26,30,56
Wichita,Precinct 101,"District Judge, 78th Judicial District",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"District Judge, 78th Judicial District",,REP,Under Votes:,0,11,5,16
Wichita,Precinct 101,"District Judge, 89th Judicial District",,REP,Charlie Barnard,0,28,28,56
Wichita,Precinct 101,"District Judge, 89th Judicial District",,REP,Ballots Cast,0,28,28,56
Wichita,Precinct 101,"District Judge, 89th Judicial District",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"District Judge, 89th Judicial District",,REP,Under Votes:,0,9,7,16
Wichita,Precinct 101,Sheriff,,REP,David Duke,0,33,32,65
Wichita,Precinct 101,Sheriff,,REP,Ballots Cast,0,33,32,65
Wichita,Precinct 101,Sheriff,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,Sheriff,,REP,Under Votes:,0,4,3,7
Wichita,Precinct 101,County Tax Assessor-Collector,,REP,Tommy Smyth,0,31,30,61
Wichita,Precinct 101,County Tax Assessor-Collector,,REP,Ballots Cast,0,31,30,61
Wichita,Precinct 101,County Tax Assessor-Collector,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,County Tax Assessor-Collector,,REP,Under Votes:,0,6,5,11
Wichita,Precinct 101,County Commissioner Precinct 1,,REP,Mark A. Beauchamp,0,28,28,56
Wichita,Precinct 101,County Commissioner Precinct 1,,REP,Ballots Cast,0,28,28,56
Wichita,Precinct 101,County Commissioner Precinct 1,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,County Commissioner Precinct 1,,REP,Under Votes:,0,9,7,16
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,James Hughes,0,15,20,35
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,Annetta Pope,0,7,10,17
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,Joseph Robeson,0,12,5,17
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,Ballots Cast,0,34,35,69
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,"Justice of the Peace Precinct 1, Place 1",,REP,Under Votes:,0,3,0,3
Wichita,Precinct 101,County Constable Precinct 1,,REP,Mike Little,0,27,29,56
Wichita,Precinct 101,County Constable Precinct 1,,REP,Chris Craig,0,10,4,14
Wichita,Precinct 101,County Constable Precinct 1,,REP,Ballots Cast,0,37,33,70
Wichita,Precinct 101,County Constable Precinct 1,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,County Constable Precinct 1,,REP,Under Votes:,0,0,2,2
Wichita,Precinct 101,County Chairman,,REP,Annette Barfield,0,27,29,56
Wichita,Precinct 101,County Chairman,,REP,Ballots Cast,0,27,29,56
Wichita,Precinct 101,County Chairman,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,County Chairman,,REP,Under Votes:,0,10,6,16
Wichita,Precinct 101,State of Texas Republican Proposition 1,,REP,Yes,0,36,33,69
Wichita,Precinct 101,State of Texas Republican Proposition 1,,REP,No,0,0,2,2
Wichita,Precinct 101,State of Texas Republican Proposition 1,,REP,Ballots Cast,0,36,35,71
Wichita,Precinct 101,State of Texas Republican Proposition 1,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 1,,REP,Under Votes:,0,1,0,1
Wichita,Precinct 101,State of Texas Republican Proposition 2,,REP,Yes,0,30,29,59
Wichita,Precinct 101,State of Texas Republican Proposition 2,,REP,No,0,6,6,12
Wichita,Precinct 101,State of Texas Republican Proposition 2,,REP,Ballots Cast,0,36,35,71
Wichita,Precinct 101,State of Texas Republican Proposition 2,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 2,,REP,Under Votes:,0,1,0,1
Wichita,Precinct 101,State of Texas Republican Proposition 3,,REP,Yes,0,35,35,70
Wichita,Precinct 101,State of Texas Republican Proposition 3,,REP,No,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 3,,REP,Ballots Cast,0,35,35,70
Wichita,Precinct 101,State of Texas Republican Proposition 3,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 3,,REP,Under Votes:,0,2,0,2
Wichita,Precinct 101,State of Texas Republican Proposition 4,,REP,Yes,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 4,,REP,No,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 4,,REP,Ballots Cast,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 4,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 4,,REP,Under Votes:,0,2,1,3
Wichita,Precinct 101,State of Texas Republican Proposition 5,,REP,Yes,0,34,32,66
Wichita,Precinct 101,State of Texas Republican Proposition 5,,REP,No,0,1,2,3
Wichita,Precinct 101,State of Texas Republican Proposition 5,,REP,Ballots Cast,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 5,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 5,,REP,Under Votes:,0,2,1,3
Wichita,Precinct 101,State of Texas Republican Proposition 6,,REP,Yes,0,33,33,66
Wichita,Precinct 101,State of Texas Republican Proposition 6,,REP,No,0,2,1,3
Wichita,Precinct 101,State of Texas Republican Proposition 6,,REP,Ballots Cast,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 6,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 6,,REP,Under Votes:,0,2,1,3
Wichita,Precinct 101,State of Texas Republican Proposition 7,,REP,Yes,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 7,,REP,No,0,0,1,1
Wichita,Precinct 101,State of Texas Republican Proposition 7,,REP,Ballots Cast,0,35,35,70
Wichita,Precinct 101,State of Texas Republican Proposition 7,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 7,,REP,Under Votes:,0,2,0,2
Wichita,Precinct 101,State of Texas Republican Proposition 8,,REP,Yes,0,34,33,67
Wichita,Precinct 101,State of Texas Republican Proposition 8,,REP,No,0,0,1,1
Wichita,Precinct 101,State of Texas Republican Proposition 8,,REP,Ballots Cast,0,34,34,68
Wichita,Precinct 101,State of Texas Republican Proposition 8,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 8,,REP,Under Votes:,0,3,1,4
Wichita,Precinct 101,State of Texas Republican Proposition 9,,REP,Yes,0,34,34,68
Wichita,Precinct 101,State of Texas Republican Proposition 9,,REP,No,0,2,1,3
Wichita,Precinct 101,State of Texas Republican Proposition 9,,REP,Ballots Cast,0,36,35,71
Wichita,Precinct 101,State of Texas Republican Proposition 9,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 9,,REP,Under Votes:,0,1,0,1
Wichita,Precinct 101,State of Texas Republican Proposition 10,,REP,Yes,0,34,30,64
Wichita,Precinct 101,State of Texas Republican Proposition 10,,REP,No,0,1,4,5
Wichita,Precinct 101,State of Texas Republican Proposition 10,,REP,Ballots Cast,0,35,34,69
Wichita,Precinct 101,State of Texas Republican Proposition 10,,REP,Over Votes:,0,0,0,0
Wichita,Precinct 101,State of Texas Republican Proposition 10,,REP,Under Votes:,0,2,1,3
Wichita,Precinct 101,President,,DEM,Andrew Yang,0,0,0,0
Wichita,Precinct 101,President,,DEM,Tom Steyer,0,0,0,0
Wichita,Precinct 101,President,,DEM,Bernie Sanders,0,2,0,2
Wichita,Precinct 101,President,,DEM,Amy Klobuchar,0,0,0,0
Wichita,Precinct 101,President,,DEM,Marianne Williamson,0,0,0,0
Wichita,Precinct 101,President,,DEM,Michael Bennet,0,0,0,0
Wichita,Precinct 101,President,,DEM,Pete Buttigieg,0,1,0,1
Wichita,Precinct 101,President,,DEM,Michael R. Bloomberg,0,0,4,4
Wichita,Precinct 101,President,,DEM,Tulsi Gabbard,0,0,0,0
Wichita,Precinct 101,President,,DEM,Elizabeth Warren,0,1,1,2
Wichita,Precinct 101,President,,DEM,Deval Patrick,0,0,0,0
Wichita,Precinct 101,President,,DEM,John K. Delaney,0,0,0,0
Wichita,Precinct 101,President,,DEM,Joseph R. Biden,0,1,5,6
Wichita,Precinct 101,President,,DEM,Robby Wells,0,0,0,0
Wichita,Precinct 101,President,,DEM,Julián Castro,0,0,0,0
Wichita,Precinct 101,President,,DEM,Cory Booker,0,0,0,0
Wichita,Precinct 101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Wichita,Precinct 101,President,,DEM,Ballots Cast,0,5,10,15
Wichita,Precinct 101,President,,DEM,Over Votes:,0,0,0,0
Wichita,Precinct 101,President,,DEM,Under Votes:,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,Sema Hernandez,0,1,1,2
Wichita,Precinct 101,United States Senator,,DEM,Adrian Ocegueda,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,Chris Bell,0,0,2,2
Wichita,Precinct 101,United States Senator,,DEM,Royce West,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,D.R. Hunter,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,Cristina Tzintzun Ramirez,0,1,2,3
Wichita,Precinct 101,United States Senator,,DEM,Michael Cooper,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,Amanda K. Edwards,0,0,1,1
Wichita,Precinct 101,United States Senator,,DEM,Victor Hugo Harris,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,"Mary ""MJ"" Hegar",0,1,2,3
Wichita,Precinct 101,United States Senator,,DEM,"Annie ""Mamá"" Garcia",0,0,1,1
Wichita,Precinct 101,United States Senator,,DEM,Jack Daniel Foster Jr,0,1,0,1
Wichita,Precinct 101,United States Senator,,DEM,Ballots Cast,0,4,9,13
Wichita,Precinct 101,United States Senator,,DEM,Over Votes:,0,0,0,0
Wichita,Precinct 101,United States Senator,,DEM,Under Votes:,0,1,1,2
Wichita,Precinct 101,"United States Representative, District 13",,DEM,Timothy W. Gassaway,0,3,4,7
Wichita,Precinct 101,"United States Representative, District 13",,DEM,Gus Trujillo,0,0,3,3
