county,precinct,office,district,party,candidate,votes,early_voting,mail,election_day
Lynn,Precinct 1/5,Registered Voters,,,,413,,,
Lynn,Precinct 1/5,Ballots Cast,,,,220,140,15,65
Lynn,Precinct 1/5,President,,REP,Donald J Trump,173,116,7,50
Lynn,Precinct 1/5,President,,DEM,Joseph R Biden,45,24,8,13
Lynn,Precinct 1/5,President,,LIB,Jo Jorgensen,1,0,0,1
Lynn,Precinct 1/5,President,,GRN,Howie Hawkins,1,0,0,1
Lynn,Precinct 1/5,President,,,Write-In,0,0,0,0
Lynn,Precinct 1/5,President,,,Over Votes,0,0,0,0
Lynn,Precinct 1/5,President,,,Under Votes,0,0,0,0
Lynn,Precinct 1/5,U.S. Senate,,REP,John Cornyn,170,114,7,49
Lynn,Precinct 1/5,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",44,22,8,14
Lynn,Precinct 1/5,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0,0
Lynn,Precinct 1/5,U.S. Senate,,GRN,David B. Collins,2,1,0,1
Lynn,Precinct 1/5,U.S. Senate,,,Write-In,0,0,0,0
Lynn,Precinct 1/5,U.S. Senate,,,Over Votes,0,0,0,0
Lynn,Precinct 1/5,U.S. Senate,,,Under Votes,3,2,0,1
Lynn,Precinct 1/5,U.S. House,19,REP,Jodey C. Arrington,180,120,7,53
Lynn,Precinct 1/5,U.S. House,19,DEM,Tom Watson,35,17,8,10
Lynn,Precinct 1/5,U.S. House,19,,Over Votes,0,0,0,0
Lynn,Precinct 1/5,U.S. House,19,,Under Votes,5,3,0,2
Lynn,Precinct 1/5,Railroad Commissioner,,REP,"James ""Jim""Wright",168,116,7,45
Lynn,Precinct 1/5,Railroad Commissioner,,DEM,Chrysta Castaneda,43,21,7,15
Lynn,Precinct 1/5,Railroad Commissioner,,LIB,Matt Sterett,1,0,0,1
Lynn,Precinct 1/5,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,1,0,1
Lynn,Precinct 1/5,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Lynn,Precinct 1/5,Railroad Commissioner,,,Under Votes,6,2,1,3
Lynn,Precinct 1/5,State Senator,28,REP,Charles Perry,185,125,8,52
Lynn,Precinct 1/5,State Senator,28,,Over Votes,0,0,0,0
Lynn,Precinct 1/5,State Senator,28,,Under Votes,35,15,7,13
Lynn,Precinct 1/5,State Representative,83,REP,Dustin Burrows,177,120,7,50
Lynn,Precinct 1/5,State Representative,83,DEM,Addison Perry-Franks,38,18,8,12
Lynn,Precinct 1/5,State Representative,83,,Over Votes,0,0,0,0
Lynn,Precinct 1/5,State Representative,83,,Under Votes,5,2,0,3
Lynn,Precinct 2/8,Registered Voters,,,,467,,,
Lynn,Precinct 2/8,Ballots Cast,,,,274,78,14,182
Lynn,Precinct 2/8,President,,REP,Donald J Trump,214,65,10,139
Lynn,Precinct 2/8,President,,DEM,Joseph R Biden,54,11,3,40
Lynn,Precinct 2/8,President,,LIB,Jo Jorgensen,3,1,0,2
Lynn,Precinct 2/8,President,,GRN,Howie Hawkins,0,0,0,0
Lynn,Precinct 2/8,President,,,Write-In,1,0,0,1
Lynn,Precinct 2/8,President,,,Over Votes,0,0,0,0
Lynn,Precinct 2/8,President,,,Under Votes,2,1,1,0
Lynn,Precinct 2/8,U.S. Senate,,REP,John Cornyn,212,64,10,138
Lynn,Precinct 2/8,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",50,10,3,37
Lynn,Precinct 2/8,U.S. Senate,,LIB,Kerry Douglas McKennon,5,3,0,2
Lynn,Precinct 2/8,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Lynn,Precinct 2/8,U.S. Senate,,,Write-In,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,,Over Votes,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,,Under Votes,6,1,1,4
Lynn,Precinct 2/8,U.S. House,19,REP,Jodey C. Arrington,219,69,10,140
Lynn,Precinct 2/8,U.S. House,19,DEM,Tom Watson,48,8,3,37
Lynn,Precinct 2/8,U.S. House,19,,Over Votes,0,0,0,0
Lynn,Precinct 2/8,U.S. House,19,,Under Votes,7,1,1,5
Lynn,Precinct 2/8,Railroad Commissioner,,REP,"James ""Jim""Wright",209,62,10,137
Lynn,Precinct 2/8,Railroad Commissioner,,DEM,Chrysta Castaneda,54,14,3,37
Lynn,Precinct 2/8,Railroad Commissioner,,LIB,Matt Sterett,5,2,0,3
Lynn,Precinct 2/8,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Lynn,Precinct 2/8,Railroad Commissioner,,REP,Over Votes,1,0,0,1
Lynn,Precinct 2/8,Railroad Commissioner,,,Under Votes,5,0,1,4
Lynn,Precinct 2/8,State Senator,28,REP,Charles Perry,227,67,10,150
Lynn,Precinct 2/8,State Senator,28,,Over Votes,0,0,0,0
Lynn,Precinct 2/8,State Senator,28,,Under Votes,47,11,4,32
Lynn,Precinct 2/8,State Representative,83,REP,Dustin Burrows,221,68,10,143
Lynn,Precinct 2/8,State Representative,83,DEM,Addison Perry-Franks,47,10,3,34
Lynn,Precinct 2/8,State Representative,83,,Over Votes,0,0,0,0
Lynn,Precinct 2/8,State Representative,83,,Under Votes,6,0,1,5
Lynn,Precinct 3/10,Registered Voters,,,,671,,,
Lynn,Precinct 3/10,Ballots Cast,,,,324,127,16,181
Lynn,Precinct 3/10,President,,REP,Donald J Trump,254,111,8,135
Lynn,Precinct 3/10,President,,DEM,Joseph R Biden,67,16,8,43
Lynn,Precinct 3/10,President,,LIB,Jo Jorgensen,1,0,0,1
Lynn,Precinct 3/10,President,,GRN,Howie Hawkins,0,0,0,0
Lynn,Precinct 3/10,President,,,Write-In,0,0,0,0
Lynn,Precinct 3/10,President,,,Over Votes,1,0,0,1
Lynn,Precinct 3/10,President,,,Under Votes,1,0,0,1
Lynn,Precinct 3/10,U.S. Senate,,REP,John Cornyn,236,106,8,122
Lynn,Precinct 3/10,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",73,20,7,46
