county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Lee,101,President,,D,Amy Klobuchar,1,2,0,3
Lee,101,President,,D,Andrew Yang,0,0,1,1
Lee,101,President,,D,Bernie Sanders,3,4,9,16
Lee,101,President,,D,Cory Booker,0,1,0,1
Lee,101,President,,D,Deval Patrick,0,0,0,0
Lee,101,President,,D,Elizabeth Warren,1,3,4,8
Lee,101,President,,D,John K. Delaney,0,0,0,0
Lee,101,President,,D,Joseph R. Biden,4,8,41,53
Lee,101,President,,D,Juli·n Castro,0,0,0,0
Lee,101,President,,D,Marianne Williamson,0,0,0,0
Lee,101,President,,D,Michael Bennet,0,0,0,0
Lee,101,President,,D,Michael R. Bloomberg,4,7,9,20
Lee,101,President,,D,Pete Buttigieg,0,1,0,1
Lee,101,President,,D,Robby Wells,0,0,1,1
Lee,101,President,,D,Roque De La Fuente,0,0,0,0
Lee,101,President,,D,Tom Steyer,0,0,0,0
Lee,101,President,,D,Tulsi Gabbard,0,0,0,0
Lee,101,President,,R,Bill Weld,0,1,1,2
Lee,101,President,,R,Bob Ely,0,0,1,1
Lee,101,President,,R,Donald J. Trump,20,194,185,399
Lee,101,President,,R,Joe Walsh,0,2,1,3
Lee,101,President,,R,Matthew John Matern,0,0,0,0
Lee,101,President,,R,R DeLa Fuente Guerra,0,4,1,5
Lee,101,President,,R,Uncommitted,1,9,10,20
Lee,101,President,,R,Zoltan G. Istvan,0,0,1,1
Lee,102,President,,D,Amy Klobuchar,0,0,0,0
Lee,102,President,,D,Andrew Yang,0,0,0,0
Lee,102,President,,D,Bernie Sanders,0,4,4,8
Lee,102,President,,D,Cory Booker,0,0,0,0
Lee,102,President,,D,Deval Patrick,0,0,0,0
Lee,102,President,,D,Elizabeth Warren,0,1,0,1
Lee,102,President,,D,John K. Delaney,0,0,0,0
Lee,102,President,,D,Joseph R. Biden,5,3,12,20
Lee,102,President,,D,Juli·n Castro,0,0,0,0
Lee,102,President,,D,Marianne Williamson,0,0,0,0
Lee,102,President,,D,Michael Bennet,0,0,0,0
Lee,102,President,,D,Michael R. Bloomberg,3,2,4,9
Lee,102,President,,D,Pete Buttigieg,0,0,0,0
Lee,102,President,,D,Robby Wells,0,0,0,0
Lee,102,President,,D,Roque De La Fuente,0,0,0,0
Lee,102,President,,D,Tom Steyer,0,0,1,1
Lee,102,President,,D,Tulsi Gabbard,0,0,0,0
Lee,102,President,,R,Bill Weld,0,0,0,0
Lee,102,President,,R,Bob Ely,0,0,0,0
Lee,102,President,,R,Donald J. Trump,1,27,21,49
Lee,102,President,,R,Joe Walsh,0,0,0,0
Lee,102,President,,R,Matthew John Matern,0,0,0,0
Lee,102,President,,R,R DeLa Fuente Guerra,0,0,0,0
Lee,102,President,,R,Uncommitted,1,1,0,2
Lee,102,President,,R,Zoltan G. Istvan,0,0,0,0
Lee,103,President,,D,Amy Klobuchar,0,0,0,0
Lee,103,President,,D,Andrew Yang,0,0,0,0
Lee,103,President,,D,Bernie Sanders,0,0,1,1
Lee,103,President,,D,Cory Booker,0,0,0,0
Lee,103,President,,D,Deval Patrick,0,0,0,0
Lee,103,President,,D,Elizabeth Warren,0,0,0,0
Lee,103,President,,D,John K. Delaney,0,0,0,0
Lee,103,President,,D,Joseph R. Biden,0,0,4,4
Lee,103,President,,D,Juli·n Castro,0,0,0,0
Lee,103,President,,D,Marianne Williamson,0,0,0,0
Lee,103,President,,D,Michael Bennet,0,0,0,0
Lee,103,President,,D,Michael R. Bloomberg,0,0,0,0
Lee,103,President,,D,Pete Buttigieg,0,1,0,1
Lee,103,President,,D,Robby Wells,0,0,0,0
Lee,103,President,,D,Roque De La Fuente,0,0,0,0
Lee,103,President,,D,Tom Steyer,0,0,0,0
Lee,103,President,,D,Tulsi Gabbard,0,0,0,0
Lee,103,President,,R,Bill Weld,0,0,0,0
Lee,103,President,,R,Bob Ely,0,0,0,0
Lee,103,President,,R,Donald J. Trump,8,31,45,84
Lee,103,President,,R,Joe Walsh,0,0,0,0
Lee,103,President,,R,Matthew John Matern,0,0,0,0
Lee,103,President,,R,R DeLa Fuente Guerra,0,0,0,0
Lee,103,President,,R,Uncommitted,1,0,2,3
Lee,103,President,,R,Zoltan G. Istvan,0,0,0,0
Lee,201,President,,D,Amy Klobuchar,1,0,0,1
Lee,201,President,,D,Andrew Yang,0,0,0,0
Lee,201,President,,D,Bernie Sanders,0,2,1,3
Lee,201,President,,D,Cory Booker,0,0,0,0
Lee,201,President,,D,Deval Patrick,0,0,0,0
Lee,201,President,,D,Elizabeth Warren,0,0,0,0
Lee,201,President,,D,John K. Delaney,0,0,1,1
Lee,201,President,,D,Joseph R. Biden,1,0,6,7
Lee,201,President,,D,Juli·n Castro,0,0,0,0
Lee,201,President,,D,Marianne Williamson,0,0,0,0
Lee,201,President,,D,Michael Bennet,0,0,0,0
Lee,201,President,,D,Michael R. Bloomberg,0,2,4,6
Lee,201,President,,D,Pete Buttigieg,0,0,0,0
Lee,201,President,,D,Robby Wells,0,0,0,0
Lee,201,President,,D,Roque De La Fuente,0,0,0,0
Lee,201,President,,D,Tom Steyer,0,0,0,0
Lee,201,President,,D,Tulsi Gabbard,0,0,0,0
