county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Polk,1,President,,Donald J. Trump / Michael R. Pence,REP,1,18,4,23
Polk,1,President,,Joseph R. Biden / Kamala D. Harris,DEM,3,5,0,8
Polk,1,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Polk,1,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Polk,1,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
Polk,1,President,,Undervotes,,0,0,0,0
Polk,1,President,,Overvotes,,0,0,0,0
Polk,1,U.S. Senate,,John Cornyn,REP,0,17,2,19
Polk,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,3,6,1,10
Polk,1,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Polk,1,U.S. Senate,,David B. Collins,GRN,0,0,1,1
Polk,1,U.S. Senate,,Undervotes,,1,0,0,1
Polk,1,U.S. Senate,,Overvotes,,0,0,0,0
Polk,1,U.S. House,36,Brian Babin,REP,0,19,2,21
Polk,1,U.S. House,36,Rashad Lewis,DEM,3,4,1,8
Polk,1,U.S. House,36,Chad Abbey,LIB,0,0,0,0
Polk,1,U.S. House,36,Hal J. Ridley Jr.,GRN,0,0,1,1
Polk,1,U.S. House,36,Undervotes,,1,0,0,1
Polk,1,U.S. House,36,Overvotes,,0,0,0,0
Polk,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,18,3,21
Polk,1,Railroad Commissioner,,Chrysta Castaneda,DEM,0,5,1,6
Polk,1,Railroad Commissioner,,Matt Sterett,LIB,0,0,0,0
Polk,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Polk,1,Railroad Commissioner,,Undervotes,,4,0,0,4
Polk,1,Railroad Commissioner,,Overvotes,,0,0,0,0
Polk,1,State Representative,19,James White,REP,0,20,3,23
Polk,1,State Representative,19,Undervotes,,4,3,1,8
Polk,1,State Representative,19,Overvotes,,0,0,0,0
Polk,1 - BSISD,President,,Donald J. Trump / Michael R. Pence,REP,16,122,102,240
Polk,1 - BSISD,President,,Joseph R. Biden / Kamala D. Harris,DEM,6,11,4,21
Polk,1 - BSISD,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,2,1,3
Polk,1 - BSISD,President,,Howie Hawkins / Angela Walker,GRN,0,0,0,0
Polk,1 - BSISD,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
