county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Shackelford,Precinct 101,Ballots Cast,,,,,,,236
Shackelford,Precinct 101,President,,Donald J. Trump,REP,15,111,84,210
Shackelford,Precinct 101,President,,Zoltan G. Istvan,REP,0,0,0,0
Shackelford,Precinct 101,President,,Bob Ely,REP,0,0,0,0
Shackelford,Precinct 101,President,,Joe Walsh,REP,0,0,0,0
Shackelford,Precinct 101,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1,0,1
Shackelford,Precinct 101,President,,Matthew John Matern,REP,0,0,1,1
Shackelford,Precinct 101,President,,Bill Weld,REP,0,0,1,1
Shackelford,Precinct 101,President,,Uncommitted,REP,1,1,1,3
Shackelford,Precinct 101,U.S. Senate,,John Cornyn,REP,15,93,67,175
Shackelford,Precinct 101,U.S. Senate,,John Anthony Castro,REP,0,5,4,9
Shackelford,Precinct 101,U.S. Senate,,Dwayne Stovall,REP,1,10,7,18
Shackelford,Precinct 101,U.S. Senate,,Mark Yancey,REP,0,2,2,4
Shackelford,Precinct 101,U.S. Senate,,Virgil Bierschwale,REP,0,0,2,2
Shackelford,Precinct 101,U.S. House,19,Jodey C. Arrington,REP,16,100,71,187
Shackelford,Precinct 101,U.S. House,19,Vance W. Boyd,REP,0,10,10,20
Shackelford,Precinct 101,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,74,54,140
Shackelford,Precinct 101,Railroad Commissioner,,Ryan Sitton,REP,3,22,24,49
Shackelford,Precinct 101,State Senate,28,Charles Perry,REP,14,93,70,177
Shackelford,Precinct 101,State House,60,Glenn Rogers,REP,6,60,47,113
Shackelford,Precinct 101,State House,60,Christopher M. Perricone,REP,0,1,1,2
Shackelford,Precinct 101,State House,60,Kellye Sorelle,REP,0,1,1,2
Shackelford,Precinct 101,State House,60,Jon Francis,REP,8,47,31,86
Shackelford,Precinct 101,President,,Michael R. Bloomberg,DEM,0,0,1,1
Shackelford,Precinct 101,President,,Cory Booker,DEM,0,0,0,0
Shackelford,Precinct 101,President,,Michael Bennet,DEM,0,0,0,0
Shackelford,Precinct 101,President,,Julian Castro,DEM,0,0,0,0
Shackelford,Precinct 101,President,,Bernie Sanders,DEM,2,1,2,5
