county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Grayson,Precinct 101,REGISTERED VOTERS,,,,4223,,,
Grayson,Precinct 102,REGISTERED VOTERS,,,,2620,,,
Grayson,Precinct 103,REGISTERED VOTERS,,,,603,,,
Grayson,Precinct 104,REGISTERED VOTERS,,,,995,,,
Grayson,Precinct 105,REGISTERED VOTERS,,,,6315,,,
Grayson,Precinct 106,REGISTERED VOTERS,,,,2916,,,
Grayson,Precinct 107,REGISTERED VOTERS,,,,2007,,,
Grayson,Precinct 108,REGISTERED VOTERS,,,,1767,,,
Grayson,Precinct 201,REGISTERED VOTERS,,,,3623,,,
Grayson,Precinct 202,REGISTERED VOTERS,,,,3602,,,
Grayson,Precinct 203,REGISTERED VOTERS,,,,1364,,,
Grayson,Precinct 204,REGISTERED VOTERS,,,,1077,,,
Grayson,Precinct 205,REGISTERED VOTERS,,,,4112,,,
Grayson,Precinct 206,REGISTERED VOTERS,,,,1459,,,
Grayson,Precinct 207,REGISTERED VOTERS,,,,1088,,,
Grayson,Precinct 208,REGISTERED VOTERS,,,,1600,,,
Grayson,Precinct 209,REGISTERED VOTERS,,,,1301,,,
Grayson,Precinct 210,REGISTERED VOTERS,,,,2136,,,
Grayson,Precinct 301,REGISTERED VOTERS,,,,2247,,,
Grayson,Precinct 302,REGISTERED VOTERS,,,,6361,,,
Grayson,Precinct 303,REGISTERED VOTERS,,,,1072,,,
Grayson,Precinct 304,REGISTERED VOTERS,,,,3067,,,
Grayson,Precinct 305,REGISTERED VOTERS,,,,1579,,,
Grayson,Precinct 306,REGISTERED VOTERS,,,,4058,,,
Grayson,Precinct 307,REGISTERED VOTERS,,,,2148,,,
Grayson,Precinct 308,REGISTERED VOTERS,,,,1300,,,
Grayson,Precinct 309,REGISTERED VOTERS,,,,918,,,
Grayson,Precinct 401,REGISTERED VOTERS,,,,1741,,,
Grayson,Precinct 402,REGISTERED VOTERS,,,,2743,,,
Grayson,Precinct 403,REGISTERED VOTERS,,,,3114,,,
Grayson,Precinct 404,REGISTERED VOTERS,,,,3768,,,
Grayson,Precinct 405,REGISTERED VOTERS,,,,608,,,
Grayson,Precinct 406,REGISTERED VOTERS,,,,3007,,,
Grayson,Precinct 407,REGISTERED VOTERS,,,,252,,,
Grayson,Precinct 408,REGISTERED VOTERS,,,,1930,,,
Grayson,Precinct 409,REGISTERED VOTERS,,,,4499,,,
Grayson,Precinct 101,BALLOTS CAST,,,,2395,386,1738,271
Grayson,Precinct 102,BALLOTS CAST,,,,1314,237,926,151
Grayson,Precinct 103,BALLOTS CAST,,,,434,53,338,43
Grayson,Precinct 104,BALLOTS CAST,,,,749,138,545,66
Grayson,Precinct 105,BALLOTS CAST,,,,4846,475,4079,292
Grayson,Precinct 106,BALLOTS CAST,,,,2111,276,1728,107
Grayson,Precinct 107,BALLOTS CAST,,,,1457,326,1033,98
Grayson,Precinct 108,BALLOTS CAST,,,,1377,222,1051,104
Grayson,Precinct 201,BALLOTS CAST,,,,2279,320,1702,257
Grayson,Precinct 202,BALLOTS CAST,,,,2203,315,1676,212
Grayson,Precinct 203,BALLOTS CAST,,,,661,116,482,63
Grayson,Precinct 204,BALLOTS CAST,,,,798,89,620,89
Grayson,Precinct 205,BALLOTS CAST,,,,2910,299,2351,260
Grayson,Precinct 206,BALLOTS CAST,,,,1068,105,869,94
Grayson,Precinct 207,BALLOTS CAST,,,,837,116,668,53
Grayson,Precinct 208,BALLOTS CAST,,,,1123,146,909,68
Grayson,Precinct 209,BALLOTS CAST,,,,905,145,690,70
