county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Aransas,1,Ballots Cast,,,,,,,1667
Aransas,1,Registered Voters,,,,,,,2456
Aransas,1,President,,Donald J. Trump Michael R. Pence,REP,80,1079,158,1317
Aransas,1,President,,Joseph R. Biden Kamala D. Harris,DEM,77,214,28,319
Aransas,1,President,,Jo Jorgensen Jeremy Spike Cohen,LIB,1,7,4,12
Aransas,1,President,,Howie Hawkins Angela Walker,GRN,0,5,0,5
Aransas,1,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0
Aransas,1,President,,Brian Carroll/Amar Patel (W),,0,0,0,0
Aransas,1,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0
Aransas,1,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0
Aransas,1,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0
Aransas,1,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0
Aransas,1,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0
Aransas,1,President,,Todd Cella/Tim Cella (W),,0,0,0,0
Aransas,1,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0
Aransas,1,President,,Under Votes,,2,10,2,14
Aransas,1,President,,Over Votes,,0,0,0,0
Aransas,1,U.S. Senate,,John Cornyn,REP,85,1064,148,1297
Aransas,1,U.S. Senate,,Mary MJ Hegar,DEM,72,205,29,306
Aransas,1,U.S. Senate,,Kerry Douglas McKennon,LIB,0,21,6,27
Aransas,1,U.S. Senate,,David B. Collins,GRN,0,8,2,10
Aransas,1,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0
Aransas,1,U.S. Senate,,Under Votes,,2,17,7,26
Aransas,1,U.S. Senate,,Over Votes,,1,0,0,1
Aransas,1,U.S. House,27,Michael Cloud,REP,76,1099,154,1329
Aransas,1,U.S. House,27,Ricardo Rick De La Fuente,DEM,63,177,26,266
Aransas,1,U.S. House,27,Phil Gray,LIB,1,23,7,31
Aransas,1,U.S. House,27,Under Votes,,20,16,5,41
Aransas,1,U.S. House,27,Over Votes,,0,0,0,0
Aransas,1,Railroad Commissioner,,James Jim Wright,REP,81,1052,148,1281
Aransas,1,Railroad Commissioner,,Chrysta Castañeda,DEM,67,198,29,294
Aransas,1,Railroad Commissioner,,Matt Sterett,LIB,2,29,5,36
Aransas,1,Railroad Commissioner,,Katija Kat Gruene,GRN,0,12,3,15
Aransas,1,Railroad Commissioner,,Under Votes,,9,24,7,40
Aransas,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Aransas,1,Chief Justice Supreme Court,,Nathan Hecht,REP,84,1064,147,1295
Aransas,1,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,67,201,31,299
Aransas,1,Chief Justice Supreme Court,,Mark Ash,LIB,1,28,6,35
Aransas,1,Chief Justice Supreme Court,,Under Votes,,7,22,8,37
Aransas,1,Chief Justice Supreme Court,,Over Votes,,0,0,0,0
Aransas,1,Justice Supreme Court Place No. 6 Unexpired Term,,Jane Bland,REP,85,1099,151,1335
Aransas,1,Justice Supreme Court Place No. 6 Unexpired Term,,Kathy Cheng,DEM,64,193,31,288
Aransas,1,Justice Supreme Court Place No. 6 Unexpired Term,,Under Votes,,10,23,10,43
Aransas,1,Justice Supreme Court Place No. 6 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,1,Justice Supreme Court Place No. 7,,Jeff Boyd,REP,77,1066,145,1288
Aransas,1,Justice Supreme Court Place No. 7,,Staci Williams,DEM,73,199,31,303
Aransas,1,Justice Supreme Court Place No. 7,,William Bryan Strange III,LIB,1,22,6,29
Aransas,1,Justice Supreme Court Place No. 7,,Under Votes,,8,28,10,46
Aransas,1,Justice Supreme Court Place No. 7,,Over Votes,,0,0,0,0
Aransas,1,Justice Supreme Court Place No. 8,,Brett Busby,REP,84,1078,147,1309
Aransas,1,Justice Supreme Court Place No. 8,,Gisela D. Triana,DEM,67,188,29,284
Aransas,1,Justice Supreme Court Place No. 8,,Tom Oxford,LIB,0,26,5,31
Aransas,1,Justice Supreme Court Place No. 8,,Under Votes,,8,23,11,42
Aransas,1,Justice Supreme Court Place No. 8,,Over Votes,,0,0,0,0
Aransas,1,Judge Court Criminal Appeals Place No. 3,,Bert Richardson,REP,77,1089,152,1318
Aransas,1,Judge Court Criminal Appeals Place No. 3,,Elizabeth Davis Frizell,DEM,68,202,30,300
Aransas,1,Judge Court Criminal Appeals Place No. 3,,Under Votes,,14,24,10,48
Aransas,1,Judge Court Criminal Appeals Place No. 3,,Over Votes,,0,0,0,0
Aransas,1,Judge Court Criminal Appeals Place No. 4,,Kevin Patrick Yeary,REP,75,1094,155,1324
Aransas,1,Judge Court Criminal Appeals Place No. 4,,Tina Clinton,DEM,67,193,25,285
Aransas,1,Judge Court Criminal Appeals Place No. 4,,Under Votes,,16,28,12,56
Aransas,1,Judge Court Criminal Appeals Place No. 4,,Over Votes,,1,0,0,1
Aransas,1,Judge Court Criminal Appeals Place No. 9,,David Newell,REP,74,1092,148,1314
Aransas,1,Judge Court Criminal Appeals Place No. 9,,Brandon Birmingham,DEM,66,195,29,290
Aransas,1,Judge Court Criminal Appeals Place No. 9,,Under Votes,,19,28,15,62
Aransas,1,Judge Court Criminal Appeals Place No. 9,,Over Votes,,0,0,0,0
Aransas,1,State Senate,18,Lois W. Kolkhorst,REP,73,1097,156,1326
Aransas,1,State Senate,18,Michael Antalan,DEM,62,194,25,281
Aransas,1,State Senate,18,Under Votes,,24,24,11,59
Aransas,1,State Senate,18,Over Votes,,0,0,0,0
Aransas,1,State Representative,30,Geanie W. Morrison,REP,83,1163,165,1411
Aransas,1,State Representative,30,Under Votes,,76,152,27,255
Aransas,1,State Representative,30,Over Votes,,0,0,0,0
Aransas,1,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Jaime Tijerina,REP,68,1096,157,1321
Aransas,1,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Migdalia Lopez,DEM,66,189,23,278
Aransas,1,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Under Votes,,25,30,12,67
Aransas,1,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,1,Justice 13th Court Appeals District Place No. 6,,Clarissa Silva,REP,65,1085,156,1306
Aransas,1,Justice 13th Court Appeals District Place No. 6,,Nereida Lopez-Singleterry,DEM,68,193,24,285
Aransas,1,Justice 13th Court Appeals District Place No. 6,,Under Votes,,26,37,12,75
Aransas,1,Justice 13th Court Appeals District Place No. 6,,Over Votes,,0,0,0,0
Aransas,1,District Judge 343rd Judicial District,,Janna K. Whatley,REP,84,1155,164,1403
Aransas,1,District Judge 343rd Judicial District,,Under Votes,,75,160,28,263
Aransas,1,District Judge 343rd Judicial District,,Over Votes,,0,0,0,0
Aransas,1,ARANSAS COUNTY PROPOSITION A,,FOR,,88,544,59,691
Aransas,1,ARANSAS COUNTY PROPOSITION A,,AGAINST,,43,730,125,898
Aransas,1,ARANSAS COUNTY PROPOSITION A,,Under Votes,,28,41,8,77
Aransas,1,ARANSAS COUNTY PROPOSITION A,,Over Votes,,0,0,0,0
Aransas,1,ARANSAS COUNTY PROPOSITION B,,FOR,,113,991,127,1231
Aransas,1,ARANSAS COUNTY PROPOSITION B,,AGAINST,,16,275,54,345
Aransas,1,ARANSAS COUNTY PROPOSITION B,,Under Votes,,30,49,11,90
Aransas,1,ARANSAS COUNTY PROPOSITION B,,Over Votes,,0,0,0,0
Aransas,1,ARANSAS COUNTY PROPOSITION C,,FOR,,109,797,103,1009
Aransas,1,ARANSAS COUNTY PROPOSITION C,,AGAINST,,22,471,76,569
Aransas,1,ARANSAS COUNTY PROPOSITION C,,Under Votes,,28,47,13,88
Aransas,1,ARANSAS COUNTY PROPOSITION C,,Over Votes,,0,0,0,0
Aransas,1,Mayor,,Patrick R. Rios,,16,131,29,176
Aransas,1,Mayor,,Keith W. Allen,,19,214,30,263
Aransas,1,Mayor,,Under Votes,,18,43,3,64
Aransas,1,Mayor,,Over Votes,,0,0,0,0
Aransas,1A,Ballots Cast,,,,,,,1115
Aransas,1A,Registered Voters,,,,,,,1994
Aransas,1A,President,,Donald J. Trump Michael R. Pence,REP,57,676,155,888
Aransas,1A,President,,Joseph R. Biden Kamala D. Harris,DEM,57,129,29,215
Aransas,1A,President,,Jo Jorgensen Jeremy Spike Cohen,LIB,0,3,0,3
Aransas,1A,President,,Howie Hawkins Angela Walker,GRN,1,0,1,2
Aransas,1A,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0
Aransas,1A,President,,Brian Carroll/Amar Patel (W),,0,0,0,0
Aransas,1A,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0
Aransas,1A,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0
Aransas,1A,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0
Aransas,1A,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0
Aransas,1A,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0
Aransas,1A,President,,Todd Cella/Tim Cella (W),,0,0,0,0
Aransas,1A,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0
Aransas,1A,President,,Under Votes,,2,4,1,7
Aransas,1A,President,,Over Votes,,0,0,0,0
Aransas,1A,U.S. Senate,,John Cornyn,REP,62,668,145,875
Aransas,1A,U.S. Senate,,Mary MJ Hegar,DEM,53,121,28,202
Aransas,1A,U.S. Senate,,Kerry Douglas McKennon,LIB,0,10,2,12
Aransas,1A,U.S. Senate,,David B. Collins,GRN,0,1,3,4
Aransas,1A,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0
Aransas,1A,U.S. Senate,,Under Votes,,2,12,8,22
Aransas,1A,U.S. Senate,,Over Votes,,0,0,0,0
Aransas,1A,U.S. House,27,Michael Cloud,REP,55,665,141,861
Aransas,1A,U.S. House,27,Ricardo Rick De La Fuente,DEM,51,119,32,202
Aransas,1A,U.S. House,27,Phil Gray,LIB,0,12,5,17
Aransas,1A,U.S. House,27,Under Votes,,11,16,8,35
Aransas,1A,U.S. House,27,Over Votes,,0,0,0,0
Aransas,1A,Railroad Commissioner,,James Jim Wright,REP,60,648,141,849
Aransas,1A,Railroad Commissioner,,Chrysta Castañeda,DEM,53,129,29,211
Aransas,1A,Railroad Commissioner,,Matt Sterett,LIB,1,16,5,22
Aransas,1A,Railroad Commissioner,,Katija Kat Gruene,GRN,1,2,0,3
Aransas,1A,Railroad Commissioner,,Under Votes,,2,17,11,30
Aransas,1A,Railroad Commissioner,,Over Votes,,0,0,0,0
Aransas,1A,Chief Justice Supreme Court,,Nathan Hecht,REP,64,653,142,859
Aransas,1A,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,52,132,31,215
Aransas,1A,Chief Justice Supreme Court,,Mark Ash,LIB,0,13,5,18
Aransas,1A,Chief Justice Supreme Court,,Under Votes,,1,14,8,23
Aransas,1A,Chief Justice Supreme Court,,Over Votes,,0,0,0,0
Aransas,1A,Justice Supreme Court Place No. 6 Unexpired Term,,Jane Bland,REP,66,662,150,878
Aransas,1A,Justice Supreme Court Place No. 6 Unexpired Term,,Kathy Cheng,DEM,49,132,28,209
Aransas,1A,Justice Supreme Court Place No. 6 Unexpired Term,,Under Votes,,2,18,8,28
Aransas,1A,Justice Supreme Court Place No. 6 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,1A,Justice Supreme Court Place No. 7,,Jeff Boyd,REP,62,656,141,859
Aransas,1A,Justice Supreme Court Place No. 7,,Staci Williams,DEM,52,130,30,212
Aransas,1A,Justice Supreme Court Place No. 7,,William Bryan Strange III,LIB,1,13,5,19
Aransas,1A,Justice Supreme Court Place No. 7,,Under Votes,,2,13,10,25
Aransas,1A,Justice Supreme Court Place No. 7,,Over Votes,,0,0,0,0
Aransas,1A,Justice Supreme Court Place No. 8,,Brett Busby,REP,62,647,144,853
Aransas,1A,Justice Supreme Court Place No. 8,,Gisela D. Triana,DEM,51,132,28,211
Aransas,1A,Justice Supreme Court Place No. 8,,Tom Oxford,LIB,2,14,6,22
Aransas,1A,Justice Supreme Court Place No. 8,,Under Votes,,2,19,8,29
Aransas,1A,Justice Supreme Court Place No. 8,,Over Votes,,0,0,0,0
Aransas,1A,Judge Court Criminal Appeals Place No. 3,,Bert Richardson,REP,57,656,149,862
Aransas,1A,Judge Court Criminal Appeals Place No. 3,,Elizabeth Davis Frizell,DEM,53,137,29,219
Aransas,1A,Judge Court Criminal Appeals Place No. 3,,Under Votes,,7,19,8,34
Aransas,1A,Judge Court Criminal Appeals Place No. 3,,Over Votes,,0,0,0,0
Aransas,1A,Judge Court Criminal Appeals Place No. 4,,Kevin Patrick Yeary,REP,58,663,148,869
Aransas,1A,Judge Court Criminal Appeals Place No. 4,,Tina Clinton,DEM,52,131,28,211
Aransas,1A,Judge Court Criminal Appeals Place No. 4,,Under Votes,,7,18,10,35
Aransas,1A,Judge Court Criminal Appeals Place No. 4,,Over Votes,,0,0,0,0
Aransas,1A,Judge Court Criminal Appeals Place No. 9,,David Newell,REP,59,664,147,870
Aransas,1A,Judge Court Criminal Appeals Place No. 9,,Brandon Birmingham,DEM,53,128,27,208
Aransas,1A,Judge Court Criminal Appeals Place No. 9,,Under Votes,,5,20,12,37
Aransas,1A,Judge Court Criminal Appeals Place No. 9,,Over Votes,,0,0,0,0
Aransas,1A,State Senate,18,Lois W. Kolkhorst,REP,58,671,147,876
Aransas,1A,State Senate,18,Michael Antalan,DEM,49,123,28,200
Aransas,1A,State Senate,18,Under Votes,,10,18,11,39
Aransas,1A,State Senate,18,Over Votes,,0,0,0,0
Aransas,1A,State Representative,30,Geanie W. Morrison,REP,73,701,163,937
Aransas,1A,State Representative,30,Under Votes,,44,111,23,178
Aransas,1A,State Representative,30,Over Votes,,0,0,0,0
Aransas,1A,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Jaime Tijerina,REP,60,659,144,863
Aransas,1A,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Migdalia Lopez,DEM,51,125,30,206
Aransas,1A,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Under Votes,,6,28,12,46
Aransas,1A,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,1A,Justice 13th Court Appeals District Place No. 6,,Clarissa Silva,REP,66,661,144,871
Aransas,1A,Justice 13th Court Appeals District Place No. 6,,Nereida Lopez-Singleterry,DEM,47,124,26,197
Aransas,1A,Justice 13th Court Appeals District Place No. 6,,Under Votes,,4,27,16,47
Aransas,1A,Justice 13th Court Appeals District Place No. 6,,Over Votes,,0,0,0,0
Aransas,1A,District Judge 343rd Judicial District,,Janna K. Whatley,REP,78,694,157,929
Aransas,1A,District Judge 343rd Judicial District,,Under Votes,,39,118,29,186
Aransas,1A,District Judge 343rd Judicial District,,Over Votes,,0,0,0,0
Aransas,1A,ARANSAS COUNTY PROPOSITION A,,FOR,,57,357,70,484
Aransas,1A,ARANSAS COUNTY PROPOSITION A,,AGAINST,,41,387,97,525
Aransas,1A,ARANSAS COUNTY PROPOSITION A,,Under Votes,,18,68,19,105
Aransas,1A,ARANSAS COUNTY PROPOSITION A,,Over Votes,,1,0,0,1
Aransas,1A,ARANSAS COUNTY PROPOSITION B,,FOR,,88,553,106,747
Aransas,1A,ARANSAS COUNTY PROPOSITION B,,AGAINST,,12,195,60,267
Aransas,1A,ARANSAS COUNTY PROPOSITION B,,Under Votes,,17,64,20,101
Aransas,1A,ARANSAS COUNTY PROPOSITION B,,Over Votes,,0,0,0,0
Aransas,1A,ARANSAS COUNTY PROPOSITION C,,FOR,,79,512,93,684
Aransas,1A,ARANSAS COUNTY PROPOSITION C,,AGAINST,,18,233,69,320
Aransas,1A,ARANSAS COUNTY PROPOSITION C,,Under Votes,,20,67,24,111
Aransas,1A,ARANSAS COUNTY PROPOSITION C,,Over Votes,,0,0,0,0
Aransas,1A,Mayor,,Patrick R. Rios,,0,6,3,9
Aransas,1A,Mayor,,Keith W. Allen,,0,5,1,6
Aransas,1A,Mayor,,Under Votes,,2,2,2,6
Aransas,1A,Mayor,,Over Votes,,0,0,0,0
Aransas,2,Ballots Cast,,,,,,,2336
Aransas,2,Registered Voters,,,,,,,4000
Aransas,2,President,,Donald J. Trump Michael R. Pence,REP,120,1294,223,1637
Aransas,2,President,,Joseph R. Biden Kamala D. Harris,DEM,150,438,76,664
Aransas,2,President,,Jo Jorgensen Jeremy Spike Cohen,LIB,0,18,3,21
Aransas,2,President,,Howie Hawkins Angela Walker,GRN,0,5,0,5
Aransas,2,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0
Aransas,2,President,,Brian Carroll/Amar Patel (W),,0,0,0,0
Aransas,2,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0
Aransas,2,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0
Aransas,2,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0
Aransas,2,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0
Aransas,2,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0
Aransas,2,President,,Todd Cella/Tim Cella (W),,0,0,0,0
Aransas,2,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0
Aransas,2,President,,Under Votes,,2,4,1,7
Aransas,2,President,,Over Votes,,2,0,0,2
Aransas,2,U.S. Senate,,John Cornyn,REP,122,1260,204,1586
Aransas,2,U.S. Senate,,Mary MJ Hegar,DEM,143,423,69,635
Aransas,2,U.S. Senate,,Kerry Douglas McKennon,LIB,5,28,12,45
Aransas,2,U.S. Senate,,David B. Collins,GRN,2,12,3,17
Aransas,2,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0
Aransas,2,U.S. Senate,,Under Votes,,2,36,15,53
Aransas,2,U.S. Senate,,Over Votes,,0,0,0,0
Aransas,2,U.S. House,27,Michael Cloud,REP,103,1299,207,1609
Aransas,2,U.S. House,27,Ricardo Rick De La Fuente,DEM,139,379,73,591
Aransas,2,U.S. House,27,Phil Gray,LIB,4,41,9,54
Aransas,2,U.S. House,27,Under Votes,,28,40,14,82
Aransas,2,U.S. House,27,Over Votes,,0,0,0,0
Aransas,2,Railroad Commissioner,,James Jim Wright,REP,122,1224,205,1551
Aransas,2,Railroad Commissioner,,Chrysta Castañeda,DEM,140,414,68,622
Aransas,2,Railroad Commissioner,,Matt Sterett,LIB,1,39,9,49
Aransas,2,Railroad Commissioner,,Katija Kat Gruene,GRN,4,21,4,29
Aransas,2,Railroad Commissioner,,Under Votes,,5,61,17,83
Aransas,2,Railroad Commissioner,,Over Votes,,0,0,0,0
Aransas,2,Chief Justice Supreme Court,,Nathan Hecht,REP,117,1244,204,1565
Aransas,2,Chief Justice Supreme Court,,Amy Clark Meachum,DEM,145,420,78,643
Aransas,2,Chief Justice Supreme Court,,Mark Ash,LIB,3,41,7,51
Aransas,2,Chief Justice Supreme Court,,Under Votes,,7,54,14,75
Aransas,2,Chief Justice Supreme Court,,Over Votes,,0,0,0,0
Aransas,2,Justice Supreme Court Place No. 6 Unexpired Term,,Jane Bland,REP,120,1297,215,1632
Aransas,2,Justice Supreme Court Place No. 6 Unexpired Term,,Kathy Cheng,DEM,143,411,69,623
Aransas,2,Justice Supreme Court Place No. 6 Unexpired Term,,Under Votes,,9,51,19,79
Aransas,2,Justice Supreme Court Place No. 6 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,2,Justice Supreme Court Place No. 7,,Jeff Boyd,REP,118,1260,202,1580
Aransas,2,Justice Supreme Court Place No. 7,,Staci Williams,DEM,145,412,75,632
Aransas,2,Justice Supreme Court Place No. 7,,William Bryan Strange III,LIB,2,33,8,43
Aransas,2,Justice Supreme Court Place No. 7,,Under Votes,,7,54,18,79
Aransas,2,Justice Supreme Court Place No. 7,,Over Votes,,0,0,0,0
Aransas,2,Justice Supreme Court Place No. 8,,Brett Busby,REP,122,1255,196,1573
Aransas,2,Justice Supreme Court Place No. 8,,Gisela D. Triana,DEM,136,402,75,613
Aransas,2,Justice Supreme Court Place No. 8,,Tom Oxford,LIB,6,40,11,57
Aransas,2,Justice Supreme Court Place No. 8,,Under Votes,,8,62,21,91
Aransas,2,Justice Supreme Court Place No. 8,,Over Votes,,0,0,0,0
Aransas,2,Judge Court Criminal Appeals Place No. 3,,Bert Richardson,REP,115,1275,204,1594
Aransas,2,Judge Court Criminal Appeals Place No. 3,,Elizabeth Davis Frizell,DEM,144,419,78,641
Aransas,2,Judge Court Criminal Appeals Place No. 3,,Under Votes,,13,65,21,99
Aransas,2,Judge Court Criminal Appeals Place No. 3,,Over Votes,,0,0,0,0
Aransas,2,Judge Court Criminal Appeals Place No. 4,,Kevin Patrick Yeary,REP,114,1283,205,1602
Aransas,2,Judge Court Criminal Appeals Place No. 4,,Tina Clinton,DEM,145,411,78,634
Aransas,2,Judge Court Criminal Appeals Place No. 4,,Under Votes,,13,65,20,98
Aransas,2,Judge Court Criminal Appeals Place No. 4,,Over Votes,,0,0,0,0
Aransas,2,Judge Court Criminal Appeals Place No. 9,,David Newell,REP,115,1293,211,1619
Aransas,2,Judge Court Criminal Appeals Place No. 9,,Brandon Birmingham,DEM,143,403,73,619
Aransas,2,Judge Court Criminal Appeals Place No. 9,,Under Votes,,14,63,19,96
Aransas,2,Judge Court Criminal Appeals Place No. 9,,Over Votes,,0,0,0,0
Aransas,2,State Senate,18,Lois W. Kolkhorst,REP,106,1301,216,1623
Aransas,2,State Senate,18,Michael Antalan,DEM,136,406,66,608
Aransas,2,State Senate,18,Under Votes,,30,52,21,103
Aransas,2,State Senate,18,Over Votes,,0,0,0,0
Aransas,2,State Representative,30,Geanie W. Morrison,REP,132,1443,249,1824
Aransas,2,State Representative,30,Under Votes,,140,316,54,510
Aransas,2,State Representative,30,Over Votes,,0,0,0,0
Aransas,2,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Jaime Tijerina,REP,106,1294,213,1613
Aransas,2,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Migdalia Lopez,DEM,140,394,67,601
Aransas,2,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Under Votes,,26,71,23,120
Aransas,2,Justice 13th Court Appeals District Place No. 4 Unexpired Term,,Over Votes,,0,0,0,0
Aransas,2,Justice 13th Court Appeals District Place No. 6,,Clarissa Silva,REP,105,1280,210,1595
Aransas,2,Justice 13th Court Appeals District Place No. 6,,Nereida Lopez-Singleterry,DEM,143,407,70,620
Aransas,2,Justice 13th Court Appeals District Place No. 6,,Under Votes,,24,72,23,119
Aransas,2,Justice 13th Court Appeals District Place No. 6,,Over Votes,,0,0,0,0
Aransas,2,District Judge 343rd Judicial District,,Janna K. Whatley,REP,133,1443,249,1825
Aransas,2,District Judge 343rd Judicial District,,Under Votes,,139,316,54,509
Aransas,2,District Judge 343rd Judicial District,,Over Votes,,0,0,0,0
Aransas,2,ARANSAS COUNTY PROPOSITION A,,FOR,,116,693,85,894
Aransas,2,ARANSAS COUNTY PROPOSITION A,,AGAINST,,123,978,194,1295
Aransas,2,ARANSAS COUNTY PROPOSITION A,,Under Votes,,33,88,24,145
Aransas,2,ARANSAS COUNTY PROPOSITION A,,Over Votes,,0,0,0,0
Aransas,2,ARANSAS COUNTY PROPOSITION B,,FOR,,184,1269,192,1645
Aransas,2,ARANSAS COUNTY PROPOSITION B,,AGAINST,,57,398,81,536
Aransas,2,ARANSAS COUNTY PROPOSITION B,,Under Votes,,31,92,30,153
Aransas,2,ARANSAS COUNTY PROPOSITION B,,Over Votes,,0,0,0,0
Aransas,2,ARANSAS COUNTY PROPOSITION C,,FOR,,163,1069,152,1384
Aransas,2,ARANSAS COUNTY PROPOSITION C,,AGAINST,,71,591,120,782
Aransas,2,ARANSAS COUNTY PROPOSITION C,,Under Votes,,37,99,31,167
Aransas,2,ARANSAS COUNTY PROPOSITION C,,Over Votes,,1,0,0,1
Aransas,2,Mayor,,Patrick R. Rios,,21,202,38,261
Aransas,2,Mayor,,Keith W. Allen,,21,141,27,189
Aransas,2,Mayor,,Under Votes,,20,33,5,58
Aransas,2,Mayor,,Over Votes,,0,0,0,0
Aransas,3,Ballots Cast,,,,,,,3310
Aransas,3,Registered Voters,,,,,,,4667
Aransas,3,President,,Donald J. Trump Michael R. Pence,REP,296,1911,199,2406
Aransas,3,President,,Joseph R. Biden Kamala D. Harris,DEM,250,543,50,843
Aransas,3,President,,Jo Jorgensen Jeremy Spike Cohen,LIB,2,22,6,30
