county,precinct,office,district,party,candidate,votes,early_voting,election_day
Bee,1,Registered Voters,,,Registered Voters,2160,,
Bee,1,President,,DEM,Julián Castro,4,1,3
Bee,1,President,,DEM,Joseph R. Biden,64,27,37
Bee,1,President,,DEM,John K. Delaney,0,0,0
Bee,1,President,,DEM,Marianne Williamson,0,0,0
Bee,1,President,,DEM,Tom Steyer,4,3,1
Bee,1,President,,DEM,Tulsi Gabbard,0,0,0
Bee,1,President,,DEM,Michael Bennet,1,0,1
Bee,1,President,,DEM,Robby Wells,0,0,0
Bee,1,President,,DEM,Bernie Sanders,37,18,19
Bee,1,President,,DEM,Cory Booker,0,0,0
Bee,1,President,,DEM,Pete Buttigieg,1,1,0
Bee,1,President,,DEM,"Roque ""Rocky"" De La Fuente",2,1,1
Bee,1,President,,DEM,Andrew Yang,1,0,1
Bee,1,President,,DEM,Michael R. Bloomberg,38,30,8
Bee,1,President,,DEM,Elizabeth Warren,12,9,3
Bee,1,President,,DEM,Amy Klobuchar,0,0,0
Bee,1,President,,DEM,Deval Patrick,0,0,0
Bee,1,U.S. Senate,,DEM,Michael Cooper,14,8,6
Bee,1,U.S. Senate,,DEM,Royce West,3,2,1
Bee,1,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",33,12,21
Bee,1,U.S. Senate,,DEM,Victor Hugo Harris,4,3,1
Bee,1,U.S. Senate,,DEM,D.R. Hunter,8,6,2
Bee,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,46,29,17
Bee,1,U.S. Senate,,DEM,Sema Hernandez,18,9,9
Bee,1,U.S. Senate,,DEM,Chris Bell,5,2,3
Bee,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,1,1,0
Bee,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0
Bee,1,U.S. Senate,,DEM,Amanda K. Edwards,5,4,1
Bee,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",14,9,5
Bee,1,U.S. House,34,DEM,Osbert Rodriguez Haro III,15,10,5
Bee,1,U.S. House,34,DEM,Diego Zavala,29,17,12
Bee,1,U.S. House,34,DEM,Filemon B. Vela,107,56,51
Bee,1,Railroad Commissioner,,DEM,Kelly Stone,15,6,9
Bee,1,Railroad Commissioner,,DEM,Chrysta Castañeda,47,29,18
Bee,1,Railroad Commissioner,,DEM,Mark Watson,9,6,3
Bee,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",77,40,37
Bee,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,40,21,19
