county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Orange,Precinct 1,Ballots Cast,,,,206,13,133,60
Orange,Precinct 2,Ballots Cast,,,,695,86,497,112
Orange,Precinct 3,Ballots Cast,,,,713,95,504,114
Orange,Precinct 4,Ballots Cast,,,,228,32,153,43
Orange,Precinct 5,Ballots Cast,,,,932,122,714,96
Orange,Precinct 6,Ballots Cast,,,,1183,88,904,191
Orange,Precinct 7,Ballots Cast,,,,1129,77,881,171
Orange,Precinct 8,Ballots Cast,,,,1519,113,1153,253
Orange,Precinct 9,Ballots Cast,,,,1344,93,943,308
Orange,Precinct 10,Ballots Cast,,,,550,34,432,84
Orange,Precinct 11,Ballots Cast,,,,345,33,226,86
Orange,Precinct 12,Ballots Cast,,,,760,86,553,121
Orange,Precinct 13,Ballots Cast,,,,812,79,592,141
Orange,Precinct 14,Ballots Cast,,,,1108,144,811,153
Orange,Precinct 15,Ballots Cast,,,,1172,85,912,175
Orange,Precinct 16,Ballots Cast,,,,1778,88,1430,260
Orange,Precinct 17,Ballots Cast,,,,1257,83,959,215
Orange,Precinct 18,Ballots Cast,,,,1315,65,1084,166
Orange,Precinct 19,Ballots Cast,,,,1054,56,842,156
Orange,Precinct 20,Ballots Cast,,,,929,57,731,141
Orange,Precinct 21,Ballots Cast,,,,186,6,130,50
Orange,Precinct 22,Ballots Cast,,,,865,63,608,194
Orange,Precinct 23,Ballots Cast,,,,1921,93,1583,245
Orange,Precinct 24,Ballots Cast,,,,1032,59,845,128
Orange,Precinct 25,Ballots Cast,,,,1193,63,906,224
Orange,Precinct 26,Ballots Cast,,,,1565,77,1240,248
Orange,Precinct 27,Ballots Cast,,,,1449,78,1162,209
Orange,Precinct 28,Ballots Cast,,,,2324,108,1987,229
Orange,Precinct 29,Ballots Cast,,,,776,26,636,114
Orange,Precinct 30,Ballots Cast,,,,689,47,521,121
Orange,Precinct 31,Ballots Cast,,,,1673,70,1330,273
Orange,Precinct 32,Ballots Cast,,,,1356,56,1158,142
Orange,Precinct 33,Ballots Cast,,,,963,55,777,131
Orange,Precinct 34,Ballots Cast,,,,1058,67,826,165
Orange,Precinct 1,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 2,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 3,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 4,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 5,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 6,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 7,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 8,BALLOTS CAST - BLANK,,,,1,1,0,0
Orange,Precinct 9,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 10,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 11,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 12,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 13,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 14,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 15,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 16,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 17,BALLOTS CAST - BLANK,,,,1,0,0,1
Orange,Precinct 18,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 19,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 20,BALLOTS CAST - BLANK,,,,1,1,0,0
Orange,Precinct 21,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 22,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 23,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 24,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 25,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 26,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 27,BALLOTS CAST - BLANK,,,,1,0,0,1
Orange,Precinct 28,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 29,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 30,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 31,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 32,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 33,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 34,BALLOTS CAST - BLANK,,,,0,0,0,0
Orange,Precinct 1,President,,REP,Donald J. Trump / Michael R. Penc,170,10,111,49
Orange,Precinct 2,President,,REP,Donald J. Trump / Michael R. Penc,249,12,195,42
Orange,Precinct 3,President,,REP,Donald J. Trump / Michael R. Penc,127,12,86,29
Orange,Precinct 4,President,,REP,Donald J. Trump / Michael R. Penc,7,1,6,0
Orange,Precinct 5,President,,REP,Donald J. Trump / Michael R. Penc,449,53,349,47
Orange,Precinct 6,President,,REP,Donald J. Trump / Michael R. Penc,962,57,749,156
Orange,Precinct 7,President,,REP,Donald J. Trump / Michael R. Penc,816,30,652,134
Orange,Precinct 8,President,,REP,Donald J. Trump / Michael R. Penc,1265,73,975,217
Orange,Precinct 9,President,,REP,Donald J. Trump / Michael R. Penc,1135,58,802,275
Orange,Precinct 10,President,,REP,Donald J. Trump / Michael R. Penc,446,25,355,66
Orange,Precinct 11,President,,REP,Donald J. Trump / Michael R. Penc,244,15,172,57
Orange,Precinct 12,President,,REP,Donald J. Trump / Michael R. Penc,573,48,429,96
Orange,Precinct 13,President,,REP,Donald J. Trump / Michael R. Penc,504,41,373,90
Orange,Precinct 14,President,,REP,Donald J. Trump / Michael R. Penc,722,76,546,100
Orange,Precinct 15,President,,REP,Donald J. Trump / Michael R. Penc,935,57,736,142
Orange,Precinct 16,President,,REP,Donald J. Trump / Michael R. Penc,1596,51,1305,240
Orange,Precinct 17,President,,REP,Donald J. Trump / Michael R. Penc,1127,63,873,191
Orange,Precinct 18,President,,REP,Donald J. Trump / Michael R. Penc,1143,45,963,135
Orange,Precinct 19,President,,REP,Donald J. Trump / Michael R. Penc,894,43,722,129
Orange,Precinct 20,President,,REP,Donald J. Trump / Michael R. Penc,813,43,647,123
Orange,Precinct 21,President,,REP,Donald J. Trump / Michael R. Penc,155,4,108,43
Orange,Precinct 22,President,,REP,Donald J. Trump / Michael R. Penc,765,38,544,183
