county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Harrison,Precinct 1,Ballots Cast,,,REP,,,,524
Harrison,Precinct 1,President,,Donald J. Trump,REP,12,324,147,483
Harrison,Precinct 1,President,,Joe Walsh,REP,0,5,0,5
Harrison,Precinct 1,President,,Bob Ely,REP,0,1,0,1
Harrison,Precinct 1,President,,Matthew John Matern,REP,0,0,0,0
Harrison,Precinct 1,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1,1,2
Harrison,Precinct 1,President,,Zoltan G. Istvan,REP,0,0,0,0
Harrison,Precinct 1,President,,Bill Weld,REP,0,2,1,3
Harrison,Precinct 1,President,,Uncommitted,REP,1,13,3,17
Harrison,Precinct 1,President,,Over Votes,REP,0,0,0,0
Harrison,Precinct 1,President,,Under Votes,REP,0,8,5,13
Harrison,Precinct 1,U.S. Senate,,Mark Yancey,REP,1,21,19,41
Harrison,Precinct 1,U.S. Senate,,Dwayne Stovall,REP,0,37,27,64
Harrison,Precinct 1,U.S. Senate,,John Cornyn,REP,12,254,91,357
Harrison,Precinct 1,U.S. Senate,,Virgil Bierschwale,REP,0,1,0,1
Harrison,Precinct 1,U.S. Senate,,John Anthony Castro,REP,0,14,5,19
Harrison,Precinct 1,U.S. Senate,,Over Votes,REP,0,0,0,0
Harrison,Precinct 1,U.S. Senate,,Under Votes,REP,0,27,15,42
Harrison,Precinct 1,U.S. House,1,Louie Gohmert,REP,13,301,134,448
Harrison,Precinct 1,U.S. House,1,Johnathan Kyle Davidson,REP,0,41,13,54
Harrison,Precinct 1,U.S. House,1,Over Votes,REP,0,0,0,0
Harrison,Precinct 1,U.S. House,1,Under Votes,REP,0,12,10,22
Harrison,Precinct 1,Railroad Commissioner,,"James ""Jim"" Wright",REP,8,214,87,309
Harrison,Precinct 1,Railroad Commissioner,,Ryan Sitton,REP,5,92,41,138
Harrison,Precinct 1,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Harrison,Precinct 1,Railroad Commissioner,,Under Votes,REP,0,48,29,77
Harrison,Precinct 1,State Senate,1,Bryan Hughes,REP,13,290,128,431
Harrison,Precinct 1,State Senate,1,Over Votes,REP,0,0,0,0
Harrison,Precinct 1,State Senate,1,Under Votes,REP,0,64,28,92
Harrison,Precinct 1,State Representative,9,Mark Williams,REP,0,84,33,117
