county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
McMullen,Precinct 2A & 2B,U.S. House,28,LIB,Bekah Congdon,0,0,0,0
McMullen,Precinct 2A & 2B,Railroad Commissioner,,REP,"James ""Jim""Wright",125,3,96,26
McMullen,Precinct 2A & 2B,Railroad Commissioner,,DEM,Chrysta Castaneda,11,0,7,4
McMullen,Precinct 2A & 2B,Railroad Commissioner,,LIB,Matt Sterett,2,0,0,2
McMullen,Precinct 2A & 2B,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
McMullen,Precinct 2A & 2B,State Senate,21,REP,Frank Pomeroy,109,2,87,20
McMullen,Precinct 2A & 2B,State Senate,21,DEM,Judith Zaffirini,28,0,16,12
McMullen,Precinct 2A & 2B,State Representative,31,REP,Marian Knowlton,110,2,89,19
McMullen,Precinct 2A & 2B,State Representative,31,DEM,Ryan Guillen,27,0,14,13
McMullen,Precinct 3,Registered Voters,,,,164,,,
McMullen,Precinct 3,Ballots Cast,,,,129,5,80,44
McMullen,Precinct 3,Ballots Cast Blank,,,,0,0,0,0
McMullen,Precinct 3,President,,REP,Donald J Trump,114,5,75,34
McMullen,Precinct 3,President,,DEM,Joseph R Biden,14,0,5,9
McMullen,Precinct 3,President,,LIB,Jo Jorgensen,0,0,0,0
McMullen,Precinct 3,President,,GRN,Howie Hawkins,1,0,0,1
McMullen,Precinct 3,President,,,Write-in Totals,0,0,0,0
McMullen,Precinct 3,U.S. Senate,,REP,John Cornyn,115,5,77,33
McMullen,Precinct 3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",12,0,3,9
McMullen,Precinct 3,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
McMullen,Precinct 3,U.S. Senate,,GRN,David B. Collins,1,0,0,1
McMullen,Precinct 3,U.S. Senate,,,Write-in Totals,0,0,0,0
McMullen,Precinct 3,U.S. House,28,REP,Sandra Whitten,104,5,66,33
McMullen,Precinct 3,U.S. House,28,DEM,Henry Cuellar,23,0,14,9
McMullen,Precinct 3,U.S. House,28,LIB,Bekah Congdon,0,0,0,0
McMullen,Precinct 3,Railroad Commissioner,,REP,"James ""Jim""Wright",110,4,75,31
McMullen,Precinct 3,Railroad Commissioner,,DEM,Chrysta Castaneda,13,0,2,11
McMullen,Precinct 3,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
McMullen,Precinct 3,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1
McMullen,Precinct 3,State Senate,21,REP,Frank Pomeroy,98,4,65,29
McMullen,Precinct 3,State Senate,21,DEM,Judith Zaffirini,28,0,15,13
McMullen,Precinct 3,State Representative,31,REP,Marian Knowlton,95,1,66,28
McMullen,Precinct 3,State Representative,31,DEM,Ryan Guillen,30,2,14,14
McMullen,Precinct 4A & 4B,Registered Voters,,,,192,,,
McMullen,Precinct 4A & 4B,Ballots Cast,,,,131,10,91,30
McMullen,Precinct 4A & 4B,Ballots Cast Blank,,,,0,0,0,0
McMullen,Precinct 4A & 4B,President,,REP,Donald J Trump,117,5,87,25
McMullen,Precinct 4A & 4B,President,,DEM,Joseph R Biden,12,5,3,4
McMullen,Precinct 4A & 4B,President,,LIB,Jo Jorgensen,1,0,1,0
McMullen,Precinct 4A & 4B,President,,GRN,Howie Hawkins,0,0,0,0
McMullen,Precinct 4A & 4B,President,,,Write-in Totals,0,0,0,0
McMullen,Precinct 4A & 4B,U.S. Senate,,REP,John Cornyn,115,5,86,24
McMullen,Precinct 4A & 4B,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",12,5,3,4
McMullen,Precinct 4A & 4B,U.S. Senate,,LIB,Kerry Douglas McKennon,1,0,1,0
McMullen,Precinct 4A & 4B,U.S. Senate,,GRN,David B. Collins,0,0,0,0
McMullen,Precinct 4A & 4B,U.S. Senate,,,Write-in Totals,0,0,0,0
McMullen,Precinct 4A & 4B,U.S. House,28,REP,Sandra Whitten,98,2,74,22
McMullen,Precinct 4A & 4B,U.S. House,28,DEM,Henry Cuellar,31,8,15,8
McMullen,Precinct 4A & 4B,U.S. House,28,LIB,Bekah Congdon,0,0,0,0
McMullen,Precinct 4A & 4B,Railroad Commissioner,,REP,"James ""Jim""Wright",116,5,86,25
McMullen,Precinct 4A & 4B,Railroad Commissioner,,DEM,Chrysta Castaneda,8,5,1,2
McMullen,Precinct 4A & 4B,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
McMullen,Precinct 4A & 4B,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
McMullen,Precinct 4A & 4B,State Senate,21,REP,Frank Pomeroy,97,2,74,21
McMullen,Precinct 4A & 4B,State Senate,21,DEM,Judith Zaffirini,32,8,16,8
McMullen,Precinct 4A & 4B,State Representative,31,REP,Marian Knowlton,101,4,77,20
McMullen,Precinct 4A & 4B,State Representative,31,DEM,Ryan Guillen,26,6,12,8
