county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Ector,101,President,,REP,Donald J. Trump / Michael R. Pence,2167,1688,479,0
Ector,101,President,,REP,Over Votes,0,0,0,0
Ector,101,President,,REP,Under Votes,26,21,5,0
Ector,101,President,,DEM,Joseph R. Biden / Kamala D. Harris,576,430,146,0
Ector,101,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",21,15,6,0
Ector,101,President,,GRN,Howie Hawkins / Angela Walker,3,1,2,0
Ector,101,President,,,President R. Boddie/Eric C. Stoneham,0,0,0,0
Ector,101,President,,,Brian Carroll/Amar Patel,0,0,0,0
Ector,101,President,,,Todd Cella/Tim Cella,0,0,0,0
Ector,101,President,,,Jesse Cuellar/Jimmy Monreal,0,0,0,0
Ector,101,President,,,Tom Hoefling/Andy Prior,0,0,0,0
Ector,101,President,,,Gloria La Riva/Leonard Peltier,0,0,0,0
Ector,101,President,,,Abram Loeb/Jennifer Jairala,0,0,0,0
Ector,101,President,,,Robert Morrow/Anne Beckett,0,0,0,0
Ector,101,President,,,Kasey Wells/Rachel Wells,0,0,0,0
Ector,101,U.S. Senate,,REP,John Cornyn,2062,1632,430,0
Ector,101,U.S. Senate,,REP,Over Votes,0,0,0,0
Ector,101,U.S. Senate,,REP,Under Votes,96,77,19,0
Ector,101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",563,402,161,0
Ector,101,U.S. Senate,,LIB,Kerry Douglas McKennon,56,34,22,0
Ector,101,U.S. Senate,,GRN,David B. Collins,16,10,6,0
Ector,101,U.S. Senate,,,Ricardo Turullols-Bonilla,0,0,0,0
Ector,101,U.S. House,11,REP,August Pfluger,2075,1633,442,0
Ector,101,U.S. House,11,REP,Over Votes,0,0,0,0
Ector,101,U.S. House,11,REP,Under Votes,112,91,21,0
Ector,101,U.S. House,11,DEM,Jon Mark Hogg,553,393,160,0
Ector,101,U.S. House,11,LIB,Wacey Alpha Cody,53,38,15,0
Ector,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",2038,1612,426,0
Ector,101,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Ector,101,Railroad Commissioner,,REP,Under Votes,98,80,18,0
Ector,101,Railroad Commissioner,,DEM,Chrysta Castañeda,584,414,170,0
Ector,101,Railroad Commissioner,,LIB,Matt Sterett,53,35,18,0
Ector,101,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",20,14,6,0
Ector,101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,2034,1604,430,0
Ector,101,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Ector,101,"Chief Justice, Supreme Court",,REP,Under Votes,100,81,19,0
Ector,101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,604,435,169,0
Ector,101,"Chief Justice, Supreme Court",,LIB,Mark Ash,55,35,20,0
Ector,101,"Justice, Supreme Court, Place 6, (Unexpired Term)",,REP,Jane Bland,2106,1656,450,0
Ector,101,"Justice, Supreme Court, Place 6, (Unexpired Term)",,REP,Over Votes,0,0,0,0
Ector,101,"Justice, Supreme Court, Place 6, (Unexpired Term)",,REP,Under Votes,109,89,20,0
Ector,101,"Justice, Supreme Court, Place 6, (Unexpired Term)",,DEM,Kathy Cheng,578,410,168,0
Ector,101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,2045,1608,437,0
Ector,101,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
Ector,101,"Justice, Supreme Court, Place 7",,REP,Under Votes,107,87,20,0
Ector,101,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,582,420,162,0
Ector,101,"Justice, Supreme Court, Place 7",,LIB,William Bryan Strange III,59,40,19,0
Ector,101,"Justice, Supreme Court, Place 8",,REP,Brett Busby,2028,1596,432,0
Ector,101,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
