county,precinct,office,district,party,candidate,early_voting,election_day,votes
Throckmorton,1,President,,REP,Donald J. Trump Michael R. Pence,146,77,223
Throckmorton,1,President,,ONA,Howie Harkins Angela Walker,0,0,0
Throckmorton,1,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,2,2
Throckmorton,1,President,,DEM,Joseph R Biden Kamala D. Harris,11,1,12
Throckmorton,2,President,,REP,Donald J. Trump Michael R. Pence,145,51,196
Throckmorton,2,President,,ONA,Howie Harkins Angela Walker,0,0,0
Throckmorton,2,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Throckmorton,2,President,,DEM,Joseph R Biden Kamala D. Harris,13,8,21
Throckmorton,3003,President,,REP,Donald J. Trump Michael R. Pence,72,132,204
Throckmorton,3003,President,,ONA,Howie Harkins Angela Walker,1,0,1
Throckmorton,3003,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,2,2
Throckmorton,3003,President,,DEM,Joseph R Biden Kamala D. Harris,16,11,27
Throckmorton,4005,President,,REP,Donald J. Trump Michael R. Pence,21,24,45
Throckmorton,4005,President,,ONA,Howie Harkins Angela Walker,0,0,0
Throckmorton,4005,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0
Throckmorton,4005,President,,DEM,Joseph R Biden Kamala D. Harris,4,9,13
Throckmorton,4006,President,,REP,Donald J. Trump Michael R. Pence,100,38,138
Throckmorton,4006,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,1,1
Throckmorton,4006,President,,DEM,Joseph R Biden Kamala D. Harris,9,0,9
Throckmorton,1,U.S. Senate,,ONA,David B. Collins,1,,1
Throckmorton,1,U.S. Senate,,REP,John Cornyn,147,79,226
Throckmorton,1,U.S. Senate,,LIB,Kerry Douglas Mc Kennon,1,0,1
Throckmorton,1,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",8,0,8
Throckmorton,2,U.S. Senate,,ONA,David B. Collins,1,0,1
Throckmorton,2,U.S. Senate,,REP,John Cornyn,146,48,194
Throckmorton,2,U.S. Senate,,LIB,Kerry Douglas Mc Kennon,0,1,1
Throckmorton,2,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",9,7,16
Throckmorton,3003,U.S. Senate,,ONA,David B. Collins,0,1,1
Throckmorton,3003,U.S. Senate,,REP,John Cornyn,71,123,194
Throckmorton,3003,U.S. Senate,,LIB,Kerry Douglas Mc Kennon,3,1,4
Throckmorton,3003,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",14,16,30
Throckmorton,4005,U.S. Senate,,ONA,David B. Collins,0,0,0
Throckmorton,4005,U.S. Senate,,REP,John Cornyn,21,24,45
Throckmorton,4005,U.S. Senate,,LIB,Kerry Douglas Mc Kennon,0,0,0
Throckmorton,4005,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",4,9,13
Throckmorton,4006,U.S. Senate,,ONA,David B. Collins,0,0,0
Throckmorton,4006,U.S. Senate,,REP,John Cornyn,94,35,129
Throckmorton,4006,U.S. Senate,,LIB,Kerry Douglas Mc Kennon,0,1,1
Throckmorton,4006,U.S. Senate,,DEM,"Mary ""Mj"" Hegar",9,0,9
Throckmorton,1,U.S. House,19,REP,Jody C. Arrington,145,78,223
Throckmorton,1,U.S. House,19,LIB,Joe Burnes,0,0,0
Throckmorton,1,U.S. House,19,DEM,Tom Watson,8,2,10
Throckmorton,2,U.S. House,19,REP,Jody C. Arrington,145,49,194
Throckmorton,2,U.S. House,19,LIB,Joe Burnes,1,0,1
Throckmorton,2,U.S. House,19,DEM,Tom Watson,9,7,16
Throckmorton,3003,U.S. House,19,REP,Jody C. Arrington,70,127,197
Throckmorton,3003,U.S. House,19,LIB,Joe Burnes,3,3,6
Throckmorton,3003,U.S. House,19,DEM,Tom Watson,13,8,21
Throckmorton,4005,U.S. House,19,REP,Jody C. Arrington,21,25,46
Throckmorton,4005,U.S. House,19,LIB,Joe Burnes,0,0,0
