county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Robertson,3- Wheelock,BALLOTS CAST,,REP,BALLOTS CAST,237,152,75,9,1
Robertson,4- Bald Prairie,BALLOTS CAST,,REP,BALLOTS CAST,185,62,117,6,0
Robertson,5- Bremond,BALLOTS CAST,,REP,BALLOTS CAST,322,160,144,18,0
Robertson,6- Franklin,BALLOTS CAST,,REP,BALLOTS CAST,612,254,345,12,1
Robertson,7- Mumford,BALLOTS CAST,,REP,BALLOTS CAST,6,5,1,0,0
Robertson,8- Seale,BALLOTS CAST,,REP,BALLOTS CAST,117,92,19,6,0
Robertson,11- Benchley,BALLOTS CAST,,REP,BALLOTS CAST,277,190,74,13,0
Robertson,13- Elliott,BALLOTS CAST,,REP,BALLOTS CAST,72,26,44,2,0
Robertson,16- Easterly,BALLOTS CAST,,REP,BALLOTS CAST,76,47,26,3,0
Robertson,18- Ridge,BALLOTS CAST,,REP,BALLOTS CAST,44,26,18,0,0
Robertson,19- New Baden,BALLOTS CAST,,REP,BALLOTS CAST,264,93,162,9,0
Robertson,22- Teal Center,BALLOTS CAST,,REP,BALLOTS CAST,44,16,26,2,0
Robertson,23- Christian Faith,BALLOTS CAST,,REP,BALLOTS CAST,92,46,45,1,0
Robertson,1- Calvert,BALLOTS CAST,,DEM,BALLOTS CAST,110,53,44,12,1
Robertson,2- Hearne,BALLOTS CAST,,DEM,BALLOTS CAST,131,85,30,16,0
Robertson,3- Wheelock,BALLOTS CAST,,DEM,BALLOTS CAST,32,18,11,3,0
Robertson,4- Bald Prairie,BALLOTS CAST,,DEM,BALLOTS CAST,27,13,6,8,0
Robertson,5- Bremond,BALLOTS CAST,,DEM,BALLOTS CAST,107,57,29,21,0
Robertson,6- Franklin,BALLOTS CAST,,DEM,BALLOTS CAST,83,55,22,5,1
Robertson,7- Mumford,BALLOTS CAST,,DEM,BALLOTS CAST,11,8,0,3,0
Robertson,8- Seale,BALLOTS CAST,,DEM,BALLOTS CAST,15,11,1,3,0
Robertson,11- Benchley,BALLOTS CAST,,DEM,BALLOTS CAST,87,64,18,5,0
Robertson,13- Elliott,BALLOTS CAST,,DEM,BALLOTS CAST,6,1,4,1,0
Robertson,16- Easterly,BALLOTS CAST,,DEM,BALLOTS CAST,4,2,2,0,0
Robertson,18- Ridge,BALLOTS CAST,,DEM,BALLOTS CAST,4,3,1,0,0
Robertson,19- New Baden,BALLOTS CAST,,DEM,BALLOTS CAST,29,19,6,4,0
Robertson,22- Teal Center,BALLOTS CAST,,DEM,BALLOTS CAST,216,121,50,45,0
Robertson,23- Christian Faith,BALLOTS CAST,,DEM,BALLOTS CAST,70,41,18,10,1
Robertson,1- Calvert,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,2- Hearne,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,3- Wheelock,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,4- Bald Prairie,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,5- Bremond,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,6- Franklin,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,1,0,0,1,0
Robertson,7- Mumford,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,8- Seale,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,11- Benchley,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,13- Elliott,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,16- Easterly,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,18- Ridge,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,19- New Baden,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,22- Teal Center,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,23- Christian Faith,BALLOTS CAST - BLANK,,,BALLOTS CAST - BLANK,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Robertson,2- Hearne,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Robertson,4- Bald Prairie,President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,1,0,0
Robertson,5- Bremond,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,6- Franklin,President,,REP,Roque Rocky DeLa Fuente Guerra,2,0,2,0,0
Robertson,7- Mumford,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,8- Seale,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,11- Benchley,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,13- Elliott,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Roque Rocky DeLa Fuente Guerra,1,1,0,0,0
Robertson,18- Ridge,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,22- Teal Center,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Bill Weld,1,1,0,0,0
Robertson,2- Hearne,President,,REP,Bill Weld,1,0,1,0,0
Robertson,3- Wheelock,President,,REP,Bill Weld,4,1,3,0,0
Robertson,4- Bald Prairie,President,,REP,Bill Weld,1,0,1,0,0
Robertson,5- Bremond,President,,REP,Bill Weld,0,0,0,0,0
Robertson,6- Franklin,President,,REP,Bill Weld,3,2,1,0,0
Robertson,7- Mumford,President,,REP,Bill Weld,0,0,0,0,0
Robertson,8- Seale,President,,REP,Bill Weld,0,0,0,0,0
Robertson,11- Benchley,President,,REP,Bill Weld,1,1,0,0,0
Robertson,13- Elliott,President,,REP,Bill Weld,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Bill Weld,1,0,1,0,0
Robertson,18- Ridge,President,,REP,Bill Weld,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Bill Weld,3,0,2,1,0
Robertson,22- Teal Center,President,,REP,Bill Weld,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Bill Weld,1,1,0,0,0
Robertson,1- Calvert,President,,REP,Joe Walsh,1,0,1,0,0
Robertson,2- Hearne,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,Joe Walsh,2,1,1,0,0
Robertson,4- Bald Prairie,President,,REP,Joe Walsh,4,1,3,0,0
Robertson,5- Bremond,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,6- Franklin,President,,REP,Joe Walsh,8,1,7,0,0
Robertson,7- Mumford,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,8- Seale,President,,REP,Joe Walsh,2,2,0,0,0
Robertson,11- Benchley,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,13- Elliott,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Joe Walsh,1,0,1,0,0
Robertson,18- Ridge,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Joe Walsh,2,0,2,0,0
Robertson,22- Teal Center,President,,REP,Joe Walsh,1,0,1,0,0
Robertson,23- Christian Faith,President,,REP,Joe Walsh,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Bob Ely,0,0,0,0,0
Robertson,2- Hearne,President,,REP,Bob Ely,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,Bob Ely,0,0,0,0,0
Robertson,4- Bald Prairie,President,,REP,Bob Ely,0,0,0,0,0
Robertson,5- Bremond,President,,REP,Bob Ely,1,1,0,0,0
Robertson,6- Franklin,President,,REP,Bob Ely,1,0,1,0,0
Robertson,7- Mumford,President,,REP,Bob Ely,0,0,0,0,0
Robertson,8- Seale,President,,REP,Bob Ely,0,0,0,0,0
Robertson,11- Benchley,President,,REP,Bob Ely,1,1,0,0,0
Robertson,13- Elliott,President,,REP,Bob Ely,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Bob Ely,0,0,0,0,0
Robertson,18- Ridge,President,,REP,Bob Ely,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Bob Ely,1,0,1,0,0
Robertson,22- Teal Center,President,,REP,Bob Ely,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Bob Ely,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Donald J. Trump,220,98,118,4,0
Robertson,2- Hearne,President,,REP,Donald J. Trump,252,132,109,11,0
Robertson,3- Wheelock,President,,REP,Donald J. Trump,219,146,64,8,1
Robertson,4- Bald Prairie,President,,REP,Donald J. Trump,176,60,110,6,0
Robertson,5- Bremond,President,,REP,Donald J. Trump,319,157,144,18,0
Robertson,6- Franklin,President,,REP,Donald J. Trump,564,240,312,11,1
Robertson,7- Mumford,President,,REP,Donald J. Trump,6,5,1,0,0
Robertson,8- Seale,President,,REP,Donald J. Trump,113,88,19,6,0
Robertson,11- Benchley,President,,REP,Donald J. Trump,273,186,74,13,0
Robertson,13- Elliott,President,,REP,Donald J. Trump,71,25,44,2,0
Robertson,16- Easterly,President,,REP,Donald J. Trump,71,46,22,3,0
Robertson,18- Ridge,President,,REP,Donald J. Trump,39,21,18,0,0
Robertson,19- New Baden,President,,REP,Donald J. Trump,248,91,150,7,0
Robertson,22- Teal Center,President,,REP,Donald J. Trump,43,16,25,2,0
Robertson,23- Christian Faith,President,,REP,Donald J. Trump,90,45,44,1,0
Robertson,1- Calvert,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,2- Hearne,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,Zoltan G. Istvan,2,0,2,0,0
Robertson,4- Bald Prairie,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,5- Bremond,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,6- Franklin,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,7- Mumford,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,8- Seale,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,11- Benchley,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,13- Elliott,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,18- Ridge,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,22- Teal Center,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Zoltan G. Istvan,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,2- Hearne,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,4- Bald Prairie,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,5- Bremond,President,,REP,Matthew John Matern,1,1,0,0,0
Robertson,6- Franklin,President,,REP,Matthew John Matern,1,0,1,0,0
Robertson,7- Mumford,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,8- Seale,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,11- Benchley,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,13- Elliott,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,16- Easterly,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,18- Ridge,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,19- New Baden,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,22- Teal Center,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Matthew John Matern,0,0,0,0,0
Robertson,1- Calvert,President,,REP,Uncommitted,4,2,2,0,0
Robertson,2- Hearne,President,,REP,Uncommitted,3,1,2,0,0
Robertson,3- Wheelock,President,,REP,Uncommitted,8,4,3,1,0
Robertson,4- Bald Prairie,President,,REP,Uncommitted,3,1,2,0,0
Robertson,5- Bremond,President,,REP,Uncommitted,0,0,0,0,0
Robertson,6- Franklin,President,,REP,Uncommitted,18,6,12,0,0
Robertson,7- Mumford,President,,REP,Uncommitted,0,0,0,0,0
Robertson,8- Seale,President,,REP,Uncommitted,1,1,0,0,0
Robertson,11- Benchley,President,,REP,Uncommitted,2,2,0,0,0
Robertson,13- Elliott,President,,REP,Uncommitted,1,1,0,0,0
Robertson,16- Easterly,President,,REP,Uncommitted,1,0,1,0,0
Robertson,18- Ridge,President,,REP,Uncommitted,1,1,0,0,0
Robertson,19- New Baden,President,,REP,Uncommitted,7,1,5,1,0
Robertson,22- Teal Center,President,,REP,Uncommitted,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,Uncommitted,1,0,1,0,0
Robertson,1- Calvert,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,2- Hearne,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,3- Wheelock,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,4- Bald Prairie,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,5- Bremond,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,6- Franklin,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,7- Mumford,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,8- Seale,President,,REP,OVER VOTES,1,1,0,0,0
Robertson,11- Benchley,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,13- Elliott,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,16- Easterly,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,18- Ridge,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,19- New Baden,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,22- Teal Center,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,OVER VOTES,0,0,0,0,0
Robertson,1- Calvert,President,,REP,UNDER VOTES,2,2,0,0,0
Robertson,2- Hearne,President,,REP,UNDER VOTES,1,0,1,0,0
Robertson,3- Wheelock,President,,REP,UNDER VOTES,1,0,1,0,0
Robertson,4- Bald Prairie,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,5- Bremond,President,,REP,UNDER VOTES,1,1,0,0,0
Robertson,6- Franklin,President,,REP,UNDER VOTES,15,5,9,1,0
Robertson,7- Mumford,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,8- Seale,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,11- Benchley,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,13- Elliott,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,16- Easterly,President,,REP,UNDER VOTES,1,0,1,0,0
Robertson,18- Ridge,President,,REP,UNDER VOTES,4,4,0,0,0
Robertson,19- New Baden,President,,REP,UNDER VOTES,3,1,2,0,0
Robertson,22- Teal Center,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,23- Christian Faith,President,,REP,UNDER VOTES,0,0,0,0,0
Robertson,1- Calvert,U.S. Senate,,REP,Virgil Bierschwale,2,0,2,0,0
Robertson,2- Hearne,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Robertson,3- Wheelock,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0
Robertson,5- Bremond,U.S. Senate,,REP,Virgil Bierschwale,2,2,0,0,0
Robertson,6- Franklin,U.S. Senate,,REP,Virgil Bierschwale,8,3,5,0,0
Robertson,7- Mumford,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Robertson,11- Benchley,U.S. Senate,,REP,Virgil Bierschwale,2,1,1,0,0
Robertson,13- Elliott,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0,0
Robertson,16- Easterly,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0,0
Robertson,18- Ridge,U.S. Senate,,REP,Virgil Bierschwale,4,3,1,0,0
Robertson,19- New Baden,U.S. Senate,,REP,Virgil Bierschwale,3,2,1,0,0
Robertson,22- Teal Center,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,Virgil Bierschwale,3,1,2,0,0
Robertson,1- Calvert,U.S. Senate,,REP,Mark Yancey,18,16,2,0,0
Robertson,2- Hearne,U.S. Senate,,REP,Mark Yancey,16,10,4,2,0
Robertson,3- Wheelock,U.S. Senate,,REP,Mark Yancey,13,10,3,0,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,Mark Yancey,16,4,10,2,0
Robertson,5- Bremond,U.S. Senate,,REP,Mark Yancey,27,13,13,1,0
Robertson,6- Franklin,U.S. Senate,,REP,Mark Yancey,57,28,29,0,0
Robertson,7- Mumford,U.S. Senate,,REP,Mark Yancey,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,Mark Yancey,9,9,0,0,0
Robertson,11- Benchley,U.S. Senate,,REP,Mark Yancey,14,11,3,0,0
Robertson,13- Elliott,U.S. Senate,,REP,Mark Yancey,9,3,6,0,0
Robertson,16- Easterly,U.S. Senate,,REP,Mark Yancey,11,8,3,0,0
Robertson,18- Ridge,U.S. Senate,,REP,Mark Yancey,3,2,1,0,0
Robertson,19- New Baden,U.S. Senate,,REP,Mark Yancey,24,11,13,0,0
Robertson,22- Teal Center,U.S. Senate,,REP,Mark Yancey,5,2,3,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,Mark Yancey,3,2,1,0,0
Robertson,1- Calvert,U.S. Senate,,REP,Dwayne Stovall,24,9,15,0,0
Robertson,2- Hearne,U.S. Senate,,REP,Dwayne Stovall,25,17,8,0,0
Robertson,3- Wheelock,U.S. Senate,,REP,Dwayne Stovall,35,25,10,0,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,Dwayne Stovall,17,9,8,0,0
Robertson,5- Bremond,U.S. Senate,,REP,Dwayne Stovall,30,18,12,0,0
Robertson,6- Franklin,U.S. Senate,,REP,Dwayne Stovall,68,33,35,0,0
Robertson,7- Mumford,U.S. Senate,,REP,Dwayne Stovall,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,Dwayne Stovall,10,5,5,0,0
Robertson,11- Benchley,U.S. Senate,,REP,Dwayne Stovall,47,35,12,0,0
Robertson,13- Elliott,U.S. Senate,,REP,Dwayne Stovall,8,3,5,0,0
Robertson,16- Easterly,U.S. Senate,,REP,Dwayne Stovall,13,7,6,0,0
Robertson,18- Ridge,U.S. Senate,,REP,Dwayne Stovall,3,0,3,0,0
Robertson,19- New Baden,U.S. Senate,,REP,Dwayne Stovall,30,11,19,0,0
Robertson,22- Teal Center,U.S. Senate,,REP,Dwayne Stovall,6,3,3,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,Dwayne Stovall,13,7,6,0,0
Robertson,1- Calvert,U.S. Senate,,REP,John Cornyn,163,67,92,4,0
Robertson,2- Hearne,U.S. Senate,,REP,John Cornyn,194,92,94,8,0
Robertson,3- Wheelock,U.S. Senate,,REP,John Cornyn,160,105,47,8,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,John Cornyn,137,43,90,4,0
Robertson,5- Bremond,U.S. Senate,,REP,John Cornyn,234,106,111,17,0
Robertson,6- Franklin,U.S. Senate,,REP,John Cornyn,399,154,235,9,1
Robertson,7- Mumford,U.S. Senate,,REP,John Cornyn,6,5,1,0,0
Robertson,8- Seale,U.S. Senate,,REP,John Cornyn,94,75,13,6,0
Robertson,11- Benchley,U.S. Senate,,REP,John Cornyn,199,133,54,12,0
Robertson,13- Elliott,U.S. Senate,,REP,John Cornyn,49,16,31,2,0
Robertson,16- Easterly,U.S. Senate,,REP,John Cornyn,43,24,16,3,0
Robertson,18- Ridge,U.S. Senate,,REP,John Cornyn,30,17,13,0,0
Robertson,19- New Baden,U.S. Senate,,REP,John Cornyn,179,56,116,7,0
Robertson,22- Teal Center,U.S. Senate,,REP,John Cornyn,27,6,19,2,0
Robertson,23- Christian Faith,U.S. Senate,,REP,John Cornyn,64,29,34,1,0
Robertson,1- Calvert,U.S. Senate,,REP,John Anthony Castro,7,5,2,0,0
Robertson,2- Hearne,U.S. Senate,,REP,John Anthony Castro,6,5,0,1,0
Robertson,3- Wheelock,U.S. Senate,,REP,John Anthony Castro,8,1,6,1,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,John Anthony Castro,4,3,1,0,0
Robertson,5- Bremond,U.S. Senate,,REP,John Anthony Castro,4,3,1,0,0
Robertson,6- Franklin,U.S. Senate,,REP,John Anthony Castro,23,8,15,0,0
Robertson,7- Mumford,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,John Anthony Castro,1,1,0,0,0
Robertson,11- Benchley,U.S. Senate,,REP,John Anthony Castro,3,2,1,0,0
Robertson,13- Elliott,U.S. Senate,,REP,John Anthony Castro,2,1,1,0,0
Robertson,16- Easterly,U.S. Senate,,REP,John Anthony Castro,1,1,0,0,0
Robertson,18- Ridge,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0
Robertson,19- New Baden,U.S. Senate,,REP,John Anthony Castro,8,3,4,1,0
Robertson,22- Teal Center,U.S. Senate,,REP,John Anthony Castro,2,2,0,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,John Anthony Castro,2,1,1,0,0
Robertson,1- Calvert,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,2- Hearne,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,3- Wheelock,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,4- Bald Prairie,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,5- Bremond,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,6- Franklin,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,7- Mumford,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,11- Benchley,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,13- Elliott,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,16- Easterly,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,18- Ridge,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,19- New Baden,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,22- Teal Center,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,OVER VOTES,0,0,0,0,0
Robertson,1- Calvert,U.S. Senate,,REP,UNDER VOTES,15,6,9,0,0
Robertson,2- Hearne,U.S. Senate,,REP,UNDER VOTES,16,9,7,0,0
Robertson,3- Wheelock,U.S. Senate,,REP,UNDER VOTES,20,11,8,0,1
Robertson,4- Bald Prairie,U.S. Senate,,REP,UNDER VOTES,10,2,8,0,0
Robertson,5- Bremond,U.S. Senate,,REP,UNDER VOTES,25,18,7,0,0
Robertson,6- Franklin,U.S. Senate,,REP,UNDER VOTES,57,28,26,3,0
Robertson,7- Mumford,U.S. Senate,,REP,UNDER VOTES,0,0,0,0,0
Robertson,8- Seale,U.S. Senate,,REP,UNDER VOTES,3,2,1,0,0
Robertson,11- Benchley,U.S. Senate,,REP,UNDER VOTES,12,8,3,1,0
Robertson,13- Elliott,U.S. Senate,,REP,UNDER VOTES,3,3,0,0,0
Robertson,16- Easterly,U.S. Senate,,REP,UNDER VOTES,7,6,1,0,0
Robertson,18- Ridge,U.S. Senate,,REP,UNDER VOTES,4,4,0,0,0
Robertson,19- New Baden,U.S. Senate,,REP,UNDER VOTES,20,10,9,1,0
Robertson,22- Teal Center,U.S. Senate,,REP,UNDER VOTES,4,3,1,0,0
Robertson,23- Christian Faith,U.S. Senate,,REP,UNDER VOTES,7,6,1,0,0
Robertson,1- Calvert,"US Representative, Dist 17",,REP,Kristen Alamo Rowin,3,2,1,0,0
