county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Glasscock,1,Registered Voters,,,,,,,213
Glasscock,1,Ballots Cast,,,,3,43,83,129
Glasscock,1,President,,REP,Matthew John Matern,0,0,0,0
Glasscock,1,President,,REP,Bill Weld,0,0,0,0
Glasscock,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Glasscock,1,President,,REP,Bob Ely,0,0,0,0
Glasscock,1,President,,REP,Donald J. Trump,3,42,82,127
Glasscock,1,President,,REP,Joe Walsh,0,0,0,0
Glasscock,1,President,,REP,Zoltan G. Istvan,0,0,0,0
Glasscock,1,President,,REP,Uncommitted,0,0,1,1
Glasscock,1,U.S. Senate,,REP,John Anthony Castro,0,0,1,1
Glasscock,1,U.S. Senate,,REP,Dwayne Stovall,0,2,14,16
Glasscock,1,U.S. Senate,,REP,Virgil Bierschwale,0,1,1,2
Glasscock,1,U.S. Senate,,REP,Mark Yancey,0,3,4,7
Glasscock,1,U.S. Senate,,REP,John Cornyn,3,30,58,91
Glasscock,1,U.S. House,11,REP,Robert Tucker,0,0,0,0
Glasscock,1,U.S. House,11,REP,J. Ross Lacy,0,0,0,0
Glasscock,1,U.S. House,11,REP,Casey Gray,0,0,0,0
Glasscock,1,U.S. House,11,REP,Jamie Berryhill,0,0,2,2
Glasscock,1,U.S. House,11,REP,Brandon Batch,0,0,0,0
Glasscock,1,U.S. House,11,REP,Wesley W. Virdell,0,0,0,0
Glasscock,1,U.S. House,11,REP,J.D. Faircloth,0,0,0,0
Glasscock,1,U.S. House,11,REP,Gene Barber,0,0,1,1
Glasscock,1,U.S. House,11,REP,Ned Luscombe,0,0,0,0
Glasscock,1,U.S. House,11,REP,August Pfluger,3,40,80,123
Glasscock,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,8,33,42
Glasscock,1,Railroad Commissioner,,REP,Ryan Sitton,2,19,25,46
Glasscock,1,State Representative,72,REP,Lynette Lucas,0,0,9,9
Glasscock,1,State Representative,72,REP,Drew Darby,3,39,73,115
Glasscock,2,Registered Voters,,,,,,,177
Glasscock,2,Ballots Cast,,,,4,37,28,69
Glasscock,2,President,,REP,Matthew John Matern,0,0,0,0
Glasscock,2,President,,REP,Bill Weld,0,0,0,0
Glasscock,2,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Glasscock,2,President,,REP,Bob Ely,0,0,0,0
Glasscock,2,President,,REP,Donald J. Trump,4,37,26,67
Glasscock,2,President,,REP,Joe Walsh,0,0,1,0
Glasscock,2,President,,REP,Zoltan G. Istvan,0,0,0,0
Glasscock,2,President,,REP,Uncommitted,0,0,0,0
Glasscock,2,U.S. Senate,,REP,John Anthony Castro,1,0,1,2
Glasscock,2,U.S. Senate,,REP,Dwayne Stovall,0,0,2,2
Glasscock,2,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Glasscock,2,U.S. Senate,,REP,Mark Yancey,0,0,3,0
Glasscock,2,U.S. Senate,,REP,John Cornyn,3,36,16,55
Glasscock,2,U.S. House,11,REP,Robert Tucker,0,0,0,0
Glasscock,2,U.S. House,11,REP,J. Ross Lacy,0,1,0,1
Glasscock,2,U.S. House,11,REP,Casey Gray,0,0,0,0
