county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Young,5,President,,DEM,Tulsi Gabbard,0,0,0,0
Young,5,President,,DEM,Bernie Sanders,23,12,9,2
Young,5,President,,DEM,Andrew Yang,1,0,1,0
Young,5,President,,DEM,Robby Wells,0,0,0,0
Young,5,President,,DEM,Elizabeth Warren,11,3,7,1
Young,5,President,,DEM,John K. Delaney,0,0,0,0
Young,5,President,,DEM,Cory Booker,0,0,0,0
Young,5,President,,DEM,Joseph R. Biden,59,15,33,11
Young,5,President,,DEM,Julin Castro,0,0,0,0
Young,5,President,,DEM,Amy Klobuchar,5,4,0,1
Young,5,Ballots Cast,,REP,,879,,,
Young,5,Ballots Cast,,DEM,,131,,,
Young,5,President,,DEM,Over Votes,0,0,0,0
Young,5,President,,DEM,Under Votes,0,0,0,0
Young,5,President,,DEM,Pete Buttigieg,12,7,0,5
Young,5,President,,DEM,Deval Patrick,0,0,0,0
Young,5,President,,DEM,Michael Bennet,0,0,0,0
Young,5,President,,DEM,Tom Steyer,0,0,0,0
Young,5,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Young,5,President,,DEM,Michael R. Bloomberg,20,5,10,5
Young,5,President,,DEM,Marianne Williamson,0,0,0,0
Young,5,U.S. Senate,,DEM,Sema Hernandez,12,5,5,2
Young,5,U.S. Senate,,DEM,Jack Daniel Foster Jr,6,1,3,2
Young,5,U.S. Senate,,DEM,Royce West,17,9,5,3
Young,5,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",38,14,16,8
Young,5,U.S. Senate,,DEM,Victor Hugo Harris,7,2,5,0
Young,5,U.S. Senate,,DEM,Chris Bell,19,5,8,6
Young,5,U.S. Senate,,DEM,Michael Cooper,4,2,2,0
Young,5,U.S. Senate,,DEM,D. R. Hunter,3,2,0,1
Young,5,U.S. Senate,,DEM,Over Votes,0,0,0,0
Young,5,U.S. Senate,,DEM,Under Votes,18,2,14,2
Young,5,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Young,5,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",3,2,0,1
Young,5,U.S. Senate,,DEM,Amanda K. Edwards,3,2,1,0
Young,5,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,1,0,1,0
Young,5,U.S. House,19,DEM,Over Votes,0,0,0,0
Young,5,U.S. House,19,DEM,Under Votes,33,5,21,7
Young,5,U.S. House,19,DEM,Tom Watson,98,41,39,18
Young,5,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Young,5,Railroad Commissioner,,DEM,Under Votes,25,2,19,4
Young,5,Railroad Commissioner,,DEM,Mark Watson,35,12,11,12
Young,5,Railroad Commissioner,,DEM,Chrysta Castaeda,27,11,12,4
Young,5,Railroad Commissioner,,DEM,Kelly Stone,20,10,9,1
Young,5,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",24,11,9,4
Young,5,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,22,6,9,7
Young,5,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Young,5,"Chief Justice, Supreme Court",,DEM,Under Votes,23,1,18,4
Young,5,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,86,39,33,14
Young,5,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Young,5,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,23,1,19,3
Young,5,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,36,10,13,13
Young,5,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,72,35,28,9
Young,5,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,63,26,23,14
Young,5,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Young,5,"Justice, Supreme Court, Place 7",,DEM,Under Votes,26,1,20,5
Young,5,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,42,19,17,6
Young,5,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,48,18,18,12
Young,5,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
Young,5,"Justice, Supreme Court, Place 8",,DEM,Under Votes,25,1,20,4
Young,5,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,58,27,22,9
Young,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,22,7,8,7
Young,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Young,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,25,1,20,4
Young,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,74,32,29,13
Young,5,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,10,6,3,1
Young,5,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0,0
Young,5,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,25,1,20,4
Young,5,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,78,36,27,15
Young,5,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,28,9,13,6
Young,5,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0,0
Young,5,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,35,5,25,5
Young,5,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,96,41,35,20
Young,5,"Member, State Board of Education",15,DEM,Over Votes,0,0,0,0
Young,5,"Member, State Board of Education",15,DEM,Under Votes,33,4,24,5
Young,5,"Member, State Board of Education",15,DEM,John Betancourt,98,42,36,20
Young,5,State Representative,68,DEM,Over Votes,0,0,0,0
Young,5,State Representative,68,DEM,Under Votes,31,5,21,5
Young,5,State Representative,68,DEM,Patsy Ledbetter,100,41,39,20
Young,5,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
Young,5,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,DEM,Under Votes,36,6,25,5
Young,5,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,DEM,Delonia A. Watson,95,40,35,20
Young,5,President,,REP,Donald J. Trump,827,397,312,118
Young,5,President,,REP,Matthew John Matern,0,0,0,0
Young,5,President,,REP,Joe Walsh,2,1,1,0
Young,5,Ballots Cast,,REP,,879,,,
Young,5,Ballots Cast,,DEM,,131,,,
Young,5,President,,REP,Over Votes,0,0,0,0
Young,5,President,,REP,Under Votes,7,3,1,3
Young,5,President,,REP,Zoltan G. Istvan,0,0,0,0
Young,5,President,,REP,Bob Ely,0,0,0,0
Young,5,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",6,3,3,0
Young,5,President,,REP,Bill Weld,6,3,3,0
Young,5,President,,REP,Uncommitted,31,13,14,4
Young,5,U.S. Senate,,REP,Mark Yancey,103,47,48,8
Young,5,U.S. Senate,,REP,Over Votes,0,0,0,0
Young,5,U.S. Senate,,REP,Under Votes,63,27,31,5
Young,5,U.S. Senate,,REP,Virgil Bierschwale,3,1,2,0
Young,5,U.S. Senate,,REP,Dwayne Stovall,99,47,41,11
Young,5,U.S. Senate,,REP,John Cornyn,591,289,201,101
Young,5,U.S. Senate,,REP,John Anthony Castro,20,9,11,0
Young,5,U.S. House,19,REP,Over Votes,0,0,0,0
Young,5,U.S. House,19,REP,Under Votes,75,35,33,7
Young,5,U.S. House,19,REP,Vance W. Boyd,161,70,75,16
Young,5,U.S. House,19,REP,Jodey C. Arrington,643,315,226,102
Young,5,Railroad Commissioner,,REP,Ryan Sitton,310,147,124,39
Young,5,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Young,5,Railroad Commissioner,,REP,Under Votes,129,58,45,26
Young,5,Railroad Commissioner,,REP,"James ""Jim"" Wright",440,215,165,60
Young,5,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Young,5,"Chief Justice, Supreme Court",,REP,Under Votes,149,77,51,21
Young,5,"Chief Justice, Supreme Court",,REP,Nathan Hecht,730,343,283,104
