county,precinct,office,district,candidate,party,early_voting,election day,votes
Cottle,201,U S Senate,,Jack Daniel Foster Jr.,DEM,0,1,1
Cottle,201,U S Senate,,"Mary ""MJ"" Hegar",DEM,2,0,2
Cottle,201,U S Senate,,Michael Cooper,DEM,0,0,0
Cottle,201,U S Senate,,Royce West,DEM,0,0,0
Cottle,201,U S Senate,,Sema Hernandez,DEM,0,1,1
Cottle,201,U S Senate,,Victor Hugo Harris,DEM,0,0,0
Cottle,201,President/Vice-President,,Amy Klobuchar,DEM,0,0,0
Cottle,201,President/Vice-President,,Andrew Yang,DEM,0,0,0
Cottle,201,President/Vice-President,,Bernie Sanders,DEM,0,2,2
Cottle,201,President/Vice-President,,Cory Booker,DEM,0,0,0
Cottle,201,President/Vice-President,,Deval Patrick,DEM,0,0,0
Cottle,201,President/Vice-President,,Elizabeth Warren,DEM,2,0,2
Cottle,201,President/Vice-President,,John K. Delaney,DEM,0,0,0
Cottle,201,President/Vice-President,,Joseph R. Biden,DEM,4,1,5
Cottle,201,President/Vice-President,,Julian Castro,DEM,0,0,0
Cottle,201,President/Vice-President,,Marianne Williamson,DEM,0,0,0
Cottle,201,President/Vice-President,,Michael Bennet,DEM,0,0,0
Cottle,201,President/Vice-President,,Michael R. Bloomberg,DEM,1,2,3
Cottle,201,President/Vice-President,,Pete Buttigieg,DEM,0,0,0
Cottle,201,President/Vice-President,,Robby Wells,DEM,0,0,0
Cottle,201,President/Vice-President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Cottle,201,President/Vice-President,,Tom Steyer,DEM,0,0,0
Cottle,201,President/Vice-President,,Tulsi Gabbard,DEM,0,0,0
Cottle,201,U S House,13,Greg Sagan,DEM,2,0,2
Cottle,201,U S House,13,Gus Trujillo,DEM,3,3,6
Cottle,201,U S House,13,Timothy W. Gassaway,DEM,0,2,2
Cottle,201,Railroad Commissioner,,Chrysta Castaneda,DEM,4,2,6
Cottle,201,Railroad Commissioner,,Kelly Stone,DEM,0,1,1
Cottle,201,Railroad Commissioner,,Mark Watson,DEM,2,2,4
Cottle,201,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,0,0
Cottle,301,Railroad Commissioner,,"James ""Jim"" Wright",REP,28,11,39
Cottle,301,Railroad Commissioner,,Ryan Sitton,REP,8,10,18
Cottle,301,State Senate,28,Charles Perry,REP,36,22,58
Cottle,301,President/Vice-President,,Bill Weld,REP,0,0,0
Cottle,301,President/Vice-President,,Bob Ely,REP,0,0,0
Cottle,301,President/Vice-President,,Donald J. Trump,REP,44,27,71
Cottle,301,President/Vice-President,,Joe Walsh,REP,0,1,1
Cottle,301,President/Vice-President,,Matthew John Matern,REP,0,0,0
Cottle,301,President/Vice-President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0
Cottle,301,President/Vice-President,,Uncommitted,REP,2,2,4
Cottle,301,President/Vice-President,,Zoltan G. Istvan,REP,0,0,0
Cottle,301,U S House,13,Asusena Resendiz,REP,0,0,0
Cottle,301,U S House,13,"Catherine ""I Swear"" Carr",REP,1,1,2
Cottle,301,U S House,13,Chris Ekstrom,REP,8,7,15
Cottle,301,U S House,13,Diane Knowlton,REP,0,0,0
Cottle,301,U S House,13,Elaine Hays,REP,2,1,3
Cottle,301,U S House,13,Jamie Culley,REP,0,0,0
Cottle,301,U S House,13,Jason Foglesong,REP,0,0,0
Cottle,301,U S House,13,Josh Winegarner,REP,26,10,36
Cottle,301,U S House,13,Lee Harvey,REP,2,0,2
Cottle,301,U S House,13,Mark Neese,REP,0,2,2
Cottle,301,U S House,13,Matt McArthur,REP,1,3,4
Cottle,301,U S House,13,Monique Worthy,REP,1,1,2
Cottle,301,U S House,13,Richard Herman,REP,0,1,1
Cottle,301,U S House,13,Ronny Jackson,REP,1,2,3
Cottle,301,U S House,13,Vance Snider II,REP,3,0,3
Cottle,301,State House,68,Drew Springer,REP,39,21,60
Cottle,301,U S Senate,,Dwayne Stovall,REP,3,1,4
Cottle,301,U S Senate,,John Anthony Castro,REP,1,8,9
Cottle,301,U S Senate,,John Cornyn,REP,33,18,51
Cottle,301,U S Senate,,Mark Yancey,REP,7,6,13
Cottle,301,U S Senate,,Virgil Bierschwale,REP,0,0,0
Cottle,301,State House,68,Patsy Ledbetter,DEM,9,8,17
Cottle,301,U S Senate,,Adrian Ocegueda,DEM,0,0,0
Cottle,301,U S Senate,,Amanda K. Edwards,DEM,1,2,3
Cottle,301,U S Senate,,"Annie ""Mama"" Garcia",DEM,1,3,4
Cottle,301,U S Senate,,Chris Bell,DEM,2,0,2
Cottle,301,U S Senate,,Cristina Tzintzun Ramirez,DEM,3,1,4
Cottle,301,U S Senate,,D. R. Hunter,DEM,0,1,1
Cottle,301,U S Senate,,Jack Daniel Foster Jr.,DEM,1,0,1
Cottle,301,U S Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0
Cottle,301,U S Senate,,Michael Cooper,DEM,0,0,0
Cottle,301,U S Senate,,Royce West,DEM,0,1,1
Cottle,301,U S Senate,,Sema Hernandez,DEM,1,2,3
Cottle,301,U S Senate,,Victor Hugo Harris,DEM,1,0,1
Cottle,301,President/Vice-President,,Amy Klobuchar,DEM,0,0,0
Cottle,301,President/Vice-President,,Andrew Yang,DEM,0,0,0
Cottle,301,President/Vice-President,,Bernie Sanders,DEM,4,5,9
Cottle,301,President/Vice-President,,Cory Booker,DEM,1,0,1
Cottle,301,President/Vice-President,,Deval Patrick,DEM,0,0,0
Cottle,301,President/Vice-President,,Elizabeth Warren,DEM,0,1,1
Cottle,301,President/Vice-President,,John K. Delaney,DEM,0,1,1
Cottle,301,President/Vice-President,,Joseph R. Biden,DEM,4,3,7
Cottle,301,President/Vice-President,,Julian Castro,DEM,0,0,0
Cottle,301,President/Vice-President,,Marianne Williamson,DEM,0,0,0
Cottle,301,President/Vice-President,,Michael Bennet,DEM,0,1,1
Cottle,301,President/Vice-President,,Michael R. Bloomberg,DEM,0,1,1
Cottle,301,President/Vice-President,,Pete Buttigieg,DEM,1,0,1
Cottle,301,President/Vice-President,,Robby Wells,DEM,0,0,0
Cottle,301,President/Vice-President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0
Cottle,301,President/Vice-President,,Tom Steyer,DEM,0,1,1
Cottle,301,President/Vice-President,,Tulsi Gabbard,DEM,0,0,0
Cottle,301,U S House,13,Greg Sagan,DEM,2,4,6
Cottle,301,U S House,13,Gus Trujillo,DEM,1,2,3
Cottle,301,U S House,13,Timothy W. Gassaway,DEM,5,2,7
Cottle,301,Railroad Commissioner,,Chrysta Castaneda,DEM,1,3,4
Cottle,301,Railroad Commissioner,,Kelly Stone,DEM,2,1,3
Cottle,301,Railroad Commissioner,,Mark Watson,DEM,3,2,5
Cottle,301,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,4,3,7
Cottle,401,Railroad Commissioner,,"James ""Jim"" Wright",REP,9,23,32
Cottle,401,Railroad Commissioner,,Ryan Sitton,REP,8,10,18
Cottle,401,State Senate,28,Charles Perry,REP,21,32,53
Cottle,401,President/Vice-President,,Bill Weld,REP,0,0,0
Cottle,401,President/Vice-President,,Bob Ely,REP,0,0,0
Cottle,401,President/Vice-President,,Donald J. Trump,REP,22,42,64
Cottle,401,President/Vice-President,,Joe Walsh,REP,2,0,2
Cottle,401,President/Vice-President,,Matthew John Matern,REP,0,0,0
Cottle,401,President/Vice-President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1,1
Cottle,401,President/Vice-President,,Uncommitted,REP,1,0,1
Cottle,401,President/Vice-President,,Zoltan G. Istvan,REP,0,0,0
Cottle,401,U S House,13,Asusena Resendiz,REP,0,2,2
Cottle,401,U S House,13,"Catherine ""I Swear"" Carr",REP,0,0,0
Cottle,401,U S House,13,Chris Ekstrom,REP,2,3,5
Cottle,401,U S House,13,Diane Knowlton,REP,0,0,0
Cottle,401,U S House,13,Elaine Hays,REP,1,7,8
Cottle,401,U S House,13,Jamie Culley,REP,0,0,0
Cottle,401,U S House,13,Jason Foglesong,REP,0,0,0
Cottle,401,U S House,13,Josh Winegarner,REP,14,17,31
Cottle,401,U S House,13,Lee Harvey,REP,2,1,3
Cottle,401,U S House,13,Mark Neese,REP,0,2,2
Cottle,401,U S House,13,Matt McArthur,REP,0,1,1
Cottle,401,U S House,13,Monique Worthy,REP,0,0,0
Cottle,401,U S House,13,Richard Herman,REP,0,0,0
Cottle,401,U S House,13,Ronny Jackson,REP,1,5,6
Cottle,401,U S House,13,Vance Snider II,REP,2,1,3
Cottle,401,State House,68,Drew Springer,REP,22,35,57
Cottle,401,U S Senate,,Dwayne Stovall,REP,3,5,8
Cottle,401,U S Senate,,John Anthony Castro,REP,1,4,5
Cottle,401,U S Senate,,John Cornyn,REP,14,26,40
Cottle,401,U S Senate,,Mark Yancey,REP,2,0,2
Cottle,401,U S Senate,,Virgil Bierschwale,REP,0,2,2
Cottle,401,State House,68,Patsy Ledbetter,DEM,3,5,8
Cottle,401,U S Senate,,Adrian Ocegueda,DEM,0,0,0
Cottle,401,U S Senate,,Amanda K. Edwards,DEM,0,0,0
Cottle,401,U S Senate,,"Annie ""Mama"" Garcia",DEM,1,2,3
Cottle,401,U S Senate,,Chris Bell,DEM,0,3,3
Cottle,401,U S Senate,,Cristina Tzintzun Ramirez,DEM,0,2,2
Cottle,401,U S Senate,,D. R. Hunter,DEM,0,0,0
Cottle,401,U S Senate,,Jack Daniel Foster Jr.,DEM,2,0,2
Cottle,401,U S Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0
Cottle,401,U S Senate,,Michael Cooper,DEM,0,0,0
Cottle,401,U S Senate,,Royce West,DEM,1,0,1
Cottle,401,U S Senate,,Sema Hernandez,DEM,0,2,2
Cottle,401,U S Senate,,Victor Hugo Harris,DEM,0,0,0
Cottle,401,President/Vice-President,,Amy Klobuchar,DEM,0,0,0
Cottle,401,President/Vice-President,,Andrew Yang,DEM,0,0,0
Cottle,401,President/Vice-President,,Bernie Sanders,DEM,0,4,4
Cottle,401,President/Vice-President,,Cory Booker,DEM,0,0,0
Cottle,401,President/Vice-President,,Deval Patrick,DEM,0,0,0
Cottle,401,President/Vice-President,,Elizabeth Warren,DEM,0,0,0
Cottle,401,President/Vice-President,,John K. Delaney,DEM,0,0,0
Cottle,401,President/Vice-President,,Joseph R. Biden,DEM,2,1,3
Cottle,401,President/Vice-President,,Julian Castro,DEM,0,1,1
Cottle,401,President/Vice-President,,Marianne Williamson,DEM,0,0,0
Cottle,401,President/Vice-President,,Michael Bennet,DEM,0,0,0
Cottle,401,President/Vice-President,,Michael R. Bloomberg,DEM,1,1,2
Cottle,401,President/Vice-President,,Pete Buttigieg,DEM,1,0,1
Cottle,401,President/Vice-President,,Robby Wells,DEM,0,0,0
Cottle,401,President/Vice-President,,"Roque ""Rocky"" De La Fuente ",DEM,1,0,1
Cottle,401,President/Vice-President,,Tom Steyer,DEM,0,0,0
Cottle,401,President/Vice-President,,Tulsi Gabbard,DEM,0,0,0
Cottle,401,U S House,13,Greg Sagan,DEM,0,0,0
Cottle,401,U S House,13,Gus Trujillo,DEM,1,3,4
Cottle,401,U S House,13,Timothy W. Gassaway,DEM,1,0,1
Cottle,401,Railroad Commissioner,,Chrysta Castaneda,DEM,0,1,1
Cottle,401,Railroad Commissioner,,Kelly Stone,DEM,0,2,2
Cottle,401,Railroad Commissioner,,Mark Watson,DEM,1,1,2
Cottle,401,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,5,5
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,           ,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
