county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Castro,Precinct 101,Ballots Cast,,,,,,,309
Castro,Precinct 101,President,,REP,Donald J Trump,3,44,140,187
Castro,Precinct 101,President,,DEM,Joseph R Biden,15,24,78,117
Castro,Precinct 101,President,,LIB,Jo Jorgensen,0,0,1,1
Castro,Precinct 101,President,,GRN,Howie Hawkins,0,0,0,0
Castro,Precinct 101,President,,,Over Votes,0,0,0,0
Castro,Precinct 101,President,,,Under Votes,0,1,3,4
Castro,Precinct 101,U.S. Senate,,REP,John Cornyn,5,45,125,175
Castro,Precinct 101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",13,24,80,117
Castro,Precinct 101,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,4,4
Castro,Precinct 101,U.S. Senate,,GRN,David B. Collins,0,0,2,2
Castro,Precinct 101,U.S. Senate,,,Over Votes,0,0,0,0
Castro,Precinct 101,U.S. Senate,,,Under Votes,0,0,11,11
Castro,Precinct 101,U.S. House,19,,Jodey C. Arrington,5,44,126,175
Castro,Precinct 101,U.S. House,19,,Tom Watson,11,23,70,104
Castro,Precinct 101,U.S. House,19,,Joe Burnes,0,1,3,4
Castro,Precinct 101,U.S. House,19,,Over Votes,0,0,0,0
Castro,Precinct 101,U.S. House,19,,Under Votes,2,1,23,26
Castro,Precinct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",3,42,119,164
Castro,Precinct 101,Railroad Commissioner,,DEM,Chrysta Castaneda,15,24,82,121
Castro,Precinct 101,Railroad Commissioner,,LIB,Matt Sterett,0,1,1,2
Castro,Precinct 101,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Castro,Precinct 101,Railroad Commissioner,,,Over Votes,0,0,0,0
Castro,Precinct 101,Railroad Commissioner,,,Under Votes,0,2,20,22
Castro,Precinct 101,State Representative,88,,Ken King,6,51,158,215
Castro,Precinct 101,State Representative,88,,Over Votes,0,0,0,0
Castro,Precinct 101,State Representative,88,,Under Votes,12,18,64,94
Castro,Precinct 105,Ballots Cast,,,,,,,31
Castro,Precinct 105,President,,REP,Donald J Trump,1,21,7,29
Castro,Precinct 105,President,,DEM,Joseph R Biden,0,0,2,2
Castro,Precinct 105,President,,LIB,Jo Jorgensen,0,0,0,0
Castro,Precinct 105,President,,GRN,Howie Hawkins,0,0,0,0
Castro,Precinct 105,President,,,Over Votes,0,0,0,0
Castro,Precinct 105,President,,,Under Votes,0,0,0,0
Castro,Precinct 105,U.S. Senate,,REP,John Cornyn,1,21,6,28
Castro,Precinct 105,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,3,3
Castro,Precinct 105,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Castro,Precinct 105,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Castro,Precinct 105,U.S. Senate,,,Over Votes,0,0,0,0
Castro,Precinct 105,U.S. Senate,,,Under Votes,0,0,0,0
Castro,Precinct 105,U.S. House,19,,Jodey C. Arrington,1,21,5,27
Castro,Precinct 105,U.S. House,19,,Tom Watson,0,0,3,3
Castro,Precinct 105,U.S. House,19,,Joe Burnes,0,0,1,1
Castro,Precinct 105,U.S. House,19,,Over Votes,0,0,0,0
Castro,Precinct 105,U.S. House,19,,Under Votes,0,0,0,0
Castro,Precinct 105,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,20,4,25
Castro,Precinct 105,Railroad Commissioner,,DEM,Chrysta Castaneda,0,0,5,5
Castro,Precinct 105,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Castro,Precinct 105,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Castro,Precinct 105,Railroad Commissioner,,,Over Votes,0,0,0,0
Castro,Precinct 105,Railroad Commissioner,,,Under Votes,0,1,0,1
Castro,Precinct 105,State Representative,88,,Ken King,1,20,7,28
Castro,Precinct 105,State Representative,88,,Over Votes,0,0,0,0
Castro,Precinct 105,State Representative,88,,Under Votes,0,1,2,3
Castro,Precinct 201,Ballots Cast,,,,,,,295
Castro,Precinct 201,President,,REP,Donald J Trump,11,90,80,181
Castro,Precinct 201,President,,DEM,Joseph R Biden,11,48,51,110
Castro,Precinct 201,President,,LIB,Jo Jorgensen,0,1,1,2
Castro,Precinct 201,President,,GRN,Howie Hawkins,0,0,0,0
Castro,Precinct 201,President,,,Over Votes,0,0,0,0
Castro,Precinct 201,President,,,Under Votes,0,2,0,2
Castro,Precinct 201,U.S. Senate,,REP,John Cornyn,11,88,70,169
Castro,Precinct 201,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",10,47,39,96
